warehouse_id,orders_processed,avg_picking_time_minutes,labor_utilization_percent,efficiency_rating
180,6138,22,84,Low
166,4225,21,80,Low
58,1709,24,80,Low
63,631,38,78,Low
27,7243,12,72,High
88,118,39,90,High
38,1293,15,88,High
182,7981,17,99,Low
99,6764,22,67,Low
116,6159,29,87,Low
10,7545,37,56,High
36,607,22,80,Low
15,7987,10,63,Low
124,5414,33,72,Low
171,4606,12,87,High
131,3586,16,66,Low
53,1023,15,70,Low
19,6936,34,80,High
128,7127,36,74,High
67,820,10,97,Low
62,4748,6,81,High
96,1236,32,67,Low
186,4754,17,71,Low
197,1160,19,61,High
20,5616,31,79,High
101,4156,17,82,Low
178,1966,34,54,High
15,960,28,61,High
151,4967,9,74,Low
130,6915,6,82,Low
162,3451,38,76,Low
2,7195,23,53,Low
98,481,11,61,High
98,3359,19,93,Low
112,6690,8,81,High
164,2172,36,61,Low
2,6506,15,54,Low
8,1438,27,55,High
28,4064,30,70,High
147,7690,13,57,Low
58,1768,24,55,High
140,2224,21,50,High
168,7281,25,54,Low
29,5097,13,86,High
141,4648,24,99,Low
125,2384,14,89,Low
73,5949,33,67,Low
172,1042,8,91,Low
20,7498,34,77,Low
176,6773,17,70,Low
73,6988,33,70,High
195,5390,22,51,High
65,2858,35,95,Low
131,2140,38,83,Low
29,2507,33,54,Low
160,4513,35,95,Low
92,3110,36,91,Low
114,6477,31,72,High
113,4105,12,91,Low
28,5231,14,72,Low
20,3774,5,88,Low
106,1934,8,66,Low
156,3773,9,98,High
166,3255,30,98,Low
48,2612,23,63,Low
126,3452,28,98,Low
57,6463,23,81,High
139,7880,27,76,Low
191,5626,19,75,Low
155,3401,16,90,High
58,5524,38,97,Low
187,2250,35,72,Low
124,2881,20,53,Low
176,6265,12,99,High
32,2524,17,90,Low
158,2998,37,63,Low
107,6679,13,53,Low
191,7803,24,74,High
43,3791,30,61,High
50,4706,38,92,Low
70,6163,29,78,Low
13,188,28,58,High
117,3949,21,85,High
179,3550,32,69,High
138,836,15,98,Low
121,430,12,99,Low
158,7260,13,65,Low
176,6490,20,59,Low
95,620,23,79,Low
1,2824,27,58,Low
31,5961,9,61,High
33,3528,21,97,Low
167,7567,29,76,Low
117,1805,9,65,High
195,5998,38,56,Low
193,5508,38,65,Low
87,3735,28,69,Low
39,6395,18,80,Low
1,383,15,89,Low
183,2170,27,86,High
103,6984,10,69,Low
94,3931,24,76,High
30,1493,33,74,Low
187,2650,38,90,Low
180,5466,33,93,Low
74,345,17,58,Low
16,4178,39,87,Low
45,2832,32,53,Low
36,2888,24,92,High
154,5349,39,82,Low
62,4516,7,65,High
62,3669,7,78,Low
33,7272,35,75,High
84,1077,5,81,Low
174,7943,17,54,Low
21,2533,8,70,High
13,4097,31,96,High
110,4320,24,94,High
23,5470,9,60,High
49,663,24,70,High
199,7032,20,63,High
99,791,20,67,Low
123,3208,29,72,Low
173,2021,14,96,Low
103,2466,36,58,High
19,1866,21,81,High
37,1010,20,84,High
131,7288,28,76,High
78,3359,9,77,Low
156,3401,18,70,Low
2,2688,32,75,High
165,3409,15,65,High
25,6808,9,76,High
96,6813,17,79,Low
173,4205,28,68,High
96,4880,8,56,High
183,1696,17,86,Low
1,6753,31,74,Low
167,6392,23,65,High
199,6791,15,83,Low
49,4368,13,54,High
147,6292,22,80,Low
144,1822,29,90,High
34,305,33,83,Low
152,2469,30,78,Low
59,5777,38,83,High
162,996,36,98,High
125,652,9,81,Low
157,3984,13,66,High
128,3914,39,77,Low
126,1312,8,66,Low
163,5373,28,66,Low
88,2903,19,98,High
37,5510,29,65,High
16,5904,35,87,High
102,2305,6,68,Low
182,7702,15,81,Low
118,5294,30,98,Low
191,3829,13,81,High
180,2649,16,68,Low
98,4333,22,61,High
115,3803,36,91,Low
76,7763,20,75,Low
166,5944,39,51,Low
33,7509,32,76,High
48,1081,18,69,Low
1,6917,7,94,Low
122,435,14,91,Low
104,1066,35,73,High
137,7948,27,95,Low
120,2017,33,95,Low
1,7173,11,94,Low
115,3853,20,78,High
6,7610,5,79,High
157,7470,8,92,Low
184,5956,19,80,High
121,1715,12,79,Low
183,399,24,95,Low
62,5903,8,59,High
128,621,37,82,High
124,545,37,59,High
95,2692,28,62,Low
176,5104,20,77,High
31,6798,23,51,High
119,4443,31,75,High
162,2657,35,84,Low
194,2365,37,55,Low
161,4684,23,94,High
6,3104,15,86,High
91,6584,37,78,High
141,939,35,97,Low
117,6050,33,64,High
71,4925,9,81,High
1,2823,36,79,High
75,1414,27,81,Low
40,4696,34,62,Low
193,361,35,93,Low
71,3131,23,67,Low
18,6050,33,54,High
106,132,5,93,High
4,7070,23,92,Low
190,3184,11,75,High
50,1817,5,66,Low
36,3469,33,57,Low
152,6200,27,57,Low
78,6955,30,89,Low
27,3391,22,57,Low
46,4999,34,71,High
137,6580,28,67,High
73,4832,26,76,Low
8,1703,13,68,Low
12,945,21,96,Low
188,4043,28,52,Low
182,5782,8,82,Low
156,981,21,68,Low
118,4570,17,85,Low
172,2017,18,83,Low
22,201,15,64,Low
9,7878,39,64,High
169,922,37,96,High
93,6810,6,79,High
47,4343,23,83,High
29,5816,27,58,High
124,7879,25,70,Low
176,3162,39,88,High
162,5060,16,61,High
185,7512,19,89,High
66,7094,20,96,Low
197,1914,36,62,Low
15,2375,13,93,Low
159,1989,5,51,Low
68,3416,34,62,Low
159,7957,27,92,Low
69,4271,10,89,High
86,4656,15,84,High
36,1115,10,55,Low
107,349,17,82,High
40,920,21,90,High
29,1966,5,94,High
100,5212,13,88,High
125,346,18,53,High
119,7271,31,98,Low
179,1116,18,94,Low
69,7635,29,88,High
128,6422,7,88,Low
105,1685,18,88,Low
40,1327,39,63,Low
107,3653,8,83,Low
166,240,33,87,Low
161,5907,10,59,Low
187,4409,30,69,Low
191,6628,36,61,Low
94,1704,14,53,Low
172,7255,19,73,Low
192,2573,15,76,Low
66,707,23,84,High
151,6017,39,51,High
17,4255,29,62,Low
45,7392,7,57,Low
114,2608,21,59,Low
140,328,5,65,Low
65,5895,22,66,Low
152,3438,7,88,High
184,6454,22,66,High
108,231,24,87,High
85,4260,12,82,High
195,5046,8,91,Low
184,5182,13,72,High
103,974,20,69,Low
139,7976,23,75,Low
46,161,8,67,High
186,3264,29,62,High
84,3058,30,82,Low
115,317,15,98,Low
22,2131,37,94,Low
72,4400,34,90,Low
140,7284,30,51,High
134,3789,19,71,High
23,7702,28,73,Low
32,5513,24,85,Low
51,1044,10,87,High
112,3196,37,57,High
73,7011,35,92,Low
3,5177,30,60,Low
74,3549,18,61,High
183,2347,12,98,Low
131,4017,31,85,High
41,5176,22,83,Low
65,7211,19,89,Low
142,3523,10,65,Low
176,7940,29,64,High
181,4383,24,90,Low
128,4675,14,90,High
120,2937,22,86,High
25,1745,6,85,Low
88,6635,33,80,High
123,1546,30,63,High
53,5862,36,67,High
10,4176,33,94,Low
117,6406,27,74,High
181,232,23,94,Low
123,5057,30,91,Low
30,1788,38,61,Low
150,6004,17,79,Low
3,2994,31,66,High
31,1405,12,74,High
40,5238,35,68,Low
22,5437,7,54,Low
54,5811,30,55,High
158,1446,12,62,Low
124,5725,28,79,Low
181,6204,38,70,Low
13,7588,32,64,Low
96,4049,21,90,High
52,5208,16,68,Low
162,5254,32,52,High
79,5816,37,95,Low
8,1196,11,99,High
8,420,38,71,Low
190,6010,36,78,Low
59,788,12,59,High
44,6616,29,72,Low
115,363,31,88,Low
80,1694,11,80,Low
91,152,29,89,Low
68,402,21,58,Low
36,7291,32,69,Low
89,7780,17,67,Low
95,4438,21,66,Low
141,4110,39,68,High
3,6202,7,56,Low
129,5432,13,80,High
162,7022,19,65,High
68,4143,28,87,Low
191,236,31,99,High
24,3466,20,59,Low
184,3831,23,81,Low
119,5713,19,75,Low
176,6221,36,88,High
85,6612,31,86,High
152,4594,19,95,Low
113,211,8,78,Low
143,386,27,90,Low
170,2966,18,62,Low
56,1218,37,78,Low
111,2976,28,81,Low
85,7231,37,92,Low
184,2307,5,54,High
74,1641,10,89,High
167,1527,37,97,High
47,602,35,69,High
9,3036,32,69,High
49,6800,31,86,High
47,1581,12,57,High
38,6489,27,53,High
93,3520,30,88,Low
121,5920,25,59,Low
115,4533,22,88,Low
19,6616,37,56,Low
95,682,33,88,High
116,1270,28,82,Low
81,3652,18,75,Low
6,623,37,51,Low
167,6958,31,58,High
199,3729,10,81,Low
113,1317,8,91,High
151,2792,38,54,High
44,6798,15,76,Low
17,2217,23,78,Low
65,7942,14,84,Low
91,5457,6,98,Low
70,2630,33,69,High
109,5240,24,53,High
146,5945,18,82,High
93,6309,11,53,Low
39,1054,29,98,Low
57,952,23,61,High
106,1531,32,76,High
29,6517,35,88,High
188,6886,26,80,Low
171,7449,26,86,High
78,7034,21,51,Low
187,6537,19,51,Low
75,7816,5,65,Low
121,3008,24,66,Low
118,4667,38,89,Low
14,3336,34,94,High
11,7550,25,76,Low
60,354,15,84,Low
34,197,15,96,Low
193,7323,18,51,High
191,1089,22,59,Low
56,2756,31,62,High
137,5311,14,92,High
44,4584,9,59,Low
6,3987,36,66,High
84,2816,33,66,Low
150,3137,39,78,Low
41,2087,21,60,High
45,6717,17,98,Low
131,1265,11,56,Low
145,688,13,80,Low
34,4246,21,81,High
105,3439,25,52,High
181,7236,17,80,High
24,2160,24,96,Low
124,4446,9,98,Low
110,7071,18,72,Low
62,1655,13,69,Low
110,6014,26,74,Low
7,2541,19,77,Low
27,2009,5,96,High
73,1522,21,59,High
140,5139,23,67,Low
160,1870,28,63,Low
176,1081,34,55,Low
42,5377,7,84,Low
145,1144,7,51,Low
52,3583,8,52,Low
45,5219,21,55,High
31,7876,19,85,Low
185,2941,33,55,Low
196,5436,34,58,Low
152,3740,39,68,High
61,2644,9,93,Low
82,2921,32,82,High
3,4132,24,84,Low
43,1991,20,83,Low
47,6540,23,89,Low
164,4630,5,84,Low
53,3470,23,87,Low
140,4964,10,54,High
63,5120,17,77,High
109,7595,27,97,High
158,4071,29,64,High
53,1533,16,95,High
1,3784,28,78,Low
110,3195,36,88,High
132,5847,12,74,High
120,1026,18,87,High
83,2902,35,76,Low
48,171,15,94,High
54,1065,7,75,Low
193,2873,27,57,Low
37,4036,32,56,High
13,6242,17,76,Low
180,4312,18,84,Low
177,6270,6,68,High
106,5335,37,84,High
26,6283,32,80,Low
26,6937,28,63,High
31,1636,5,78,Low
149,1838,34,98,High
37,967,28,76,Low
135,6060,39,63,Low
1,7648,38,54,High
173,3438,19,77,Low
64,3171,17,53,Low
133,5221,35,75,Low
136,6723,38,86,Low
158,3658,22,93,Low
40,1782,18,84,Low
167,3103,34,62,Low
188,3540,23,86,High
169,5433,24,85,Low
27,232,26,59,Low
196,7771,18,54,Low
78,736,10,72,High
135,7629,35,81,Low
80,413,24,75,Low
159,6907,7,75,Low
170,6177,15,93,High
180,3265,31,96,Low
46,281,12,92,High
99,3676,25,53,High
91,6560,37,76,Low
93,3027,8,91,High
3,2415,26,74,High
38,2720,39,72,Low
170,5961,17,91,Low
51,5532,36,69,High
7,1822,35,80,High
74,6009,25,87,Low
165,6731,14,65,Low
59,5795,7,58,High
140,5795,36,59,High
25,2794,17,81,Low
169,5305,14,95,High
97,2836,21,58,Low
156,660,33,87,Low
117,1430,14,80,Low
118,5639,24,65,Low
105,1970,26,92,High
40,3023,31,73,High
177,4338,19,92,Low
145,5042,27,63,Low
145,3533,14,56,Low
63,6069,8,89,High
45,2928,26,96,Low
112,3227,39,56,High
177,4364,13,73,Low
76,4191,29,77,Low
121,6107,12,97,Low
10,3252,9,61,High
80,4220,28,77,Low
49,1836,27,68,High
75,5394,9,99,Low
199,3578,8,82,Low
150,2896,32,81,Low
68,1550,28,76,Low
88,6737,16,88,Low
88,1344,13,96,Low
60,6806,37,61,High
192,7576,21,76,Low
131,5606,39,71,Low
155,5925,6,51,High
193,4326,27,85,Low
60,2860,35,54,High
37,4176,27,86,Low
197,1661,14,64,Low
53,5368,21,61,High
63,3964,24,81,High
63,7968,36,68,Low
151,147,26,75,Low
110,6050,7,83,Low
119,4458,29,68,Low
17,5276,23,64,High
47,1549,15,79,High
33,2663,28,59,High
97,7432,16,99,Low
26,6496,34,57,Low
159,6970,26,92,High
140,6181,32,71,Low
59,1492,10,93,High
128,1319,38,70,Low
122,4697,27,71,Low
23,4278,8,98,High
22,3718,8,62,Low
133,3449,23,63,Low
42,887,32,91,High
52,6027,38,81,High
99,2192,15,92,High
180,5095,34,63,Low
182,1580,7,83,High
142,6701,33,72,Low
185,3377,16,76,High
125,4514,16,80,Low
125,5305,6,54,Low
151,2815,32,58,Low
123,196,34,89,Low
150,7323,22,91,Low
86,6421,20,78,Low
86,1717,36,73,High
178,145,19,94,Low
102,4287,38,86,High
91,5221,5,85,High
31,4858,21,79,Low
149,3911,11,70,High
170,513,30,94,High
85,7874,32,90,Low
43,660,14,86,High
65,7198,7,58,Low
174,3530,39,84,Low
185,2204,7,55,High
105,7511,15,92,Low
181,1063,20,52,Low
181,105,34,68,Low
77,7976,35,54,Low
49,2963,15,61,High
165,7715,16,83,High
11,177,5,65,Low
13,5427,19,50,Low
75,5558,14,88,Low
18,1173,5,82,Low
190,2868,28,50,Low
165,2253,17,95,Low
126,5138,26,78,Low
145,7811,16,56,High
155,3372,39,62,Low
68,773,8,72,Low
124,5636,36,54,Low
152,6441,15,70,Low
187,3970,26,85,Low
130,7801,8,89,High
124,7979,27,61,High
7,2568,17,68,Low
133,6039,11,70,Low
144,6956,14,64,Low
103,1205,27,86,Low
17,2393,34,98,Low
68,6138,31,50,High
170,5948,25,86,Low
16,2716,37,61,Low
182,1792,5,56,High
102,7172,30,60,High
68,843,8,64,High
162,331,33,79,Low
176,4036,8,90,Low
114,7031,6,57,Low
36,3345,31,98,Low
34,5820,34,75,High
11,2787,38,51,Low
20,6701,12,98,High
9,4032,30,89,High
120,7571,16,55,High
9,7166,26,90,High
183,6785,32,85,Low
126,6849,38,74,High
128,3163,34,58,Low
72,5954,39,90,Low
99,1610,32,74,High
197,2873,29,51,Low
36,149,25,99,High
54,4221,29,55,Low
165,3047,5,90,High
67,4963,33,69,High
76,3549,34,75,Low
40,7406,17,77,Low
187,4734,15,79,Low
22,6758,9,62,High
176,7697,25,53,Low
66,3273,8,75,High
31,2259,29,64,Low
23,3053,20,59,Low
1,7703,24,65,Low
139,2734,26,56,Low
21,3548,7,59,Low
47,3791,37,66,Low
75,7292,6,69,High
169,872,25,52,Low
129,4403,18,70,Low
61,2242,35,87,High
96,6123,34,79,Low
34,7621,23,60,Low
133,6308,35,52,Low
45,2509,19,68,Low
150,5410,24,89,Low
179,3579,18,59,Low
112,2178,38,59,Low
14,5640,30,88,High
14,7919,20,78,Low
22,5913,13,82,High
3,4185,24,73,Low
65,6829,34,87,Low
143,5087,6,86,High
184,5822,14,96,High
55,2944,38,56,Low
158,1789,17,88,High
143,4971,36,53,Low
36,6667,24,62,High
43,5941,26,98,Low
149,103,21,51,High
129,6725,34,85,Low
132,7352,38,91,Low
64,5865,18,96,High
146,265,35,59,Low
169,7344,23,73,Low
172,6148,11,85,High
16,3319,33,77,Low
54,7324,38,91,Low
79,1126,26,79,Low
19,5524,19,92,Low
158,2988,24,65,Low
43,722,19,65,Low
132,6027,32,98,Low
76,1889,23,66,Low
190,1824,14,97,Low
149,7179,27,52,Low
25,3955,22,60,High
107,6281,8,97,High
188,2238,23,57,Low
90,294,38,61,Low
106,3199,36,56,High
90,5505,29,50,High
33,6741,38,51,High
158,3227,27,81,High
162,4270,36,72,Low
45,5805,36,78,Low
59,6885,11,78,Low
39,1403,20,78,Low
2,3157,28,63,High
105,3901,14,90,Low
152,7844,36,77,High
87,3307,16,81,High
150,217,29,82,Low
104,795,17,55,Low
85,3956,33,72,High
142,2577,5,63,Low
126,1918,5,66,High
128,5623,8,90,Low
162,6626,29,88,High
141,4958,5,80,Low
106,4293,34,51,Low
79,2761,20,64,High
152,6215,19,58,Low
63,2434,27,65,High
55,6642,24,76,High
116,5550,15,71,Low
90,1273,37,60,High
145,5642,32,72,High
198,1276,20,67,High
153,4415,29,73,High
34,6195,20,56,Low
89,1948,28,96,High
139,984,34,52,High
44,5868,36,60,High
133,7433,26,66,High
64,3384,29,90,Low
59,7841,29,88,Low
122,5496,38,82,High
66,7276,6,89,Low
32,3195,22,83,Low
117,7832,37,70,Low
194,2580,16,88,Low
139,3184,28,89,High
36,2245,17,54,Low
125,1947,32,88,Low
28,1895,26,61,High
149,4446,11,98,High
108,4534,20,53,High
148,1695,31,61,Low
173,4035,32,71,Low
180,6170,37,74,High
144,5505,20,93,Low
193,4120,26,99,High
147,6921,23,69,High
121,7196,21,91,Low
69,1521,10,59,High
72,7384,8,76,Low
15,4612,10,91,Low
71,1665,36,85,Low
25,5248,29,69,Low
6,7853,26,68,Low
69,2688,33,57,Low
71,5251,29,83,Low
120,6722,10,88,Low
181,4074,37,73,Low
64,2500,10,82,High
121,5715,8,75,Low
177,6603,33,92,Low
153,3390,5,89,High
149,1633,5,69,High
76,845,19,84,High
122,4989,33,93,Low
61,4290,18,74,Low
162,5140,19,50,Low
60,2861,10,88,Low
38,2341,17,80,High
71,2686,24,99,Low
67,4731,18,95,High
104,2095,19,70,Low
87,4717,20,80,High
143,6534,5,90,High
192,2303,8,73,High
22,7296,27,97,High
5,5992,24,76,High
175,5091,36,77,High
24,7358,23,78,Low
96,637,37,70,High
135,2695,31,79,High
61,569,21,78,Low
36,2591,24,94,Low
1,7072,32,93,Low
17,2504,38,50,Low
18,1180,36,72,Low
43,5317,37,61,High
19,5823,36,56,High
96,970,18,90,High
146,6857,19,56,Low
183,6573,29,68,Low
103,974,24,56,High
118,6793,25,67,High
40,1464,28,68,Low
94,6056,16,58,Low
141,1061,39,82,Low
168,3620,33,78,Low
51,4531,33,80,Low
105,6403,21,91,Low
71,4647,22,67,High
88,7022,29,51,Low
108,160,25,62,High
80,3843,30,59,High
177,6132,25,97,Low
12,6645,21,95,Low
143,7102,7,98,Low
47,4729,13,72,Low
35,5392,36,62,Low
1,3609,20,55,Low
195,4954,14,53,Low
129,300,13,92,Low
52,4562,18,94,High
193,2788,26,52,Low
71,6961,37,84,Low
77,7000,26,78,Low
72,4094,28,67,High
147,7005,24,81,Low
169,2558,6,64,Low
168,3802,16,66,High
72,6495,16,65,Low
195,869,17,60,Low
163,3736,13,95,Low
4,1339,10,52,Low
155,906,7,54,Low
80,5669,38,99,Low
92,6308,37,63,Low
51,5358,6,62,Low
51,5878,18,75,High
129,7487,33,75,Low
33,1032,27,69,High
27,3718,11,58,Low
195,6814,5,93,Low
50,7823,6,93,Low
81,5818,34,60,Low
152,6000,15,89,High
150,2377,21,68,Low
150,6585,16,93,Low
80,5433,39,54,High
94,3689,11,80,High
106,7773,15,80,Low
17,7724,6,67,Low
105,7888,13,81,Low
128,7776,26,69,Low
1,5870,28,70,Low
59,6692,18,54,High
177,5225,7,71,Low
173,540,17,86,Low
196,172,14,81,High
11,5960,35,66,Low
48,6384,21,50,High
103,341,15,68,High
19,1844,16,98,Low
146,2890,32,75,Low
16,2068,6,77,Low
166,7138,30,92,Low
16,2307,5,75,Low
85,178,13,92,Low
164,2236,33,77,Low
13,2049,16,80,Low
132,1352,36,81,High
131,1531,17,51,High
154,4116,5,72,Low
88,2594,39,82,Low
86,2908,28,87,High
175,7768,16,58,Low
153,6628,37,83,High
40,1302,25,80,High
162,3756,28,81,High
8,962,6,59,Low
108,6739,16,83,High
9,1576,25,85,Low
151,7321,38,80,High
162,1313,27,82,High
108,1862,9,58,Low
101,6932,14,63,Low
147,1775,37,50,High
172,7389,17,76,Low
124,128,35,68,Low
184,1886,30,75,High
150,3114,8,61,Low
71,2956,6,66,Low
197,2594,19,57,Low
154,3494,14,92,Low
122,2486,5,91,High
54,4639,19,71,Low
122,6808,32,78,Low
123,5315,10,88,Low
147,2633,14,55,High
38,1753,16,52,Low
24,4580,7,69,Low
131,4003,21,86,High
121,5751,19,95,High
66,7608,26,69,Low
158,6069,15,67,High
8,2491,34,65,High
117,4075,16,81,Low
125,1888,28,80,High
89,644,36,50,High
188,723,31,57,Low
152,4438,24,61,Low
150,1420,8,79,High
179,3756,15,90,Low
116,6484,13,74,High
101,862,22,72,Low
120,6544,10,85,Low
82,3212,34,58,Low
147,7510,13,90,High
78,3586,9,79,Low
2,6399,20,57,Low
174,5474,36,96,Low
173,4250,33,90,Low
84,7662,37,65,Low
147,7993,25,79,High
122,7281,19,80,Low
54,314,8,58,Low
88,2878,16,55,Low
191,4957,28,52,Low
183,5118,37,84,High
89,4605,31,57,High
107,1393,6,88,Low
14,6419,24,62,Low
125,6770,27,84,High
193,3587,16,62,High
23,3265,25,94,Low
30,3316,23,85,High
27,1970,38,57,High
120,5631,9,55,High
78,2722,30,56,High
155,3700,18,93,High
108,6040,37,62,Low
162,1631,20,50,Low
70,3935,5,67,High
48,2384,36,88,Low
20,2159,20,65,High
56,4809,20,54,High
160,6668,39,62,Low
58,4371,38,81,High
175,6862,15,79,High
179,7006,13,71,Low
66,7893,29,66,Low
81,5807,16,92,High
9,2205,9,58,Low
62,1038,14,67,High
186,2043,30,59,High
120,5881,25,87,Low
171,7596,5,77,High
52,5416,8,75,High
118,3977,16,85,High
28,3839,32,77,High
118,4515,14,71,Low
116,558,19,50,Low
57,1059,22,91,Low
118,2761,25,52,High
125,126,25,89,High
65,2853,10,98,Low
136,5440,22,74,Low
69,2083,6,56,Low
98,2445,7,77,Low
121,4986,37,83,Low
51,6347,30,80,High
122,1966,14,79,High
10,2575,11,71,Low
53,3534,25,89,Low
101,2674,14,90,High
71,5894,30,62,High
23,6819,19,95,High
59,3032,22,59,Low
72,2544,36,97,Low
95,495,27,96,Low
181,4527,18,90,Low
156,1192,9,99,High
18,4891,25,72,High
78,7484,15,50,High
7,1505,31,76,Low
41,6145,5,58,Low
76,6337,6,83,Low
155,7977,8,60,High
138,7327,36,55,High
151,3031,16,57,High
68,6250,30,76,High
151,654,29,55,Low
56,5176,24,65,High
107,5157,13,94,Low
80,3890,32,85,Low
181,2785,12,58,High
175,1570,16,64,Low
67,2411,26,77,Low
97,4132,18,92,High
138,7077,24,95,Low
108,2007,15,95,Low
41,3107,23,73,Low
128,7406,29,62,Low
22,380,20,99,High
179,931,29,56,Low
129,1429,23,80,Low
128,424,35,96,Low
89,680,16,54,High
134,5553,23,93,High
88,512,29,95,High
28,7860,24,75,High
13,4895,36,72,High
115,257,19,65,Low
27,6469,29,77,High
148,3945,10,71,Low
92,761,9,80,Low
70,1333,9,97,Low
75,7587,6,50,Low
127,5957,14,98,Low
1,7299,18,97,Low
191,898,11,52,Low
19,876,36,59,Low
80,7837,28,63,High
130,5929,26,51,Low
34,6926,36,87,Low
53,3629,5,68,High
173,3074,18,83,Low
164,808,16,98,Low
132,2718,17,56,High
119,7882,22,69,Low
143,1529,22,70,Low
162,1608,36,87,Low
67,1691,31,94,Low
185,5647,29,70,High
72,7771,37,62,Low
107,7151,21,90,Low
7,2371,33,68,Low
100,355,39,60,Low
26,1249,12,92,High
170,3440,5,89,High
76,4333,23,78,Low
38,408,19,69,Low
28,3693,39,94,High
70,6564,15,84,Low
8,6211,36,84,Low
47,949,34,57,Low
126,4500,33,93,High
178,4662,24,61,High
182,7802,9,73,Low
195,2669,14,70,High
53,926,33,51,Low
140,7661,34,97,Low
139,6183,37,55,High
103,1481,5,62,Low
154,5570,22,97,Low
64,6887,36,79,High
23,1245,29,63,Low
56,5392,15,54,Low
99,5450,14,56,Low
38,2321,33,69,Low
145,6217,39,91,Low
20,3725,21,80,Low
174,2107,20,97,Low
155,819,16,95,Low
81,2558,13,52,Low
78,6375,18,63,Low
63,6236,10,60,High
88,6327,19,55,High
161,5300,31,84,Low
159,5357,31,57,Low
70,4885,11,68,Low
109,3015,30,55,High
166,1816,21,56,Low
12,7273,12,69,Low
99,1779,24,61,Low
27,7361,39,68,Low
104,6580,15,76,High
59,7622,36,79,High
32,2653,7,53,Low
93,1652,27,81,Low
2,2830,32,98,Low
67,7814,17,74,Low
84,3998,8,61,Low
12,5103,23,56,Low
181,1230,38,55,High
79,2205,12,88,Low
154,6351,37,64,Low
34,3224,21,73,Low
54,1465,11,66,Low
154,7899,9,72,High
173,5963,20,84,Low
83,6729,17,89,High
167,5392,39,79,High
37,2383,10,63,Low
76,3388,32,55,Low
96,6552,8,56,High
50,7974,29,69,Low
56,5993,13,61,Low
25,5438,34,61,Low
188,1923,31,80,Low
94,7314,33,82,High
99,6148,6,78,High
50,3705,5,93,Low
61,6630,20,98,Low
2,6193,38,52,High
146,4232,12,94,Low
63,4972,7,55,Low
184,2946,14,80,Low
112,7848,33,81,Low
109,1782,11,76,High
47,2315,35,97,Low
126,7998,5,63,Low
106,2241,21,98,High
103,5782,19,51,High
56,1572,35,58,Low
128,1053,22,92,High
193,6232,12,63,High
132,7387,6,82,Low
155,1185,14,71,Low
7,2283,22,81,Low
92,4224,14,58,Low
36,3295,6,87,High
187,6534,16,78,Low
136,1659,30,92,Low
71,7045,22,64,High
146,353,20,98,High
79,3959,15,65,High
165,7010,7,66,High
120,2703,33,86,Low
109,6688,33,64,Low
101,1087,17,96,High
87,7861,30,67,Low
187,7467,12,81,Low
115,526,8,80,Low
134,2466,21,73,Low
62,2340,23,93,High
120,7895,27,70,High
49,6528,24,89,High
20,394,10,55,Low
72,3210,15,62,High
137,4215,38,99,Low
12,2804,29,67,High
184,5609,18,51,High
19,6569,15,85,High
56,2825,39,60,Low
157,1049,17,79,High
142,641,13,63,High
189,6212,7,61,Low
198,2417,27,74,Low
179,1936,38,51,Low
190,6881,12,74,Low
73,6393,7,58,Low
188,853,32,64,Low
43,517,24,83,Low
1,5245,18,65,High
4,3226,8,65,High
67,4403,31,90,Low
110,5666,17,67,Low
44,1957,19,66,Low
22,6398,28,75,Low
160,692,24,50,Low
60,6662,29,96,Low
108,3479,16,86,Low
62,611,27,94,High
146,2026,8,59,Low
120,5987,16,88,High
32,4491,21,96,Low
112,7013,29,81,Low
154,1317,37,56,Low
126,5886,25,86,High
129,7132,13,93,High
12,5231,17,89,Low
142,7100,32,78,High
106,2190,32,64,High
134,3797,8,60,Low
71,7320,6,54,Low
81,3413,22,77,High
13,1670,11,72,High
172,1165,22,90,High
195,3400,35,97,Low
15,5460,6,59,High
79,1326,26,65,High
110,7229,22,56,Low
23,1408,16,90,High
167,2890,9,97,Low
86,312,27,96,High
62,120,28,77,Low
49,4401,6,84,Low
181,5961,33,57,Low
183,2730,6,56,High
43,1651,7,84,Low
82,3138,32,58,High
38,2056,30,60,Low
162,2627,8,85,Low
169,5746,6,68,Low
64,3245,21,78,High
154,7438,10,72,Low
160,1782,14,76,High
47,6566,10,79,High
41,6811,19,56,Low
187,5860,34,54,High
191,7345,31,56,Low
15,6512,34,63,Low
172,3556,29,71,Low
101,2779,37,92,Low
138,4736,20,71,High
36,4985,19,84,Low
129,2030,15,52,High
111,3542,16,68,Low
5,7448,20,66,Low
189,5581,38,96,Low
25,6397,28,71,Low
4,7622,16,82,Low
158,5851,11,97,High
190,3960,13,91,Low
179,5833,22,87,High
191,6006,16,71,Low
173,5331,10,50,Low
199,2821,31,83,Low
52,5094,37,65,Low
84,4652,31,89,Low
18,5379,25,83,Low
82,7068,18,62,Low
158,1885,22,81,Low
14,1600,35,56,High
186,645,38,63,Low
54,2774,33,85,Low
10,667,33,59,High
164,6219,32,76,Low
148,419,5,89,High
147,5094,9,55,Low
42,4075,9,95,Low
135,7410,8,55,High
