teacher_id,subject,student_feedback_score,experience_years,evaluation_date
8670,Computer,2.76,15,2024-07-04 11:03:33
5321,Maths,2.22,28,2021-06-04 00:38:32
8283,Computer,4.68,5,2022-07-20 23:08:36
7825,Maths,1.62,24,2022-02-03 18:44:25
2229,Maths,3.45,23,2022-07-02 19:35:47
6764,Computer,1.47,29,2023-03-11 14:49:33
4237,Maths,3.95,10,2024-06-28 09:27:26
8143,Science,2.19,10,2019-09-08 15:56:10
7108,English,2.45,23,2023-05-12 04:31:49
5467,English,4.92,24,2023-10-07 14:22:06
7865,English,3.23,15,2019-05-29 18:21:23
6842,Science,3.3,13,2017-10-27 15:17:19
2083,Maths,3.79,14,2023-10-10 03:21:20
8187,Science,1.86,19,2021-01-25 22:35:25
3860,English,3.76,22,2022-05-28 00:01:28
4336,Computer,2.46,19,2022-03-07 02:50:08
9613,Maths,4.5,29,2022-02-17 23:02:36
1879,English,2.22,27,2020-11-04 04:20:52
4739,English,3.38,20,2023-01-17 21:24:02
9216,English,1.47,4,2017-08-20 15:41:20
3732,Science,3.23,10,2018-01-21 23:27:07
7889,Maths,2.69,4,2021-04-04 19:46:08
7185,Maths,1.4,17,2018-08-24 00:14:29
4539,Computer,4.91,21,2020-10-22 01:50:05
4883,Science,1.22,8,2017-10-28 16:38:17
730,Computer,3.49,3,2020-09-09 07:58:52
2271,Computer,1.84,24,2018-06-14 11:26:24
9726,English,2.51,4,2024-05-19 05:54:29
7231,Computer,2.97,3,2019-08-31 08:37:59
9745,English,2.54,26,2024-07-12 16:33:53
2297,Computer,1.61,14,2022-09-07 00:57:15
2372,Science,3.02,3,2020-09-20 00:46:22
196,Computer,3.37,5,2020-01-12 18:06:14
9733,Computer,3.34,25,2017-02-15 17:30:37
7488,Science,1.02,2,2018-01-27 07:31:56
1299,Science,2.48,29,2022-09-15 09:09:30
7664,Maths,3.32,13,2022-10-14 15:35:49
8834,Science,3.8,16,2017-05-23 01:56:20
1381,English,3.69,24,2022-09-01 23:50:57
8313,Computer,4.52,28,2021-05-21 06:37:53
2121,English,3.08,3,2024-12-04 01:41:29
2746,Computer,1.63,7,2020-06-02 00:10:52
8137,Maths,1.31,18,2023-08-27 12:31:36
5175,Science,3.13,15,2017-03-19 23:48:56
6817,Maths,2.97,8,2019-08-23 12:33:01
8132,Maths,2.55,23,2019-01-20 15:36:27
9046,Maths,2.46,19,2021-07-16 07:07:57
3422,Maths,3.03,18,2022-01-25 02:42:07
8561,English,2.71,11,2022-12-15 14:50:28
3693,English,1.14,2,2018-03-20 07:51:59
7261,Maths,1.06,25,2020-12-30 00:19:35
7270,Maths,4.36,16,2024-08-15 23:32:13
46,Maths,4.76,23,2023-04-01 16:00:45
4851,Computer,3.78,8,2019-03-07 18:01:26
2287,Maths,4.43,16,2019-06-05 19:36:55
7999,English,4.38,9,2019-03-24 22:51:18
7981,Computer,3.97,5,2020-09-15 02:09:17
557,Science,4.92,1,2018-11-13 12:00:04
8473,Computer,2.45,6,2019-06-25 20:32:41
5011,Computer,1.84,6,2019-12-11 07:17:38
1403,Science,3.6,22,2024-09-25 20:16:39
988,Computer,3.13,6,2021-08-15 03:16:05
6290,Maths,3.52,17,2018-07-05 19:57:50
4994,English,3.82,17,2018-05-05 21:30:40
5016,Computer,2.75,26,2017-12-05 11:03:30
2139,Science,1.75,15,2020-04-06 18:48:55
2028,Computer,1.98,4,2017-12-31 19:26:43
6248,English,4.09,27,2023-08-03 06:09:04
3661,Computer,3.51,24,2023-12-02 11:57:46
1457,Computer,1.72,7,2022-12-05 07:43:29
8378,Science,2.43,17,2018-08-18 03:55:50
9887,Maths,4.98,16,2020-12-26 22:23:47
1343,Science,4.96,10,2024-09-05 02:54:16
4343,Computer,3.74,12,2022-06-30 16:38:45
77,Maths,4.03,8,2022-04-28 18:14:56
8059,Maths,2.86,15,2023-08-16 03:21:17
404,Computer,2.95,1,2018-11-05 14:00:22
4955,Maths,4.42,25,2020-04-23 17:24:28
5424,Maths,1.69,9,2024-05-16 18:00:35
5862,Maths,1.51,23,2017-01-16 23:54:26
4432,Computer,4.82,23,2017-04-30 11:21:19
1907,Computer,1.3,3,2022-10-09 15:58:15
5610,Science,2.59,8,2024-09-19 08:07:26
6152,Computer,1.88,11,2024-04-15 13:45:14
3219,Science,4.27,19,2017-08-13 18:18:00
1814,English,3.76,18,2018-02-28 00:15:17
5023,English,3.29,15,2017-08-24 12:42:37
4582,Computer,2.04,23,2024-01-15 12:13:03
9937,Computer,3.86,13,2020-09-20 04:28:37
1573,Computer,2.89,20,2022-11-29 15:16:21
7691,Computer,2.97,1,2019-09-27 22:24:21
8087,Science,4.73,10,2018-02-07 07:47:07
8946,Computer,4.47,22,2018-01-23 16:12:10
952,English,4.23,13,2021-04-13 23:01:35
1390,Science,3.92,21,2019-12-23 10:18:34
2461,Maths,3.72,1,2018-10-24 07:13:41
3597,Maths,1.93,2,2019-02-28 20:05:26
6070,Science,3.78,13,2020-06-02 10:35:23
2878,Maths,3.75,8,2024-07-07 21:00:40
2845,Maths,2.72,8,2021-07-02 15:33:59
9823,Computer,1.91,11,2019-06-05 12:45:13
7071,English,3.38,24,2019-05-10 22:43:38
1222,Science,4.86,6,2024-09-19 09:26:45
5673,Science,3.78,22,2018-04-16 11:48:16
6849,Computer,2.46,24,2019-02-15 15:57:35
2573,English,4.05,26,2019-07-13 21:33:58
335,Science,2.06,22,2020-03-19 03:05:21
6770,Computer,4.93,16,2017-12-04 21:40:03
581,Maths,3.8,24,2020-09-24 12:48:19
1648,Science,4.44,19,2017-01-27 09:36:27
8538,Computer,3.86,10,2019-12-18 04:35:16
8163,English,1.57,9,2019-05-19 00:11:03
2687,Maths,2.38,4,2023-01-29 10:46:58
3716,English,2.5,16,2023-09-28 20:35:31
1325,Maths,4.76,26,2024-08-27 19:26:24
7147,Maths,4.36,29,2023-07-26 00:47:35
9168,English,3.8,6,2018-08-15 02:10:57
9515,Computer,2.82,27,2019-08-03 00:12:37
7527,Maths,3.21,9,2024-03-13 03:55:34
7341,Computer,2.61,17,2018-03-20 10:59:19
7025,Maths,2.4,9,2017-08-06 04:17:35
7762,Maths,1.62,29,2022-12-17 03:33:37
4014,English,3.85,16,2024-07-16 04:45:51
7246,English,1.95,13,2021-04-19 09:56:14
6642,Science,3.09,21,2019-02-25 05:13:32
9044,Computer,2.58,21,2024-10-14 03:04:14
7540,English,2.61,15,2017-06-20 23:39:17
5439,English,2.51,16,2023-03-11 21:08:52
4707,English,1.34,20,2023-02-23 19:57:00
526,English,4.19,22,2017-07-28 15:22:59
2209,Science,4.33,9,2022-04-17 16:27:30
1946,Science,4.49,11,2017-05-04 19:01:04
675,Maths,1.66,24,2017-09-13 20:52:08
4145,Maths,4.63,4,2022-11-19 22:12:48
3603,Computer,3.7,1,2017-03-21 07:21:21
7130,English,2.57,17,2018-11-28 05:02:11
5082,Science,3.37,5,2024-05-10 09:09:54
7943,Science,1.51,7,2024-04-24 23:10:49
6819,Science,1.71,26,2021-03-29 23:34:15
5236,Science,1.61,5,2024-08-08 18:28:38
661,Maths,1.24,27,2022-10-09 17:55:47
3442,English,2.05,16,2024-09-29 15:26:14
2520,Maths,4.83,4,2024-10-24 20:23:54
2548,English,3.74,23,2022-06-10 11:29:09
9332,Maths,4.61,19,2020-09-08 22:58:06
2143,English,3.74,29,2022-09-29 03:20:29
8058,Science,3.63,5,2020-05-25 21:48:09
1761,English,3.44,12,2018-03-13 03:02:22
1649,Maths,1.43,1,2018-08-19 05:34:44
3627,Computer,2.91,27,2022-01-28 22:04:54
4540,Computer,3.53,21,2017-07-11 08:00:24
3691,English,4.86,2,2022-01-24 04:37:06
4601,Computer,2.06,4,2023-03-23 09:32:22
5655,English,4.62,20,2021-11-01 00:56:38
836,Computer,2.03,16,2017-02-23 13:19:03
1506,Computer,4.03,28,2018-01-07 17:38:39
4458,English,2.99,23,2023-04-13 15:39:10
7114,Maths,2.43,23,2022-09-09 00:13:26
9587,Computer,4.15,21,2023-08-11 16:15:17
8751,Maths,4.86,16,2024-10-02 18:31:33
661,Science,3.81,4,2021-10-06 15:39:00
8751,English,4.18,15,2020-08-19 15:47:46
2420,Computer,1.49,19,2024-06-11 00:08:41
8365,Science,3.2,28,2022-04-19 00:58:32
8002,Computer,3.72,2,2020-06-16 08:37:55
9359,English,3.07,27,2017-01-22 02:10:13
101,Science,4.58,12,2024-04-28 13:23:50
8698,Science,1.98,5,2017-09-23 20:22:38
9129,English,4.65,14,2023-12-30 20:04:37
4993,Computer,2.13,21,2020-05-16 03:03:46
14,Maths,2.48,15,2021-06-03 07:50:03
2453,English,4.58,26,2021-10-03 13:56:04
3572,English,1.57,26,2020-04-15 23:29:50
3481,Science,1.84,18,2019-08-21 18:36:18
6965,Science,2.94,1,2018-10-04 05:20:37
682,Computer,2.97,28,2023-03-28 05:28:42
3537,Science,2.16,18,2023-09-05 22:08:32
6193,Computer,4.6,11,2017-11-22 06:15:42
2074,Science,3.12,10,2021-05-20 21:32:04
4788,Computer,2.96,13,2019-01-16 23:41:00
6765,Computer,2.98,9,2023-01-08 14:08:51
2784,Science,2.71,16,2022-10-28 08:25:12
6931,Computer,4.72,4,2018-02-12 21:38:41
409,Computer,4.46,5,2018-03-04 07:04:36
7533,Computer,4.77,26,2017-12-27 23:55:02
6981,Science,1.2,6,2017-09-12 23:53:28
7303,Science,2.97,2,2020-07-18 22:49:08
1242,Computer,4.62,7,2024-10-16 16:34:39
8844,Science,4.0,21,2019-05-24 06:37:40
1876,Science,2.37,14,2017-12-27 06:00:39
678,Maths,1.66,7,2017-08-06 15:34:48
5554,Maths,3.34,18,2024-11-07 20:12:04
64,Maths,3.1,19,2023-05-22 12:27:51
2855,Maths,3.03,14,2022-10-03 20:04:34
5449,English,2.88,2,2018-01-06 06:18:50
2517,Maths,3.04,18,2018-01-13 00:04:42
1714,English,2.99,4,2018-04-25 12:11:31
1963,Science,3.5,23,2018-12-10 02:31:12
2193,Computer,3.34,15,2022-10-15 13:46:10
4750,Maths,2.01,6,2019-09-11 18:31:48
2145,Computer,1.92,3,2020-05-17 02:32:43
4676,Science,2.0,8,2024-07-05 09:28:00
7929,Maths,3.88,1,2018-09-27 15:54:50
4646,Computer,4.14,27,2023-01-23 22:57:40
3617,English,4.39,23,2024-08-26 07:53:55
9251,Science,4.64,19,2022-09-25 01:35:20
2018,English,1.5,29,2024-07-02 07:49:19
6343,Computer,4.18,4,2024-11-08 20:56:37
1116,Computer,4.63,23,2019-02-24 08:42:27
4483,Maths,2.94,5,2024-01-10 00:12:49
2527,English,2.41,17,2024-10-21 20:11:03
5251,Computer,3.96,21,2022-04-10 05:26:05
8298,Science,2.29,10,2022-03-06 00:28:24
6346,Computer,1.94,24,2019-04-15 07:49:49
2298,English,4.84,29,2021-11-01 17:52:58
4870,Computer,4.92,3,2018-09-22 07:42:38
4311,Computer,4.28,19,2020-05-09 16:41:56
9889,Computer,4.85,10,2024-11-19 08:39:33
9487,English,1.62,4,2021-08-07 14:25:29
5099,Computer,1.74,29,2022-06-04 20:34:40
8409,Computer,1.14,10,2022-03-04 06:46:52
4561,Computer,1.72,8,2021-06-01 22:20:35
446,Computer,3.05,7,2019-04-10 10:55:15
9004,Maths,2.59,28,2019-06-14 17:20:07
1931,English,2.32,12,2024-03-27 20:11:26
9343,Computer,3.98,26,2017-03-19 05:34:54
605,Maths,2.68,10,2022-07-11 06:17:05
9142,Computer,4.1,29,2020-08-01 04:41:44
8884,Science,3.98,5,2022-12-31 17:36:43
6461,Maths,2.62,18,2020-03-30 21:21:45
3006,Science,1.95,17,2018-06-14 18:39:15
2364,Science,4.44,19,2023-08-02 11:32:02
6787,Computer,1.26,11,2023-03-18 23:21:13
1364,Maths,2.35,2,2020-06-21 17:45:55
8401,Computer,4.89,9,2023-02-05 16:15:27
4488,Science,1.33,26,2024-07-11 07:44:18
1593,English,4.31,24,2024-10-18 01:56:58
8759,English,3.53,13,2021-06-02 00:21:14
2700,Science,1.96,14,2018-11-19 08:08:19
663,Maths,1.5,8,2024-04-30 23:51:52
618,Science,1.15,18,2021-09-07 02:28:22
8872,English,3.49,14,2019-12-27 05:27:58
4109,Computer,4.65,24,2019-10-12 02:19:21
9390,Science,2.08,20,2023-03-08 06:56:26
26,Maths,1.38,8,2023-04-30 06:44:39
694,English,4.22,25,2024-08-13 21:20:07
6592,Science,3.42,15,2023-05-15 21:09:08
550,English,2.68,10,2018-09-26 07:09:02
3365,Computer,2.18,15,2024-12-01 16:59:57
9125,Maths,4.5,1,2017-06-18 22:51:58
3692,Maths,3.35,7,2023-11-12 18:17:28
5546,English,3.69,12,2021-02-23 23:25:26
5128,Maths,4.9,21,2024-10-09 08:27:45
6546,Computer,1.08,10,2024-03-04 21:14:02
4817,English,2.8,21,2019-04-06 08:47:54
8003,English,2.21,29,2023-07-12 00:45:09
5366,Computer,3.57,25,2017-03-16 14:21:28
939,Science,3.67,6,2021-05-10 23:01:27
6337,Maths,3.02,6,2023-12-03 14:25:18
5871,Science,2.81,26,2019-06-09 23:26:51
7042,Computer,2.23,14,2023-01-26 00:55:43
1818,Maths,3.59,22,2023-12-23 09:25:47
4999,Maths,3.75,5,2022-02-07 17:55:35
8332,Science,4.2,21,2018-08-15 23:54:22
9429,Maths,1.84,7,2021-04-24 23:42:15
5033,English,1.44,24,2017-08-24 22:03:37
4088,English,2.39,17,2024-03-24 20:12:08
3908,Science,3.32,11,2021-02-17 17:14:16
5015,English,2.15,22,2021-04-18 03:21:23
7124,Computer,3.21,16,2018-04-28 08:30:25
6528,Maths,1.18,14,2021-12-04 04:01:08
6815,English,3.02,19,2023-10-20 04:50:58
8047,English,4.52,22,2020-11-01 12:44:58
5734,Science,1.35,29,2020-09-13 15:31:44
1431,Maths,4.91,4,2020-12-03 16:48:07
760,English,2.01,17,2024-02-08 01:22:56
634,Computer,4.78,4,2024-03-27 05:41:44
4300,Computer,4.86,11,2019-02-06 02:26:41
9669,Computer,3.69,16,2017-03-31 15:47:18
6807,Computer,2.22,12,2020-03-28 21:06:28
2298,Science,1.1,14,2023-08-20 06:45:18
2942,Computer,4.0,24,2019-09-12 10:04:49
703,Computer,1.33,21,2017-04-08 01:20:17
6410,Science,4.49,24,2017-09-25 09:00:34
9900,English,4.13,18,2024-08-09 14:15:35
2710,Maths,3.95,26,2023-10-02 13:10:24
4986,English,2.49,21,2021-10-17 00:43:40
8242,Computer,4.42,3,2019-04-26 08:35:11
6334,Science,3.79,20,2023-08-29 13:20:36
6481,Science,1.14,10,2018-02-28 22:17:43
9620,Computer,4.17,5,2024-02-02 19:05:22
1454,Computer,2.11,15,2021-01-31 12:32:01
1861,English,3.94,15,2024-07-31 09:01:16
9310,Maths,2.56,10,2019-12-27 00:44:34
8071,Science,4.07,20,2017-12-15 23:33:42
5880,Maths,3.39,16,2020-10-11 14:35:49
355,English,4.16,18,2019-05-16 23:05:34
2924,Science,3.29,17,2020-04-03 14:37:19
968,Maths,3.24,28,2017-09-09 00:09:56
9841,Maths,2.58,22,2018-04-30 15:20:39
5862,Science,2.29,29,2024-03-26 02:34:17
8159,Computer,3.35,29,2019-04-19 23:41:57
3945,Science,4.4,25,2022-11-22 10:05:34
6381,Science,3.99,22,2019-02-12 20:24:57
6914,Computer,1.73,21,2020-12-17 13:29:35
876,Computer,4.79,4,2018-02-09 00:36:49
2448,Computer,3.58,13,2018-06-26 20:08:26
1946,Computer,3.63,13,2022-12-29 09:01:07
3615,Computer,3.9,19,2021-02-05 01:35:38
8406,Maths,3.77,4,2020-07-29 09:33:11
153,English,2.64,22,2022-10-27 08:12:32
3262,Computer,2.23,21,2022-05-31 06:09:08
3793,Science,2.62,20,2017-05-08 23:54:59
4370,Science,1.03,28,2020-09-13 02:09:54
8179,English,4.93,23,2018-11-03 09:33:19
7431,English,3.44,12,2017-12-24 12:15:48
5149,Maths,1.13,7,2017-02-24 15:06:12
9035,Science,3.36,26,2020-03-24 06:04:57
7694,Maths,1.99,11,2020-08-30 20:00:17
1872,English,3.09,7,2017-03-13 21:53:33
1488,Maths,2.2,18,2021-04-20 12:16:21
7411,Science,2.57,6,2024-05-25 14:11:26
2241,Science,2.51,3,2017-08-11 22:12:53
5987,Maths,4.87,2,2018-10-15 06:44:57
6783,Science,4.49,25,2019-09-08 23:47:13
3508,Maths,2.23,8,2021-01-27 22:38:57
605,English,3.31,7,2020-10-31 03:50:40
5878,English,3.94,23,2019-11-14 00:44:06
1263,Science,2.22,16,2017-01-02 19:58:17
1771,Maths,4.66,13,2023-10-24 00:36:24
4413,Maths,2.07,25,2023-07-29 02:41:30
2107,English,4.62,6,2020-05-25 01:34:37
9903,Maths,2.35,11,2024-10-31 18:30:34
6246,Computer,4.7,23,2024-05-16 10:47:01
1619,English,2.0,15,2021-10-21 08:12:54
9634,Computer,4.13,27,2018-02-18 06:07:49
7365,Science,2.53,17,2018-05-12 19:49:54
474,Computer,2.29,10,2018-09-11 00:36:46
7010,English,4.83,27,2017-04-12 23:24:51
8032,Science,2.23,24,2024-05-15 05:23:21
9650,Maths,1.57,3,2018-07-20 22:33:57
3894,English,3.7,11,2019-10-10 08:14:50
4558,Maths,1.76,12,2024-09-29 21:10:12
649,English,2.64,8,2023-10-27 20:00:28
6998,Maths,3.65,13,2021-05-23 05:13:07
6533,Maths,3.76,1,2019-05-16 08:02:13
267,Maths,2.35,12,2021-06-28 05:46:45
6865,English,1.6,22,2019-08-11 16:48:28
2189,Science,1.9,14,2019-06-21 21:25:57
638,Science,4.89,8,2022-09-04 23:16:59
8627,Computer,1.68,4,2022-08-04 01:14:41
8343,Maths,2.09,3,2020-02-08 23:06:18
9653,English,3.94,21,2024-04-04 11:21:00
3425,English,1.43,22,2023-02-20 07:49:06
4627,Science,2.87,6,2018-09-18 16:29:37
4872,Maths,4.04,8,2019-01-27 12:31:04
4799,Science,3.99,3,2021-02-02 12:59:37
2111,Science,4.0,28,2021-06-07 01:23:24
2866,Computer,4.61,10,2022-02-19 13:27:39
9685,Science,3.86,4,2023-08-22 20:19:45
6199,Computer,1.59,4,2017-06-11 13:30:25
330,Science,1.93,9,2023-09-13 05:11:27
166,English,1.33,11,2021-05-12 19:16:07
8391,Computer,3.01,23,2020-05-05 17:35:34
1734,English,1.63,10,2019-07-23 00:14:35
9008,Science,4.98,27,2023-08-02 04:09:53
9594,Science,1.82,23,2017-04-14 11:40:38
6303,Science,4.65,15,2018-08-11 02:19:55
258,Maths,3.32,29,2023-11-21 15:17:05
2550,Science,3.86,15,2017-01-22 22:04:05
9659,Maths,2.04,8,2019-06-06 21:21:29
8050,English,4.02,27,2024-11-21 18:30:10
2889,English,4.21,11,2017-10-17 06:49:41
1808,Maths,4.18,11,2020-08-21 11:35:41
6048,Computer,4.97,1,2022-12-18 21:14:55
6183,Maths,4.49,24,2017-03-11 11:00:55
8982,Science,3.22,24,2017-02-28 12:22:59
4488,Computer,3.25,2,2017-09-15 08:57:38
704,Science,2.9,13,2022-11-18 21:44:31
4399,Computer,2.58,29,2017-11-11 00:36:30
6444,English,2.74,29,2019-07-01 09:02:03
5988,Science,1.6,7,2018-04-15 12:25:31
5236,Computer,1.54,12,2017-06-17 15:06:28
4071,Maths,4.6,16,2024-02-13 03:07:16
2885,English,4.35,19,2017-04-16 23:03:22
1535,Computer,2.88,20,2017-06-06 18:49:44
187,Computer,2.65,25,2018-09-22 04:58:39
3676,English,4.39,27,2017-03-13 00:58:00
5419,Science,4.94,7,2022-07-25 08:32:33
9720,Maths,4.13,8,2024-11-15 10:11:38
2373,Computer,1.16,13,2019-09-14 18:59:14
2321,English,3.91,18,2017-09-29 09:07:17
4819,Computer,3.01,27,2023-09-27 20:35:37
8626,Science,3.82,12,2020-09-08 18:48:54
8143,Science,2.38,22,2019-12-17 00:09:11
9065,Science,1.4,27,2019-03-02 01:41:35
2030,Computer,2.57,24,2021-05-05 12:16:20
8236,Computer,4.42,10,2017-12-17 13:30:04
5125,English,1.75,2,2018-04-30 09:13:50
8185,Computer,3.88,25,2021-09-10 08:18:43
3723,Maths,3.76,23,2017-11-04 06:01:19
3757,Maths,3.23,9,2017-04-12 16:21:04
6607,Computer,4.22,3,2017-01-25 13:58:30
4741,Computer,4.31,10,2018-01-12 17:07:42
3160,English,2.64,6,2023-04-26 11:58:48
4213,Maths,2.99,7,2019-09-01 14:27:16
5805,Science,1.65,1,2017-09-09 23:43:02
9210,English,1.56,2,2017-01-05 07:53:41
7855,English,3.08,17,2019-10-30 12:38:49
9855,Maths,1.36,10,2024-10-25 07:09:46
9314,Maths,2.93,26,2023-10-20 18:55:02
7486,Computer,2.15,2,2023-03-10 16:44:12
3665,Computer,4.72,15,2022-12-11 19:27:23
2385,Computer,3.01,16,2020-10-10 17:59:11
1538,Computer,4.84,8,2024-10-10 16:23:08
1083,English,3.79,21,2018-05-05 16:03:50
5524,English,4.29,1,2019-08-09 09:00:08
1022,Maths,2.24,16,2022-01-28 04:34:49
9522,Computer,3.98,28,2018-01-18 20:32:00
3488,Science,3.47,5,2017-11-11 08:01:03
3037,Computer,1.44,23,2019-11-14 08:10:16
206,Maths,3.83,27,2021-10-11 12:44:53
8062,Maths,2.53,20,2024-11-30 08:30:23
2137,Maths,2.54,19,2018-12-12 05:29:55
2875,Computer,4.19,8,2017-12-26 21:05:30
3588,Maths,1.15,28,2018-03-24 20:38:26
9422,Computer,3.65,19,2023-07-04 00:58:01
4364,Computer,4.87,22,2019-01-27 04:04:33
589,English,1.33,16,2017-10-26 00:36:37
9490,Computer,4.35,3,2021-01-14 21:07:51
7667,English,1.87,26,2019-07-13 18:52:28
2100,Science,3.56,4,2021-11-28 02:06:10
1399,Science,4.78,6,2023-06-07 09:52:29
3696,Computer,1.75,21,2024-06-01 11:27:19
887,Science,2.0,8,2017-02-16 13:38:51
3675,Maths,3.17,13,2020-06-12 01:26:10
9927,Computer,4.64,21,2017-05-02 03:40:43
5343,Science,2.67,9,2017-03-30 11:34:03
4549,Science,2.26,14,2019-08-08 23:29:16
1276,Maths,3.9,9,2023-08-10 09:25:35
6664,English,1.96,10,2021-03-24 23:38:05
3223,English,1.99,26,2018-11-27 18:31:37
963,English,3.5,27,2017-05-11 00:10:40
6090,Science,1.25,7,2023-08-09 10:48:23
969,English,3.54,20,2021-11-13 16:25:32
1738,Computer,2.93,26,2018-01-21 01:04:28
6943,English,2.97,5,2022-09-24 16:20:36
5538,Science,4.62,28,2018-09-18 15:35:22
1025,English,3.29,18,2023-12-16 13:53:47
5556,English,2.12,20,2020-08-16 01:53:00
5980,Computer,3.31,16,2017-09-11 00:21:36
2300,Maths,1.99,23,2023-09-16 15:36:38
6254,English,2.23,8,2021-11-09 16:46:18
9970,Maths,2.15,29,2019-08-30 15:58:21
3842,Maths,4.3,23,2022-06-02 05:32:20
5803,Maths,2.21,28,2021-05-09 18:47:04
4014,Maths,4.36,24,2023-05-22 20:01:45
731,Science,4.96,19,2017-02-16 20:50:36
1276,Computer,2.95,22,2021-06-28 01:48:18
5288,Computer,3.67,22,2024-05-21 13:30:35
3049,English,4.65,8,2018-02-24 09:20:45
6817,Maths,2.44,21,2019-01-21 11:25:23
6619,Computer,4.27,15,2024-02-29 02:20:14
7572,English,3.98,15,2018-06-30 20:20:39
5106,Maths,1.1,11,2021-03-04 16:54:32
1730,Computer,2.9,12,2023-08-18 01:39:52
8229,Science,3.54,21,2022-05-22 12:18:31
2537,Maths,3.78,8,2022-07-12 03:11:09
8784,Computer,4.53,15,2023-09-28 21:14:14
4499,Computer,3.28,13,2018-05-04 01:40:49
451,English,4.56,9,2019-09-11 22:08:03
2156,Science,4.98,17,2018-07-29 21:23:23
8395,Science,4.84,14,2019-01-29 02:59:12
2008,Maths,1.46,16,2017-09-21 03:00:25
4071,Computer,2.19,21,2020-01-29 22:49:57
2284,Computer,4.31,15,2022-03-08 09:05:26
8862,Maths,1.64,18,2018-12-11 03:19:24
1358,Computer,1.35,5,2020-06-04 19:02:49
7988,English,2.01,21,2022-01-07 02:56:41
1177,Science,3.98,7,2021-04-16 11:13:53
6648,English,4.35,20,2021-06-12 07:41:15
2332,Computer,1.61,22,2019-10-15 06:41:28
5747,Maths,4.24,13,2017-03-29 14:03:40
7942,Science,1.06,5,2022-08-20 15:09:23
648,Maths,1.63,2,2023-07-11 11:00:35
4787,Science,2.14,13,2023-08-15 03:12:09
1608,English,2.66,2,2020-10-19 05:38:19
3148,Computer,1.32,26,2019-01-13 11:27:20
1489,Maths,3.88,20,2022-07-20 18:31:59
5396,English,4.74,2,2022-01-01 16:17:23
8585,Science,1.88,8,2018-11-19 14:38:06
3699,Maths,3.22,3,2017-07-18 21:40:11
9766,Maths,4.12,12,2021-07-02 10:21:21
1232,Maths,2.42,5,2022-09-15 02:30:11
4829,Science,1.51,21,2019-01-14 10:05:59
6409,English,1.72,7,2017-01-28 18:39:23
9870,Science,3.76,26,2019-12-03 08:23:50
9808,Maths,3.96,21,2019-10-29 20:20:34
6067,Maths,3.51,8,2020-04-29 19:14:17
3678,Computer,2.39,5,2017-02-27 10:29:44
1600,Computer,4.46,25,2021-10-14 03:47:50
4522,Maths,1.25,14,2019-06-04 20:00:51
8213,Computer,3.65,17,2018-01-07 23:13:07
3419,Maths,4.05,18,2018-11-18 15:48:40
9821,English,4.38,16,2022-12-30 14:07:55
291,Science,2.36,21,2020-05-25 22:41:45
2229,Computer,4.68,2,2023-03-29 09:23:38
4026,Science,3.92,11,2024-12-06 15:04:42
6756,Computer,2.68,7,2023-04-04 13:38:27
4695,English,2.2,18,2020-09-19 21:39:58
6801,Computer,1.73,16,2021-04-18 11:51:59
5164,Science,1.33,2,2020-05-06 01:00:10
3959,Maths,1.71,28,2021-08-01 00:46:42
2950,Science,3.19,11,2023-04-16 10:46:05
7422,Maths,2.6,15,2017-12-03 19:32:03
1639,English,2.89,23,2017-06-07 23:35:20
9646,English,1.95,18,2023-03-02 01:16:04
7513,Science,1.87,23,2022-01-13 21:01:23
1370,English,2.91,8,2020-03-29 18:57:42
1976,Science,2.55,27,2018-12-08 20:25:14
5971,English,3.77,26,2022-06-01 17:17:47
709,Science,1.55,3,2019-04-06 04:00:54
7088,English,1.94,28,2017-10-02 07:44:47
2777,Maths,4.64,24,2020-08-22 08:03:53
5629,English,2.81,14,2024-02-14 12:41:01
5246,Science,1.1,18,2017-01-30 05:55:26
7828,Science,1.98,24,2023-05-31 07:18:42
8974,Maths,1.35,16,2018-02-10 04:00:46
6989,Science,4.81,3,2022-07-17 18:16:34
8132,Maths,1.5,1,2024-08-06 17:25:59
5156,English,3.87,21,2022-07-29 23:04:55
5471,Science,4.44,13,2024-03-25 19:44:51
8344,Computer,4.88,4,2021-08-17 20:03:25
9662,Science,4.7,19,2017-11-16 23:27:04
9460,Maths,1.8,1,2019-11-25 11:25:04
3430,Computer,1.34,19,2019-10-24 15:35:55
2198,English,1.26,12,2019-09-13 05:58:08
4015,Computer,2.57,2,2019-11-12 23:36:04
8055,English,2.26,12,2018-04-12 15:39:34
6694,English,4.14,19,2022-01-20 17:56:50
2398,Computer,1.16,4,2023-04-14 19:35:51
5118,Computer,4.22,19,2024-10-01 13:01:02
1852,Computer,3.09,22,2018-01-09 17:51:52
4017,Computer,1.05,22,2022-04-07 05:22:23
5429,Maths,1.72,19,2024-07-15 22:17:44
3882,English,3.03,5,2021-06-03 08:48:09
6028,Science,4.15,22,2023-02-22 14:51:58
2190,English,2.74,11,2023-11-03 19:37:00
7696,Maths,4.26,26,2021-05-28 01:08:51
3642,Maths,4.87,3,2021-04-17 15:51:36
6621,Science,2.89,25,2017-12-29 20:23:56
2946,Maths,3.58,23,2023-03-01 18:15:21
2044,Maths,4.59,11,2022-10-02 21:59:21
1819,Computer,1.15,5,2023-01-09 20:56:28
