session_id,page_visits,signups,purchases,dropoff_rate,funnel_date
41761,1532,684,137,0.91,2022-08-22 15:30:39
104230,16297,3234,1069,0.93,2018-02-04 22:16:22
225882,9179,3578,1520,0.83,2021-12-04 14:53:25
82645,15379,4563,1771,0.88,2022-02-02 00:16:20
458935,9493,1515,383,0.96,2022-03-29 20:26:43
226164,18422,5124,2818,0.85,2020-09-05 11:53:50
401900,17878,8692,1346,0.92,2018-10-01 06:36:28
74819,7040,2449,681,0.9,2020-04-29 00:29:58
210381,18182,2919,1122,0.94,2023-12-02 12:30:29
371023,4871,2368,997,0.8,2023-01-28 18:02:48
481780,16065,3888,2318,0.86,2022-05-24 01:45:52
89020,14050,6060,1273,0.91,2023-04-28 16:27:01
29564,11008,2364,1251,0.89,2019-11-26 07:01:31
94471,1523,687,408,0.73,2018-05-06 08:57:26
43586,15321,5228,727,0.95,2024-02-26 02:33:29
302310,19239,2226,1041,0.95,2024-08-07 12:57:03
88143,9753,2816,916,0.91,2022-12-15 05:32:41
218437,750,123,56,0.93,2019-04-30 01:57:47
117077,17587,8482,3284,0.81,2024-02-21 16:43:10
429938,9027,3929,763,0.92,2019-03-30 12:50:31
383168,1943,910,220,0.89,2022-01-28 02:58:22
14875,11591,3565,1801,0.84,2024-07-17 20:08:29
302339,7535,3603,1010,0.87,2023-03-16 19:41:45
398543,5005,505,209,0.96,2022-05-29 05:09:18
374825,15330,4256,1199,0.92,2020-09-17 06:17:39
22796,962,195,75,0.92,2018-11-02 01:03:32
192671,10070,2076,779,0.92,2018-01-26 17:15:56
226111,14034,2367,672,0.95,2019-11-08 20:45:42
371906,4156,1799,724,0.83,2022-07-07 17:47:49
112665,4337,2132,234,0.95,2021-01-12 14:06:43
440601,16939,3590,1952,0.88,2023-08-10 07:53:14
485399,9546,4006,2147,0.78,2020-09-01 10:36:50
416657,7060,2228,739,0.9,2018-05-19 07:05:22
308521,16069,6387,690,0.96,2023-12-12 18:27:59
58816,6354,2609,500,0.92,2020-04-27 11:44:41
14216,15485,4374,2582,0.83,2022-11-30 16:05:06
461739,8656,3992,2019,0.77,2024-09-30 15:52:00
2602,17839,8417,3819,0.79,2022-12-11 19:18:23
64420,1151,323,163,0.86,2024-11-08 08:36:14
167450,9365,1032,369,0.96,2019-02-14 18:21:57
397376,7132,2382,378,0.95,2020-04-22 22:22:04
68068,5271,639,91,0.98,2019-12-19 08:27:29
323228,14163,4762,2351,0.83,2023-08-22 05:07:16
340391,1648,592,344,0.79,2022-03-17 02:02:51
66668,18847,3910,2118,0.89,2024-10-18 10:41:23
483017,7237,850,252,0.97,2024-10-14 11:32:23
244525,18505,5082,1568,0.92,2019-08-26 05:24:27
291532,7270,1939,1090,0.85,2019-01-03 20:44:57
436714,2842,1304,495,0.83,2023-08-12 10:24:14
478534,7622,2588,421,0.94,2018-06-04 17:31:29
198855,8044,1619,487,0.94,2024-02-20 01:21:28
130966,4756,709,176,0.96,2024-11-19 05:01:12
295866,1208,443,247,0.8,2023-06-12 13:30:44
370532,17023,8338,1815,0.89,2018-09-04 06:08:16
435597,9950,4889,2424,0.76,2023-07-27 17:51:57
395840,13787,1578,915,0.93,2021-03-25 06:32:14
220643,3790,928,514,0.86,2021-12-05 08:05:21
31780,9155,4278,1444,0.84,2019-07-23 02:34:18
308707,4835,1675,913,0.81,2019-07-29 04:33:46
361883,12615,1402,571,0.95,2018-09-10 10:12:54
129573,18729,6899,1304,0.93,2021-06-07 23:28:22
110171,12738,2350,826,0.94,2020-04-30 05:37:59
365855,16623,2425,1334,0.92,2024-05-06 15:38:13
377685,3871,932,120,0.97,2018-09-20 22:29:59
315958,5769,1568,370,0.94,2022-09-04 10:52:01
4258,6947,2910,477,0.93,2020-03-17 09:49:16
300602,12699,1358,772,0.94,2019-10-27 04:49:54
35827,6732,817,445,0.93,2022-11-27 00:21:22
302215,15725,6624,1964,0.88,2022-06-22 12:34:59
269023,2194,608,338,0.85,2020-06-10 20:21:16
272544,14383,2976,1444,0.9,2023-05-06 08:29:53
397959,16967,6550,2426,0.86,2018-04-15 21:10:19
277143,5437,1193,209,0.96,2020-07-28 12:17:59
219353,3074,435,246,0.92,2018-05-17 19:57:17
407173,677,181,38,0.94,2023-01-04 15:25:12
336210,809,163,92,0.89,2022-06-20 09:36:29
332106,13279,2671,872,0.93,2022-03-07 07:35:29
75167,6607,1112,648,0.9,2021-06-18 15:23:53
123902,12480,1985,832,0.93,2020-03-19 02:16:11
499123,17012,5751,2431,0.86,2024-01-28 01:40:27
11059,8219,2945,1739,0.79,2023-02-04 15:53:56
499170,10165,3304,716,0.93,2022-03-02 15:51:51
425323,9835,2843,1259,0.87,2023-05-14 14:27:08
128727,3190,1115,503,0.84,2023-06-04 12:08:06
122932,6555,1334,339,0.95,2020-05-26 06:02:00
409689,14096,3133,438,0.97,2021-12-18 22:56:09
338806,18347,4055,748,0.96,2019-02-22 11:28:03
236280,15949,4805,2013,0.87,2019-05-14 21:56:19
27622,9066,2635,1416,0.84,2023-04-24 17:18:31
90378,12392,3426,1906,0.85,2021-11-03 01:06:33
115089,15837,5694,3151,0.8,2021-11-19 09:58:46
157252,2258,625,361,0.84,2021-12-29 14:31:35
409059,236,26,12,0.95,2023-06-18 12:28:28
76395,1832,729,169,0.91,2018-05-29 22:39:03
477618,1806,430,93,0.95,2021-03-19 13:46:12
63199,8037,3334,474,0.94,2020-05-07 05:10:05
396125,3754,1374,410,0.89,2022-04-05 21:09:06
116745,14155,5675,3354,0.76,2018-09-06 12:03:20
415821,19652,9325,982,0.95,2021-10-23 13:17:50
36832,4824,853,234,0.95,2023-08-27 19:21:42
71462,18428,3201,1604,0.91,2020-01-01 06:15:24
373848,18439,4069,905,0.95,2021-03-10 19:06:54
211823,18605,3800,2033,0.89,2021-11-26 06:21:34
390196,19699,5814,1708,0.91,2018-10-26 23:47:35
264056,5705,753,120,0.98,2020-08-23 19:40:43
315460,12102,1271,632,0.95,2022-06-06 01:08:36
148698,15766,2266,422,0.97,2018-06-20 04:22:49
256628,8069,1020,577,0.93,2019-12-08 03:29:36
305440,2790,494,88,0.97,2018-04-02 06:23:45
462378,8226,3030,931,0.89,2021-10-14 19:33:27
181287,1532,425,186,0.88,2018-02-07 07:51:47
152559,8775,2145,713,0.92,2019-01-03 22:46:31
467248,15374,7596,4189,0.73,2022-02-21 12:36:49
178851,16536,1720,786,0.95,2022-01-10 04:27:29
286223,3724,1834,781,0.79,2020-07-03 04:34:50
139724,4843,1239,517,0.89,2019-06-11 08:34:11
452649,18049,5132,1663,0.91,2021-04-11 18:40:50
218578,19736,7332,743,0.96,2022-01-11 20:22:11
416070,9685,2212,1264,0.87,2021-02-10 11:30:17
93674,12094,5431,1435,0.88,2023-04-29 09:54:16
328831,13200,6428,1038,0.92,2021-04-24 01:33:31
129802,12862,5042,2532,0.8,2018-10-25 18:35:01
285394,9990,4194,2409,0.76,2021-01-08 18:12:10
460443,17881,6712,2543,0.86,2018-09-13 06:45:45
467725,9163,3124,1170,0.87,2024-02-27 01:48:56
2800,11850,3790,452,0.96,2023-12-19 07:24:02
217807,4499,1729,796,0.82,2019-02-05 10:08:45
226530,361,120,28,0.92,2019-01-01 10:27:37
242550,19868,6374,1381,0.93,2018-10-15 16:00:09
140317,103,43,18,0.83,2023-03-19 12:50:24
20833,422,210,24,0.94,2022-07-25 16:07:13
427193,2014,738,222,0.89,2019-12-05 00:46:49
474964,17820,6374,2253,0.87,2023-02-17 17:31:11
265565,4763,1607,166,0.97,2020-11-14 20:50:43
392747,3118,476,210,0.93,2024-03-22 22:33:35
9901,6009,776,400,0.93,2021-08-10 07:01:33
241623,16296,4270,668,0.96,2021-09-19 18:11:27
302271,5910,1497,762,0.87,2018-04-18 15:21:35
452302,15128,4868,1390,0.91,2018-10-20 08:06:14
60487,1365,571,229,0.83,2024-09-08 23:11:33
386641,9532,2976,594,0.94,2018-05-31 07:00:10
327048,3504,1063,546,0.84,2022-09-07 12:34:52
73302,16918,7966,3933,0.77,2020-10-14 08:45:38
429278,9812,2433,1008,0.9,2021-11-21 21:01:18
181524,11761,2146,1209,0.9,2019-01-02 12:36:57
354087,17177,2979,1228,0.93,2022-12-12 06:10:55
495216,2794,811,191,0.93,2022-05-25 16:52:50
222224,6100,2324,232,0.96,2020-05-04 11:36:25
448210,1352,264,86,0.94,2024-08-22 15:55:58
484632,19631,8511,1482,0.92,2022-09-06 00:45:04
66612,14834,1804,773,0.95,2019-09-24 14:47:55
294668,3216,1287,442,0.86,2023-09-25 15:23:20
480431,9064,1907,1122,0.88,2024-06-03 12:38:18
144744,18018,2727,1092,0.94,2020-12-01 18:32:32
125277,15085,5160,2029,0.87,2024-05-27 21:57:00
431582,18817,5863,1094,0.94,2018-06-21 04:29:36
101053,12250,3628,1924,0.84,2024-12-24 00:27:04
324763,3177,805,308,0.9,2024-02-10 11:47:23
73815,13732,1434,322,0.98,2022-06-06 08:07:59
395147,17838,8023,3509,0.8,2022-01-18 12:47:41
78061,5274,724,346,0.93,2024-08-15 22:57:18
26502,12824,4254,1010,0.92,2023-11-29 08:27:53
44192,10005,4055,1588,0.84,2019-08-21 11:46:28
318888,6653,2323,529,0.92,2018-10-22 23:55:18
347967,10304,3036,1382,0.87,2020-10-04 20:29:54
480905,7282,1812,463,0.94,2022-09-22 09:38:52
121264,7699,3108,1675,0.78,2023-05-22 03:18:45
386130,10821,1204,592,0.95,2022-11-28 22:52:10
46699,5718,2803,1090,0.81,2023-08-21 04:26:14
409548,2983,946,204,0.93,2024-04-13 05:30:28
293639,1590,677,194,0.88,2022-04-28 17:56:31
315028,15300,6173,2292,0.85,2019-11-05 15:02:05
185622,14737,4694,2065,0.86,2022-09-19 12:05:48
328033,5441,2199,1132,0.79,2023-10-06 05:57:11
368551,11331,3791,1670,0.85,2021-07-15 18:38:41
466614,6306,1529,528,0.92,2019-09-09 16:08:51
438067,15006,2131,1139,0.92,2021-01-15 17:23:34
465436,11982,4668,2549,0.79,2019-06-19 15:09:21
77453,15841,5933,1987,0.87,2021-06-22 13:08:19
321187,6653,1604,211,0.97,2022-11-22 01:11:46
300760,16990,5099,2365,0.86,2020-02-11 08:02:14
123030,2720,577,336,0.88,2020-11-24 09:03:14
222951,18677,3526,1805,0.9,2024-10-20 23:28:16
207724,16983,6103,1772,0.9,2018-10-07 11:16:34
108514,16788,4783,1673,0.9,2024-01-12 20:25:37
496527,6381,2583,695,0.89,2022-01-23 13:57:48
117976,18871,8953,2843,0.85,2022-05-31 18:52:48
440874,16722,7927,1277,0.92,2019-02-11 14:26:37
9813,5456,1091,364,0.93,2019-12-03 20:54:32
115049,14235,6323,3362,0.76,2021-06-04 01:00:29
115859,5236,1326,764,0.85,2022-01-26 14:36:58
2316,7238,2368,475,0.93,2018-12-06 07:40:16
444043,14324,3481,719,0.95,2022-04-16 16:57:08
135073,5578,1173,633,0.89,2023-02-06 16:29:44
424622,13026,2033,521,0.96,2022-06-12 20:38:11
224649,17086,7963,4071,0.76,2024-06-17 14:47:00
117524,9165,1996,1009,0.89,2018-08-01 07:50:20
427225,19119,3597,1827,0.9,2023-09-23 21:48:36
139627,14188,5123,2580,0.82,2019-05-19 22:30:00
117972,2798,1205,351,0.87,2020-01-10 07:19:16
6397,15417,1879,848,0.94,2022-04-06 06:03:52
132955,3884,1236,722,0.81,2020-08-13 08:19:33
309616,15306,4636,2185,0.86,2023-11-24 02:23:28
53146,7389,2609,839,0.89,2021-08-14 03:09:36
465962,7988,1004,114,0.99,2020-05-19 18:15:17
6163,4854,2164,1142,0.76,2021-06-09 14:14:36
457464,3215,455,72,0.98,2023-11-02 04:28:51
6715,8736,2911,739,0.92,2024-07-07 01:32:39
96114,8765,4030,1440,0.84,2023-08-02 01:49:57
102651,16875,7686,3116,0.82,2023-01-25 09:52:03
237975,17142,4257,1668,0.9,2022-01-18 15:48:38
99741,9204,3581,932,0.9,2023-04-13 22:17:23
95457,14632,4695,2122,0.85,2023-12-17 03:03:12
473567,18668,6805,2592,0.86,2024-08-26 11:30:26
125806,9446,1430,562,0.94,2020-05-04 01:46:06
304744,4822,2390,815,0.83,2021-03-03 13:33:05
196594,13514,4191,1488,0.89,2022-04-03 18:44:14
379607,13420,4219,1553,0.88,2020-02-03 11:50:40
221280,1981,697,324,0.84,2019-12-23 16:01:07
488941,7408,1387,145,0.98,2020-02-26 06:39:33
189701,12352,1942,801,0.94,2020-01-02 22:07:17
416203,15747,3446,431,0.97,2019-11-07 06:31:13
126865,9589,2301,1371,0.86,2018-12-12 18:56:31
229014,9567,1412,792,0.92,2020-06-13 19:02:31
359353,17612,6140,757,0.96,2020-03-07 20:55:30
35844,19689,8396,2404,0.88,2020-04-23 03:20:41
98602,11930,5012,1768,0.85,2020-11-05 08:34:39
330807,17299,2124,388,0.98,2022-10-05 01:01:51
56891,7787,1835,446,0.94,2022-02-21 22:43:57
300673,15786,5925,2541,0.84,2023-12-03 04:56:55
360890,16779,4105,1268,0.92,2021-09-25 07:48:51
186214,13477,5388,2303,0.83,2021-09-05 15:17:06
180370,19729,3151,1551,0.92,2023-07-11 12:25:03
225374,12525,3084,825,0.93,2024-06-19 13:49:24
437333,5399,2073,634,0.88,2022-12-25 10:15:28
410735,17084,7352,3701,0.78,2024-09-08 08:40:23
311568,2507,738,101,0.96,2023-03-29 08:19:18
185949,18738,2787,806,0.96,2019-07-22 10:52:13
374761,5450,1544,464,0.91,2018-03-10 20:00:59
112065,18675,7702,3330,0.82,2020-03-11 19:48:49
253740,11003,4844,1003,0.91,2018-08-16 07:24:45
490269,18195,3897,1276,0.93,2024-04-06 02:19:44
324725,18183,6416,1056,0.94,2020-02-04 21:58:07
126070,6085,2295,371,0.94,2022-02-23 10:27:30
94967,4963,1459,450,0.91,2021-03-05 11:35:35
380697,3207,371,214,0.93,2021-06-22 11:31:20
459570,2710,1282,655,0.76,2023-11-09 06:57:03
73687,15509,2072,1018,0.93,2023-02-19 23:30:11
93423,7808,1095,167,0.98,2019-10-28 16:49:46
470722,19748,8789,1681,0.91,2019-09-18 17:03:02
311489,886,272,82,0.91,2019-02-14 15:41:45
294357,11679,5321,2418,0.79,2018-05-03 02:20:34
221001,1533,219,50,0.97,2023-05-25 10:11:12
388559,831,274,160,0.81,2024-05-31 22:54:00
414194,4885,2136,1118,0.77,2021-02-12 00:36:55
224133,3140,1288,588,0.81,2024-10-16 12:16:27
384541,11652,4472,2629,0.77,2021-07-25 18:53:00
289146,2827,1094,280,0.9,2023-03-20 07:26:00
462123,12962,5105,1985,0.85,2024-03-12 00:42:48
89603,759,331,44,0.94,2020-09-21 08:45:50
310369,1505,279,111,0.93,2020-01-08 09:18:58
446878,4457,1206,718,0.84,2019-10-28 04:20:04
256673,2242,668,248,0.89,2020-01-19 15:23:58
327891,13323,5482,1855,0.86,2018-05-22 09:58:19
337214,15497,1795,1010,0.93,2022-04-10 16:34:38
147896,10833,4988,1684,0.84,2020-02-05 03:33:42
225973,2208,646,204,0.91,2018-03-28 18:25:15
315078,8571,1030,325,0.96,2024-10-03 00:09:03
129738,9401,2786,1397,0.85,2021-11-17 03:48:03
205181,1498,275,81,0.95,2024-09-30 20:49:51
38243,2046,249,111,0.95,2019-11-27 02:58:04
465913,8741,1682,333,0.96,2018-06-04 07:03:59
282910,13437,5814,2493,0.81,2018-06-15 13:19:42
64813,7080,778,91,0.99,2018-07-19 11:32:21
333837,3723,415,58,0.98,2020-11-14 01:23:04
69285,18580,6761,1466,0.92,2019-03-28 18:45:48
53599,7140,2813,1320,0.82,2019-05-02 12:01:39
208353,11908,4080,1599,0.87,2021-03-01 01:30:37
126545,5581,1490,659,0.88,2022-11-12 21:02:30
407202,11980,3704,2117,0.82,2021-03-22 03:19:48
18944,2671,983,281,0.89,2019-06-10 19:43:37
197770,18127,2810,912,0.95,2023-01-09 03:02:10
371189,6693,2053,415,0.94,2024-04-02 23:01:33
248835,15021,4996,2186,0.85,2022-05-22 00:15:29
438239,4784,1838,956,0.8,2020-11-01 19:25:27
106554,19793,6636,3630,0.82,2020-10-06 11:16:53
360261,19146,3240,983,0.95,2019-08-07 08:06:12
273097,3704,401,136,0.96,2024-10-04 21:38:41
111449,12069,3863,960,0.92,2024-07-12 07:33:11
271789,5412,937,551,0.9,2021-07-21 12:50:15
442728,14498,3301,1536,0.89,2019-01-22 01:25:01
465116,7886,2524,810,0.9,2020-06-25 01:27:04
438302,11830,1251,203,0.98,2020-05-26 05:48:33
137065,2860,1319,749,0.74,2024-10-09 12:07:52
495169,7531,3524,1302,0.83,2023-11-20 16:51:44
280744,13602,3504,512,0.96,2018-11-09 21:12:05
298835,4649,1052,131,0.97,2021-05-31 04:30:42
300907,18147,6223,3050,0.83,2019-05-28 23:19:38
107673,18778,3285,1291,0.93,2018-11-07 09:12:05
217461,10390,3496,2007,0.81,2024-01-03 05:24:14
113192,16990,3319,1874,0.89,2019-01-29 14:45:33
254498,10270,3879,919,0.91,2019-04-21 13:31:27
456348,5239,589,116,0.98,2022-08-16 01:15:34
356119,2775,587,191,0.93,2022-02-22 12:53:45
259281,17647,7296,4358,0.75,2019-12-12 14:04:39
76775,4099,542,277,0.93,2021-10-07 12:59:51
271520,5973,1046,210,0.96,2020-05-14 08:40:30
250317,10451,2654,781,0.93,2024-01-22 23:21:55
212588,7894,3201,1656,0.79,2022-02-09 06:07:46
154677,19245,5791,2037,0.89,2019-07-01 04:46:23
433888,16373,6022,2215,0.86,2018-07-09 20:50:25
208441,2766,733,330,0.88,2019-07-10 04:54:21
382287,4871,1885,603,0.88,2020-12-29 07:23:48
208035,7795,1166,567,0.93,2021-01-28 19:02:33
277572,14678,6241,2742,0.81,2022-12-17 00:35:52
198913,7588,3173,491,0.94,2019-12-19 09:21:59
460580,1713,758,442,0.74,2021-08-21 11:02:58
154515,19470,9020,2790,0.86,2023-07-17 21:50:20
237936,7435,3218,754,0.9,2022-08-10 07:05:47
147610,19613,2181,1289,0.93,2019-11-19 20:30:51
404994,16122,7280,2898,0.82,2021-05-17 15:48:00
451103,3252,1113,561,0.83,2024-08-13 08:55:33
398544,6259,2218,804,0.87,2022-11-24 08:17:00
321039,6558,1377,374,0.94,2021-12-04 22:48:53
436564,6770,1396,490,0.93,2022-08-01 12:20:15
209748,15549,3882,1145,0.93,2024-04-06 03:27:50
75611,6603,922,280,0.96,2022-03-26 06:40:09
112171,11869,3659,1268,0.89,2021-04-08 13:58:16
162424,10685,3821,834,0.92,2023-03-28 13:10:41
377263,16105,2951,396,0.98,2023-02-23 19:45:54
349778,163,23,7,0.96,2019-04-20 02:16:46
117856,7495,2549,1442,0.81,2024-10-30 18:37:12
200604,10709,3800,1524,0.86,2022-03-26 19:09:54
155120,12155,3781,587,0.95,2024-10-22 07:09:29
30713,12425,4750,2197,0.82,2022-03-06 04:50:43
237183,7769,3848,1930,0.75,2024-06-17 04:04:38
356619,3374,669,382,0.89,2023-06-11 16:28:06
324705,18916,5196,3037,0.84,2022-11-22 05:02:36
383068,9074,3995,853,0.91,2022-08-16 17:59:44
272176,10110,3775,996,0.9,2020-01-24 08:26:02
52115,11741,2097,625,0.95,2018-07-05 22:57:02
384749,2458,1063,434,0.82,2018-09-13 14:26:29
427169,7595,2005,852,0.89,2020-03-12 13:46:34
372738,4499,1821,523,0.88,2023-09-07 23:45:11
228460,13075,2359,344,0.97,2019-04-01 12:36:25
49192,8583,1792,354,0.96,2021-03-30 15:09:46
43547,10878,1474,800,0.93,2019-04-13 22:20:11
452728,16434,4485,957,0.94,2020-07-23 10:47:46
320719,15791,1616,417,0.97,2020-12-28 10:52:57
175905,2105,509,216,0.9,2023-03-21 06:02:33
361667,10489,1852,519,0.95,2020-03-08 20:05:29
481928,11930,5523,1851,0.84,2020-08-20 19:33:47
63744,2209,424,163,0.93,2020-06-27 11:21:49
440765,17994,4888,2399,0.87,2020-09-17 12:57:41
237127,4518,2195,1276,0.72,2020-06-08 15:44:17
43805,10711,2756,1027,0.9,2018-08-01 17:48:39
379000,11154,3112,612,0.95,2024-12-01 01:54:05
384229,16383,5750,1651,0.9,2024-09-16 12:28:10
431741,19521,7768,4486,0.77,2021-08-28 12:17:31
71348,518,248,120,0.77,2021-05-20 12:21:26
176530,2995,784,136,0.95,2023-10-29 20:32:31
319336,11283,1960,883,0.92,2023-05-28 03:47:02
212891,19940,7773,3868,0.81,2019-06-02 06:54:35
185713,12284,6061,1566,0.87,2019-10-21 16:39:33
404276,9753,3746,778,0.92,2020-02-28 22:18:45
96460,15719,6663,1372,0.91,2024-05-17 03:00:11
215906,16602,2542,1347,0.92,2021-12-14 05:32:43
329548,2189,692,329,0.85,2022-11-11 05:37:18
429941,15450,2742,1078,0.93,2022-12-27 01:30:20
270912,12434,2921,395,0.97,2018-06-23 15:44:01
189296,14113,5454,1922,0.86,2018-03-03 02:17:38
113600,6384,1758,680,0.89,2021-04-15 23:17:28
366651,7303,2936,638,0.91,2019-10-12 23:37:42
358125,4139,1419,774,0.81,2018-04-18 13:17:51
21804,255,120,22,0.91,2022-06-16 09:55:35
67247,18160,7813,3937,0.78,2022-07-28 00:00:26
36935,15352,3794,1710,0.89,2019-09-14 14:28:45
375305,11627,1656,844,0.93,2024-04-23 04:15:14
46577,3847,1261,316,0.92,2022-11-16 03:24:59
267274,13341,3250,1454,0.89,2022-03-29 13:44:21
142439,8096,1575,833,0.9,2022-02-17 12:25:19
429085,7573,2202,1309,0.83,2023-06-02 01:27:39
273459,8125,3255,1952,0.76,2021-09-14 19:08:27
260079,14161,2432,1400,0.9,2020-11-17 17:44:17
115343,3651,1519,865,0.76,2020-05-23 03:04:42
110671,16161,7001,4005,0.75,2021-01-12 19:36:27
41151,9320,2671,1079,0.88,2023-01-01 21:02:35
258120,6786,2037,612,0.91,2018-03-29 14:55:55
467699,17100,2557,1312,0.92,2023-11-23 02:12:32
123039,7408,3375,1363,0.82,2019-06-07 23:09:03
39635,10116,4362,1749,0.83,2020-08-06 00:31:32
490000,498,190,91,0.82,2018-11-29 11:58:45
313628,19918,5585,2996,0.85,2018-05-24 19:21:14
82136,2339,415,236,0.9,2019-02-06 20:13:53
86870,3888,901,446,0.89,2018-08-14 06:34:26
204711,7991,1346,802,0.9,2022-05-09 05:38:08
358098,15775,6102,1125,0.93,2024-04-21 21:25:16
244360,15853,3883,1630,0.9,2021-08-19 10:02:44
334277,3694,1325,489,0.87,2020-02-11 12:14:14
428471,13961,3896,1355,0.9,2021-02-04 03:02:54
379804,14951,3087,1480,0.9,2018-10-13 13:23:48
351759,6445,1500,275,0.96,2022-12-31 23:12:20
75409,5736,1399,697,0.88,2018-05-03 23:39:48
158508,16748,7430,3984,0.76,2021-10-16 02:18:42
127789,14905,5430,690,0.95,2021-04-17 21:23:45
298605,12267,5986,1149,0.91,2019-08-25 12:18:03
234428,2954,804,269,0.91,2024-08-02 20:12:43
45444,6881,1821,979,0.86,2020-05-31 07:50:03
308767,3425,1258,230,0.93,2022-11-01 21:55:10
87841,5181,767,132,0.97,2018-09-07 22:40:02
164775,15821,3841,1827,0.88,2021-04-11 17:01:12
404758,15324,4752,836,0.95,2020-04-05 15:39:17
327608,8262,1020,453,0.95,2023-02-25 20:51:36
257426,2900,492,164,0.94,2018-08-28 01:47:13
219089,1337,620,340,0.75,2018-09-04 02:10:40
332721,2070,617,179,0.91,2021-09-05 14:52:27
467496,12305,4783,1265,0.9,2019-03-30 22:31:44
379180,7349,1264,695,0.91,2022-06-03 18:11:52
452592,16235,7802,1329,0.92,2024-10-14 17:42:58
78074,16162,5555,990,0.94,2023-01-14 02:21:59
428040,15533,2175,1006,0.94,2022-01-26 12:31:39
165023,13121,3867,826,0.94,2021-02-21 14:25:44
14315,7626,3403,1130,0.85,2018-03-24 05:55:17
411437,11459,2312,756,0.93,2023-06-27 23:31:19
121299,13725,6039,1553,0.89,2019-10-02 14:20:59
5205,296,54,27,0.91,2018-06-04 17:03:46
485388,14572,4876,1396,0.9,2024-01-27 12:43:52
407221,15984,1983,916,0.94,2020-08-17 00:49:49
57416,19222,4955,636,0.97,2024-03-16 22:11:28
194046,8800,2447,269,0.97,2020-09-26 20:30:29
147999,18470,2206,583,0.97,2024-08-09 14:30:30
456516,19623,3894,1100,0.94,2019-04-24 10:34:45
414185,10842,5324,1580,0.85,2021-10-26 18:59:53
324889,11605,5003,1318,0.89,2021-10-19 12:26:13
493662,2854,1382,786,0.72,2022-10-11 21:53:37
282530,7998,2827,1276,0.84,2018-03-02 03:59:17
486143,1185,202,66,0.94,2022-04-03 11:31:25
441593,11327,4067,551,0.95,2020-08-27 13:29:42
378919,12756,6327,1152,0.91,2024-11-01 14:13:25
163745,19950,6591,1211,0.94,2021-02-22 15:53:33
56188,11379,2284,890,0.92,2020-05-06 21:52:03
126698,15421,4809,2094,0.86,2024-08-20 11:11:59
63510,11156,2629,1280,0.89,2024-01-14 22:31:53
310530,5125,1080,594,0.88,2022-12-27 13:18:22
52908,13382,5693,2117,0.84,2020-05-27 16:33:04
19852,8133,1313,136,0.98,2018-10-13 07:27:30
361253,8879,1343,576,0.94,2024-11-21 18:41:33
213709,7213,3177,1227,0.83,2022-01-17 11:24:54
34454,4953,1642,802,0.84,2021-04-13 18:05:28
441582,19416,6811,1366,0.93,2020-06-14 01:06:07
351683,14137,3327,1049,0.93,2021-05-15 09:37:07
415388,833,133,34,0.96,2021-09-20 03:43:52
321509,120,33,13,0.89,2024-02-27 19:47:49
102841,9496,2259,1355,0.86,2019-07-09 01:42:59
456954,1001,110,28,0.97,2019-06-09 06:47:17
292286,8872,3998,1056,0.88,2024-08-10 06:17:04
113399,15934,1735,926,0.94,2018-11-01 20:46:31
292699,3279,544,320,0.9,2023-09-05 07:04:17
229837,15434,6345,1574,0.9,2020-04-02 02:50:50
164437,17079,7852,2170,0.87,2024-08-19 15:21:46
382246,14087,4877,2727,0.81,2019-02-13 01:33:23
129303,18762,7008,1430,0.92,2021-02-23 04:13:49
226420,3076,644,228,0.93,2024-03-08 08:03:50
391628,2829,645,225,0.92,2023-10-20 03:20:54
351672,5522,2247,858,0.84,2022-01-28 21:17:11
311468,10251,2609,728,0.93,2020-08-18 01:16:53
36064,18844,6726,1390,0.93,2022-10-29 19:45:03
334520,8247,3738,603,0.93,2022-03-23 18:19:08
415098,17373,6033,1362,0.92,2019-10-01 19:46:46
173312,3524,773,118,0.97,2023-09-28 04:02:04
202221,1790,264,37,0.98,2019-08-01 22:12:34
432096,17151,7396,3432,0.8,2020-01-03 14:17:15
65874,7803,3610,1689,0.78,2022-07-12 19:38:32
213581,7501,935,191,0.97,2019-12-25 01:50:02
123015,6723,1659,261,0.96,2023-03-16 16:05:27
433272,764,253,125,0.84,2018-07-14 01:16:52
