customer_id,monthly_revenue,customer_lifespan_months,customer_lifetime_value,segment
14275,8146,38,309548,Mid Value
18411,9855,2,19710,Low Value
17535,6666,11,73326,Low Value
14168,9776,12,117312,Low Value
24044,8960,54,483840,High Value
24034,8983,44,395252,Mid Value
29911,3780,17,64260,Low Value
3644,629,46,28934,Low Value
29291,4172,10,41720,Mid Value
17456,8971,15,134565,Mid Value
24915,5936,40,237440,Mid Value
28008,9943,6,59658,Low Value
8140,5782,22,127204,Mid Value
242,4056,39,158184,Mid Value
8756,3260,42,136920,Mid Value
11777,2610,56,146160,High Value
13531,8442,11,92862,Low Value
26393,9013,57,513741,High Value
27102,1694,20,33880,Low Value
22309,9650,26,250900,Mid Value
26111,7865,9,70785,Mid Value
19782,5198,43,223514,Low Value
19652,826,36,29736,High Value
1914,5172,29,149988,Mid Value
6844,3904,55,214720,Low Value
24753,414,59,24426,Mid Value
5055,2310,20,46200,Low Value
21510,6405,25,160125,Mid Value
11664,7027,58,407566,High Value
10309,4033,47,189551,Low Value
719,8257,57,470649,High Value
16489,9470,30,284100,High Value
29734,1911,30,57330,Low Value
14842,1021,6,6126,Low Value
11932,278,1,278,Mid Value
18643,2389,18,43002,High Value
2324,2594,39,101166,High Value
2017,7761,20,155220,Low Value
5260,5795,8,46360,High Value
20082,6298,31,195238,Mid Value
17847,9396,41,385236,Mid Value
5345,553,28,15484,High Value
26652,4296,39,167544,High Value
26702,3389,17,57613,High Value
2112,8912,40,356480,High Value
15797,1615,6,9690,Mid Value
27836,5352,39,208728,High Value
4559,9743,48,467664,High Value
22345,3350,41,137350,Low Value
5151,2171,15,32565,Mid Value
7937,4722,33,155826,High Value
15090,3678,1,3678,Mid Value
22805,2744,22,60368,Mid Value
11519,6145,2,12290,High Value
9923,4211,1,4211,Low Value
8217,7650,23,175950,High Value
24538,4832,14,67648,Low Value
29000,7202,58,417716,Mid Value
15140,4718,11,51898,Low Value
2208,488,23,11224,Mid Value
20909,9914,10,99140,High Value
11120,6172,38,234536,Low Value
26783,5171,54,279234,Mid Value
21096,4723,6,28338,Low Value
16790,4340,15,65100,Mid Value
8937,6686,38,254068,Low Value
22747,8325,46,382950,Low Value
21830,7194,17,122298,Low Value
443,3451,32,110432,Low Value
8423,3211,35,112385,High Value
22589,6419,15,96285,Low Value
12720,8169,5,40845,Low Value
9489,1862,39,72618,High Value
65,2469,53,130857,Mid Value
8257,8118,38,308484,High Value
18549,7708,42,323736,High Value
21683,6535,14,91490,High Value
27138,2638,55,145090,Low Value
23113,2553,29,74037,Low Value
23716,7892,18,142056,Mid Value
9963,7363,51,375513,Low Value
6616,9413,53,498889,High Value
26633,4508,17,76636,Low Value
24195,6511,52,338572,High Value
10463,9154,46,421084,High Value
27070,4470,3,13410,Low Value
26658,6419,28,179732,Low Value
24715,1832,19,34808,Low Value
15580,8471,3,25413,Low Value
19628,4878,23,112194,High Value
27577,3104,54,167616,Low Value
12678,3820,47,179540,Mid Value
19710,3327,47,156369,Low Value
18497,7462,50,373100,Mid Value
2389,8311,36,299196,Mid Value
14283,461,47,21667,Mid Value
13631,9446,19,179474,Low Value
29959,8560,47,402320,Mid Value
27217,1346,33,44418,High Value
7922,2633,32,84256,Mid Value
1206,9525,50,476250,Mid Value
5540,7904,33,260832,Mid Value
14815,4965,25,124125,Mid Value
8592,6713,3,20139,High Value
22960,284,55,15620,Low Value
14523,7420,58,430360,Mid Value
25696,9588,59,565692,Low Value
21613,9226,10,92260,Low Value
5230,7250,57,413250,Mid Value
17685,6717,27,181359,Low Value
22150,4256,13,55328,Mid Value
12159,8786,55,483230,High Value
22606,5610,14,78540,Low Value
12640,7310,59,431290,Mid Value
17692,5760,40,230400,Mid Value
16224,5491,53,291023,Mid Value
19981,9230,14,129220,High Value
351,6982,39,272298,High Value
29660,5898,41,241818,Mid Value
25722,1260,16,20160,High Value
28321,6580,59,388220,Low Value
3682,5247,11,57717,Low Value
544,5906,21,124026,Mid Value
14772,1060,58,61480,Low Value
27065,8828,11,97108,Mid Value
18987,6079,12,72948,Mid Value
17218,6720,32,215040,Mid Value
15750,5947,24,142728,Mid Value
3909,2790,59,164610,Mid Value
18376,6921,7,48447,Mid Value
9122,6492,23,149316,High Value
19358,3455,12,41460,High Value
3613,969,33,31977,Mid Value
11078,4514,22,99308,Mid Value
13683,7566,53,400998,Low Value
12160,2567,14,35938,High Value
15792,4204,15,63060,Low Value
26281,8664,33,285912,High Value
21782,4828,58,280024,High Value
1487,2057,36,74052,Low Value
3340,8309,59,490231,Low Value
11149,7993,48,383664,High Value
13991,4914,52,255528,High Value
8017,3715,50,185750,Low Value
12935,6225,42,261450,High Value
26203,886,31,27466,High Value
2103,1758,5,8790,Low Value
22780,8147,16,130352,Low Value
13027,9716,6,58296,Mid Value
15923,4764,27,128628,Mid Value
16237,6493,53,344129,Low Value
13101,2376,29,68904,High Value
15287,9940,4,39760,High Value
6155,2816,29,81664,Mid Value
3842,3187,12,38244,Low Value
3879,9790,52,509080,Mid Value
25384,1634,39,63726,High Value
24435,9806,24,235344,High Value
6262,4140,32,132480,High Value
8972,6238,47,293186,Low Value
3690,268,40,10720,Mid Value
28656,6870,30,206100,Low Value
18403,2806,16,44896,High Value
11742,415,52,21580,Mid Value
24880,1208,20,24160,Mid Value
22061,4060,2,8120,Mid Value
4682,4694,38,178372,High Value
11361,3942,11,43362,High Value
970,8682,58,503556,High Value
29436,5648,52,293696,Low Value
14358,4088,1,4088,Mid Value
29862,7505,29,217645,Mid Value
22463,2980,21,62580,Mid Value
10920,7180,48,344640,High Value
19698,8146,7,57022,Mid Value
25474,2277,39,88803,Low Value
11389,7845,16,125520,Low Value
7168,3651,16,58416,Mid Value
3820,6764,6,40584,High Value
4335,8082,31,250542,Low Value
19880,4276,46,196696,Mid Value
25953,9963,49,488187,Mid Value
10641,2880,4,11520,Mid Value
19357,6199,36,223164,Low Value
23143,9418,45,423810,Mid Value
8969,2816,54,152064,Low Value
12737,5976,51,304776,Mid Value
7393,1781,59,105079,High Value
5873,8286,16,132576,Mid Value
20460,8402,8,67216,Low Value
22511,2579,43,110897,High Value
4611,8829,46,406134,High Value
16587,4619,6,27714,High Value
8993,6055,33,199815,Low Value
24097,6330,44,278520,High Value
4153,1301,54,70254,Low Value
16771,5379,9,48411,Low Value
29835,1223,58,70934,Low Value
10514,3655,39,142545,Low Value
24950,4800,39,187200,Low Value
6194,1248,35,43680,Low Value
8221,2146,26,55796,Mid Value
1274,2504,22,55088,High Value
14044,6101,11,67111,High Value
3848,2226,11,24486,High Value
21338,1962,29,56898,Mid Value
6612,2283,58,132414,High Value
12888,7224,34,245616,Low Value
1758,7607,34,258638,Low Value
23838,9554,4,38216,High Value
19558,8764,17,148988,High Value
1372,8667,59,511353,Mid Value
21787,3301,4,13204,Low Value
12679,1964,15,29460,Low Value
20601,2341,42,98322,High Value
25717,1500,57,85500,High Value
26012,3666,8,29328,High Value
12080,3440,15,51600,Low Value
6529,630,25,15750,High Value
24299,806,22,17732,High Value
63,5553,16,88848,High Value
13899,9851,7,68957,Low Value
12884,7701,36,277236,Mid Value
20198,4763,2,9526,High Value
16579,1701,33,56133,Low Value
24639,4929,9,44361,High Value
27850,4144,36,149184,High Value
24273,3579,43,153897,High Value
3545,1311,1,1311,Mid Value
3343,2067,51,105417,Low Value
21177,6177,13,80301,Mid Value
8575,2348,31,72788,High Value
25262,2403,57,136971,Low Value
24495,3356,11,36916,Mid Value
21915,3703,58,214774,High Value
7717,5122,6,30732,High Value
24800,4937,56,276472,Mid Value
27703,5373,19,102087,Low Value
19125,4680,41,191880,Low Value
27523,9645,49,472605,Mid Value
15604,5021,59,296239,Mid Value
26483,9391,8,75128,Low Value
11297,5751,51,293301,High Value
1249,6497,47,305359,Low Value
15381,3065,11,33715,Low Value
5937,8087,54,436698,High Value
3693,5722,38,217436,Mid Value
28379,7906,43,339958,High Value
6548,3416,46,157136,High Value
13220,778,9,7002,Low Value
22753,1771,28,49588,Mid Value
21921,3331,55,183205,High Value
27980,6893,23,158539,High Value
22199,7952,37,294224,Mid Value
12623,6280,26,163280,Low Value
11821,592,57,33744,High Value
25025,3885,46,178710,High Value
27865,1910,10,19100,Low Value
17662,2573,5,12865,Mid Value
8029,321,58,18618,Mid Value
23728,7589,52,394628,Low Value
26671,2333,37,86321,Mid Value
1306,8384,27,226368,Mid Value
26209,7549,55,415195,High Value
14098,3164,46,145544,High Value
7711,2948,58,170984,Mid Value
12045,4144,23,95312,High Value
27004,3818,17,64906,Mid Value
12001,5105,26,132730,High Value
26140,8248,6,49488,Mid Value
5708,2291,24,54984,Mid Value
25595,3343,10,33430,Mid Value
17066,7873,30,236190,Mid Value
7367,5760,51,293760,Mid Value
1053,4367,15,65505,Low Value
5218,7139,35,249865,Low Value
16854,9827,14,137578,Mid Value
109,1397,19,26543,High Value
1528,2490,23,57270,High Value
27470,6979,48,334992,High Value
28305,3859,22,84898,High Value
16524,6963,33,229779,Low Value
15172,2982,9,26838,Low Value
19394,4661,7,32627,High Value
28997,7369,17,125273,Low Value
1793,5073,25,126825,High Value
2747,2798,44,123112,Low Value
29540,801,32,25632,Low Value
14566,9108,37,336996,Mid Value
3896,758,52,39416,Mid Value
6877,1995,39,77805,Low Value
11850,7811,36,281196,High Value
11511,2696,42,113232,Mid Value
18530,4521,7,31647,Low Value
2291,9099,11,100089,Mid Value
4164,5096,3,15288,Low Value
14902,7744,57,441408,Mid Value
1617,4927,26,128102,Mid Value
4590,6214,13,80782,High Value
11474,2837,46,130502,Low Value
20290,4295,26,111670,Mid Value
26109,9841,57,560937,Mid Value
15619,4133,18,74394,Low Value
6296,5219,57,297483,Mid Value
11657,6576,30,197280,Low Value
11065,6711,59,395949,High Value
20983,9479,50,473950,High Value
8512,6527,26,169702,High Value
23051,2422,4,9688,Mid Value
1123,7227,4,28908,High Value
7666,5006,6,30036,Mid Value
16244,3400,58,197200,Low Value
20175,7821,45,351945,Low Value
26854,8719,40,348760,Low Value
14025,2417,51,123267,Low Value
21371,6304,31,195424,Mid Value
10548,4960,17,84320,High Value
22804,8450,20,169000,Low Value
25569,2387,38,90706,High Value
17236,5550,59,327450,Low Value
22587,6696,27,180792,Low Value
21059,8155,17,138635,Mid Value
29760,1470,18,26460,Mid Value
24918,2293,21,48153,Low Value
7553,8500,27,229500,High Value
25017,7698,36,277128,High Value
28941,8685,47,408195,Low Value
11800,5967,44,262548,Low Value
18385,5244,14,73416,Low Value
15639,3336,47,156792,Low Value
5535,8799,26,228774,High Value
16266,6685,24,160440,High Value
19142,8386,1,8386,High Value
15589,6213,9,55917,High Value
215,4239,21,89019,High Value
11883,3760,41,154160,High Value
20424,831,57,47367,Mid Value
10965,1610,55,88550,Low Value
20524,8547,57,487179,Mid Value
25129,7744,14,108416,Low Value
26516,3425,59,202075,High Value
13841,1389,56,77784,Low Value
18581,3423,14,47922,Mid Value
23915,4865,1,4865,Mid Value
16362,8456,20,169120,Low Value
2697,3534,58,204972,High Value
9265,9764,19,185516,Low Value
24967,6232,59,367688,Low Value
4970,9169,17,155873,Mid Value
14286,2827,33,93291,High Value
28782,939,43,40377,Low Value
29897,8243,32,263776,High Value
27061,2143,35,75005,Mid Value
24826,6592,2,13184,Low Value
19220,1954,56,109424,Mid Value
19911,9236,3,27708,Mid Value
4058,4383,57,249831,High Value
17154,8630,29,250270,High Value
15082,2328,21,48888,High Value
1877,2364,8,18912,High Value
2819,6829,35,239015,High Value
2552,1931,15,28965,Low Value
6807,9528,5,47640,Mid Value
26292,3913,22,86086,Low Value
9751,8879,40,355160,Low Value
5495,6283,19,119377,High Value
20755,701,13,9113,High Value
4547,8805,33,290565,High Value
10887,985,16,15760,High Value
2920,7239,10,72390,Low Value
6700,9663,11,106293,Low Value
22952,2373,23,54579,Mid Value
27672,8154,28,228312,Mid Value
18887,5586,7,39102,High Value
29669,3055,4,12220,Low Value
11584,9993,9,89937,High Value
16762,5533,14,77462,Low Value
12284,9131,23,210013,Low Value
4865,8310,10,83100,Low Value
1136,1769,31,54839,Mid Value
6220,2472,25,61800,Low Value
14322,905,50,45250,Mid Value
24342,9596,48,460608,Mid Value
26312,5239,48,251472,Low Value
1647,7501,49,367549,High Value
20695,1111,57,63327,Low Value
3286,252,58,14616,High Value
4664,7498,1,7498,Low Value
22324,2703,11,29733,High Value
18414,5811,37,215007,Mid Value
5125,6375,58,369750,Mid Value
20717,4796,21,100716,High Value
13048,9382,46,431572,High Value
10834,6883,37,254671,High Value
3288,6731,18,121158,High Value
26403,8040,29,233160,Low Value
9919,9367,6,56202,High Value
2985,4347,33,143451,Low Value
29864,3028,44,133232,High Value
11874,8170,36,294120,Low Value
29840,4471,28,125188,Mid Value
9088,8419,1,8419,Mid Value
25541,3718,54,200772,High Value
5579,6991,29,202739,High Value
14227,6495,49,318255,Mid Value
3231,3154,20,63080,High Value
4994,5470,27,147690,High Value
17638,6536,26,169936,High Value
8638,3447,52,179244,Mid Value
25884,8356,52,434512,Low Value
4028,5456,32,174592,High Value
24863,4042,24,97008,Mid Value
19897,3569,52,185588,Low Value
17453,3477,1,3477,Mid Value
21845,7053,31,218643,Low Value
13970,5334,12,64008,High Value
26746,9097,10,90970,Mid Value
16735,4193,33,138369,Low Value
25798,3926,41,160966,Low Value
26228,3890,24,93360,Mid Value
27575,5527,15,82905,High Value
13467,1671,15,25065,High Value
9861,1009,1,1009,High Value
28312,4924,1,4924,High Value
13883,9372,2,18744,Mid Value
9594,6346,49,310954,Low Value
1872,3859,7,27013,Low Value
7239,5548,30,166440,High Value
19039,6752,1,6752,Mid Value
15286,6050,57,344850,High Value
5437,2440,2,4880,High Value
27563,5907,49,289443,Low Value
4957,9389,5,46945,Mid Value
6687,7945,52,413140,High Value
26156,2581,2,5162,High Value
8402,6167,46,283682,High Value
18509,997,2,1994,Mid Value
26102,2224,44,97856,Mid Value
16030,7226,43,310718,Low Value
5355,3454,22,75988,Mid Value
29946,1328,22,29216,High Value
14873,7052,15,105780,Mid Value
4731,2366,4,9464,High Value
27115,3768,38,143184,Mid Value
26203,2708,16,43328,Low Value
27934,8685,40,347400,High Value
24593,3795,1,3795,Mid Value
16246,8685,47,408195,Low Value
28847,1421,49,69629,Low Value
10595,3928,14,54992,High Value
17120,7894,50,394700,Mid Value
3984,9635,56,539560,Mid Value
2058,6928,59,408752,Low Value
13646,3678,14,51492,Low Value
5381,6396,42,268632,Low Value
18314,7511,39,292929,Low Value
21444,9688,15,145320,Low Value
18991,3098,40,123920,Low Value
17283,1189,11,13079,High Value
1184,5437,41,222917,Low Value
27053,4108,56,230048,High Value
22621,6890,31,213590,Mid Value
18767,4906,37,181522,High Value
10526,5872,51,299472,Low Value
5469,5064,23,116472,High Value
29552,4169,51,212619,Mid Value
28557,9037,47,424739,Low Value
3594,7975,42,334950,High Value
18611,6630,19,125970,High Value
9514,5352,37,198024,High Value
23974,4204,57,239628,Mid Value
5657,9273,38,352374,Low Value
6736,823,8,6584,High Value
2489,9082,38,345116,Mid Value
6614,9861,59,581799,Mid Value
10810,2366,18,42588,High Value
21540,654,31,20274,Low Value
4882,8013,9,72117,Mid Value
20682,4586,33,151338,Mid Value
13955,1724,46,79304,High Value
2489,3647,22,80234,Mid Value
23982,8301,31,257331,Mid Value
2273,7653,17,130101,Mid Value
23735,6246,5,31230,High Value
20569,3793,8,30344,High Value
18258,1451,51,74001,Mid Value
18851,1272,59,75048,Mid Value
28507,5346,24,128304,Low Value
21365,1509,45,67905,High Value
27805,9630,25,240750,High Value
6034,6863,1,6863,Low Value
7481,2198,5,10990,Mid Value
13388,2741,21,57561,Low Value
25016,4910,48,235680,High Value
24502,378,11,4158,High Value
25224,4175,1,4175,Mid Value
2267,8777,50,438850,Low Value
15740,4574,20,91480,High Value
17933,3094,7,21658,Low Value
13508,1951,58,113158,High Value
14421,2891,38,109858,High Value
26640,6699,45,301455,Mid Value
28549,907,27,24489,High Value
5185,8528,20,170560,High Value
22889,7804,21,163884,High Value
1081,8385,41,343785,Mid Value
16803,8899,48,427152,High Value
28799,3626,44,159544,Mid Value
2032,554,52,28808,Mid Value
29703,7377,11,81147,High Value
25445,2339,19,44441,High Value
27539,4584,14,64176,Low Value
8305,7629,31,236499,Low Value
8562,5882,57,335274,Mid Value
12582,5452,12,65424,Mid Value
20664,6532,42,274344,Low Value
22512,9610,22,211420,Low Value
17691,9853,31,305443,Low Value
10513,1187,4,4748,Low Value
4069,1820,38,69160,High Value
13606,7123,23,163829,High Value
26202,9852,23,226596,Low Value
237,6373,28,178444,Mid Value
1369,6693,2,13386,Mid Value
17277,6683,8,53464,High Value
23130,9863,54,532602,Low Value
26682,3634,44,159896,High Value
4506,7539,59,444801,Mid Value
20354,1988,14,27832,High Value
28719,944,50,47200,Mid Value
28179,8576,4,34304,Low Value
5749,7406,32,236992,Low Value
16668,7346,16,117536,Low Value
12926,8755,56,490280,High Value
27135,8463,47,397761,Mid Value
24612,1868,43,80324,High Value
19139,3755,29,108895,High Value
22052,4290,59,253110,Low Value
25722,4606,23,105938,High Value
5358,2394,17,40698,Low Value
10154,8043,10,80430,High Value
8530,7111,23,163553,Low Value
2335,7552,24,181248,High Value
16530,2860,22,62920,Low Value
4954,3242,49,158858,High Value
20101,600,35,21000,High Value
26794,2777,57,158289,High Value
24662,8539,4,34156,Low Value
800,6897,41,282777,Mid Value
24780,3058,21,64218,Mid Value
7789,3852,38,146376,High Value
11822,8139,37,301143,Low Value
13425,4863,26,126438,Low Value
23838,4714,27,127278,High Value
3552,2067,40,82680,Mid Value
28159,8819,21,185199,Mid Value
11130,8184,37,302808,High Value
21349,363,35,12705,Mid Value
26880,1549,28,43372,High Value
103,9602,17,163234,High Value
6498,5636,20,112720,High Value
6321,9275,7,64925,High Value
26506,3912,57,222984,Low Value
967,7997,36,287892,Low Value
18666,5138,52,267176,Low Value
4788,285,33,9405,High Value
9732,2141,26,55666,Mid Value
28841,3744,8,29952,Mid Value
29835,3481,18,62658,High Value
15131,8663,6,51978,Low Value
8279,3632,14,50848,Low Value
1283,1242,48,59616,Low Value
25773,6141,46,282486,Mid Value
4566,6360,33,209880,Mid Value
25773,1070,29,31030,Low Value
29569,3245,38,123310,Low Value
8397,7506,36,270216,High Value
672,4353,31,134943,Low Value
28353,8106,53,429618,High Value
25818,9811,40,392440,High Value
10515,7417,19,140923,High Value
20206,1694,26,44044,Low Value
22166,8482,11,93302,Mid Value
20570,8654,19,164426,High Value
2009,4087,22,89914,Mid Value
22058,7582,56,424592,Low Value
8465,9714,16,155424,High Value
2411,3596,6,21576,Mid Value
5392,4797,41,196677,Mid Value
17278,6604,19,125476,High Value
24140,4864,26,126464,High Value
2862,3663,24,87912,High Value
8087,1399,3,4197,Low Value
5034,3588,37,132756,High Value
20759,1327,28,37156,High Value
5132,3561,45,160245,Mid Value
2545,1872,12,22464,Mid Value
23028,2416,25,60400,High Value
29807,9932,21,208572,Low Value
9733,8382,55,461010,High Value
28933,1888,16,30208,Low Value
4556,5107,4,20428,Low Value
5544,3637,15,54555,Low Value
8898,8341,12,100092,Mid Value
4048,8747,1,8747,Mid Value
12963,1618,27,43686,Low Value
13875,9324,53,494172,High Value
25104,6020,35,210700,Low Value
10097,9711,19,184509,Mid Value
