month,new_mrr,expansion_mrr,churned_mrr,net_mrr
2023-11,468798,478660,323351,371925
2024-04,119878,31857,330826,745148
2024-01,601493,464458,62673,700401
2023-04,73441,213866,281758,555423
2025-03,101146,239259,46132,314495
2021-09,378803,363382,117866,886420
2024-06,294772,132426,96732,84846
2023-01,757206,371277,187360,695100
2025-09,348545,133897,343728,892039
2024-05,294301,402736,263347,744360
2021-07,80580,89619,90142,540796
2025-10,671916,234028,100538,168062
2022-05,592599,180069,16974,112936
2021-02,637929,356893,341730,329546
2022-08,752081,477136,90706,585849
2023-02,670776,425553,389990,661718
2024-07,174375,201526,36415,155314
2025-11,156792,347354,217469,239055
2023-09,370577,157568,347681,367761
2022-05,175987,252072,113080,848932
2022-02,720773,198694,119495,179048
2021-09,460874,230133,309840,553268
2024-08,746840,258516,390546,123698
2025-03,572319,457027,270048,772065
2021-12,593273,175746,145414,875583
2024-02,464915,209634,332381,493831
2021-01,446181,347636,304313,813140
2021-05,784793,148883,149891,368437
2023-03,743401,22764,228777,762474
2024-08,177777,82474,195598,520333
2024-08,425354,238437,162950,68819
2024-04,597161,239878,107606,711934
2023-11,132538,121028,229983,847190
2023-02,672206,377679,137305,248281
2023-06,56541,374875,245351,230002
2023-06,405907,57409,187043,802530
2022-08,231474,415120,318341,581472
2025-04,612845,312117,239172,532737
2023-07,103516,131808,277383,568347
2024-08,678556,87924,346110,265747
2025-10,414285,257177,233662,436442
2025-12,580617,60394,294538,764920
2023-05,216615,215030,396588,453527
2023-10,646296,235276,355016,111880
2021-12,429428,324715,287041,602294
2021-05,593077,59693,113952,531088
2025-10,701444,466531,358593,67093
2021-07,78289,280551,21318,108066
2023-12,650969,176133,374732,670227
2021-10,365791,238723,150406,644235
2022-12,638583,343278,271989,427243
2025-03,57786,376752,309908,801415
2024-07,98749,37247,137579,310166
2023-10,428380,353810,205125,757255
2022-06,487114,59171,211730,487312
2021-03,573210,209680,131132,506088
2023-11,112033,468506,165517,549475
2025-12,671997,56443,135356,671488
2022-04,770076,260051,309173,826008
2023-03,720487,183105,103635,602258
2024-12,669916,172548,195041,94600
2023-03,111492,255190,209379,498740
2021-11,430810,261531,101072,668135
2021-05,348988,459556,176101,271492
2024-07,393440,434339,25718,634434
2023-10,136185,401641,395710,412410
2022-08,647890,204677,84188,389379
2022-11,730541,347015,161030,607420
2022-12,566383,375014,392052,328484
2021-12,145578,175028,95527,205311
2022-02,484030,107812,100071,369394
2022-05,98332,469990,254977,144190
2022-03,755081,425253,259319,431502
2021-11,153444,175564,361024,112016
2023-09,608167,33182,278976,529897
2024-03,93776,412591,258402,243817
2021-11,559109,497971,301488,135088
2023-04,693954,442325,253254,620078
2023-12,445757,247342,339224,710208
2024-08,735827,257493,38551,335003
2022-03,635210,39836,66401,434308
2022-11,530783,409971,126398,438783
2021-01,753939,328180,41304,419219
2025-09,622351,145953,364923,223685
2025-06,92527,41426,223243,815432
2022-06,459760,473119,242791,536446
2021-10,329502,481995,15291,256943
2022-08,53140,284956,28615,345098
2023-05,548519,401931,98518,535222
2024-06,386864,355416,89426,252501
2024-10,181225,455904,272642,326175
2024-07,69207,109621,265231,54900
2024-12,479244,92485,219950,115226
2023-03,431083,307924,69197,74145
2022-08,380175,499392,318825,231161
2023-03,419868,127497,271208,583464
2021-06,241532,189555,59892,748441
2022-12,743338,214323,377685,687735
2025-05,281467,418105,160959,94768
2024-11,329189,246661,326102,344272
2021-07,721125,131149,394532,332455
2023-02,467005,234895,77853,869541
2021-03,219105,423792,11649,634619
2024-12,479271,427685,277161,651407
2023-11,785182,88753,223485,155270
2022-02,622542,441084,388016,309739
2025-11,437392,120223,299022,358805
2025-05,303604,420237,134231,837191
2021-05,694205,24052,240984,807409
2022-08,330473,329914,113123,589275
2022-03,558641,359932,374938,654132
2023-05,145212,233712,388941,595063
2022-10,299496,267526,237716,141029
2022-05,267606,118713,367482,89558
2024-09,736001,197386,299786,229508
2021-10,191280,462529,74167,247765
2024-10,558533,346538,209626,251048
2022-10,202721,468586,306957,851567
2025-04,786104,104876,215350,391053
2024-07,59409,369097,134210,781456
2025-06,299155,300322,129044,287860
2022-06,413186,379008,368066,472533
2021-01,268228,397255,42107,890772
2023-10,494118,98022,235606,144788
2021-08,422002,306782,91377,131224
2025-12,108779,417263,117349,876915
2024-06,731438,242811,329023,486487
2022-06,193597,70917,237018,336378
2021-04,329917,282311,146257,75983
2024-03,471292,330656,195253,551237
2022-04,592482,402580,176857,470701
2025-10,583813,59478,354498,167249
2022-05,700260,38003,326662,869643
2023-04,156040,419500,396528,702547
2024-04,241138,157255,218297,664983
2025-09,607462,32139,167554,687130
2024-06,130379,464117,19004,188143
2022-03,357467,167853,359212,788568
2021-09,481336,236514,222951,371324
2021-10,668946,482379,56391,858014
2025-05,584233,192921,124321,390787
2025-08,646081,365232,323452,66944
2025-05,287477,44336,170220,148027
2024-08,67125,317244,170434,618085
2023-11,655582,353589,65508,108079
2024-03,96525,100999,163044,644321
2025-07,404837,306083,349208,139239
2024-02,318815,423129,197507,385621
2023-11,718772,252579,232142,388957
2023-11,464919,181651,305977,720600
2024-06,477888,35354,210900,867375
2021-10,676194,48463,62897,93580
2024-09,191157,282405,26597,692495
2023-10,532355,143040,321998,890544
2025-08,509743,51106,325601,149680
2021-05,402271,111701,88034,534439
2022-08,583580,338395,388870,206104
2021-06,526746,293200,110642,639376
2024-10,557779,174490,305212,195560
2021-07,367679,192906,388965,833684
2023-03,211166,391829,110116,758060
2023-09,269067,472931,158062,168158
2024-09,726018,324437,380475,57729
2021-06,635510,96212,20186,565281
2025-05,464382,432340,216664,695600
2024-07,222026,296747,287862,647845
2023-05,356127,313931,18607,547007
2023-05,160395,187077,195078,837789
2025-01,713727,471058,130506,754108
2023-05,418388,447128,109225,116900
2024-02,129515,290655,280894,824735
2023-03,759553,225445,42723,348734
2021-04,763152,453266,107376,569664
2025-01,387373,419897,156975,444740
2022-10,225013,160608,220392,100488
2023-12,724487,477223,281944,889267
2025-05,194696,171538,287201,578084
2022-10,686964,238139,192340,114531
2022-02,403690,276977,356211,258513
2024-09,762974,44714,59580,574946
2021-04,544470,375440,237740,99214
2021-11,692187,318846,177190,229004
2025-12,208806,218483,254901,521040
2025-07,276440,347735,222984,539528
2024-07,604451,379205,71182,391402
2021-08,400883,62494,280542,807015
2023-05,207804,95721,148082,872822
2022-03,187003,465555,258953,385198
2025-10,704389,295085,191462,539307
2024-03,52037,194466,322462,514063
2023-04,280477,173426,212571,274963
2023-06,644417,124292,385778,579008
2022-07,346386,260408,27757,490486
2025-02,668572,104369,352740,129351
2023-05,781296,313190,201753,613149
2023-05,693158,169055,241931,601259
2022-11,116570,287922,289504,605065
2023-10,412863,465319,64934,226423
2021-02,504035,189313,399739,104216
2023-10,294533,405857,39291,682392
2025-03,204517,442709,78624,548726
2024-10,475526,189957,215419,267229
2022-10,333720,453576,191994,179690
2024-01,78758,453139,148626,393661
2024-12,559906,424815,389080,639530
2023-01,660631,70466,44943,280980
2023-04,160002,130185,218223,454631
2022-02,276853,225015,205080,353705
2021-06,466573,270440,379589,178319
2023-05,191456,34557,192824,482562
2023-07,121643,257025,139399,815257
2021-09,599318,343004,179995,151132
2021-10,482975,344645,254061,496230
2025-04,55666,493858,57693,773521
2021-10,324290,194113,283260,852732
2024-01,311844,130015,37046,62905
2023-02,595035,458276,252891,262351
2021-01,717068,294369,342646,94016
2022-05,106871,104988,63691,397811
2025-01,242865,341144,371291,543776
2021-01,615025,62747,58914,492391
2023-09,797193,313369,71370,211579
2022-04,528518,215138,142263,740613
2024-11,213538,225461,199124,553580
2022-05,157683,146645,283307,409788
2023-01,57766,78621,92994,456680
2022-12,288102,209261,129188,299064
2025-07,466561,98774,107641,480475
2024-05,628418,155111,293416,518742
2021-01,520902,405748,263150,822856
2025-12,154766,142158,156217,133936
2025-03,512768,410640,32084,843388
2024-02,570942,425742,46907,793501
2025-05,770808,316356,19233,91366
2022-05,347862,57845,181755,200675
2021-07,308299,416269,399840,337425
2025-10,366781,27895,312445,480372
2021-06,367015,179529,201174,601257
2022-02,139426,389304,384722,629663
2023-06,717716,86934,368209,483881
2024-03,546866,434712,160605,736967
2021-11,571890,258024,82074,872153
2023-12,378118,87455,303510,475606
2023-06,149284,212031,180473,137970
2021-06,466152,189258,17649,731680
2023-04,763531,256271,135934,67106
2023-03,632591,428583,121540,60686
2022-10,617718,79242,253722,862928
2022-01,115262,103125,101103,862071
2021-06,708339,49628,177789,782602
2022-12,726805,489313,281189,868868
2021-01,376353,42518,205282,245390
2022-10,768329,399612,364190,403763
2023-06,269027,113667,293084,372133
2023-03,474832,106054,251826,143617
2025-05,761035,216105,147177,558697
2024-04,708607,222685,290781,894942
2025-01,329997,398750,374252,623995
2023-12,727349,379971,47102,866582
2022-08,377847,226434,252672,455178
2025-04,218704,303851,348139,162897
2024-08,259921,285976,384603,684192
2024-07,585794,392465,81642,560545
2023-06,578503,402030,16922,174980
2023-11,709732,336759,383120,420742
2021-05,326470,253442,18439,210630
2025-05,63539,205813,165969,819493
2024-07,276662,232845,374363,816175
2024-08,599547,352623,41223,109285
2021-05,292704,367260,308937,391874
2024-06,532470,274330,59885,477308
2021-12,203495,252125,184240,210724
2024-12,735321,388409,45667,268279
2023-08,332703,161437,241751,646013
2024-06,387448,246562,15047,548588
2022-11,233104,161735,66416,808376
2021-09,442145,331981,63963,806258
2022-01,359439,238003,234146,268358
2024-10,432817,339554,391031,486466
2022-10,165135,253764,167898,773542
2024-09,512181,128308,142063,510981
2022-07,216130,221042,264766,801375
2025-08,315488,63155,45222,852643
2022-03,437347,196614,291252,602059
2022-11,690866,472816,219053,333608
2022-03,320308,355352,217674,195020
2021-01,346606,420213,24728,359706
2025-11,133286,231454,388497,477317
2023-05,538677,369440,318683,355423
2025-04,352332,496451,204128,59239
2024-09,349553,351712,121832,131132
2024-02,149289,150286,172172,500540
2024-04,742912,102693,301896,774761
2023-04,234616,108187,14084,696725
2023-04,777482,41417,319419,652072
2025-03,546303,66086,160401,869020
2022-03,619871,412038,252885,603737
2021-05,635227,240823,54780,749236
2023-07,442620,475855,139863,143183
2023-06,299912,151230,46590,827689
2022-09,261002,216474,64442,531738
2021-12,555970,180241,133978,607375
2025-05,371450,252508,65527,424735
2021-11,77095,361228,102679,570861
2024-03,271273,467701,231169,446768
2025-06,604350,397676,307237,523161
2021-09,430727,75594,15118,497180
2022-08,261006,428249,366179,606216
2022-10,320626,249423,387258,676031
2023-11,211491,63276,16730,344680
2024-11,522456,95828,397142,256867
2022-10,672619,265177,17468,195360
2022-06,678652,472328,142596,565029
2025-05,71545,243699,388649,739200
2023-09,632879,210556,255104,153546
2021-01,218492,364379,118359,849548
2025-04,439241,427430,308011,529245
2024-10,332811,383830,175365,140863
2025-06,529174,112807,150060,498695
2021-02,612718,67830,181796,694807
2022-04,350859,453356,137379,136755
2023-11,156777,219800,143188,675322
2022-05,588801,480719,152924,436912
2021-10,754036,431374,184120,738355
2023-12,755234,386962,328210,195489
2023-06,461414,302407,336666,715242
2024-04,417791,421979,170452,510621
2022-04,227851,37429,207735,876142
2022-10,776413,466776,12097,845259
2022-01,347337,471774,326819,670062
2024-04,549998,120345,66839,367231
2021-04,540604,94620,353743,731756
2022-12,374825,288856,274424,753273
2022-07,90196,203779,188554,776873
2021-02,198189,419269,302141,395383
2024-10,630190,442813,284214,883983
2022-11,782766,292326,85238,555039
2023-02,54609,140279,266535,175371
2021-05,640897,251240,215257,657078
2025-03,764301,463254,366230,692720
2021-05,661992,304808,110584,510790
2024-04,727557,378860,308079,376515
2025-03,52808,145449,253908,639033
2021-02,542461,357487,189632,593809
2021-03,260161,435345,312882,746431
2023-11,563804,393999,299443,62648
2024-09,616850,136191,77577,526158
2021-12,692385,299079,233342,868791
2025-09,79124,388243,359499,704740
2021-07,547045,260212,89408,267377
2023-12,76745,262221,25459,508077
2024-06,60211,451143,171712,770628
2024-08,662527,253914,272823,873721
2021-05,541226,222126,185945,359537
2025-10,412404,379187,247303,827371
2023-06,170897,177730,241765,352481
2023-02,394432,102797,245986,51527
2023-01,150210,363578,35605,180272
2023-12,261208,348394,185286,831784
2025-07,394794,138462,95328,296259
2023-02,748164,148413,201793,457754
2025-08,406601,25961,350174,648164
2022-02,378823,494746,246204,364978
2024-04,602853,253375,37764,731889
2024-08,78307,322925,30783,657969
2021-09,395223,468523,62783,583264
2025-06,177121,431032,190069,365504
2024-09,536780,77487,254740,147393
2022-10,521962,67696,322042,171650
2021-12,311890,79105,95185,856476
2025-08,618450,343601,99526,815692
2025-06,558668,442455,141238,780905
2022-10,254930,155233,195984,682785
2024-07,646908,376776,240750,462787
2021-11,299747,372031,95501,87860
2021-05,168680,460150,151729,685783
2025-11,134396,270726,133156,504805
2025-01,677917,309783,261119,430167
2023-09,343572,33382,259018,227133
2023-12,676447,251171,150904,808161
2025-01,606924,252598,305151,54104
2023-09,267119,92698,24798,261433
2021-01,659835,284753,31071,432466
2021-07,571231,492521,32012,670241
2021-08,780782,307986,124123,158735
2025-09,366791,89831,286971,793532
2025-06,146387,425672,379606,699998
2021-09,548778,55855,56857,375522
2024-11,369650,396673,95778,737016
2021-09,765162,376019,342750,422464
2024-02,326161,128664,132399,229284
2023-03,420204,374772,344406,740331
2021-02,380588,20718,53322,459344
2021-05,453879,480201,20452,254720
2024-09,544414,437550,262409,357121
2022-03,117637,374239,227593,146700
2024-08,688628,339490,105994,837271
2024-02,619239,493803,243515,282312
2024-06,398658,422385,147135,422206
2022-01,63667,239494,59334,351641
2023-02,199995,337380,130712,771555
2023-07,650756,170167,243544,846462
2023-07,271662,466335,361917,112394
2022-01,274298,43778,217533,76349
2024-02,600403,283522,186629,400255
2021-12,536109,245976,190637,486187
2021-05,336239,41465,63244,493829
2023-02,316796,240111,266319,672622
2022-10,605987,308675,217206,402966
2022-07,132605,496289,107721,540889
2022-12,522195,154062,320651,69505
2022-03,404793,371003,325943,715027
2023-07,458827,168544,376700,401969
2025-03,676498,320766,252512,147678
2022-10,328376,44100,300236,627718
2021-08,316623,482923,108004,802226
2022-04,56339,271025,180122,637075
2023-09,713579,255240,53286,639612
2025-06,754041,363238,67067,528729
2024-04,700785,253771,127317,366997
2024-06,210217,57748,126414,561723
2024-07,703033,248388,160248,377039
2023-10,799627,385847,275309,654057
2025-02,205853,198031,210322,884782
2024-05,332203,99480,370233,458798
2023-12,728694,477351,370526,213805
2022-11,132593,472225,176626,408900
2024-09,652605,82223,116522,348024
2024-01,497181,160340,357221,851053
2023-09,256207,153732,31000,628636
2021-10,664834,43374,62087,509815
2025-12,195578,119553,207340,871729
2024-02,234833,417679,376312,256673
2022-12,196310,160205,15083,204105
2021-03,787531,101496,215725,56357
2021-10,120061,78850,142718,237025
2021-04,73755,119321,58059,616062
2023-06,482985,74248,139979,227900
2025-09,85552,257386,356929,449957
2024-12,750068,134101,104626,878789
2021-09,109246,106870,26251,719002
2025-08,358813,86823,390653,374721
2025-07,237916,417447,334872,855670
2025-11,243411,469944,254708,897690
2022-06,757926,419384,341101,650385
2023-02,717381,399102,98231,404484
2025-09,319974,260360,306052,820004
