month,new_users,active_users,revenue,growth_rate_percent
2024-10,4076,17842,4265584,6.16
2021-10,7515,39563,3493271,3.74
2025-10,4856,18035,1776070,10.83
2023-06,537,30706,4155891,24.18
2025-02,1155,21457,4477955,17.49
2025-06,4584,3338,2100241,13.42
2021-11,8242,39008,414933,22.75
2022-09,5213,16844,4119356,22.53
2022-07,6844,49394,3188411,2.32
2025-04,7997,10318,3672860,15.41
2023-07,7323,38685,4462830,7.67
2023-04,429,2868,2376592,20.16
2023-09,5966,26597,1385853,13.47
2023-02,5439,49408,4137758,21.28
2025-03,808,5690,673087,22.82
2025-10,7190,22573,4548959,5.61
2021-10,5809,17973,3959507,19.53
2025-10,9223,39983,4960292,19.82
2023-03,7753,2424,4119305,7.0
2022-02,3707,9105,2448349,14.49
2021-03,970,40358,978027,22.32
2023-08,4743,10422,971829,1.47
2024-12,1774,9826,3965570,17.07
2021-12,6660,24760,4985771,2.05
2022-03,2767,17540,4584181,15.76
2023-02,4058,30393,4253309,17.54
2021-08,4108,37486,923541,8.26
2024-03,7668,12381,1511492,12.16
2021-11,3759,10501,3788981,5.12
2025-08,9196,42572,4655683,5.97
2024-08,9402,49693,1000971,24.62
2022-04,4063,6833,3287849,6.65
2022-03,7150,38006,4267795,17.61
2021-03,1801,9918,272117,4.34
2023-02,6236,26416,4567385,14.2
2024-05,5199,36103,1110529,20.44
2022-08,1984,37627,724401,22.71
2025-08,6867,12170,2816406,23.12
2025-05,5417,22145,964981,13.67
2024-02,6958,46474,1079360,11.37
2024-09,4677,15108,2894573,8.11
2024-05,4970,13785,1658881,9.75
2023-09,3493,39396,1359217,18.71
2022-11,6498,23503,701728,18.35
2022-05,729,45224,3549598,5.8
2021-08,3491,5101,3923439,6.62
2023-07,5590,47801,4052738,23.84
2025-06,5003,15696,432738,2.2
2022-09,3294,29302,1441975,6.1
2024-10,5216,6910,4926662,20.27
2022-08,347,22344,2703889,3.61
2024-10,9913,35031,1681223,8.39
2022-05,3109,29132,506599,12.5
2021-12,3292,34437,491163,23.28
2023-06,1042,41834,2337166,9.09
2021-09,1908,27076,1027534,20.47
2021-03,7393,5029,1573305,24.54
2025-07,9816,45718,885126,5.36
2022-12,1610,27450,3240993,3.48
2024-04,999,29655,1761548,20.94
2022-05,7469,9647,297308,16.42
2024-06,1150,44815,2164400,4.2
2021-11,2110,8377,4609361,3.34
2022-12,6786,48216,1618771,14.33
2025-01,8723,14312,1876895,23.6
2023-07,8620,48109,715639,10.13
2021-05,5992,45216,1655378,16.44
2022-11,3883,26903,1720688,17.61
2022-06,5831,31739,1968656,20.29
2025-01,1875,11382,3248133,24.07
2024-11,1161,15746,4913703,21.06
2024-04,7876,36652,1537077,15.61
2023-04,4162,22107,351376,18.63
2021-07,777,16667,158766,5.59
2023-06,2510,20159,473392,18.44
2024-02,3704,26742,2664340,11.3
2022-12,3792,31867,361711,12.34
2025-03,3828,23669,3753184,17.86
2025-07,9472,27564,153924,19.15
2021-11,384,43232,4133461,5.48
2022-03,2122,45943,2754498,15.54
2025-04,199,3892,2872740,11.29
2023-08,545,45574,4753977,10.84
2021-06,2994,13511,4722393,7.08
2025-02,3384,4981,4010097,14.87
2021-11,3717,45151,4533993,2.96
2021-01,7929,9649,4537987,22.56
2024-06,5637,18195,822819,14.05
2023-04,272,48245,4615021,11.49
2025-01,3698,31563,1337208,15.49
2025-04,8821,16904,1236651,19.23
2023-01,955,3188,641743,1.34
2025-03,990,16636,2524407,2.51
2023-09,7427,46687,1209744,12.45
2022-04,2577,3489,1839670,1.66
2025-02,2841,12755,3601195,19.23
2023-10,8534,32140,3085839,14.35
2023-01,3884,17531,2263500,12.3
2023-01,8448,30050,4969626,20.81
2021-01,2044,39893,4311084,14.0
2021-08,3641,36947,1482180,20.81
2024-10,5201,36961,176675,17.48
2023-02,8169,31650,2909612,7.26
2021-11,7121,39185,1184749,15.24
2022-09,2487,4729,1746827,5.07
2025-02,5305,19114,4547239,7.84
2022-04,3558,38415,1187788,6.52
2024-07,3679,1826,4823345,5.59
2025-06,9384,28624,2305972,18.02
2021-08,7830,2036,703745,8.32
2024-04,4022,14078,3862834,8.04
2022-05,5616,7380,4758362,13.07
2025-02,2428,20949,2530591,17.47
2024-01,5978,19462,1857424,4.55
2025-05,329,28037,4244127,9.0
2023-08,6060,27370,3198737,7.29
2022-11,1750,26399,2011770,14.62
2025-04,7796,9670,3076902,15.22
2022-09,7069,38167,3651398,8.91
2022-07,9472,7115,209608,9.12
2023-08,666,39915,3491345,13.8
2023-07,3521,35650,4367753,1.11
2022-06,5108,12113,4010428,8.33
2023-09,1363,5601,4039704,4.63
2022-08,6700,45015,1238455,5.97
2024-09,3706,16749,1266015,5.55
2022-07,3120,20963,4436796,6.95
2025-07,7671,38245,3397565,16.74
2023-06,6435,3750,3439440,16.41
2023-02,9650,27253,326301,22.6
2025-02,2438,49951,150335,1.32
2021-01,4719,12518,342846,5.24
2025-04,6016,17285,3807822,17.03
2022-05,8556,26601,1342406,2.92
2025-02,7656,37852,3519368,20.02
2022-05,4114,43271,114572,15.36
2025-05,9392,21979,1711463,18.12
2021-01,5022,48481,111093,1.85
2023-09,7909,6103,1945277,2.75
2023-10,4819,43405,4236971,10.31
2021-10,4549,14695,1528271,3.54
2025-01,5714,4013,1379694,4.73
2024-08,6021,37031,4106332,18.95
2022-01,2487,35920,1330982,2.21
2024-06,221,41622,4136674,4.22
2025-10,4603,9815,988434,17.53
2025-11,4452,16275,1881072,4.39
2025-06,1445,49075,4491979,20.07
2021-12,2201,977,1255311,2.12
2024-10,9988,2481,3560645,14.83
2023-04,5425,10368,1403315,2.62
2025-05,9867,30937,1583170,22.74
2023-03,5384,9012,3851101,11.44
2022-03,5815,12454,2037918,16.88
2021-09,7609,47639,2461281,2.66
2021-04,4616,4118,2612078,19.36
2024-05,6310,40409,1001858,23.78
2023-07,681,10763,1824145,4.02
2022-01,5410,7771,4132212,13.98
2024-07,6551,47141,868592,20.35
2021-02,4420,5715,3416903,20.48
2024-09,8748,44573,3546113,13.61
2021-01,2966,34827,4547240,2.92
2025-09,7974,9687,4089786,7.14
2022-01,8869,46607,1962538,4.69
2023-06,2358,49512,1629291,4.81
2023-01,7362,43108,681055,23.68
2024-10,4506,15920,3501735,24.21
2023-07,3183,31718,669311,7.36
2024-07,3277,41681,2328787,18.27
2025-03,2567,19989,642337,11.47
2024-09,7383,27779,1809365,12.25
2025-04,989,10363,1895439,23.29
2022-08,1524,13482,3961909,2.74
2022-10,9425,42225,1200533,7.22
2022-11,1908,4287,1929920,24.37
2022-12,341,43475,4880451,22.04
2024-05,3920,3781,972367,23.81
2022-10,2887,43569,579055,23.65
2021-05,6095,8283,2520907,13.28
2025-04,8463,39968,3836650,10.28
2025-03,6818,6703,1566010,5.61
2022-07,6787,45191,4964918,21.48
2024-03,9396,25869,4460115,24.64
2024-10,6472,5274,2655439,22.26
2023-07,8641,38490,2617987,9.92
2023-01,4907,44646,3429027,24.13
2023-06,3118,35566,2452161,13.94
2025-05,892,32870,3756256,23.67
2022-03,8421,28183,4755468,9.04
2022-11,2591,32496,1319504,10.22
2022-09,7580,4920,3830429,22.7
2025-09,5521,13382,1718872,7.85
2024-07,2055,16854,1269887,7.17
2023-07,9200,44875,4907013,3.39
2025-09,1994,14446,1315234,16.65
2025-02,9580,30972,2801475,4.35
2021-02,6177,23956,935646,6.45
2025-07,188,45559,4719622,20.84
2022-09,9496,46976,4830553,8.21
2022-02,9091,46166,4557050,15.24
2021-05,6131,41890,4010561,3.64
2025-07,512,46404,1330403,22.9
2024-09,722,31244,1521976,16.38
2025-05,5407,24440,4165889,13.89
2021-03,9759,2251,1633812,1.05
2024-09,281,43320,3970356,17.58
2021-12,4057,21215,2107740,13.9
2024-01,6506,6165,1996654,17.83
2025-07,7517,16313,576744,23.87
2022-10,1673,26143,1103576,18.36
2023-10,8611,47811,2288425,17.72
2024-09,1116,48288,3026024,12.5
2023-02,2524,10931,3438700,17.22
2022-01,4816,9713,2672062,5.97
2021-05,8787,28132,3027338,16.02
2022-12,9429,44340,2737919,7.3
2022-06,8702,42071,629476,24.3
2021-07,8792,26139,2714506,10.0
2024-10,4543,41226,4546374,16.11
2025-11,3892,16086,3736893,9.5
2023-09,6618,46937,3700081,16.56
2024-10,4650,45875,2867227,16.59
2021-06,8281,23886,495419,19.93
2021-06,842,8193,502137,8.1
2021-11,6579,28274,485292,1.6
2025-03,2215,46245,985572,14.0
2024-05,4507,33365,1762055,5.74
2021-03,7874,36747,3158208,6.4
2023-11,5141,6278,4354272,8.36
2023-09,2437,45993,109015,9.99
2025-07,1105,16598,3260942,15.4
2024-02,2954,27050,4357949,3.28
2022-05,2494,32482,4563079,14.26
2024-03,7380,21651,2158134,17.6
2024-04,799,34170,2978278,2.07
2023-12,4472,30771,559775,15.74
2025-11,6423,37167,4095395,10.45
2025-10,5873,15360,4479439,10.86
2023-07,3510,3996,410992,12.42
2021-11,1029,34006,2853566,1.1
2025-10,9321,14202,2900328,18.55
2025-05,1282,35030,4502345,5.72
2025-03,9702,12865,3868997,24.76
2023-08,9092,20118,630372,12.32
2024-11,6496,11712,4863777,10.23
2021-02,5105,11928,2738932,20.53
2024-07,6452,23434,1863320,6.41
2023-07,1096,45803,3917738,20.42
2023-01,3332,41519,459475,10.99
2022-09,3644,30873,1477230,4.0
2022-08,7817,3442,4755441,23.49
2022-11,8655,47220,4698685,16.26
2025-11,2602,8145,4509719,21.56
2025-12,1686,18175,2726943,7.2
2025-01,1590,45938,2841060,5.38
2021-03,8631,18087,1731319,12.52
2024-05,6897,15393,1692295,5.52
2025-09,4904,35034,2833171,13.77
2021-04,1930,36962,3510245,6.01
2021-04,4681,5840,2222465,11.09
2021-08,6025,24994,4163050,23.09
2025-08,4906,18165,2902993,24.33
2022-06,2554,15908,2596725,13.08
2022-07,7471,31837,2059769,9.01
2025-07,8781,7852,2051580,20.09
2022-07,2568,47074,1825650,20.48
2021-12,3195,7662,2926792,22.4
2023-12,9368,10166,3487343,23.68
2021-11,6293,39496,2860338,3.3
2021-12,9029,22377,2992716,2.62
2022-05,3950,1567,241571,13.59
2023-03,7383,40552,1350416,18.54
2023-06,7975,45829,3514769,22.18
2022-08,9521,18973,1070425,14.53
2024-11,9599,31227,372123,19.28
2023-03,620,39568,348846,15.29
2024-11,9229,34644,2808490,19.39
2021-07,2888,40858,4727561,2.68
2021-09,6113,15024,3949661,24.25
2021-09,3758,4708,3734006,14.3
2025-11,8532,23249,2073164,8.28
2023-01,3255,10719,3044704,16.87
2024-04,4394,43448,2290945,5.99
2022-04,8226,30837,4700369,7.36
2023-08,4491,35837,4049115,21.68
2022-12,9688,9707,2882444,18.69
2021-11,1354,19412,3601073,11.61
2022-07,4096,30892,1179740,20.47
2021-01,6583,7347,360490,24.41
2025-12,5118,42076,3917827,15.47
2022-06,8880,24402,4210293,8.08
2023-05,7945,39713,4084217,6.04
2024-10,6582,32449,1444552,20.63
2022-02,728,2561,1351317,22.44
2022-08,5839,33534,3779481,15.97
2024-03,7305,28201,1582013,17.24
2025-01,5939,7319,3678874,8.85
2023-11,9097,21054,1415397,11.77
2022-02,3677,43645,2108098,10.17
2021-06,752,34072,2512582,16.31
2024-06,4927,15555,3160329,19.08
2022-02,5802,7316,2836344,6.49
2022-04,7692,2529,3694934,8.15
2025-09,3245,40666,707858,18.01
2025-12,3415,9321,477408,15.48
2024-09,9546,723,2553269,19.57
2024-10,370,32629,2746563,21.36
2023-02,5538,38826,4627485,23.87
2021-05,3624,23557,2348194,15.22
2024-09,6758,36027,4442663,8.94
2022-04,5888,18528,4910331,21.51
2022-08,7857,4927,374568,21.67
2021-09,4815,37419,402834,13.49
2023-07,7683,9258,846002,6.54
2023-02,5345,23165,2812520,3.96
2024-02,8676,21698,940504,12.37
2022-08,9687,44687,1924839,19.48
2024-10,2028,641,1267677,22.65
2024-09,6780,36265,4995873,6.98
2021-12,7797,19802,1466505,23.66
2023-01,9746,43644,1905355,17.79
2022-07,9148,49212,4283678,24.26
2023-11,1988,48111,1076880,12.15
2024-06,1490,39753,1136067,3.57
2023-08,1952,8855,2276232,14.27
2021-11,7448,17720,4112988,18.03
2021-04,9650,40700,1356574,5.44
2022-02,1711,8777,1598067,8.8
2022-03,2552,41443,4575951,8.61
2021-01,9904,12851,618203,5.9
2023-03,2893,18994,598287,10.52
2023-06,5240,13481,2626452,15.81
2022-07,3421,41262,872378,23.82
2023-09,5749,24359,1658117,12.05
2021-02,6517,36365,1222038,15.82
2021-02,5838,12227,3811622,7.41
2025-11,4898,23424,422749,18.57
2025-10,5833,17879,1532978,24.81
2024-04,575,14506,918816,22.12
2024-08,7923,37874,580365,4.48
2021-11,8015,39785,3065627,18.35
2023-03,7470,41557,1725126,2.96
2024-02,1668,15824,2955149,12.93
2022-12,4604,45903,196160,19.75
2024-01,5195,47231,4057868,10.85
2021-09,5338,8169,3335779,5.65
2024-04,2930,2051,3405576,17.88
2022-07,2104,41521,3363891,14.42
2022-09,3080,47329,2870699,12.19
2022-11,4192,44493,1910823,24.3
2025-08,6410,2804,839449,17.97
2025-02,1457,16372,1538431,8.3
2023-07,4160,9868,3833965,1.88
2023-04,4021,26858,3049782,1.5
2024-04,190,8294,2779517,2.18
2023-03,7887,43687,2750457,23.02
2024-06,9189,37937,365662,23.81
2022-12,3988,20170,4458057,11.24
2025-07,2503,3934,3374285,21.78
2021-09,9588,13176,1283323,6.89
2022-12,6681,9742,509314,14.17
2022-12,2013,31984,3680669,14.76
2024-10,3640,48610,1219479,10.35
2024-10,4439,25892,557297,7.97
2021-12,5167,5164,2253339,16.53
2022-04,3032,35483,146624,1.22
2023-02,8668,16505,262788,12.25
2025-11,3541,13640,4402527,3.68
2021-10,3463,16787,4162544,21.46
2024-08,5283,27547,1399661,23.07
2024-07,3087,22888,3523376,6.56
2024-04,2387,11758,3387025,5.05
2021-11,5994,20153,2531311,14.84
2024-12,4666,17489,969941,12.01
2023-11,9325,38277,4611798,23.55
2024-02,8739,5572,1637963,7.32
2022-03,7372,49074,4564421,22.43
2025-04,1062,12110,223981,8.67
2021-04,4143,512,2109889,14.81
2021-02,9042,7873,4312986,8.22
2025-07,7801,13516,2224156,24.09
2023-01,6982,25915,1295592,17.53
2023-07,7197,43647,804896,16.68
2023-03,9386,11527,740637,4.32
2024-01,8044,640,3718690,17.57
2025-04,9008,9803,1586154,5.17
2022-06,8792,15329,1650507,14.78
2025-07,882,4473,2934762,3.19
2025-01,2228,15163,471467,10.52
2025-03,8087,40607,1910371,9.79
2023-10,4609,23881,800624,12.14
2025-08,7195,46354,4206263,22.46
2025-09,7429,7265,3396568,14.73
2022-02,8478,34322,4099223,24.74
2025-03,3970,34403,1589376,6.87
2025-03,1901,3223,1965561,12.7
2022-09,5979,26264,112827,1.03
2025-12,7890,26809,4232623,19.68
2023-09,7746,42103,2996710,1.81
2023-12,3951,43516,2042526,8.51
2022-08,7918,20258,2615819,3.81
2022-07,4400,18535,3460366,24.05
2024-07,6365,24398,2045302,4.05
2025-02,3231,14587,881493,18.56
2025-12,2069,35371,3042804,3.29
2024-07,9987,34603,1354067,5.01
2025-07,5555,17950,3448849,6.61
2023-12,8898,28429,4537402,12.76
2021-08,9169,3080,1884494,14.67
2025-06,661,41291,3170548,24.72
2024-09,5706,6400,823828,11.64
2024-10,9416,19911,3359505,6.26
2022-03,6233,1696,4252745,22.06
2024-07,4953,12986,937367,24.67
2025-08,5098,25718,4055563,19.33
2021-07,9483,13281,990091,6.05
2022-10,6972,23048,3608028,1.11
2021-11,8151,26287,4605681,1.15
2024-12,6966,5343,665538,18.61
2022-07,507,27857,2021029,23.68
2022-04,3678,11877,1017920,9.41
2021-08,660,31989,1090409,2.96
2024-02,5579,38165,2335530,11.83
2021-06,4501,28062,2265898,19.8
2021-09,222,28966,1534612,15.67
2024-11,3979,41270,4972011,6.68
2023-02,6707,5924,2106770,22.46
2025-09,4641,5026,1699974,3.74
2021-02,1169,35897,4785751,15.12
2022-05,536,16166,3548646,14.85
2023-08,1146,42576,1632261,17.54
2022-02,6904,36138,3284646,7.34
2021-01,491,19641,2276909,4.29
2024-03,371,1523,4955276,4.42
2022-01,4079,11464,4264403,21.31
2022-02,4697,44077,2629008,6.59
2022-02,9082,25970,4362474,4.01
2022-03,2668,49716,2463487,15.03
2025-06,4691,48397,3965995,21.48
2024-12,2618,6449,4807663,21.31
2025-02,4910,32418,735289,19.82
2023-02,4130,15479,4612712,7.34
2025-01,3169,27772,2974225,10.44
2022-10,7040,36639,1330678,2.5
2024-02,2367,31566,4660498,11.67
2021-07,4615,24612,4262483,12.82
2024-12,8329,15456,3110690,2.68
2023-08,2017,10149,4376786,3.91
2022-11,9027,18780,4305912,21.5
2025-08,9154,13165,118099,15.17
2023-11,1785,2370,2135651,17.87
2022-10,6201,21976,3558139,5.29
2025-11,7532,29754,3941411,22.22
2024-03,8539,33557,4407234,5.88
2022-02,4215,33346,2514112,13.54
2023-09,1219,30727,2662667,8.97
2023-12,6165,21774,2538508,23.55
2023-02,8596,49919,3849919,15.6
2021-09,8609,7638,689840,11.13
2023-06,1695,19938,4660390,9.99
2024-05,7372,13185,4046537,5.1
2023-02,7039,36711,3952441,2.27
2021-04,9168,49099,933309,9.8
2023-10,1260,4140,1765666,12.88
2025-08,1630,1736,4127569,24.56
2024-12,6226,16363,4392041,11.08
2021-08,5181,13551,2819942,15.49
2024-07,6547,9156,4795593,8.25
2024-06,8519,42441,1699130,15.69
2022-03,9847,21623,2111413,22.57
2023-10,2172,49869,339175,21.85
2021-12,9391,40797,1959920,13.07
2024-09,8591,10997,2471227,16.21
2023-09,7332,19221,1995012,23.22
2025-11,8438,22098,3193738,21.84
2022-07,9646,49268,534594,16.42
2021-01,9807,38554,2535171,17.28
2024-06,4827,20616,3808449,7.69
2022-02,206,11756,4345053,19.46
2022-09,228,43346,1074769,19.02
2023-09,5382,41721,4182547,14.7
2023-06,9420,7253,918101,24.59
2022-09,7682,4173,3499420,1.44
2023-07,4109,37485,2238625,1.84
2024-06,2407,22185,3784968,2.32
2022-06,3485,33474,2285704,10.05
2022-02,7369,17938,174702,23.23
2025-11,4189,28591,3027179,10.88
2023-02,8805,10248,2798751,24.63
2023-06,2321,4262,4553647,23.5
2023-03,5154,24676,3174604,15.82
2022-08,4510,31059,2131359,1.69
2022-10,9418,48095,958554,4.26
2021-12,8579,48014,4817725,23.17
2023-03,9724,39555,527585,9.63
2024-11,1962,33751,4324609,5.74
2021-09,7730,36510,3108472,15.06
2025-04,7570,37984,1158588,21.39
2022-07,9046,45619,2555380,12.95
2022-09,9905,41902,2516785,21.48
2025-08,3104,19367,554239,6.48
2021-08,6175,22306,2675770,12.32
2023-10,2927,19874,3223223,9.6
2021-09,8935,29086,3785988,24.57
2023-12,4892,41609,3097370,20.78
2021-08,8804,6409,2933108,16.42
2021-06,2395,28129,2379216,17.82
2023-07,2029,25749,2766211,17.04
2021-02,8312,48840,4785386,8.44
2021-04,4599,26698,2674178,16.42
2025-02,7381,16890,1903883,22.9
2022-10,5964,8084,4078251,13.29
2021-09,3346,20055,955952,4.84
2022-04,5281,41346,674926,11.32
2021-09,2757,31557,3505442,6.33
2025-06,6164,10872,2570922,6.31
2024-08,5852,34433,3182538,16.63
2022-06,2989,6318,1874259,15.51
2024-12,7092,32840,1044185,3.75
2023-07,5602,43939,1095360,23.35
2025-01,9059,47536,3357625,13.44
2023-10,641,42019,3798606,5.41
2022-04,1786,8732,4533872,18.5
2025-01,4466,40965,262493,4.24
2022-06,2530,13957,375799,4.17
2025-02,1410,29593,2259884,13.34
2024-11,6402,24533,4705537,14.45
2021-09,2877,41789,1405280,8.87
2024-07,9947,6193,3972786,16.58
2023-08,793,1463,3356090,9.67
2023-01,3332,14776,1041718,21.44
2021-09,2635,44570,609568,13.9
2025-04,7059,35855,362464,6.33
2023-11,8561,47811,2474250,7.13
2025-07,4827,15675,4296908,1.32
2021-04,8531,2529,4192160,3.82
2021-09,5141,31254,4719626,8.63
2024-05,3142,13581,3182869,7.27
2025-09,6315,41401,763298,6.27
2021-09,555,43358,2931487,17.67
2022-11,6245,3586,3199935,6.31
2022-07,5467,44024,2113321,24.79
2025-06,6588,21039,4671371,2.37
2022-07,5021,27465,1463244,8.89
2024-06,4389,4673,1344678,4.72
2023-09,563,15699,3240913,8.15
2023-01,6975,22160,936084,18.87
2021-10,7765,13787,3207122,18.78
2025-06,3936,41068,3621915,12.74
2023-11,3867,34452,4196237,14.38
2023-07,4496,24751,2907402,16.09
2021-12,7972,39609,1188075,8.41
2022-02,566,883,4577850,18.86
2024-02,5644,21557,2951898,23.61
2025-02,8100,2557,4778706,17.71
2025-01,9166,31347,711856,16.45
2025-10,1595,41686,1236229,2.35
2022-05,2904,8868,815606,15.76
2021-05,8542,11542,1724324,13.27
2022-12,286,37937,3656828,22.62
2021-11,4406,43253,1809050,9.62
2021-01,1043,27949,1576572,14.08
2025-05,2595,16001,2135396,11.42
2021-11,3267,18554,748470,7.74
2024-11,3300,23335,1093059,9.36
2024-10,4908,34841,3556283,4.52
2022-01,4896,31677,3115875,17.93
2022-03,3298,22289,3942901,15.38
2025-05,8903,36865,3135213,10.3
2021-03,5973,10247,2467500,21.62
2025-04,725,28585,3776200,1.91
2021-10,6733,19480,2156330,24.43
2023-01,6111,37180,1333052,8.58
2021-01,3990,39388,126254,7.6
2021-12,5229,8208,3741027,2.35
2025-03,3593,18789,131244,19.13
2023-05,6059,16069,1262590,17.39
2025-11,4602,49086,3315587,24.33
2021-10,9684,33496,705817,17.41
2025-02,145,16550,1831284,20.58
2025-07,4401,36043,2021633,3.92
2021-09,6117,47826,4012263,13.93
2021-06,2538,8472,1196745,7.52
2022-06,5603,31946,2132424,15.65
2024-06,2301,43272,4013660,8.8
2025-04,3837,10858,1363668,8.2
2023-03,8329,13894,2180704,16.41
2023-05,3727,9192,3748004,21.59
2025-09,8341,6557,4148921,3.85
2024-12,8280,14362,615914,7.74
2023-12,6585,17282,900147,12.31
2022-03,4157,4012,2286225,10.22
2021-09,2821,3603,3098707,3.42
2025-08,3071,42518,2550084,23.92
2021-08,4080,46721,3174884,8.7
2025-01,5364,29636,1706812,15.28
2025-10,5358,12088,1393905,8.47
2025-01,7413,41533,4479978,3.83
2024-11,7768,45993,1356058,2.95
2025-08,8696,17596,412977,1.35
2025-03,9995,42406,360211,24.74
2024-04,6587,46764,3719186,14.05
2024-11,6603,45569,4681088,10.77
2022-05,4116,7767,1313802,7.36
2024-03,9816,15086,4964428,23.37
2024-12,8381,18891,1464783,24.35
2024-02,5076,37669,3615069,10.1
2025-06,8986,31383,1722436,14.4
2024-01,611,15051,589699,14.49
2024-01,5225,12622,2203666,21.4
2021-08,457,25398,410412,17.18
2025-04,4004,35370,2679125,2.33
2025-07,1808,47304,3070779,4.58
2021-04,1948,32662,3800882,4.32
2025-12,1691,8746,3749717,9.13
2023-01,6370,27608,2638219,20.21
2025-01,2018,16628,4964829,1.24
2025-06,1738,10473,102993,5.73
2024-11,5960,49144,1971223,11.34
2025-01,7836,5108,3692975,12.92
2023-11,4097,34766,2898555,19.27
2021-09,7827,34186,2565002,11.47
2024-07,9673,14563,3121474,18.81
2023-10,3325,31975,695591,7.59
2023-09,7717,48158,652912,14.0
2021-07,6034,8677,1724782,17.94
2022-08,9835,44046,2342134,21.63
2021-10,4810,8227,2633836,4.84
2022-05,4862,15357,2463242,16.26
2024-02,1032,20607,821200,11.22
2024-03,9951,8645,3568218,2.2
2022-07,7211,4343,3770877,3.97
2022-09,8779,23354,4130381,5.79
2025-12,738,13994,2650790,13.84
2023-04,1323,43908,2153648,9.6
2025-02,9355,41068,3602817,4.73
2021-06,6381,2080,3203092,10.13
2023-08,140,32175,160536,23.34
2021-10,8803,30520,1844349,2.05
2022-01,3475,29338,3424284,1.8
2023-05,3754,8774,463635,19.24
2023-06,1627,10561,1272614,3.46
2024-09,6631,34243,2261870,13.45
2025-09,5696,31585,3255056,17.83
2022-05,5159,5901,445755,23.39
2025-03,7929,1266,1579574,24.67
2023-06,737,42672,214647,6.44
2024-09,1182,3504,301394,2.01
2021-02,7455,45169,4551881,5.18
2021-08,2271,27094,4933871,17.06
2021-03,9301,32746,3894494,20.96
2023-01,7578,34262,3820533,15.23
2025-01,7115,16679,231681,17.02
2023-11,2047,30019,4662136,7.51
2021-02,940,38980,1617188,10.23
2024-05,624,38665,3804369,2.94
2022-11,423,22642,4585777,2.19
2021-05,707,19832,861865,20.99
