employee_id,avg_daily_hours,tasks_completed,work_mode,productivity_level
59926,11.9,20,Onsite,Normal
5977,9.2,18,Hybrid,Normal
63756,4.0,15,Onsite,Normal
55118,6.7,9,Hybrid,Normal
36270,5.1,18,Onsite,High
39638,7.4,9,Onsite,Normal
26463,8.6,23,Hybrid,High
15735,5.9,1,Remote,Normal
61324,5.5,17,Onsite,High
41178,7.5,4,Hybrid,Normal
75144,9.5,18,Onsite,Normal
12560,7.8,21,Onsite,High
15233,10.1,13,Remote,Normal
19175,5.4,21,Onsite,High
24710,6.0,2,Remote,Normal
1918,4.6,6,Remote,Normal
48889,10.9,21,Hybrid,Normal
17547,10.4,18,Onsite,Normal
19207,11.3,21,Onsite,Normal
23128,10.8,21,Remote,Normal
43430,8.0,6,Onsite,Normal
52591,6.2,16,Onsite,High
64212,9.5,24,Remote,Normal
66905,11.2,19,Hybrid,Normal
87866,10.7,19,Onsite,Normal
88661,4.1,6,Hybrid,Normal
81460,10.2,20,Onsite,Normal
23085,9.3,10,Hybrid,Normal
8463,10.0,20,Remote,Normal
67321,8.8,4,Onsite,Normal
66630,4.7,20,Remote,High
88613,5.9,20,Onsite,High
6966,7.6,24,Hybrid,High
57335,8.6,18,Onsite,High
34374,9.4,24,Onsite,Normal
27483,12.0,1,Hybrid,Normal
12990,5.4,19,Onsite,High
63479,6.1,9,Onsite,Normal
85786,9.3,17,Onsite,Normal
62815,5.0,6,Hybrid,Normal
65902,9.9,1,Hybrid,Normal
35537,7.2,15,Onsite,Normal
60204,4.8,4,Remote,Normal
5074,10.2,14,Onsite,Normal
38226,9.6,7,Onsite,Normal
7913,4.5,5,Remote,Normal
48052,8.6,16,Remote,High
44330,9.2,8,Onsite,Normal
23839,10.1,19,Hybrid,Normal
67967,5.6,21,Hybrid,High
68779,4.1,14,Hybrid,Normal
43081,8.7,16,Hybrid,High
30016,7.3,3,Remote,Normal
88797,8.0,10,Onsite,Normal
11899,7.8,8,Hybrid,Normal
33001,4.3,12,Onsite,Normal
13834,7.1,21,Onsite,High
9345,10.5,7,Remote,Normal
20248,11.3,21,Hybrid,Normal
64830,8.1,10,Remote,Normal
86971,6.2,3,Onsite,Normal
76571,10.0,13,Hybrid,Normal
9871,10.5,10,Onsite,Normal
15217,9.7,14,Remote,Normal
55647,8.3,6,Onsite,Normal
45013,9.0,5,Remote,Normal
24120,4.3,22,Onsite,High
75247,7.5,17,Onsite,High
23131,7.9,1,Hybrid,Normal
81954,9.3,16,Onsite,Normal
67948,4.6,7,Onsite,Normal
46063,8.8,5,Onsite,Normal
82484,4.1,1,Hybrid,Normal
61397,8.3,10,Onsite,Normal
17282,9.8,21,Remote,Normal
48415,8.7,16,Hybrid,High
3068,7.1,24,Remote,High
48656,8.7,23,Remote,High
56421,7.6,16,Hybrid,High
10899,8.8,2,Onsite,Normal
55894,5.0,11,Remote,Normal
22799,9.3,4,Onsite,Normal
50422,5.4,2,Remote,Normal
49119,6.2,17,Remote,High
14298,9.9,20,Hybrid,Normal
60505,4.5,4,Hybrid,Normal
31894,9.7,2,Hybrid,Normal
59342,9.0,19,Remote,High
9177,9.1,18,Onsite,Normal
85309,5.5,15,Remote,Normal
60367,4.6,4,Hybrid,Normal
33287,9.7,14,Remote,Normal
9891,11.2,13,Onsite,Normal
16077,8.9,10,Hybrid,Normal
69335,4.6,18,Onsite,High
29798,11.1,17,Hybrid,Normal
79420,10.6,11,Onsite,Normal
34584,6.3,14,Hybrid,Normal
18985,5.5,21,Remote,High
158,7.4,18,Onsite,High
15193,4.1,2,Hybrid,Normal
23184,8.3,22,Onsite,High
87157,4.2,4,Onsite,Normal
83970,5.6,7,Remote,Normal
4355,4.8,23,Onsite,High
77815,7.9,13,Hybrid,Normal
42556,8.1,23,Onsite,High
82646,7.5,22,Onsite,High
76406,6.6,15,Hybrid,Normal
36759,10.4,4,Remote,Normal
81712,5.8,20,Remote,High
76205,5.2,7,Onsite,Normal
2911,5.7,15,Remote,Normal
24799,8.1,23,Onsite,High
65610,4.3,11,Onsite,Normal
4318,9.4,1,Onsite,Normal
17555,6.4,15,Hybrid,Normal
83249,9.0,14,Hybrid,Normal
61216,9.6,2,Onsite,Normal
3377,8.8,8,Hybrid,Normal
32386,5.0,10,Remote,Normal
37663,4.5,6,Remote,Normal
27930,7.7,14,Onsite,Normal
89208,11.4,11,Hybrid,Normal
29081,8.6,22,Remote,High
12150,8.5,5,Onsite,Normal
35360,11.6,22,Remote,Normal
28689,7.8,8,Hybrid,Normal
29021,9.9,12,Hybrid,Normal
67647,7.5,20,Hybrid,High
14490,4.6,18,Hybrid,High
77273,11.2,21,Hybrid,Normal
68924,5.7,2,Onsite,Normal
9527,5.9,23,Onsite,High
84565,5.4,2,Onsite,Normal
24044,9.8,12,Onsite,Normal
87284,11.0,5,Remote,Normal
39935,7.1,24,Onsite,High
27889,7.8,2,Remote,Normal
36071,5.8,10,Hybrid,Normal
2113,7.6,19,Hybrid,High
85700,8.4,19,Hybrid,High
62847,6.2,7,Remote,Normal
80590,4.3,12,Onsite,Normal
4285,6.2,7,Hybrid,Normal
10014,8.6,21,Remote,High
15938,4.9,22,Hybrid,High
73674,9.9,24,Onsite,Normal
36323,8.0,22,Remote,High
47987,8.0,21,Remote,High
37747,5.5,1,Hybrid,Normal
68113,11.8,7,Hybrid,Normal
36356,8.0,23,Remote,High
79562,10.0,20,Onsite,Normal
56535,11.6,5,Onsite,Normal
79774,9.4,18,Remote,Normal
79818,8.2,3,Onsite,Normal
1204,8.9,15,Remote,Normal
62734,5.5,1,Onsite,Normal
51177,5.5,4,Remote,Normal
54045,5.7,21,Hybrid,High
40705,6.3,22,Hybrid,High
52426,9.0,20,Remote,High
53838,11.4,23,Hybrid,Normal
5328,7.3,1,Hybrid,Normal
61892,10.5,20,Onsite,Normal
68381,8.7,11,Onsite,Normal
80115,9.7,13,Onsite,Normal
24924,9.6,13,Remote,Normal
58135,8.1,18,Remote,High
52576,6.3,21,Remote,High
19094,8.6,15,Hybrid,Normal
18693,7.3,18,Remote,High
79534,9.2,5,Remote,Normal
16412,11.7,15,Onsite,Normal
43511,4.9,13,Remote,Normal
23609,8.5,17,Onsite,High
17219,10.6,11,Onsite,Normal
81489,4.1,4,Remote,Normal
39653,9.0,22,Remote,High
53654,6.7,1,Onsite,Normal
27891,4.2,14,Hybrid,Normal
54009,6.2,2,Hybrid,Normal
54641,4.8,20,Hybrid,High
25038,7.0,14,Onsite,Normal
8500,7.2,7,Remote,Normal
59088,6.1,16,Remote,High
20005,7.3,1,Onsite,Normal
74024,7.5,15,Hybrid,Normal
75276,9.1,15,Remote,Normal
35302,6.0,7,Remote,Normal
76789,9.4,21,Remote,Normal
70337,7.5,7,Hybrid,Normal
76194,7.4,8,Onsite,Normal
58927,8.9,5,Remote,Normal
54552,10.0,10,Onsite,Normal
18939,4.8,18,Onsite,High
69850,8.1,13,Hybrid,Normal
69564,5.5,20,Remote,High
40266,7.1,1,Onsite,Normal
34759,11.0,9,Remote,Normal
52443,9.7,10,Hybrid,Normal
49825,8.8,14,Hybrid,Normal
32232,7.0,6,Onsite,Normal
13136,7.7,22,Remote,High
36227,10.2,8,Onsite,Normal
29636,4.0,9,Hybrid,Normal
89943,10.9,3,Hybrid,Normal
11694,10.0,1,Hybrid,Normal
52745,8.3,22,Hybrid,High
58661,9.8,18,Hybrid,Normal
50136,5.7,22,Onsite,High
54271,11.5,4,Onsite,Normal
29080,7.0,2,Onsite,Normal
64532,8.2,16,Remote,High
56702,11.1,10,Onsite,Normal
22577,11.1,3,Remote,Normal
14676,8.2,4,Onsite,Normal
88758,11.2,14,Remote,Normal
69622,4.6,12,Hybrid,Normal
37548,11.1,3,Remote,Normal
6190,5.6,2,Hybrid,Normal
5101,9.8,15,Hybrid,Normal
48218,9.0,10,Remote,Normal
16110,8.1,3,Onsite,Normal
3289,10.9,22,Hybrid,Normal
48663,7.0,20,Hybrid,High
391,11.3,12,Hybrid,Normal
74420,6.4,23,Remote,High
42577,8.1,18,Hybrid,High
79972,11.9,8,Onsite,Normal
211,8.1,5,Remote,Normal
84282,11.2,6,Onsite,Normal
81230,11.6,6,Onsite,Normal
26721,10.3,23,Onsite,Normal
37755,6.0,10,Onsite,Normal
43927,4.3,16,Hybrid,High
89030,5.4,4,Remote,Normal
8553,8.5,12,Remote,Normal
85663,7.0,11,Hybrid,Normal
48722,11.5,10,Remote,Normal
28909,4.5,10,Hybrid,Normal
76594,9.7,11,Remote,Normal
33408,8.7,18,Remote,High
17477,7.4,1,Hybrid,Normal
73419,10.5,8,Onsite,Normal
52775,4.0,24,Onsite,High
77256,5.2,23,Remote,High
56506,9.0,10,Hybrid,Normal
3848,4.7,10,Onsite,Normal
35919,8.5,2,Onsite,Normal
48908,7.6,6,Remote,Normal
75202,9.9,9,Onsite,Normal
42894,6.5,12,Onsite,Normal
14818,11.0,3,Hybrid,Normal
81719,7.3,19,Remote,High
82856,6.6,4,Remote,Normal
41908,9.5,19,Hybrid,Normal
8862,10.1,23,Hybrid,Normal
42217,11.7,14,Onsite,Normal
12895,6.4,20,Remote,High
86555,9.5,6,Hybrid,Normal
29878,4.3,21,Onsite,High
61129,4.4,19,Remote,High
38262,8.9,5,Hybrid,Normal
85140,8.6,6,Remote,Normal
37186,10.8,12,Remote,Normal
11533,10.6,13,Remote,Normal
51357,7.9,22,Onsite,High
84414,5.6,2,Onsite,Normal
49210,4.8,3,Onsite,Normal
41623,11.5,19,Remote,Normal
86281,4.8,4,Remote,Normal
74286,6.9,13,Hybrid,Normal
54446,10.9,18,Onsite,Normal
42224,9.3,12,Remote,Normal
58350,4.4,12,Onsite,Normal
33271,10.8,3,Hybrid,Normal
7084,9.1,8,Onsite,Normal
13117,10.8,20,Onsite,Normal
84199,9.9,19,Hybrid,Normal
71679,7.8,12,Onsite,Normal
78848,6.4,9,Onsite,Normal
3251,10.4,11,Hybrid,Normal
56395,7.9,12,Remote,Normal
77333,4.3,15,Remote,Normal
12528,5.9,2,Onsite,Normal
51076,4.6,1,Remote,Normal
59935,11.0,19,Onsite,Normal
6324,9.0,7,Hybrid,Normal
10296,9.0,4,Remote,Normal
48591,5.9,15,Hybrid,Normal
32477,7.5,21,Onsite,High
63279,6.1,5,Onsite,Normal
75066,6.0,2,Remote,Normal
62427,11.5,22,Hybrid,Normal
38529,7.8,6,Remote,Normal
64440,8.5,10,Onsite,Normal
11084,6.7,8,Remote,Normal
74626,5.3,7,Remote,Normal
28670,10.9,22,Hybrid,Normal
23895,4.2,14,Hybrid,Normal
29433,11.2,21,Hybrid,Normal
54608,10.3,21,Remote,Normal
38414,4.2,5,Hybrid,Normal
80842,9.7,22,Remote,Normal
26690,7.5,15,Onsite,Normal
956,7.8,11,Onsite,Normal
83154,10.6,23,Onsite,Normal
18731,10.0,24,Hybrid,Normal
61291,9.0,4,Onsite,Normal
47003,7.6,18,Onsite,High
57939,10.3,15,Remote,Normal
52718,10.7,4,Onsite,Normal
54497,5.3,20,Hybrid,High
72788,5.8,3,Onsite,Normal
87885,4.9,14,Hybrid,Normal
29373,11.7,7,Onsite,Normal
3668,10.8,22,Remote,Normal
43395,5.8,9,Onsite,Normal
61950,6.9,11,Remote,Normal
22814,11.1,13,Hybrid,Normal
35785,10.9,13,Hybrid,Normal
31896,12.0,12,Onsite,Normal
13915,5.6,16,Remote,High
86719,8.7,17,Remote,High
2690,5.3,21,Hybrid,High
49809,5.8,17,Remote,High
55208,11.4,13,Remote,Normal
87864,9.3,21,Remote,Normal
43445,8.4,1,Onsite,Normal
37193,9.8,9,Hybrid,Normal
23349,5.8,6,Onsite,Normal
24045,9.3,11,Hybrid,Normal
51194,6.2,23,Hybrid,High
82773,6.1,7,Hybrid,Normal
9812,11.9,3,Hybrid,Normal
14163,6.6,5,Onsite,Normal
10500,5.6,8,Remote,Normal
56967,11.6,20,Remote,Normal
78241,5.3,7,Remote,Normal
25461,4.5,16,Onsite,High
2547,6.5,18,Onsite,High
67705,8.1,20,Hybrid,High
6610,7.0,8,Hybrid,Normal
79488,4.4,7,Remote,Normal
71199,7.7,4,Onsite,Normal
21750,8.4,22,Onsite,High
66052,8.7,18,Onsite,High
4490,9.5,5,Onsite,Normal
21248,10.8,11,Onsite,Normal
30902,8.2,15,Remote,Normal
54618,6.8,5,Remote,Normal
61051,9.9,17,Hybrid,Normal
19747,8.5,21,Hybrid,High
65911,10.5,21,Onsite,Normal
59473,5.5,1,Onsite,Normal
46976,8.5,5,Remote,Normal
71322,6.7,2,Hybrid,Normal
66713,9.5,22,Onsite,Normal
28994,6.4,22,Hybrid,High
25350,11.7,2,Remote,Normal
65351,5.5,14,Hybrid,Normal
36544,7.7,1,Hybrid,Normal
25281,6.7,24,Remote,High
50445,9.0,17,Hybrid,High
43244,8.5,22,Remote,High
71677,8.5,6,Hybrid,Normal
16504,4.2,22,Onsite,High
5455,8.5,1,Remote,Normal
50510,8.0,22,Hybrid,High
88858,11.6,9,Onsite,Normal
9379,11.2,14,Hybrid,Normal
87118,7.4,16,Remote,High
46793,8.9,14,Remote,Normal
32327,9.9,21,Hybrid,Normal
22263,5.3,1,Hybrid,Normal
5062,6.5,19,Remote,High
256,8.2,20,Remote,High
89467,6.6,20,Remote,High
51205,9.5,11,Remote,Normal
7075,7.4,13,Onsite,Normal
7258,8.8,22,Remote,High
30380,11.0,19,Hybrid,Normal
4116,11.5,5,Remote,Normal
26444,4.2,6,Hybrid,Normal
59388,8.6,18,Remote,High
40406,5.1,24,Hybrid,High
29551,4.8,5,Remote,Normal
31182,8.4,9,Remote,Normal
32692,11.3,15,Remote,Normal
82859,10.3,11,Remote,Normal
16495,9.9,13,Remote,Normal
60254,6.4,13,Onsite,Normal
75439,11.2,9,Hybrid,Normal
25311,7.2,5,Onsite,Normal
23771,12.0,23,Hybrid,Normal
52594,8.4,1,Onsite,Normal
61528,8.9,4,Onsite,Normal
54143,7.1,2,Hybrid,Normal
79047,8.0,10,Onsite,Normal
3293,7.3,1,Remote,Normal
14088,11.3,6,Hybrid,Normal
9705,4.7,5,Remote,Normal
43353,9.2,11,Onsite,Normal
29654,4.6,21,Onsite,High
77602,7.1,2,Hybrid,Normal
28332,11.4,21,Onsite,Normal
35202,11.3,1,Remote,Normal
65909,10.8,22,Hybrid,Normal
78436,10.5,11,Onsite,Normal
45662,4.3,17,Onsite,High
35512,9.4,24,Hybrid,Normal
57703,7.0,20,Onsite,High
22611,7.1,1,Remote,Normal
8567,4.8,6,Hybrid,Normal
10125,4.0,19,Onsite,High
83130,7.4,21,Remote,High
81724,7.4,1,Hybrid,Normal
43188,6.1,8,Hybrid,Normal
83285,5.0,7,Onsite,Normal
44777,9.3,7,Remote,Normal
89215,5.2,6,Onsite,Normal
61893,9.2,14,Onsite,Normal
49933,4.1,13,Onsite,Normal
83145,6.9,8,Onsite,Normal
66760,8.1,5,Onsite,Normal
12079,6.5,24,Hybrid,High
6409,9.7,16,Hybrid,Normal
32242,8.0,6,Hybrid,Normal
43054,10.0,4,Onsite,Normal
9268,6.3,1,Hybrid,Normal
29370,4.7,2,Remote,Normal
85333,5.1,15,Onsite,Normal
77257,9.9,21,Onsite,Normal
51827,7.2,15,Onsite,Normal
73213,8.7,18,Hybrid,High
75826,10.8,6,Remote,Normal
9879,9.4,24,Onsite,Normal
26301,10.6,10,Onsite,Normal
75513,5.1,8,Remote,Normal
77277,6.3,7,Onsite,Normal
25435,8.6,10,Remote,Normal
73746,10.0,16,Onsite,Normal
1426,7.1,1,Onsite,Normal
78426,9.8,5,Onsite,Normal
16849,6.0,14,Remote,Normal
39792,10.1,6,Onsite,Normal
81992,7.5,17,Remote,High
4280,10.5,24,Hybrid,Normal
36044,7.7,4,Onsite,Normal
48764,5.5,13,Onsite,Normal
42511,9.6,13,Remote,Normal
59919,10.2,16,Remote,Normal
48117,9.4,18,Hybrid,Normal
9668,11.0,17,Hybrid,Normal
59581,6.5,9,Hybrid,Normal
64460,8.9,19,Hybrid,High
72304,11.6,23,Remote,Normal
84973,5.8,6,Remote,Normal
42036,4.3,2,Onsite,Normal
56618,9.4,7,Remote,Normal
83860,7.2,15,Remote,Normal
74386,10.4,24,Remote,Normal
45830,11.7,10,Hybrid,Normal
80939,10.4,18,Onsite,Normal
10585,10.8,16,Onsite,Normal
6856,10.9,18,Hybrid,Normal
16757,10.5,14,Onsite,Normal
46909,12.0,19,Onsite,Normal
6968,5.2,2,Hybrid,Normal
51905,4.3,11,Onsite,Normal
48981,9.8,23,Onsite,Normal
89027,8.7,18,Remote,High
42601,7.2,22,Remote,High
32104,9.7,10,Hybrid,Normal
17046,10.5,5,Onsite,Normal
7236,7.7,19,Onsite,High
45757,7.1,21,Hybrid,High
8056,5.0,11,Remote,Normal
86574,8.4,5,Hybrid,Normal
69674,4.7,2,Remote,Normal
52016,6.7,5,Remote,Normal
36042,8.2,16,Hybrid,High
48888,4.9,23,Onsite,High
77275,7.2,12,Remote,Normal
89138,11.8,15,Remote,Normal
1044,11.9,1,Remote,Normal
43370,4.5,7,Hybrid,Normal
31735,4.5,8,Hybrid,Normal
63821,7.2,17,Hybrid,High
88947,7.1,1,Remote,Normal
3905,6.2,5,Onsite,Normal
39056,11.8,2,Remote,Normal
43252,5.3,22,Remote,High
52278,4.2,20,Remote,High
83721,7.3,19,Onsite,High
35203,4.1,17,Onsite,High
22598,5.0,11,Remote,Normal
84249,10.5,22,Onsite,Normal
51025,4.9,23,Remote,High
33122,9.2,1,Onsite,Normal
33415,5.3,17,Remote,High
19388,7.5,2,Remote,Normal
53183,10.4,3,Remote,Normal
52090,11.4,21,Onsite,Normal
48831,7.4,16,Hybrid,High
89685,4.2,15,Onsite,Normal
67066,11.4,7,Hybrid,Normal
50258,11.0,23,Hybrid,Normal
51146,7.7,13,Remote,Normal
47724,8.7,24,Hybrid,High
3119,8.6,14,Onsite,Normal
46982,5.0,6,Onsite,Normal
85911,6.6,23,Remote,High
57740,9.1,17,Onsite,Normal
60538,7.8,16,Onsite,High
29207,8.4,14,Remote,Normal
40215,11.3,7,Remote,Normal
22328,4.3,6,Hybrid,Normal
53648,7.3,16,Hybrid,High
57076,6.6,6,Remote,Normal
364,10.6,3,Remote,Normal
32594,6.9,14,Remote,Normal
46864,7.3,1,Onsite,Normal
13376,5.0,8,Hybrid,Normal
49726,9.0,9,Hybrid,Normal
23974,9.2,2,Hybrid,Normal
55046,9.0,1,Remote,Normal
62455,7.4,12,Hybrid,Normal
6320,5.6,5,Hybrid,Normal
19397,11.2,12,Onsite,Normal
79906,12.0,23,Onsite,Normal
13044,9.9,17,Onsite,Normal
49748,5.4,12,Remote,Normal
77659,11.3,6,Remote,Normal
15467,10.2,1,Hybrid,Normal
78980,5.0,11,Hybrid,Normal
23088,5.9,9,Onsite,Normal
17393,10.7,2,Remote,Normal
22175,4.7,24,Hybrid,High
12764,8.5,17,Remote,High
46083,4.2,16,Hybrid,High
18933,8.5,22,Onsite,High
8819,9.1,7,Hybrid,Normal
21717,5.9,11,Onsite,Normal
1465,8.2,23,Onsite,High
64113,10.9,18,Onsite,Normal
33833,4.3,19,Remote,High
89925,7.5,13,Hybrid,Normal
63391,5.9,14,Hybrid,Normal
65786,5.5,6,Onsite,Normal
48011,8.9,18,Onsite,High
26707,9.8,22,Onsite,Normal
63807,8.8,10,Onsite,Normal
16195,7.9,9,Remote,Normal
22755,4.6,1,Remote,Normal
19340,8.3,18,Hybrid,High
65832,10.7,6,Onsite,Normal
32477,4.9,3,Hybrid,Normal
12709,8.9,4,Remote,Normal
10929,8.0,23,Onsite,High
51981,8.1,10,Onsite,Normal
70414,6.2,22,Onsite,High
68982,10.6,5,Remote,Normal
56061,10.4,23,Hybrid,Normal
84694,11.8,3,Hybrid,Normal
17809,10.3,8,Onsite,Normal
10087,5.6,15,Onsite,Normal
59125,10.3,18,Hybrid,Normal
48000,8.9,19,Onsite,High
56787,8.0,10,Remote,Normal
4429,10.2,10,Remote,Normal
55405,11.0,10,Hybrid,Normal
76501,8.6,21,Onsite,High
86719,11.3,21,Hybrid,Normal
2337,5.9,4,Onsite,Normal
5682,10.1,10,Remote,Normal
20491,11.7,3,Remote,Normal
45516,11.0,2,Hybrid,Normal
40134,6.8,23,Onsite,High
54674,6.3,20,Remote,High
22635,8.6,4,Onsite,Normal
25516,10.2,10,Hybrid,Normal
5541,5.4,14,Remote,Normal
81389,6.8,3,Onsite,Normal
15950,8.7,3,Hybrid,Normal
87392,6.9,4,Remote,Normal
74623,11.1,20,Onsite,Normal
41078,8.4,9,Onsite,Normal
44457,5.1,13,Hybrid,Normal
32746,9.0,17,Remote,High
31131,10.7,10,Hybrid,Normal
41278,5.5,3,Remote,Normal
36192,7.7,19,Hybrid,High
49999,5.0,23,Remote,High
80246,6.6,4,Hybrid,Normal
36848,6.9,20,Remote,High
4039,5.7,13,Hybrid,Normal
73143,4.2,11,Onsite,Normal
53141,11.0,15,Onsite,Normal
24525,6.1,23,Onsite,High
46743,5.6,10,Hybrid,Normal
68771,9.6,22,Onsite,Normal
86841,8.9,18,Remote,High
159,10.7,5,Onsite,Normal
28119,4.4,2,Hybrid,Normal
13740,11.9,7,Onsite,Normal
57329,5.7,24,Onsite,High
69322,10.8,8,Hybrid,Normal
8236,8.3,12,Remote,Normal
22361,5.9,14,Hybrid,Normal
8005,5.9,8,Onsite,Normal
29934,4.9,2,Remote,Normal
31506,5.1,16,Remote,High
6604,8.1,23,Onsite,High
6883,12.0,1,Remote,Normal
31371,9.0,8,Hybrid,Normal
68321,6.4,11,Onsite,Normal
5000,6.6,11,Remote,Normal
77604,9.7,5,Onsite,Normal
43089,6.4,13,Hybrid,Normal
67593,12.0,8,Remote,Normal
25083,6.9,5,Onsite,Normal
65397,4.8,14,Hybrid,Normal
71615,8.1,21,Hybrid,High
40213,9.5,9,Onsite,Normal
7852,11.6,12,Onsite,Normal
47210,9.8,24,Onsite,Normal
80214,10.1,2,Hybrid,Normal
11750,8.8,14,Hybrid,Normal
52912,11.3,12,Hybrid,Normal
18224,5.9,21,Hybrid,High
83652,9.8,20,Remote,Normal
84305,11.3,23,Hybrid,Normal
9761,11.3,1,Remote,Normal
27863,5.8,23,Onsite,High
47646,11.5,2,Hybrid,Normal
60300,7.5,2,Remote,Normal
62568,7.5,6,Hybrid,Normal
7762,4.4,23,Hybrid,High
85371,8.2,21,Onsite,High
61638,5.9,23,Hybrid,High
45005,7.1,4,Hybrid,Normal
62873,10.3,2,Hybrid,Normal
84313,7.0,4,Hybrid,Normal
76678,4.8,9,Onsite,Normal
24733,4.1,20,Onsite,High
52718,11.0,22,Hybrid,Normal
79608,5.9,1,Hybrid,Normal
5952,8.7,6,Remote,Normal
30136,6.2,12,Remote,Normal
13733,9.6,13,Hybrid,Normal
52917,11.3,8,Onsite,Normal
44538,9.8,6,Hybrid,Normal
23134,4.2,10,Onsite,Normal
51539,5.1,4,Hybrid,Normal
37313,4.2,1,Onsite,Normal
89243,10.1,20,Onsite,Normal
29016,5.9,1,Hybrid,Normal
89062,4.3,1,Onsite,Normal
80358,9.4,22,Hybrid,Normal
69996,9.1,1,Remote,Normal
72457,11.3,7,Remote,Normal
44727,7.8,9,Hybrid,Normal
68683,10.5,6,Remote,Normal
54499,11.7,5,Remote,Normal
54723,7.2,9,Hybrid,Normal
40398,10.1,2,Onsite,Normal
9443,11.0,8,Remote,Normal
14454,11.6,16,Remote,Normal
53807,5.5,3,Onsite,Normal
40134,4.2,7,Remote,Normal
32109,10.2,17,Remote,Normal
73003,11.8,2,Hybrid,Normal
28773,10.3,15,Onsite,Normal
11927,5.0,13,Onsite,Normal
50194,5.7,3,Remote,Normal
51504,4.1,15,Remote,Normal
80402,8.1,4,Onsite,Normal
81111,9.1,1,Onsite,Normal
78937,6.1,22,Onsite,High
14053,4.0,14,Onsite,Normal
12440,6.0,22,Hybrid,High
68903,7.2,14,Remote,Normal
981,4.2,12,Onsite,Normal
6201,9.2,21,Onsite,Normal
9294,9.2,18,Hybrid,Normal
45106,6.9,17,Hybrid,High
18394,8.9,16,Hybrid,High
28040,6.5,1,Remote,Normal
59608,6.6,1,Hybrid,Normal
58009,4.1,8,Hybrid,Normal
33771,8.8,15,Hybrid,Normal
7818,8.1,16,Onsite,High
11741,9.5,12,Remote,Normal
3520,10.1,7,Remote,Normal
20523,8.8,15,Onsite,Normal
70833,11.9,16,Remote,Normal
24096,12.0,2,Remote,Normal
71461,7.8,19,Remote,High
48855,4.4,19,Hybrid,High
30640,5.0,20,Onsite,High
5580,10.9,1,Hybrid,Normal
66110,11.2,3,Remote,Normal
78044,7.1,13,Onsite,Normal
58409,6.2,13,Remote,Normal
71315,6.0,22,Hybrid,High
76203,10.1,16,Onsite,Normal
49755,4.2,7,Remote,Normal
69906,6.8,11,Hybrid,Normal
32399,6.2,9,Onsite,Normal
5622,11.0,5,Onsite,Normal
32152,5.9,24,Onsite,High
35411,7.4,1,Onsite,Normal
78007,4.5,24,Remote,High
14628,4.9,24,Remote,High
48796,4.9,16,Remote,High
58919,9.0,20,Hybrid,High
78453,7.0,20,Remote,High
65686,10.6,24,Hybrid,Normal
18142,11.8,8,Onsite,Normal
85247,9.2,21,Onsite,Normal
27380,10.3,2,Hybrid,Normal
67581,8.9,24,Remote,High
46270,9.3,17,Remote,Normal
24295,7.6,11,Hybrid,Normal
48624,8.4,19,Hybrid,High
69304,8.1,17,Onsite,High
85410,6.8,8,Remote,Normal
67202,6.1,10,Remote,Normal
48953,11.5,8,Remote,Normal
63137,7.5,20,Hybrid,High
69246,5.7,19,Onsite,High
32395,4.8,19,Remote,High
9400,4.0,24,Remote,High
39734,6.4,9,Hybrid,Normal
34371,11.3,24,Hybrid,Normal
19902,4.7,7,Hybrid,Normal
16527,6.2,17,Hybrid,High
20244,4.3,3,Hybrid,Normal
790,8.8,23,Hybrid,High
65592,8.5,15,Onsite,Normal
60708,11.0,16,Onsite,Normal
58322,10.9,17,Hybrid,Normal
39275,5.5,16,Onsite,High
49344,11.6,10,Hybrid,Normal
32975,6.1,23,Onsite,High
45791,7.8,23,Hybrid,High
40348,9.4,24,Hybrid,Normal
82219,7.2,15,Remote,Normal
43392,7.9,16,Hybrid,High
45725,9.2,23,Remote,Normal
41518,7.0,24,Remote,High
45441,10.3,12,Hybrid,Normal
47399,7.1,4,Onsite,Normal
42898,6.0,11,Onsite,Normal
88632,12.0,22,Remote,Normal
70371,11.6,18,Hybrid,Normal
75467,11.3,4,Remote,Normal
49638,11.5,5,Remote,Normal
87257,4.5,19,Remote,High
53310,11.1,6,Onsite,Normal
35545,4.6,2,Remote,Normal
50641,7.6,13,Onsite,Normal
35018,9.7,3,Remote,Normal
84943,4.9,14,Remote,Normal
86967,10.7,7,Onsite,Normal
54562,5.0,18,Hybrid,High
75482,10.6,13,Remote,Normal
4861,5.4,2,Remote,Normal
10444,9.5,4,Onsite,Normal
70671,8.1,7,Onsite,Normal
26837,6.2,19,Hybrid,High
32888,7.2,4,Hybrid,Normal
23663,6.8,11,Hybrid,Normal
13372,7.2,21,Hybrid,High
66177,10.0,16,Onsite,Normal
73637,6.6,14,Hybrid,Normal
18748,5.4,20,Remote,High
62101,4.3,18,Hybrid,High
7532,4.1,4,Hybrid,Normal
6706,8.3,17,Onsite,High
42562,8.1,6,Hybrid,Normal
67349,5.5,22,Remote,High
49172,7.2,16,Onsite,High
14276,6.6,3,Remote,Normal
71834,9.6,5,Onsite,Normal
16983,5.1,3,Remote,Normal
81323,4.2,6,Hybrid,Normal
16320,6.0,22,Hybrid,High
50770,8.2,4,Remote,Normal
76272,4.6,8,Remote,Normal
11434,6.3,2,Onsite,Normal
60607,7.0,20,Onsite,High
64289,10.0,17,Onsite,Normal
87025,4.5,15,Onsite,Normal
44326,6.9,21,Remote,High
