employee_id,training_program,training_hours,completion_status
18347,Technical,52,In Progress
45436,Technical,17,Completed
12545,Compliance,93,Completed
46367,Leadership,43,Completed
42552,Technical,117,Completed
12211,Compliance,27,Completed
47703,Technical,18,In Progress
29225,Leadership,112,In Progress
12757,Technical,40,In Progress
9859,Compliance,74,Completed
42472,Compliance,92,In Progress
21617,Leadership,7,Completed
46754,Compliance,42,Completed
8172,Leadership,10,Completed
45081,Soft Skills,64,Completed
22230,Soft Skills,88,In Progress
41432,Technical,9,Completed
49101,Leadership,27,Completed
56819,Leadership,116,Completed
49865,Soft Skills,20,Completed
43165,Compliance,16,Completed
49788,Technical,109,Completed
78,Technical,88,In Progress
47473,Technical,42,Completed
2600,Compliance,80,Completed
45250,Leadership,32,Completed
6371,Technical,119,Completed
27554,Compliance,60,Completed
58574,Soft Skills,8,Completed
19553,Technical,107,In Progress
22296,Leadership,48,Completed
20295,Compliance,111,Completed
37445,Technical,45,Completed
38352,Leadership,25,Completed
49812,Leadership,64,Completed
19789,Technical,114,Completed
33705,Leadership,98,Completed
43693,Leadership,12,In Progress
11047,Technical,29,In Progress
1584,Leadership,69,Completed
3832,Technical,103,In Progress
49247,Compliance,61,Completed
33917,Technical,85,Completed
59245,Soft Skills,79,In Progress
1640,Leadership,71,Completed
46995,Soft Skills,43,Completed
7136,Compliance,114,In Progress
56139,Soft Skills,4,Completed
14465,Soft Skills,42,In Progress
12895,Soft Skills,108,Completed
27176,Compliance,98,Completed
28261,Soft Skills,89,Completed
3719,Technical,4,In Progress
13253,Technical,83,Completed
44865,Technical,65,Completed
41691,Leadership,10,Completed
57148,Technical,24,Completed
51241,Technical,94,Completed
1250,Soft Skills,107,Completed
34025,Leadership,110,Completed
55812,Compliance,10,Completed
57252,Leadership,39,Completed
9512,Technical,80,Completed
54327,Leadership,89,Completed
39797,Compliance,99,In Progress
3803,Technical,88,Completed
59402,Compliance,101,Completed
23985,Technical,54,Completed
14568,Soft Skills,28,Completed
27658,Leadership,67,In Progress
14746,Leadership,42,Completed
28283,Technical,116,Completed
3225,Technical,33,In Progress
48932,Leadership,47,In Progress
57144,Compliance,62,In Progress
33714,Soft Skills,69,In Progress
56975,Leadership,27,In Progress
7733,Leadership,29,In Progress
4431,Leadership,16,In Progress
7176,Soft Skills,22,Completed
874,Soft Skills,83,In Progress
31018,Leadership,104,Completed
58006,Leadership,35,Completed
36420,Leadership,21,Completed
32865,Compliance,28,Completed
48142,Leadership,83,Completed
47698,Compliance,113,In Progress
32561,Soft Skills,102,Completed
50863,Leadership,83,Completed
20787,Leadership,93,Completed
13576,Leadership,83,Completed
44060,Leadership,81,In Progress
18334,Technical,113,In Progress
28334,Leadership,114,In Progress
49176,Technical,31,Completed
33431,Compliance,71,Completed
56698,Leadership,24,Completed
12583,Compliance,14,Completed
27874,Technical,64,In Progress
6127,Leadership,107,In Progress
449,Technical,29,Completed
24374,Compliance,27,Completed
47361,Soft Skills,31,In Progress
56508,Leadership,35,Completed
18497,Leadership,21,Completed
26832,Compliance,57,Completed
47470,Technical,53,Completed
49913,Soft Skills,9,Completed
44970,Soft Skills,33,In Progress
708,Compliance,103,Completed
12700,Compliance,93,Completed
37379,Leadership,44,Completed
17919,Technical,104,In Progress
5857,Soft Skills,118,Completed
9384,Soft Skills,38,Completed
8934,Soft Skills,109,Completed
39816,Technical,83,In Progress
36723,Leadership,60,Completed
19081,Compliance,95,Completed
20316,Soft Skills,70,In Progress
56693,Leadership,53,Completed
48076,Compliance,67,Completed
20461,Technical,95,Completed
39434,Leadership,38,In Progress
13285,Compliance,80,Completed
49918,Technical,12,Completed
53325,Technical,82,Completed
12884,Soft Skills,50,Completed
50661,Compliance,96,Completed
12998,Compliance,15,In Progress
51174,Compliance,83,Completed
40728,Compliance,73,In Progress
15000,Technical,114,Completed
36555,Leadership,37,Completed
45060,Soft Skills,11,In Progress
3832,Leadership,109,In Progress
58629,Compliance,13,Completed
13357,Compliance,58,Completed
6727,Soft Skills,61,Completed
58368,Technical,87,Completed
38381,Soft Skills,37,In Progress
15110,Soft Skills,65,In Progress
37506,Leadership,15,In Progress
54946,Technical,85,Completed
49011,Soft Skills,105,Completed
2432,Compliance,39,Completed
32078,Leadership,60,Completed
21375,Leadership,73,Completed
35617,Technical,45,Completed
46117,Technical,67,Completed
6221,Soft Skills,5,Completed
48280,Technical,32,In Progress
59475,Technical,28,Completed
56280,Soft Skills,93,Completed
26767,Leadership,8,Completed
13840,Soft Skills,83,In Progress
28143,Technical,90,In Progress
46713,Technical,41,Completed
53457,Compliance,68,Completed
49167,Technical,79,Completed
34226,Technical,83,In Progress
4106,Compliance,71,In Progress
46540,Compliance,113,Completed
28098,Technical,83,Completed
6258,Compliance,22,Completed
52202,Soft Skills,99,Completed
10865,Soft Skills,113,In Progress
27989,Technical,100,In Progress
59309,Leadership,53,Completed
47400,Technical,110,Completed
22947,Soft Skills,13,Completed
48907,Soft Skills,10,Completed
11324,Leadership,12,Completed
24281,Soft Skills,58,In Progress
6446,Compliance,97,Completed
4042,Compliance,63,Completed
18887,Technical,46,Completed
12145,Compliance,72,Completed
49769,Leadership,14,Completed
32619,Leadership,35,Completed
46441,Soft Skills,75,In Progress
45424,Technical,31,Completed
26831,Technical,116,Completed
12574,Leadership,119,Completed
5745,Compliance,34,Completed
12196,Technical,102,In Progress
48025,Compliance,118,Completed
29160,Compliance,31,In Progress
54063,Soft Skills,79,Completed
7702,Leadership,70,In Progress
15872,Compliance,103,Completed
7711,Leadership,51,Completed
48120,Technical,14,Completed
38154,Soft Skills,44,Completed
42189,Soft Skills,70,Completed
24753,Leadership,110,In Progress
47162,Compliance,71,Completed
53675,Technical,42,In Progress
24139,Leadership,64,Completed
25466,Leadership,82,Completed
32831,Compliance,70,Completed
10456,Compliance,90,In Progress
27224,Compliance,61,Completed
32398,Soft Skills,63,Completed
22510,Compliance,4,Completed
22040,Compliance,12,Completed
11543,Soft Skills,16,Completed
32025,Leadership,76,Completed
16021,Compliance,28,In Progress
29601,Leadership,19,In Progress
635,Soft Skills,58,Completed
37955,Leadership,108,Completed
46632,Technical,119,In Progress
46619,Compliance,83,In Progress
42577,Compliance,10,In Progress
3860,Soft Skills,21,Completed
50081,Soft Skills,37,Completed
57721,Soft Skills,110,In Progress
36496,Technical,28,Completed
16123,Technical,71,Completed
34450,Leadership,17,Completed
52448,Technical,17,Completed
31432,Compliance,34,Completed
58630,Technical,81,In Progress
3289,Technical,83,Completed
4138,Compliance,31,In Progress
45024,Soft Skills,60,Completed
37820,Leadership,103,In Progress
31914,Leadership,84,Completed
25822,Soft Skills,56,Completed
22997,Leadership,65,Completed
17912,Leadership,55,Completed
15426,Soft Skills,54,Completed
7025,Soft Skills,91,Completed
36006,Leadership,27,Completed
10830,Leadership,13,Completed
33430,Compliance,70,Completed
54220,Technical,19,Completed
6089,Soft Skills,54,Completed
14112,Compliance,62,Completed
46563,Soft Skills,115,Completed
58978,Technical,110,In Progress
21632,Compliance,73,Completed
32303,Compliance,56,In Progress
19966,Soft Skills,63,In Progress
49687,Soft Skills,70,Completed
35637,Leadership,50,Completed
2049,Compliance,19,In Progress
22344,Technical,9,In Progress
9341,Leadership,69,Completed
57267,Leadership,110,Completed
53242,Technical,80,In Progress
2942,Soft Skills,21,In Progress
47896,Soft Skills,93,Completed
54063,Soft Skills,80,Completed
47252,Technical,89,In Progress
9026,Leadership,57,Completed
56335,Leadership,71,In Progress
23467,Leadership,52,Completed
1466,Leadership,18,Completed
29168,Compliance,79,Completed
58072,Compliance,16,In Progress
48859,Compliance,97,Completed
3392,Technical,49,In Progress
12242,Compliance,90,In Progress
31693,Compliance,102,Completed
30521,Leadership,106,Completed
29587,Technical,75,Completed
17416,Leadership,67,Completed
57894,Soft Skills,45,Completed
47433,Compliance,114,Completed
37337,Soft Skills,70,Completed
10686,Soft Skills,90,Completed
4792,Compliance,72,Completed
55534,Soft Skills,90,Completed
28905,Leadership,105,In Progress
34587,Leadership,87,Completed
16081,Technical,112,Completed
50370,Leadership,97,Completed
54791,Compliance,78,Completed
31705,Soft Skills,104,Completed
45493,Leadership,51,In Progress
56075,Compliance,23,In Progress
6003,Leadership,81,Completed
34727,Leadership,93,Completed
38416,Soft Skills,35,In Progress
19219,Technical,83,Completed
27127,Technical,38,Completed
17459,Leadership,106,Completed
8907,Leadership,25,In Progress
32590,Leadership,6,In Progress
20441,Compliance,115,Completed
49780,Soft Skills,81,Completed
5401,Technical,33,In Progress
5811,Compliance,31,Completed
59805,Soft Skills,77,In Progress
57983,Soft Skills,21,Completed
54356,Technical,100,In Progress
13614,Soft Skills,81,Completed
24642,Soft Skills,42,In Progress
24940,Technical,42,In Progress
7139,Soft Skills,29,Completed
33223,Leadership,14,Completed
46250,Technical,104,Completed
47341,Compliance,109,Completed
12560,Leadership,74,Completed
28603,Compliance,12,Completed
48929,Leadership,37,Completed
23811,Soft Skills,90,Completed
10991,Compliance,75,Completed
1604,Soft Skills,65,Completed
4707,Compliance,85,Completed
14364,Leadership,46,In Progress
54303,Technical,73,Completed
21080,Leadership,65,Completed
10299,Soft Skills,63,Completed
49485,Compliance,64,Completed
45969,Soft Skills,32,Completed
30939,Leadership,113,Completed
13409,Technical,59,In Progress
6365,Compliance,117,In Progress
12129,Leadership,80,Completed
2098,Compliance,113,In Progress
31441,Technical,113,In Progress
56415,Compliance,7,Completed
48628,Compliance,58,Completed
46442,Soft Skills,118,In Progress
32182,Compliance,89,Completed
51290,Compliance,35,Completed
35596,Compliance,81,Completed
43454,Leadership,47,Completed
7708,Technical,22,Completed
22203,Technical,95,Completed
491,Compliance,93,In Progress
27596,Technical,4,Completed
52647,Soft Skills,87,Completed
15572,Leadership,9,In Progress
51737,Soft Skills,81,Completed
28829,Compliance,47,Completed
14985,Soft Skills,48,Completed
17537,Soft Skills,35,Completed
53164,Leadership,103,Completed
48046,Compliance,16,In Progress
17858,Soft Skills,110,In Progress
38106,Leadership,73,Completed
18853,Technical,104,In Progress
22356,Soft Skills,83,Completed
2941,Leadership,16,Completed
45439,Technical,84,Completed
20906,Soft Skills,102,In Progress
36711,Leadership,64,Completed
58299,Soft Skills,80,Completed
29394,Leadership,26,Completed
8673,Compliance,53,In Progress
45263,Soft Skills,32,Completed
31637,Technical,54,Completed
14191,Leadership,52,Completed
47576,Compliance,29,Completed
10073,Technical,30,Completed
33372,Soft Skills,34,Completed
38677,Compliance,60,In Progress
27662,Compliance,87,Completed
59937,Leadership,32,Completed
12913,Compliance,62,Completed
26593,Technical,51,Completed
18850,Compliance,102,In Progress
30980,Compliance,84,Completed
3054,Soft Skills,35,Completed
10834,Soft Skills,53,In Progress
49885,Compliance,86,Completed
45634,Compliance,119,Completed
33243,Soft Skills,55,Completed
19346,Soft Skills,22,In Progress
37947,Leadership,117,Completed
4685,Leadership,112,In Progress
35970,Technical,113,Completed
16224,Leadership,58,In Progress
8743,Soft Skills,9,Completed
4916,Soft Skills,118,Completed
48129,Leadership,78,Completed
41144,Soft Skills,119,Completed
18098,Compliance,31,Completed
25812,Compliance,43,Completed
4042,Compliance,20,In Progress
40,Compliance,74,Completed
9052,Technical,7,Completed
57852,Compliance,60,Completed
45293,Technical,93,Completed
58193,Technical,5,Completed
39705,Technical,112,Completed
59353,Soft Skills,56,Completed
13751,Technical,104,Completed
50130,Leadership,80,Completed
47963,Leadership,113,Completed
12534,Technical,37,Completed
29820,Soft Skills,113,In Progress
9382,Compliance,105,Completed
8141,Technical,47,Completed
41805,Soft Skills,83,Completed
54143,Technical,106,In Progress
47746,Compliance,88,In Progress
13443,Compliance,38,Completed
56777,Leadership,68,In Progress
21141,Soft Skills,58,In Progress
18557,Technical,29,Completed
21880,Technical,100,In Progress
35812,Compliance,31,Completed
36548,Soft Skills,60,Completed
35321,Leadership,93,In Progress
7944,Leadership,104,In Progress
32708,Leadership,79,In Progress
13964,Leadership,41,In Progress
5044,Technical,67,Completed
26831,Leadership,56,Completed
56825,Soft Skills,23,Completed
39474,Soft Skills,15,Completed
47233,Soft Skills,100,Completed
1399,Technical,60,Completed
27547,Compliance,70,Completed
13021,Compliance,105,In Progress
22340,Leadership,88,Completed
50498,Technical,40,Completed
2119,Technical,81,Completed
57741,Soft Skills,93,Completed
7125,Leadership,51,Completed
45463,Soft Skills,103,Completed
31611,Compliance,64,In Progress
35363,Leadership,92,In Progress
36273,Compliance,86,In Progress
9244,Technical,14,Completed
17437,Leadership,63,In Progress
24408,Leadership,11,Completed
931,Leadership,65,In Progress
58448,Soft Skills,33,Completed
34619,Soft Skills,36,Completed
48682,Technical,115,In Progress
4044,Technical,13,Completed
30909,Compliance,95,Completed
57547,Compliance,5,Completed
9742,Leadership,119,In Progress
18778,Technical,94,Completed
31839,Leadership,70,Completed
27664,Leadership,41,Completed
42024,Technical,101,Completed
18341,Leadership,23,Completed
11924,Compliance,80,In Progress
58852,Technical,83,In Progress
51349,Compliance,35,Completed
52152,Leadership,35,In Progress
40417,Technical,81,Completed
14225,Compliance,36,Completed
46039,Technical,31,Completed
32909,Technical,94,Completed
10959,Technical,92,Completed
468,Soft Skills,25,In Progress
13693,Leadership,24,Completed
31521,Compliance,102,Completed
5978,Soft Skills,79,Completed
22084,Technical,69,Completed
22061,Leadership,26,Completed
22448,Leadership,18,In Progress
54961,Compliance,60,Completed
40803,Soft Skills,27,Completed
39869,Leadership,64,In Progress
36968,Technical,58,Completed
44752,Leadership,36,In Progress
58410,Leadership,47,Completed
17459,Technical,119,Completed
28508,Soft Skills,38,Completed
35644,Technical,34,In Progress
29729,Compliance,67,Completed
38465,Compliance,61,Completed
31135,Technical,48,Completed
28660,Compliance,108,Completed
23383,Soft Skills,114,In Progress
21450,Leadership,51,Completed
9781,Soft Skills,91,Completed
36459,Leadership,35,Completed
32020,Soft Skills,5,Completed
45719,Soft Skills,119,Completed
21380,Technical,63,In Progress
49270,Technical,58,Completed
29595,Technical,68,Completed
45689,Technical,55,Completed
35403,Compliance,108,Completed
28455,Soft Skills,83,Completed
9380,Leadership,14,In Progress
14617,Leadership,7,Completed
869,Technical,90,In Progress
56839,Technical,17,Completed
44673,Leadership,57,Completed
47541,Soft Skills,84,Completed
46744,Compliance,64,Completed
8955,Technical,107,In Progress
55003,Technical,11,In Progress
58901,Technical,27,Completed
50018,Compliance,20,Completed
33350,Soft Skills,13,In Progress
32390,Compliance,93,Completed
28296,Compliance,100,Completed
41139,Compliance,111,In Progress
3257,Leadership,64,Completed
7475,Soft Skills,8,Completed
18181,Leadership,61,Completed
10327,Technical,89,In Progress
23379,Compliance,53,In Progress
3778,Leadership,91,In Progress
58075,Technical,70,In Progress
29495,Leadership,112,In Progress
33893,Compliance,99,In Progress
1155,Soft Skills,73,In Progress
27470,Technical,72,Completed
44947,Leadership,49,Completed
