employee_id,current_level,years_in_current_role,promotion_eligible
15313,Junior,4,No
23603,Mid,6,Yes
10485,Junior,2,No
45311,Junior,6,No
411,Junior,0,Yes
16225,Senior,7,No
10249,Lead,3,Yes
29855,Junior,5,No
13528,Mid,1,Yes
39318,Mid,3,Yes
3854,Mid,3,No
53438,Junior,7,Yes
488,Junior,7,Yes
41096,Lead,5,No
37668,Lead,3,No
29876,Mid,7,No
28697,Senior,7,No
27547,Lead,2,Yes
57297,Lead,4,No
10208,Junior,0,Yes
25775,Senior,5,No
12749,Lead,0,No
8909,Junior,7,No
41347,Lead,0,No
56552,Lead,3,No
58974,Junior,7,Yes
21171,Junior,3,No
38459,Mid,4,No
50971,Lead,4,No
29119,Lead,2,No
12562,Mid,7,No
24577,Lead,0,Yes
57332,Senior,4,No
29610,Senior,4,Yes
33223,Senior,7,Yes
43257,Junior,2,Yes
40069,Senior,7,Yes
10425,Lead,6,Yes
23728,Junior,0,No
30204,Mid,5,No
39325,Lead,7,Yes
35172,Senior,3,Yes
23511,Senior,7,No
58066,Lead,7,Yes
31688,Junior,1,Yes
51519,Junior,6,No
23962,Junior,4,No
8829,Junior,5,No
39389,Junior,2,No
17857,Lead,2,No
32020,Mid,6,No
45704,Mid,2,No
48705,Senior,2,No
21818,Lead,1,Yes
33592,Mid,2,No
30012,Lead,0,No
40630,Junior,6,Yes
2909,Junior,1,No
5372,Lead,4,No
23609,Senior,2,Yes
1930,Lead,7,Yes
15154,Senior,7,No
55071,Mid,7,Yes
40393,Senior,5,No
30879,Senior,2,No
8026,Junior,1,No
26176,Junior,0,No
28516,Senior,2,Yes
12853,Mid,4,No
29151,Lead,6,No
1737,Lead,7,No
30039,Senior,3,No
430,Junior,7,Yes
30090,Senior,0,No
7726,Lead,6,No
16432,Junior,3,No
24372,Mid,6,Yes
40308,Senior,0,No
30109,Junior,6,No
1045,Senior,1,No
59943,Junior,6,No
7678,Lead,7,No
54878,Junior,4,No
37308,Junior,7,No
9740,Lead,3,No
24616,Junior,4,Yes
45277,Lead,0,No
48864,Mid,3,No
46216,Senior,0,Yes
4785,Mid,6,Yes
54563,Junior,2,No
32146,Lead,2,No
16736,Senior,2,No
55986,Mid,2,Yes
38882,Senior,3,Yes
9328,Mid,3,No
52344,Junior,6,No
17380,Junior,7,No
24293,Junior,6,No
15160,Mid,2,No
49822,Mid,0,No
55859,Mid,3,Yes
358,Mid,5,No
55916,Mid,7,No
12431,Lead,1,No
18616,Junior,2,No
11642,Lead,2,No
51632,Lead,4,No
15603,Mid,7,No
24910,Senior,2,No
10593,Senior,1,No
24912,Mid,3,No
14034,Lead,5,No
43668,Senior,2,Yes
35490,Mid,2,No
33180,Senior,6,No
18244,Junior,5,Yes
16196,Mid,4,Yes
24621,Lead,6,Yes
46832,Senior,5,Yes
9289,Senior,5,Yes
289,Mid,4,Yes
22762,Senior,2,Yes
35859,Lead,0,No
3528,Mid,5,No
38683,Lead,2,Yes
39816,Senior,6,Yes
34967,Mid,7,No
15209,Lead,4,No
51595,Senior,3,No
17404,Senior,3,No
22076,Junior,3,Yes
52576,Mid,5,No
34571,Mid,0,No
34017,Lead,7,Yes
25610,Lead,5,No
56002,Mid,1,Yes
34581,Mid,5,No
28841,Mid,7,No
36533,Senior,2,No
48107,Senior,5,No
2736,Lead,1,No
53785,Senior,1,No
43873,Senior,4,Yes
38167,Junior,4,No
51863,Lead,3,No
27021,Senior,4,No
33993,Lead,2,No
15787,Lead,3,No
9491,Senior,4,No
57212,Senior,4,No
9366,Lead,5,Yes
85,Junior,6,No
38489,Junior,6,Yes
27177,Lead,3,Yes
26551,Lead,0,Yes
47192,Mid,1,No
6693,Lead,6,No
380,Senior,7,No
44614,Mid,2,No
4232,Mid,1,No
6437,Junior,7,No
50759,Mid,5,Yes
56593,Mid,4,No
36959,Senior,4,No
8125,Senior,2,No
13522,Lead,5,No
39501,Senior,6,No
47792,Senior,0,Yes
13348,Junior,2,No
13671,Junior,0,No
34200,Mid,3,No
57605,Junior,7,No
29038,Senior,3,Yes
18773,Senior,0,No
46527,Junior,6,Yes
26565,Lead,5,Yes
50696,Lead,2,No
36953,Lead,7,Yes
30030,Senior,4,No
20539,Mid,5,Yes
15374,Mid,1,No
15929,Senior,0,Yes
53191,Mid,0,No
21864,Mid,6,No
59503,Senior,1,No
48296,Senior,1,Yes
38386,Mid,2,Yes
13820,Senior,0,Yes
22925,Lead,5,No
35918,Mid,4,Yes
25925,Mid,0,No
45473,Lead,4,No
28789,Lead,3,Yes
9381,Mid,4,Yes
34441,Mid,5,No
49237,Mid,2,Yes
19345,Senior,7,No
5258,Lead,5,Yes
23698,Senior,5,No
20566,Senior,6,No
3417,Mid,0,No
8648,Senior,4,No
20760,Mid,7,No
27008,Junior,6,Yes
49513,Senior,3,Yes
15422,Mid,2,Yes
25947,Senior,7,Yes
7452,Mid,1,Yes
1573,Junior,4,No
40210,Mid,1,Yes
6304,Lead,7,Yes
44968,Junior,2,No
5039,Junior,4,Yes
13417,Lead,4,No
3031,Senior,5,No
16432,Mid,0,No
36902,Mid,2,Yes
31045,Mid,6,Yes
12479,Mid,1,Yes
50822,Junior,0,No
29818,Lead,3,Yes
48591,Junior,2,No
44491,Mid,0,Yes
21219,Lead,3,No
6421,Mid,5,No
24238,Lead,5,Yes
31122,Senior,7,No
35846,Mid,6,No
12605,Mid,5,No
56856,Lead,6,Yes
7615,Senior,2,Yes
57633,Junior,5,No
24934,Mid,7,No
5097,Mid,6,Yes
53964,Senior,2,No
40900,Senior,0,No
57246,Lead,7,No
36818,Senior,2,No
14241,Lead,1,No
56596,Lead,7,Yes
30024,Lead,1,No
53047,Senior,1,Yes
53557,Junior,5,No
7993,Lead,7,Yes
34115,Lead,1,No
36212,Senior,4,No
7309,Mid,5,No
11080,Junior,6,No
27279,Lead,2,No
43650,Lead,4,No
37856,Lead,5,Yes
14810,Lead,2,No
6314,Senior,5,No
51238,Senior,5,Yes
9751,Junior,6,No
35461,Lead,5,No
21004,Junior,5,No
53950,Mid,0,No
19983,Lead,6,Yes
40606,Lead,6,Yes
45030,Junior,5,No
15303,Mid,2,No
48104,Senior,5,No
8451,Mid,3,No
4156,Junior,6,No
18993,Lead,4,Yes
34504,Senior,4,Yes
13256,Mid,4,No
40660,Lead,7,No
4528,Mid,1,No
58386,Lead,5,No
32235,Senior,0,Yes
53588,Lead,5,No
40054,Senior,2,No
45929,Senior,1,No
41573,Lead,5,Yes
2383,Senior,0,No
41154,Senior,3,No
34076,Mid,7,No
16581,Lead,1,Yes
15224,Lead,2,No
23640,Senior,4,No
3705,Lead,4,Yes
24323,Junior,1,No
12440,Lead,7,No
28904,Senior,3,No
37198,Mid,1,No
3063,Mid,2,No
3214,Junior,2,No
14217,Lead,4,No
8265,Senior,7,Yes
20354,Lead,2,No
48943,Senior,5,Yes
34,Mid,5,No
23900,Lead,3,Yes
52059,Senior,1,No
31808,Junior,1,Yes
57177,Junior,7,Yes
17836,Junior,5,Yes
6549,Senior,7,Yes
21681,Junior,7,Yes
10265,Senior,2,Yes
28785,Senior,3,No
35565,Senior,4,No
49153,Junior,0,Yes
38416,Senior,1,No
35001,Lead,7,No
17791,Lead,4,No
43737,Junior,3,No
4415,Senior,7,No
1230,Mid,6,Yes
52750,Mid,5,No
25883,Junior,2,No
33229,Mid,7,No
33040,Junior,4,Yes
56424,Lead,7,No
56470,Junior,4,No
11663,Junior,6,No
19055,Mid,5,No
38034,Lead,0,Yes
30918,Junior,1,No
15214,Junior,3,Yes
50797,Senior,2,No
23913,Lead,3,Yes
10141,Senior,6,No
47027,Senior,0,No
37525,Lead,2,No
14280,Lead,2,Yes
57377,Lead,5,Yes
7887,Senior,6,No
43542,Junior,6,Yes
47658,Mid,7,No
45298,Senior,4,Yes
13703,Senior,7,Yes
42094,Junior,4,Yes
18930,Mid,0,No
29265,Lead,1,No
31729,Senior,7,Yes
37344,Junior,0,Yes
17383,Senior,7,No
32303,Junior,2,No
16939,Senior,7,No
17303,Lead,6,Yes
31305,Junior,0,No
49047,Lead,1,No
18962,Mid,2,No
8250,Mid,4,No
4821,Senior,5,No
58784,Junior,0,Yes
2901,Lead,0,Yes
4430,Mid,4,Yes
53735,Senior,0,Yes
55789,Lead,2,No
56689,Junior,3,Yes
57836,Mid,4,No
6324,Junior,5,Yes
37379,Mid,7,Yes
53039,Mid,6,No
43028,Lead,6,No
49004,Mid,7,No
26770,Lead,6,No
30104,Junior,0,No
48885,Junior,5,No
53223,Junior,0,Yes
40262,Senior,7,No
48350,Lead,2,No
44420,Senior,2,No
27981,Senior,0,Yes
31334,Senior,2,No
32169,Senior,3,Yes
54016,Senior,4,No
50025,Junior,4,Yes
8386,Lead,2,No
18479,Junior,2,Yes
47176,Lead,5,No
54807,Mid,5,No
29443,Lead,1,No
12878,Mid,6,Yes
23608,Mid,7,No
41327,Senior,5,Yes
26151,Mid,1,No
7775,Mid,2,No
45673,Senior,1,No
37825,Lead,6,No
31042,Junior,1,Yes
31980,Junior,7,No
9944,Mid,7,Yes
37152,Mid,6,No
41823,Senior,1,No
7505,Senior,1,Yes
537,Senior,4,No
7556,Lead,0,Yes
43765,Junior,1,No
43539,Mid,7,No
49495,Senior,4,No
29959,Mid,0,No
10882,Mid,6,No
40093,Mid,4,Yes
31393,Junior,7,Yes
37494,Junior,4,No
24306,Senior,4,Yes
7929,Senior,6,Yes
37777,Lead,7,No
29702,Lead,1,No
42722,Junior,6,Yes
51702,Junior,0,Yes
7877,Lead,4,No
442,Lead,7,No
29232,Mid,1,Yes
56241,Senior,7,No
39441,Senior,7,No
13971,Lead,6,Yes
39895,Mid,3,Yes
3938,Senior,4,No
30356,Lead,2,No
6724,Lead,2,No
19308,Senior,2,No
12909,Mid,6,Yes
15085,Lead,6,Yes
20306,Junior,1,No
45702,Mid,6,No
23990,Senior,4,No
51816,Lead,5,Yes
43103,Junior,0,No
4448,Senior,3,No
46007,Lead,7,No
33372,Junior,6,No
3252,Mid,4,Yes
2583,Mid,2,No
34491,Mid,6,No
9447,Mid,7,Yes
23595,Senior,3,No
25734,Mid,4,No
47341,Lead,6,No
12803,Mid,4,No
5164,Senior,0,No
752,Senior,5,No
16772,Senior,3,Yes
57294,Mid,7,No
52393,Junior,7,No
57186,Senior,2,No
2684,Junior,7,No
45850,Senior,6,No
16083,Junior,5,No
5376,Junior,0,No
40995,Lead,7,Yes
11164,Junior,2,No
26602,Senior,0,Yes
28323,Senior,5,Yes
46661,Lead,6,No
16889,Lead,1,No
19248,Lead,5,No
19337,Senior,7,No
5243,Junior,0,No
49966,Junior,3,Yes
26307,Lead,6,No
53440,Senior,6,No
2280,Senior,0,No
33286,Lead,0,Yes
31727,Mid,3,No
12792,Mid,4,No
59079,Junior,1,Yes
19612,Lead,3,Yes
50538,Lead,4,Yes
33453,Junior,5,Yes
37709,Senior,4,No
40812,Mid,4,No
49104,Senior,6,No
11261,Lead,1,Yes
22162,Mid,1,No
32487,Junior,0,No
57497,Lead,0,Yes
5774,Junior,6,Yes
19786,Junior,5,No
40429,Senior,3,No
27192,Lead,6,No
41107,Mid,2,Yes
31381,Mid,7,No
12409,Lead,2,No
54547,Senior,4,No
56655,Junior,7,Yes
55301,Mid,3,Yes
15685,Junior,6,No
996,Junior,7,No
48358,Mid,2,No
56168,Senior,5,Yes
31169,Senior,0,Yes
38382,Senior,1,Yes
29827,Mid,6,Yes
26197,Lead,3,No
26825,Lead,3,No
16080,Mid,0,No
5732,Lead,0,Yes
58613,Mid,2,Yes
4955,Lead,1,No
43443,Senior,6,No
58914,Mid,3,Yes
47261,Lead,7,No
18679,Lead,3,Yes
54589,Lead,0,No
11561,Lead,7,No
36490,Junior,6,No
35524,Senior,2,No
33366,Senior,4,No
24670,Mid,7,Yes
21646,Senior,4,Yes
1266,Mid,2,Yes
30446,Lead,3,No
16971,Lead,7,Yes
45015,Mid,4,No
12173,Junior,1,No
19143,Senior,6,No
34866,Senior,1,Yes
52596,Junior,5,No
43281,Junior,1,No
16497,Lead,5,No
22136,Senior,7,No
13033,Junior,7,No
33324,Junior,0,Yes
2155,Junior,2,No
32786,Senior,0,Yes
4186,Senior,6,No
16306,Senior,4,No
32651,Senior,2,No
3522,Mid,1,No
28701,Mid,1,Yes
18721,Senior,0,Yes
28352,Lead,7,No
45214,Junior,3,No
29148,Junior,0,No
17235,Senior,2,No
4728,Lead,4,Yes
36571,Lead,4,Yes
47824,Senior,6,No
45194,Mid,4,No
24691,Mid,3,Yes
35586,Junior,4,No
6519,Senior,4,Yes
35472,Senior,0,No
52317,Lead,5,Yes
16757,Lead,3,Yes
13798,Junior,5,No
26429,Lead,1,No
51636,Lead,0,No
19539,Mid,1,Yes
14501,Junior,6,Yes
9174,Lead,2,No
7190,Mid,6,Yes
56722,Senior,0,Yes
59917,Junior,5,No
45804,Lead,7,Yes
27120,Lead,0,No
364,Senior,6,Yes
17933,Mid,3,No
26028,Mid,4,No
49798,Mid,5,No
11469,Senior,7,No
39735,Junior,5,Yes
23473,Junior,6,Yes
56504,Senior,7,Yes
53977,Mid,3,No
28280,Senior,7,No
5360,Mid,1,Yes
14471,Lead,0,No
58687,Senior,7,Yes
31712,Lead,1,No
33005,Mid,2,Yes
37466,Junior,7,Yes
6131,Senior,0,No
17148,Senior,6,No
22025,Lead,6,No
59325,Senior,3,Yes
24075,Junior,1,No
28729,Junior,4,No
35775,Mid,5,No
6745,Mid,6,Yes
53354,Senior,3,No
6292,Senior,3,No
2430,Junior,4,Yes
14937,Mid,1,No
52090,Mid,0,No
48397,Lead,0,Yes
58214,Lead,7,No
33989,Senior,6,Yes
32457,Lead,3,No
17034,Junior,3,No
36094,Senior,7,No
996,Junior,1,No
4328,Senior,6,No
19361,Senior,6,No
52577,Senior,4,No
22953,Junior,0,Yes
126,Senior,2,Yes
51938,Senior,2,No
19266,Senior,1,No
655,Lead,5,No
6783,Lead,0,Yes
37595,Mid,6,Yes
31065,Senior,1,No
33275,Senior,7,Yes
41896,Lead,3,Yes
29517,Mid,4,No
19880,Lead,7,No
24715,Mid,5,No
7426,Junior,3,No
30710,Junior,0,No
50156,Senior,6,Yes
49089,Mid,6,Yes
303,Lead,7,Yes
22102,Junior,1,Yes
12411,Junior,2,No
49327,Mid,4,No
36009,Lead,6,No
25934,Junior,4,No
25821,Mid,4,No
33021,Junior,2,No
24028,Junior,4,No
15267,Junior,5,No
58605,Junior,1,No
6078,Junior,1,No
10021,Mid,3,No
59461,Mid,2,No
18240,Lead,3,No
33433,Senior,7,Yes
40797,Senior,4,Yes
49292,Senior,4,Yes
23879,Mid,5,Yes
36412,Senior,7,Yes
10432,Mid,3,Yes
15020,Mid,2,No
33888,Lead,0,Yes
22560,Senior,2,Yes
3322,Senior,4,No
9457,Senior,2,No
46961,Senior,6,No
14116,Senior,5,No
1204,Lead,6,Yes
34161,Junior,7,No
52804,Senior,6,No
48464,Junior,5,Yes
8294,Lead,0,No
8321,Senior,5,No
35571,Mid,0,No
27296,Senior,0,No
46978,Junior,5,No
42119,Senior,5,No
40233,Junior,4,No
21561,Senior,2,No
35782,Junior,1,Yes
39898,Senior,4,No
35379,Senior,2,Yes
22364,Senior,1,No
9229,Junior,7,No
38047,Mid,5,No
45901,Mid,0,Yes
48404,Senior,0,No
53859,Lead,0,No
23598,Lead,5,Yes
1756,Mid,7,Yes
48369,Mid,6,No
17700,Mid,3,Yes
57345,Lead,6,No
5526,Mid,3,No
29300,Mid,2,No
44130,Senior,7,No
12143,Junior,1,Yes
56533,Mid,3,Yes
34285,Senior,7,No
7172,Lead,1,Yes
649,Lead,4,Yes
15277,Junior,3,No
16628,Junior,4,Yes
38080,Mid,3,No
14087,Lead,5,Yes
34237,Senior,0,No
4033,Mid,5,Yes
15619,Junior,2,No
2203,Lead,1,No
49965,Senior,1,No
45286,Lead,3,No
21400,Mid,1,No
16449,Senior,0,Yes
47793,Junior,0,Yes
7054,Senior,4,No
17386,Lead,1,No
55788,Lead,0,Yes
13008,Mid,4,Yes
57077,Mid,3,No
52583,Mid,3,No
42209,Senior,5,Yes
28511,Junior,4,No
31655,Mid,3,No
38586,Senior,3,No
50449,Mid,1,Yes
46772,Lead,4,No
24632,Junior,0,No
29856,Senior,6,No
800,Senior,4,No
22618,Senior,7,Yes
35540,Mid,4,Yes
40122,Mid,3,No
15318,Senior,3,No
2550,Mid,1,No
13887,Junior,3,No
4311,Lead,5,No
50953,Lead,2,No
24432,Lead,7,Yes
5762,Junior,0,No
55140,Junior,2,Yes
20834,Junior,7,No
31452,Junior,1,No
56761,Junior,0,Yes
50362,Lead,5,No
23260,Junior,6,Yes
57021,Senior,4,No
39206,Mid,5,Yes
13932,Lead,6,No
47583,Junior,6,Yes
50655,Mid,0,Yes
52963,Junior,6,No
38316,Mid,6,Yes
50846,Lead,5,Yes
41260,Senior,7,No
10336,Mid,4,No
46699,Mid,0,No
16540,Mid,4,No
32781,Lead,5,Yes
13699,Senior,7,Yes
53174,Junior,2,No
47297,Junior,3,No
23632,Mid,6,Yes
1526,Mid,6,Yes
52174,Junior,5,No
36695,Mid,5,No
22151,Mid,4,Yes
7300,Senior,7,Yes
24537,Lead,2,No
1882,Mid,5,No
20698,Junior,5,No
12129,Mid,6,Yes
13564,Junior,3,No
353,Mid,6,No
22361,Junior,4,No
39533,Lead,3,No
47742,Junior,2,No
51844,Mid,1,Yes
16775,Junior,6,Yes
7046,Junior,0,No
3756,Senior,7,Yes
29710,Lead,0,No
35950,Lead,7,No
40160,Senior,3,No
42475,Mid,5,No
53089,Mid,7,Yes
44361,Junior,6,No
4222,Lead,2,No
54040,Mid,7,No
24213,Lead,6,No
7936,Lead,6,No
6975,Junior,3,No
55249,Mid,4,Yes
47993,Senior,1,Yes
20294,Lead,7,No
53317,Mid,5,No
49134,Junior,5,No
44196,Mid,3,No
15789,Mid,3,Yes
15792,Senior,7,No
300,Lead,1,No
17033,Senior,3,Yes
21697,Junior,6,Yes
19840,Mid,5,Yes
40044,Mid,2,No
49517,Senior,4,No
56163,Lead,6,Yes
6814,Mid,7,No
39960,Mid,6,No
23712,Mid,1,Yes
6700,Mid,0,No
42963,Junior,3,Yes
23705,Mid,5,Yes
37910,Mid,0,No
47095,Mid,2,No
28588,Junior,3,No
47506,Mid,3,No
3661,Mid,5,No
16138,Junior,2,No
10710,Mid,0,No
40359,Mid,3,No
28163,Lead,7,No
59303,Senior,0,No
18040,Lead,0,No
39233,Mid,1,No
46715,Senior,2,No
31830,Mid,2,No
30477,Junior,2,No
15692,Mid,4,No
57824,Junior,2,Yes
42257,Mid,4,No
48682,Senior,7,No
19605,Mid,0,No
22745,Lead,3,Yes
46943,Senior,2,Yes
49314,Junior,4,No
27442,Lead,1,No
57791,Junior,3,Yes
37237,Junior,1,No
6205,Lead,2,Yes
48955,Mid,0,Yes
6337,Lead,0,Yes
41048,Lead,2,No
43018,Senior,3,No
14372,Lead,2,Yes
44103,Lead,5,No
22313,Mid,3,Yes
468,Junior,7,No
58672,Mid,1,No
21969,Senior,3,No
18955,Junior,5,Yes
28972,Senior,5,Yes
42356,Senior,0,Yes
1009,Mid,0,No
33890,Junior,2,No
55946,Senior,5,No
32966,Mid,0,No
47355,Mid,3,No
2080,Senior,6,No
43660,Junior,4,Yes
5330,Lead,1,Yes
37731,Mid,5,Yes
35709,Junior,2,Yes
49500,Lead,1,No
47554,Mid,6,No
30996,Senior,2,No
13288,Lead,7,Yes
57800,Lead,2,No
52993,Lead,2,No
37844,Mid,2,No
7236,Lead,0,Yes
33319,Senior,7,Yes
3264,Senior,6,No
27875,Mid,5,Yes
58238,Mid,6,No
57607,Mid,4,No
19251,Senior,6,No
53906,Junior,2,No
6808,Lead,5,No
3147,Junior,0,No
26360,Junior,1,No
19003,Mid,7,No
16229,Junior,4,Yes
9094,Junior,7,Yes
40203,Junior,5,No
29746,Lead,2,No
49689,Lead,4,Yes
2744,Junior,5,No
38297,Senior,7,No
10852,Senior,7,No
56073,Lead,0,Yes
20358,Lead,3,Yes
23866,Mid,1,No
58520,Junior,3,Yes
33095,Mid,4,Yes
14117,Junior,2,No
7380,Senior,0,Yes
46667,Junior,5,No
11682,Junior,2,Yes
40268,Lead,6,No
12095,Mid,1,No
41251,Junior,3,No
8873,Junior,1,Yes
38968,Mid,6,No
35677,Senior,1,Yes
37140,Junior,4,No
46490,Lead,0,No
13656,Senior,3,Yes
57002,Senior,7,No
57627,Senior,0,No
35169,Senior,1,No
55180,Junior,1,Yes
45577,Senior,4,Yes
24337,Mid,1,No
47309,Mid,7,No
20678,Mid,1,No
3934,Mid,6,No
28096,Junior,6,No
11169,Senior,3,No
36880,Senior,6,Yes
21790,Mid,7,No
14253,Junior,6,Yes
22470,Mid,6,Yes
38921,Mid,6,No
55359,Senior,6,No
27956,Lead,0,Yes
12031,Lead,1,No
24862,Lead,1,Yes
33966,Lead,7,Yes
50163,Junior,4,Yes
6232,Mid,3,Yes
41272,Senior,1,No
45621,Lead,2,Yes
43942,Lead,4,No
31431,Mid,4,No
3814,Junior,2,Yes
51836,Mid,7,No
43269,Junior,3,No
28948,Junior,5,Yes
3678,Senior,5,No
4901,Senior,7,No
28517,Lead,3,No
16349,Mid,3,No
22461,Senior,7,No
50403,Lead,6,No
11933,Lead,4,No
45487,Mid,0,Yes
36261,Senior,2,Yes
1921,Lead,6,Yes
50876,Mid,6,Yes
53157,Senior,0,No
52512,Lead,1,No
42408,Senior,7,No
18543,Mid,6,No
55384,Senior,6,Yes
54912,Mid,2,No
48052,Lead,0,No
23380,Senior,3,No
12779,Mid,1,No
12887,Mid,6,Yes
55606,Mid,3,No
26436,Lead,3,No
933,Junior,1,No
52412,Lead,1,Yes
9942,Senior,4,No
47181,Lead,5,Yes
40563,Senior,7,No
33745,Mid,1,No
35509,Senior,1,Yes
30318,Junior,3,Yes
47579,Senior,7,No
17902,Mid,1,No
57448,Junior,7,No
19139,Mid,0,Yes
40760,Mid,1,No
14268,Senior,5,No
7693,Lead,7,No
6634,Lead,7,No
57111,Junior,1,Yes
33165,Mid,0,No
48594,Mid,3,Yes
43268,Mid,5,No
6579,Lead,3,Yes
36460,Mid,5,No
16072,Lead,4,Yes
7298,Mid,5,Yes
20468,Junior,4,No
20828,Junior,6,Yes
57548,Senior,2,No
4705,Lead,6,Yes
13341,Mid,5,No
56638,Mid,4,No
28930,Lead,5,Yes
55446,Junior,4,Yes
37605,Junior,5,No
23488,Junior,6,No
28281,Senior,0,No
1721,Senior,2,No
11801,Junior,0,Yes
29466,Junior,4,No
19044,Mid,5,Yes
31479,Lead,2,No
21884,Lead,6,No
47380,Lead,3,Yes
55998,Mid,6,Yes
36432,Lead,2,No
32331,Junior,0,Yes
25643,Lead,7,No
57692,Lead,3,Yes
30662,Lead,3,Yes
27400,Junior,1,No
28841,Junior,7,No
33931,Senior,2,No
29386,Lead,3,No
26366,Senior,4,No
5715,Lead,7,No
54780,Mid,5,Yes
55493,Lead,1,No
25548,Lead,2,No
10034,Lead,1,No
16888,Mid,3,No
37305,Junior,3,No
35409,Junior,4,No
48126,Lead,4,No
6848,Mid,2,Yes
58240,Senior,4,No
38067,Senior,5,No
16511,Lead,0,No
42571,Lead,1,Yes
59120,Junior,7,No
7199,Junior,7,No
14735,Junior,1,No
44668,Junior,4,No
15550,Senior,6,No
29262,Junior,5,No
51403,Mid,6,No
30637,Lead,2,No
14202,Mid,0,No
48713,Senior,4,Yes
31144,Senior,0,Yes
5200,Lead,2,No
21551,Lead,3,No
14516,Junior,3,Yes
10272,Mid,6,No
3311,Mid,7,Yes
25758,Lead,7,No
25227,Senior,6,No
10123,Mid,1,No
44298,Mid,7,No
799,Senior,1,No
26201,Mid,5,No
1030,Junior,1,No
14458,Junior,2,No
6805,Junior,3,No
33196,Lead,7,No
43078,Senior,6,Yes
3678,Lead,7,No
33205,Junior,5,No
58394,Senior,2,Yes
24487,Senior,0,Yes
19842,Senior,2,No
32084,Junior,0,No
55535,Junior,6,No
32604,Lead,1,No
48027,Lead,1,No
13185,Junior,7,Yes
25355,Senior,1,Yes
10649,Senior,5,No
12619,Junior,4,No
4153,Mid,4,Yes
59828,Lead,5,No
4902,Senior,7,Yes
3875,Senior,5,No
47147,Mid,7,Yes
18472,Lead,4,No
16808,Senior,0,Yes
18987,Mid,5,No
39114,Junior,4,No
17460,Mid,6,No
51530,Junior,1,No
13661,Mid,6,Yes
12504,Lead,6,No
6333,Mid,3,Yes
30295,Junior,7,No
8896,Junior,7,Yes
18805,Mid,5,No
34767,Senior,0,No
32201,Mid,6,Yes
56407,Junior,1,No
37162,Lead,1,Yes
33068,Lead,4,Yes
3213,Lead,4,Yes
53537,Junior,4,No
1913,Senior,3,No
44709,Junior,6,No
14853,Lead,0,No
31077,Lead,4,No
32292,Junior,0,No
27539,Mid,6,Yes
37486,Senior,5,No
47018,Mid,2,Yes
26091,Senior,1,Yes
18420,Senior,6,Yes
50178,Mid,0,No
27544,Mid,6,Yes
58795,Mid,4,No
6552,Senior,3,No
53444,Senior,3,Yes
12762,Lead,3,No
13114,Junior,7,No
32276,Mid,2,No
41497,Senior,7,No
19555,Senior,1,No
14940,Mid,6,No
19087,Junior,0,Yes
52654,Mid,6,No
44449,Junior,0,Yes
42553,Lead,6,No
20621,Junior,7,Yes
30786,Mid,2,Yes
28440,Lead,7,No
15893,Senior,3,No
18919,Mid,5,No
45741,Senior,6,No
39890,Junior,3,No
10566,Senior,0,No
55886,Junior,6,No
57923,Lead,5,No
20835,Senior,0,No
2310,Junior,3,No
34203,Junior,7,No
12680,Lead,6,No
19687,Lead,0,Yes
9177,Lead,7,Yes
29314,Junior,0,No
645,Lead,3,No
8851,Junior,0,No
55032,Lead,2,No
50308,Lead,6,No
10284,Mid,3,Yes
15690,Senior,5,No
26234,Senior,2,No
50757,Junior,6,No
59657,Junior,0,No
52262,Junior,0,No
29795,Junior,4,Yes
37783,Lead,5,No
48422,Senior,4,No
349,Senior,2,No
38219,Lead,3,No
44733,Mid,7,No
2670,Junior,2,No
14615,Mid,6,Yes
32067,Mid,5,No
2155,Senior,5,No
43986,Mid,2,Yes
14216,Senior,0,No
8785,Senior,1,Yes
10755,Mid,2,Yes
17776,Mid,3,Yes
43574,Senior,6,Yes
12818,Mid,1,No
12457,Junior,0,Yes
18761,Senior,3,Yes
5385,Mid,2,Yes
4396,Senior,6,Yes
43329,Junior,5,No
39174,Senior,1,Yes
2191,Mid,0,No
11970,Mid,4,Yes
50701,Mid,6,No
31889,Mid,6,No
3396,Mid,5,No
37866,Lead,7,No
20253,Lead,0,No
44291,Mid,3,No
41549,Senior,0,Yes
48846,Junior,2,No
36701,Junior,6,No
21867,Mid,3,No
39025,Mid,5,Yes
7372,Lead,0,Yes
10922,Lead,5,Yes
31489,Senior,1,No
11056,Mid,6,Yes
35390,Lead,1,Yes
6267,Junior,6,Yes
28582,Mid,6,No
54542,Lead,3,No
25003,Junior,0,No
31094,Lead,0,No
15004,Senior,4,No
46083,Mid,5,No
18158,Lead,5,No
9099,Senior,6,No
43374,Lead,2,No
55674,Lead,6,No
5275,Junior,3,No
36441,Lead,3,No
9199,Junior,3,No
9059,Mid,7,Yes
966,Lead,3,No
51187,Mid,0,Yes
44931,Mid,2,Yes
46222,Junior,7,No
41923,Mid,3,No
24567,Junior,0,No
10331,Lead,5,No
18886,Junior,4,No
56140,Senior,7,No
31265,Lead,1,No
45980,Lead,5,No
47856,Junior,5,Yes
47399,Lead,5,Yes
18276,Lead,3,No
58459,Senior,3,No
9423,Lead,6,Yes
22945,Junior,2,No
59302,Senior,0,No
19167,Senior,1,No
41276,Lead,1,No
6289,Mid,3,Yes
24019,Mid,4,No
19824,Mid,6,Yes
35053,Mid,0,No
57622,Lead,2,No
44844,Junior,4,Yes
