employee_id,absent_days,sick_leaves,workload_level,absence_risk
68820,3,5,Medium,Low
83466,17,2,Low,High
6663,27,9,High,High
56388,5,9,High,Low
3950,21,5,Medium,High
82214,6,8,Medium,Low
43072,6,7,Low,Low
66222,9,2,High,Low
54518,26,6,Low,High
38840,17,11,Medium,High
26492,13,7,Medium,High
67026,3,1,Low,Low
84702,2,2,Low,Low
23521,25,2,Low,High
78140,3,13,High,Low
33505,26,1,High,High
82651,12,2,Low,High
33131,26,0,Medium,High
59775,22,3,High,High
47074,5,5,High,Low
70353,5,13,High,Low
44175,8,13,Medium,Low
52161,23,14,High,High
19130,20,0,Low,High
48514,7,7,High,Low
61507,21,14,Low,High
57699,12,6,Medium,High
55857,26,6,High,High
47340,14,10,High,High
1504,9,10,Medium,Low
62074,4,6,High,Low
21533,12,3,Low,High
24969,1,3,High,Low
76815,13,13,Medium,High
68957,6,1,Low,Low
75193,2,7,High,Low
53454,7,5,High,Low
58382,12,12,High,High
21638,6,9,Low,Low
13263,10,11,High,Low
11975,7,11,Medium,Low
74860,19,12,Medium,High
80118,4,14,Low,Low
66695,8,11,High,Low
49350,3,4,High,Low
5295,27,11,High,High
78628,7,3,Medium,Low
74789,25,4,Low,High
55455,20,0,Medium,High
1146,23,12,High,High
58922,20,1,Low,High
44450,20,5,High,High
29690,24,8,Low,High
11673,4,10,Medium,Low
7998,6,14,High,Low
61351,13,7,Low,High
23449,18,12,High,High
78884,26,6,Medium,High
47400,14,14,Low,High
13818,17,7,High,High
27504,12,3,High,High
40612,28,5,Medium,High
64173,23,12,Medium,High
45978,25,2,Low,High
79222,27,5,Medium,High
16935,7,12,Low,Low
68150,5,3,High,Low
46567,8,5,Medium,Low
13573,22,11,Low,High
12673,23,0,High,High
9720,0,8,High,Low
43819,4,1,Medium,Low
24752,0,13,High,Low
32236,23,1,High,High
84521,16,7,High,High
50889,15,12,Medium,High
71572,2,11,High,Low
36223,22,3,High,High
73021,16,5,High,High
77831,21,8,Low,High
47993,25,4,High,High
49022,0,0,High,Low
40408,23,5,Low,High
36456,10,2,High,Low
45485,5,3,Low,Low
53896,8,1,Medium,Low
23171,13,6,Low,High
70561,27,10,High,High
19458,13,12,Medium,High
67338,3,4,Medium,Low
57803,7,8,Medium,Low
3216,12,0,High,High
66847,3,6,Medium,Low
7297,16,3,Low,High
63173,3,7,Medium,Low
80487,15,6,Medium,High
58689,21,13,Medium,High
38076,18,5,Low,High
42551,25,11,Low,High
4882,11,0,High,High
42289,0,10,Medium,Low
925,21,10,Medium,High
13782,24,8,Low,High
22194,18,4,Low,High
51527,19,14,Low,High
34238,26,1,Low,High
43401,0,0,Low,Low
67044,25,12,Low,High
73017,16,0,High,High
21074,14,13,Low,High
24796,25,3,Medium,High
25726,28,1,Medium,High
77644,8,2,Medium,Low
14901,6,14,High,Low
52271,0,8,Low,Low
28545,27,14,High,High
2869,23,7,Low,High
36658,24,3,High,High
39943,8,4,Medium,Low
82886,2,11,Low,Low
32440,27,8,Medium,High
27087,9,12,Low,Low
66139,24,1,Medium,High
46669,29,10,Medium,High
10853,17,3,High,High
62379,27,1,High,High
26442,15,7,Low,High
11187,18,9,Medium,High
8571,20,3,High,High
58373,20,1,Medium,High
6647,0,2,Low,Low
71532,8,9,High,Low
11052,19,11,High,High
24221,3,11,High,Low
38544,18,6,Low,High
56258,27,11,Low,High
17420,12,7,High,High
31116,10,5,High,Low
16694,25,13,Medium,High
77046,15,8,Medium,High
72745,17,1,Medium,High
18315,16,1,Medium,High
50349,25,6,Low,High
19422,7,5,Medium,Low
44083,25,11,Medium,High
35272,3,7,Low,Low
59044,3,4,High,Low
18487,26,14,High,High
40081,27,11,Medium,High
73215,17,4,Low,High
49474,21,10,High,High
55610,1,12,Medium,Low
28375,22,4,High,High
5614,4,10,High,Low
44258,28,11,High,High
13937,7,14,Low,Low
64959,12,12,Low,High
20156,7,12,High,Low
69283,2,11,High,Low
72556,16,12,Medium,High
37424,27,3,Low,High
71231,1,11,High,Low
39458,11,5,High,High
46846,18,4,Low,High
67796,5,3,Low,Low
63499,3,5,High,Low
29933,0,11,Low,Low
35011,1,7,Low,Low
57293,9,5,Medium,Low
15874,5,8,Low,Low
32315,22,7,High,High
55976,0,6,High,Low
12698,7,14,Medium,Low
42990,26,8,High,High
42794,1,10,Low,Low
6406,23,11,Low,High
16635,16,0,High,High
8964,12,1,Low,High
56035,11,7,Low,High
49067,29,8,Medium,High
56387,9,12,Medium,Low
38591,0,0,High,Low
72698,26,13,Medium,High
71488,16,9,Medium,High
68945,11,4,Medium,High
60257,22,13,High,High
40764,25,9,Medium,High
15092,11,12,High,High
74711,5,11,Low,Low
34010,9,6,High,Low
81046,0,6,Medium,Low
59404,11,7,High,High
27469,28,13,Low,High
29607,11,13,High,High
66830,22,4,Medium,High
51630,29,8,Low,High
49824,18,9,Low,High
43261,17,13,Medium,High
6189,23,12,Low,High
20984,19,0,High,High
29895,15,13,High,High
4531,25,6,Medium,High
75633,29,2,Medium,High
6494,15,11,High,High
81722,10,12,Low,Low
79267,22,2,Medium,High
79149,6,9,Low,Low
36712,11,9,Medium,High
42468,10,14,Medium,Low
20318,0,8,Medium,Low
17806,17,5,Medium,High
24976,15,12,Medium,High
82360,20,9,Low,High
28539,8,1,High,Low
79011,29,6,Medium,High
53744,11,1,High,High
27052,18,7,Low,High
54554,13,4,Low,High
69662,0,1,High,Low
12351,8,0,High,Low
66298,6,11,Medium,Low
49069,3,11,High,Low
30275,15,1,Low,High
14176,11,5,High,High
7782,1,8,Medium,Low
10096,27,2,High,High
26743,22,2,High,High
5521,3,0,Medium,Low
55353,28,8,Medium,High
20487,8,12,Low,Low
58087,6,8,High,Low
49418,5,7,Low,Low
15419,26,5,High,High
12080,14,1,High,High
64482,2,8,Low,Low
3519,2,3,Medium,Low
78268,19,4,High,High
41482,12,2,Low,High
6612,3,1,High,Low
79591,5,13,High,Low
61800,24,12,High,High
36534,15,12,Low,High
2972,21,13,High,High
44531,28,14,High,High
69747,29,11,Low,High
44154,27,13,Medium,High
59453,8,2,Medium,Low
19493,12,7,High,High
31716,20,2,High,High
40547,12,6,Low,High
76114,7,4,High,Low
29743,23,5,High,High
3772,15,13,Low,High
46721,9,4,Low,Low
423,14,6,Medium,High
29183,19,12,High,High
715,9,1,Medium,Low
80465,6,11,Medium,Low
37461,8,2,Low,Low
84846,13,4,High,High
47228,2,5,High,Low
53447,0,3,High,Low
52913,1,11,Low,Low
52643,24,11,Low,High
84030,27,8,Medium,High
56918,9,1,Low,Low
22210,17,8,Medium,High
80039,27,5,Medium,High
49561,18,3,Low,High
60101,23,5,Low,High
33953,16,7,Medium,High
60549,18,11,Low,High
23554,11,7,Low,High
9480,6,11,High,Low
4939,21,5,Low,High
78384,6,11,High,Low
16641,22,4,Low,High
47202,20,9,Low,High
28440,21,13,Medium,High
17976,24,11,Medium,High
74717,13,6,High,High
15208,18,1,Low,High
60588,9,2,Medium,Low
50334,14,9,Low,High
2066,16,7,Low,High
62517,19,9,High,High
64902,9,0,Medium,Low
49192,4,0,High,Low
395,24,4,Medium,High
12840,10,1,High,Low
74201,23,1,Low,High
43934,11,10,Medium,High
76123,29,12,Low,High
81316,22,2,Low,High
47493,14,2,Low,High
41602,4,7,Medium,Low
79790,9,4,Medium,Low
51567,10,9,Low,Low
76122,24,2,High,High
61098,16,11,High,High
57664,7,11,High,Low
71678,5,12,High,Low
83800,28,1,Low,High
66650,0,2,High,Low
73171,6,13,Low,Low
15108,19,1,High,High
23980,26,1,Medium,High
9032,7,4,Low,Low
23940,22,3,High,High
63388,25,13,Medium,High
11151,11,4,High,High
26011,4,1,Medium,Low
38717,23,10,Low,High
40407,7,11,Low,Low
63982,7,2,Low,Low
19160,22,2,Medium,High
34748,18,0,Low,High
23177,16,7,High,High
53111,16,8,Low,High
44919,27,12,Low,High
10662,0,3,Medium,Low
32204,11,1,High,High
10639,7,1,High,Low
68161,18,4,High,High
51104,19,7,High,High
22464,7,12,Low,Low
16260,2,12,Medium,Low
45742,22,1,Low,High
42454,23,5,Low,High
23884,26,2,Low,High
25162,3,10,Low,Low
45241,9,10,High,Low
23297,20,8,Medium,High
5047,28,9,Low,High
2008,23,4,Medium,High
57211,3,9,Medium,Low
57767,19,7,Medium,High
12989,28,12,Low,High
11807,10,4,Low,Low
65352,16,13,High,High
8283,12,13,High,High
40702,18,3,Low,High
45711,7,4,High,Low
24370,17,7,Medium,High
58960,24,5,High,High
31878,19,8,High,High
19185,19,4,Medium,High
50221,15,7,Medium,High
586,10,1,High,Low
65973,8,11,Low,Low
5761,2,2,High,Low
41978,6,4,High,Low
20851,28,3,Low,High
35040,28,4,High,High
59905,6,11,Medium,Low
56992,10,4,High,Low
2615,24,0,Low,High
62375,22,14,Medium,High
10366,8,13,Medium,Low
78274,9,12,Low,Low
52507,6,10,Low,Low
32662,17,12,High,High
81951,29,0,High,High
13362,12,10,High,High
42774,15,12,High,High
35995,8,8,Low,Low
32413,25,5,High,High
63816,9,1,High,Low
80503,21,10,High,High
28713,28,6,High,High
43873,26,12,High,High
67100,8,5,Low,Low
78874,24,10,High,High
52722,15,13,Medium,High
62052,29,3,High,High
38937,29,3,Low,High
67793,18,9,High,High
12913,3,9,High,Low
81187,17,0,Medium,High
48668,9,3,Low,Low
46920,12,6,Medium,High
14697,28,6,High,High
60400,5,13,High,Low
16614,22,2,High,High
32976,15,0,High,High
71731,6,8,High,Low
83722,11,11,Medium,High
43196,5,13,High,Low
5381,29,12,Medium,High
44982,15,8,Medium,High
10505,6,6,Low,Low
8229,8,5,High,Low
66538,3,1,High,Low
77772,3,10,High,Low
66654,8,3,Low,Low
76076,14,2,High,High
6163,21,5,Low,High
43952,4,14,Medium,Low
31742,22,12,Low,High
27955,21,6,High,High
44952,3,9,Low,Low
53871,5,8,Medium,Low
4850,8,0,Low,Low
28708,8,1,Low,Low
3271,29,10,Medium,High
72356,29,8,Medium,High
52231,7,8,Low,Low
16494,29,12,High,High
3700,19,0,High,High
554,3,3,High,Low
18247,5,10,Medium,Low
11767,23,13,Medium,High
63527,23,7,High,High
9450,14,3,Low,High
82020,28,10,Medium,High
60818,0,11,High,Low
74976,9,4,High,Low
65215,17,9,Medium,High
61497,23,2,Low,High
28631,17,9,Low,High
6030,24,7,Medium,High
7075,23,12,Medium,High
72251,8,6,High,Low
3610,8,7,High,Low
23159,15,10,Low,High
2312,1,2,High,Low
61568,13,4,Medium,High
64199,6,5,Medium,Low
13907,21,3,High,High
23141,15,7,Medium,High
690,15,13,High,High
77098,7,11,Low,Low
640,14,10,Low,High
61451,20,12,Medium,High
22076,10,3,Low,Low
59174,21,10,Low,High
77063,13,4,Medium,High
46556,7,13,Medium,Low
74664,5,6,Medium,Low
2964,16,4,High,High
4062,10,7,Low,Low
13312,10,5,Medium,Low
35381,5,1,High,Low
44216,28,3,Medium,High
13336,13,10,High,High
71445,14,2,Low,High
21596,18,7,Medium,High
76018,23,7,High,High
71544,18,7,Medium,High
17540,21,14,High,High
36548,22,9,Medium,High
54643,22,9,High,High
46174,27,7,Medium,High
9564,16,11,Low,High
73850,0,2,Medium,Low
12423,20,14,Low,High
61171,26,6,Medium,High
44369,5,5,Low,Low
9918,26,3,Low,High
74787,8,13,High,Low
27936,29,4,High,High
30957,1,14,Medium,Low
63736,1,0,Medium,Low
34653,17,13,High,High
60211,28,2,Low,High
75581,3,13,Low,Low
59488,13,10,Low,High
6381,2,1,High,Low
12584,17,1,High,High
21585,29,3,Low,High
5103,22,10,Medium,High
4724,17,7,Low,High
5214,3,6,Medium,Low
10759,9,6,Medium,Low
75080,12,2,High,High
57987,28,8,Medium,High
73967,27,8,Medium,High
3549,25,7,High,High
20431,4,8,Low,Low
7389,9,1,Medium,Low
40137,6,11,Medium,Low
84778,18,13,High,High
60487,20,0,High,High
24409,13,9,High,High
746,8,4,High,Low
45168,7,3,Medium,Low
10328,0,3,High,Low
35699,22,10,Low,High
17474,28,1,Medium,High
20851,16,14,High,High
82947,24,12,Low,High
52817,19,4,High,High
63931,28,6,High,High
9358,6,3,High,Low
76227,10,8,High,Low
45646,4,8,High,Low
37383,23,5,Medium,High
50893,17,7,High,High
20638,26,5,Low,High
75892,23,3,Low,High
61783,12,4,High,High
50599,3,12,High,Low
32575,2,11,Medium,Low
495,9,9,High,Low
49478,6,9,Low,Low
42539,3,0,High,Low
43119,23,5,High,High
27395,4,6,Medium,Low
79277,3,12,Medium,Low
76885,4,7,High,Low
54833,19,8,Medium,High
50584,5,5,Low,Low
5370,27,6,High,High
78519,16,7,Low,High
49873,21,1,High,High
32189,9,14,High,Low
71336,25,6,Medium,High
34001,12,4,Medium,High
62025,18,2,Low,High
7620,15,11,Medium,High
21054,7,0,High,Low
7701,19,13,Medium,High
69897,23,0,Medium,High
27535,15,14,Low,High
83844,23,1,High,High
55305,10,12,Medium,Low
69608,29,13,Low,High
61178,11,14,Low,High
77454,6,1,Medium,Low
33586,5,13,High,Low
57046,18,13,Low,High
40444,18,14,Low,High
6427,0,7,Medium,Low
11956,8,12,Low,Low
62051,11,1,Medium,High
67104,28,13,Medium,High
58906,22,5,High,High
22937,22,9,Low,High
1019,22,2,High,High
1935,27,9,Low,High
25415,4,8,Low,Low
81886,5,7,Medium,Low
7566,5,6,Low,Low
31010,7,6,High,Low
42286,16,8,Low,High
61542,2,8,Medium,Low
6598,0,7,High,Low
48761,4,1,Low,Low
21594,24,2,Low,High
64994,28,8,Medium,High
47393,20,1,Low,High
54726,27,1,Low,High
47912,18,2,Medium,High
78056,27,8,Low,High
36170,29,7,Low,High
59574,12,0,Low,High
6305,28,8,Medium,High
83161,19,13,Medium,High
29648,23,5,Medium,High
55846,3,5,High,Low
29062,0,2,High,Low
3593,9,9,Medium,Low
10304,13,8,Low,High
38518,0,14,Low,Low
64851,9,10,Low,Low
13432,4,3,Low,Low
25032,25,10,High,High
48315,0,2,High,Low
11614,15,2,High,High
55814,23,5,High,High
25619,3,6,High,Low
30274,25,12,Medium,High
47370,28,4,Medium,High
57714,0,3,High,Low
44296,17,2,Medium,High
67562,18,5,Medium,High
58002,15,7,Medium,High
81355,13,14,Low,High
70456,17,10,Medium,High
43500,25,9,High,High
75825,7,5,High,Low
16377,29,4,Low,High
12237,12,3,High,High
79228,23,3,High,High
60914,7,6,High,Low
64431,12,3,Medium,High
30097,28,11,High,High
77781,6,8,Low,Low
79279,16,10,Medium,High
61163,14,5,Low,High
74155,2,2,Medium,Low
41273,11,10,High,High
10104,14,14,High,High
57169,9,7,Low,Low
42385,2,2,Low,Low
3316,24,0,Medium,High
48112,13,8,Low,High
61398,6,7,Medium,Low
64495,0,3,Medium,Low
47724,2,14,Low,Low
77915,23,8,Medium,High
78534,20,14,High,High
56821,12,1,Medium,High
62013,9,0,Medium,Low
12065,28,0,High,High
68908,6,10,Medium,Low
21825,20,10,Low,High
5781,26,10,High,High
4386,21,9,High,High
38110,10,5,High,Low
39387,19,2,Low,High
72781,5,14,Low,Low
60642,16,14,Low,High
36248,9,10,Medium,Low
24045,27,1,Medium,High
78667,7,6,High,Low
15114,1,3,Medium,Low
22752,18,3,High,High
12598,9,6,High,Low
30369,16,5,Medium,High
52769,6,14,Medium,Low
35894,5,1,Medium,Low
2063,13,12,High,High
84029,7,3,Low,Low
77188,13,7,High,High
32494,2,10,Low,Low
10020,26,13,Low,High
16524,17,6,High,High
17101,12,7,Low,High
60184,2,9,Medium,Low
25045,19,8,Low,High
83714,25,13,High,High
45747,17,4,Medium,High
79580,14,5,Low,High
83563,3,11,Low,Low
2345,16,11,Medium,High
72764,14,9,Medium,High
4592,3,4,High,Low
65892,2,13,Low,Low
55021,24,14,Low,High
30684,24,2,Low,High
14223,22,12,Medium,High
66302,28,7,High,High
29263,29,3,High,High
25381,23,5,High,High
71102,13,3,Low,High
49360,20,5,High,High
48649,18,11,Low,High
21672,7,0,Low,Low
14036,10,14,Medium,Low
84957,21,10,High,High
63765,7,4,Low,Low
8198,28,3,Medium,High
47390,19,9,Low,High
45508,0,9,High,Low
74313,15,12,Low,High
68033,6,8,High,Low
38218,18,0,High,High
24782,17,5,Medium,High
44248,28,7,Medium,High
10067,13,0,Low,High
40038,10,5,Low,Low
69928,14,1,High,High
56203,17,4,Medium,High
40876,29,13,Medium,High
59791,20,6,High,High
30754,5,4,Low,Low
31673,26,1,Low,High
68101,27,10,High,High
70862,15,4,Medium,High
36948,0,5,Low,Low
15104,5,12,Medium,Low
57877,14,5,Medium,High
13364,22,2,Low,High
1455,3,5,Medium,Low
21490,27,0,Low,High
73441,22,5,High,High
56690,18,5,High,High
77133,16,6,Medium,High
25583,18,10,High,High
41552,1,4,Low,Low
51690,20,0,High,High
25511,9,9,Medium,Low
55002,22,14,High,High
78306,13,7,Low,High
62272,25,2,Medium,High
52934,0,8,High,Low
82893,8,4,Low,Low
46197,24,14,Medium,High
81386,0,7,High,Low
38339,23,12,High,High
47027,10,11,Medium,Low
513,22,3,Medium,High
7018,10,2,Medium,Low
41060,11,9,High,High
47033,10,13,High,Low
40223,16,13,Low,High
35584,0,3,Low,Low
4651,14,9,High,High
37280,16,3,Low,High
18138,29,0,Low,High
38376,4,14,Medium,Low
25166,15,6,High,High
27942,1,6,High,Low
63500,19,2,Medium,High
82967,29,7,Medium,High
19279,19,10,Medium,High
45028,27,7,High,High
28149,16,14,High,High
11772,7,9,Medium,Low
39791,1,3,Medium,Low
14441,2,5,High,Low
45595,0,13,Medium,Low
27960,18,2,High,High
29163,3,8,Medium,Low
16710,27,1,High,High
8829,3,10,Low,Low
54064,21,10,Medium,High
68722,0,14,Medium,Low
70905,28,12,Low,High
10383,12,2,High,High
61814,3,12,High,Low
79946,9,1,High,Low
54493,0,8,Medium,Low
32466,21,3,Low,High
82964,3,2,High,Low
19163,26,12,High,High
1238,20,10,Medium,High
17269,20,9,Medium,High
64343,24,4,High,High
52740,9,2,Medium,Low
24255,3,4,Medium,Low
40045,12,14,High,High
12888,15,14,Low,High
80568,11,13,Low,High
49358,25,1,Low,High
399,6,4,Medium,Low
83782,20,12,Medium,High
47730,25,9,Low,High
22708,22,5,Medium,High
23379,16,9,High,High
7432,3,7,High,Low
33813,27,12,High,High
44005,27,4,Medium,High
40831,13,5,Low,High
18700,10,13,High,Low
20401,6,2,High,Low
5667,17,2,Low,High
79247,19,3,Medium,High
81373,1,8,Low,Low
9258,21,5,Medium,High
28933,28,5,High,High
12156,11,12,Medium,High
10092,1,8,Medium,Low
71250,10,2,Low,Low
45061,7,8,Low,Low
26175,25,0,Medium,High
3730,26,4,Low,High
3614,28,2,Low,High
13291,22,0,Low,High
26124,12,10,Medium,High
44432,3,3,Medium,Low
58175,9,12,Medium,Low
79400,5,7,High,Low
32851,20,8,Medium,High
75089,5,3,High,Low
60376,29,2,Medium,High
64411,4,5,Medium,Low
74727,22,1,High,High
64688,26,4,Medium,High
5244,22,12,Low,High
81861,12,11,Medium,High
42529,9,13,High,Low
82678,17,3,Medium,High
54138,9,9,Medium,Low
24774,5,0,Medium,Low
82509,18,6,Low,High
41873,17,1,Low,High
61727,21,1,High,High
65344,22,12,High,High
7942,28,11,High,High
59212,0,5,High,Low
2011,2,14,Low,Low
38363,7,5,High,Low
44175,28,2,Low,High
31181,18,4,High,High
33556,13,3,High,High
52634,16,7,High,High
30943,12,1,High,High
16061,3,4,High,Low
27215,25,13,Low,High
50192,10,4,High,Low
33797,2,10,Medium,Low
61188,17,9,Medium,High
61521,23,9,Low,High
80085,13,13,Low,High
7908,5,14,Low,Low
72869,24,4,Low,High
32686,12,3,High,High
2325,23,3,Medium,High
51445,6,2,Low,Low
2957,15,2,Medium,High
8917,18,11,High,High
15052,17,0,Low,High
7524,0,9,Medium,Low
49082,17,5,High,High
14828,14,2,Medium,High
35827,19,11,High,High
12150,7,9,High,Low
18406,24,7,Low,High
37331,5,5,Low,Low
29383,19,1,High,High
41509,11,5,Medium,High
55840,13,8,High,High
72153,11,2,Low,High
58218,23,4,Medium,High
3992,20,0,High,High
21326,16,10,Low,High
68974,28,14,Medium,High
28215,14,9,High,High
3040,24,9,Low,High
38824,14,10,Low,High
11050,14,1,Medium,High
5565,12,14,Medium,High
80960,3,11,High,Low
40318,28,3,High,High
69500,21,12,Medium,High
50736,18,2,Medium,High
84055,9,2,High,Low
19376,7,0,Medium,Low
7674,8,11,Low,Low
25930,21,12,Low,High
80808,5,6,Low,Low
54381,16,13,Low,High
43957,29,2,Low,High
2463,29,4,Low,High
10675,23,12,High,High
63354,12,5,Medium,High
47442,6,8,High,Low
40805,14,14,Medium,High
72159,16,7,Low,High
964,3,7,Medium,Low
62473,2,6,Medium,Low
77419,2,11,High,Low
36152,20,6,Medium,High
69996,9,9,High,Low
77760,2,6,High,Low
60728,6,7,Medium,Low
18674,19,13,Low,High
9865,17,5,High,High
40217,14,14,Low,High
53790,7,10,Medium,Low
32298,4,6,Low,Low
63416,8,3,High,Low
53176,11,14,Low,High
28863,9,1,Low,Low
1242,6,4,High,Low
6823,25,12,Medium,High
75630,24,0,High,High
63148,10,0,High,Low
11471,26,1,Medium,High
10835,1,11,High,Low
38490,12,12,Low,High
43356,20,5,High,High
51011,19,5,High,High
16401,9,9,High,Low
74373,29,9,Medium,High
49572,15,12,Low,High
26897,20,8,High,High
57614,0,6,Low,Low
14258,1,14,High,Low
39218,4,4,High,Low
64404,1,5,Medium,Low
9663,12,5,Low,High
26687,28,12,High,High
59641,29,6,Medium,High
23597,20,12,Medium,High
38206,28,14,High,High
63760,1,11,Low,Low
35290,26,4,High,High
33139,27,0,Medium,High
10984,20,7,High,High
2493,16,7,Low,High
83360,14,14,High,High
80417,18,11,High,High
75995,21,12,Medium,High
4246,29,11,Low,High
78430,0,9,High,Low
31776,11,12,High,High
50290,24,11,Low,High
74714,21,14,Low,High
28043,19,14,High,High
66028,28,9,Medium,High
17103,18,6,High,High
82537,6,11,High,Low
38481,15,12,High,High
40701,0,11,Medium,Low
74731,20,3,Medium,High
71791,16,2,Medium,High
65990,28,4,High,High
19101,24,2,Medium,High
64108,1,2,Low,Low
7941,2,13,High,Low
38665,3,13,Low,Low
48374,14,9,High,High
15391,26,8,Low,High
49863,26,7,High,High
55788,19,11,Medium,High
67858,0,5,Low,Low
83079,7,3,High,Low
77633,8,5,Medium,Low
9435,1,10,High,Low
57015,14,5,Medium,High
23533,2,13,Low,Low
7410,10,10,Low,Low
68451,8,0,Medium,Low
48240,5,4,High,Low
255,20,1,High,High
27040,0,2,Low,Low
5250,12,9,Medium,High
44349,8,10,Medium,Low
24763,7,12,High,Low
44677,28,1,High,High
74814,14,13,Low,High
64161,11,14,Low,High
71946,19,9,High,High
14652,18,0,Medium,High
41439,14,2,Low,High
16011,18,9,Low,High
33432,5,0,Medium,Low
434,2,9,High,Low
71618,19,7,High,High
78249,7,7,Medium,Low
63149,9,4,Medium,Low
82713,6,2,Medium,Low
28336,29,1,Low,High
71388,26,6,Medium,High
20267,23,4,High,High
45892,4,11,High,Low
46306,17,6,Low,High
59136,5,8,Low,Low
46910,27,5,Low,High
64675,0,8,High,Low
17373,5,12,High,Low
1151,16,5,High,High
5407,20,1,High,High
34336,26,13,Low,High
58804,26,4,Low,High
41795,28,12,Medium,High
27316,14,6,High,High
13111,19,9,High,High
58057,28,0,Low,High
16954,27,13,Medium,High
78528,27,8,Medium,High
59190,12,5,Medium,High
40974,2,6,Medium,Low
58611,9,3,Low,Low
59963,27,0,Medium,High
37970,11,1,Medium,High
29176,6,12,Medium,Low
54856,13,14,Low,High
28792,11,8,High,High
70450,19,1,Low,High
69271,22,8,Medium,High
2774,3,2,Low,Low
77146,25,13,High,High
19990,16,8,Medium,High
78466,5,10,Low,Low
25071,20,3,Medium,High
19251,14,11,High,High
54315,27,3,Medium,High
26105,5,13,High,Low
59373,2,13,Medium,Low
29830,0,8,Medium,Low
55400,15,3,Medium,High
63401,4,5,Medium,Low
23934,24,14,Medium,High
48394,18,7,Medium,High
6266,29,6,High,High
74226,0,6,Low,Low
16676,6,11,Medium,Low
84154,7,14,Medium,Low
12677,23,14,Medium,High
37817,1,8,Low,Low
80048,12,0,Low,High
48675,2,6,High,Low
51001,8,6,Low,Low
61213,5,14,High,Low
352,23,7,High,High
51782,25,3,High,High
5439,16,4,Medium,High
73458,18,2,Low,High
75676,20,5,High,High
56589,10,8,Medium,Low
69791,12,6,Medium,High
61036,21,7,High,High
40848,4,14,Medium,Low
52994,3,0,Low,Low
73229,18,11,Medium,High
48245,12,4,Low,High
74300,15,4,Medium,High
46385,6,9,Low,Low
23614,16,0,Low,High
14118,13,1,Low,High
59208,7,8,Medium,Low
1431,16,8,Low,High
56291,21,7,High,High
32433,24,0,High,High
21562,17,0,High,High
58081,17,11,Low,High
7316,25,6,High,High
24311,27,9,High,High
7911,11,2,High,High
33416,25,14,Medium,High
4685,10,1,Medium,Low
43487,19,10,High,High
81723,25,5,High,High
59571,11,7,Low,High
309,28,2,Low,High
22808,18,3,Medium,High
56501,20,0,High,High
23732,5,3,High,Low
44857,19,2,Low,High
34531,20,10,High,High
24376,25,0,Medium,High
45913,28,12,High,High
43476,19,4,Medium,High
64709,8,8,Low,Low
84404,11,10,High,High
43200,20,12,Low,High
1473,2,7,Medium,Low
47827,24,3,High,High
37078,18,2,High,High
82265,29,9,High,High
28254,21,1,Low,High
10687,15,2,Medium,High
