employee_id,engagement_score,survey_participation,feedback_count
46649,1.16,Yes,2
30062,4.11,Yes,6
14127,3.47,Yes,6
26821,3.89,Yes,2
14039,3.81,Yes,4
9942,3.03,Yes,0
27210,3.88,Yes,1
57873,3.37,Yes,3
37595,4.07,Yes,6
16283,4.86,Yes,6
23838,2.91,Yes,5
27001,3.24,Yes,4
36826,2.69,Yes,7
57019,1.12,Yes,7
30912,3.14,Yes,4
2322,2.77,Yes,1
18609,3.37,No,1
22476,1.88,Yes,4
10865,1.69,Yes,6
721,2.09,Yes,7
43412,1.08,Yes,6
52450,1.45,Yes,0
32634,3.94,Yes,5
31071,3.39,Yes,7
46227,1.17,Yes,4
17914,4.69,No,0
10661,4.89,Yes,7
36247,3.26,No,3
50731,3.5,Yes,6
46062,3.11,Yes,3
31580,2.52,No,1
17179,1.91,Yes,7
46076,4.67,No,3
26157,1.92,No,2
7585,1.69,Yes,6
12828,2.69,Yes,1
46517,2.45,Yes,3
45523,4.1,Yes,1
34432,4.38,Yes,5
23345,3.29,Yes,5
50107,3.18,Yes,2
41157,2.02,Yes,7
50594,4.49,Yes,1
14672,2.97,Yes,0
7101,1.64,Yes,5
49826,1.74,Yes,5
53080,2.52,No,0
14675,2.76,Yes,3
48736,4.62,Yes,6
47212,4.56,Yes,3
19795,4.12,Yes,6
21370,4.02,Yes,6
57357,3.99,Yes,4
1871,3.0,Yes,2
20626,2.95,Yes,0
2377,1.8,Yes,3
13223,4.91,Yes,3
37319,1.93,Yes,4
30565,4.78,Yes,4
24240,3.58,Yes,4
5099,1.49,Yes,7
55511,4.92,Yes,2
9722,4.88,No,6
45837,3.77,Yes,1
19225,4.59,Yes,7
7200,4.87,No,0
28395,1.02,No,5
13666,3.51,No,0
51620,3.26,Yes,5
55476,2.61,Yes,2
19816,3.35,Yes,0
59649,3.78,Yes,4
41396,3.67,Yes,6
25997,2.71,Yes,5
19728,2.45,Yes,1
26524,2.29,Yes,1
42700,2.35,Yes,4
27178,3.38,Yes,5
801,1.36,Yes,2
4098,1.28,Yes,0
43330,1.25,Yes,4
31260,1.82,No,2
20859,1.07,Yes,2
12330,4.01,Yes,6
40374,3.83,Yes,3
17343,1.57,Yes,6
14803,3.12,No,0
4785,3.81,Yes,5
51137,3.29,Yes,2
38145,4.59,No,1
23749,4.6,No,1
39832,3.42,Yes,1
46231,2.67,Yes,5
14683,3.61,Yes,5
6617,1.48,Yes,1
9062,3.75,No,2
43790,2.37,Yes,5
11386,1.08,Yes,3
19082,4.75,Yes,6
2320,2.47,Yes,0
1741,4.96,No,2
24835,4.31,Yes,2
50277,4.73,No,3
56795,1.52,Yes,5
14976,1.47,Yes,6
4452,3.99,Yes,4
16996,4.98,No,3
31516,1.22,Yes,6
31914,1.56,Yes,4
19426,2.93,Yes,5
9681,2.76,Yes,7
33827,4.39,Yes,2
16166,4.58,Yes,2
32726,2.15,Yes,4
7885,3.25,No,6
17037,1.22,Yes,6
33698,3.49,Yes,4
11018,3.43,Yes,0
25103,4.97,Yes,1
17834,1.05,Yes,3
41567,1.3,No,0
32068,2.03,Yes,1
7207,1.5,Yes,0
11672,3.93,Yes,7
25156,2.08,Yes,4
30791,1.43,No,5
19709,4.8,Yes,1
27960,2.66,Yes,5
52016,3.16,Yes,1
11491,4.3,Yes,1
17440,4.63,Yes,4
29431,3.58,Yes,5
54850,1.08,Yes,4
36610,4.77,Yes,3
43424,1.21,Yes,7
1352,3.68,No,1
28371,3.95,Yes,7
34340,2.66,Yes,4
41709,3.84,Yes,3
20516,1.15,Yes,5
24526,3.92,Yes,7
44045,2.72,Yes,6
39107,1.72,Yes,5
57233,1.2,Yes,4
32329,2.29,Yes,5
30753,4.72,Yes,6
53632,4.95,Yes,6
40084,3.78,Yes,0
46437,2.64,Yes,3
10995,2.56,Yes,4
15008,3.59,Yes,0
17988,1.94,No,2
30008,4.57,Yes,6
18962,4.99,No,5
36866,2.99,Yes,0
41402,3.75,Yes,3
35086,3.71,Yes,1
13338,2.23,Yes,3
52944,3.4,Yes,2
24548,3.01,Yes,0
29904,2.42,Yes,2
25466,1.14,No,2
10342,3.13,Yes,7
25675,2.26,Yes,4
33965,4.05,Yes,5
39910,2.22,No,6
1245,4.8,Yes,6
37358,3.86,Yes,3
26389,2.32,Yes,7
30005,2.39,Yes,0
21209,4.9,Yes,2
34083,4.15,No,3
53607,3.45,Yes,6
46806,4.94,Yes,3
29553,3.26,Yes,7
43226,2.83,Yes,6
46332,4.18,Yes,7
41735,1.87,Yes,6
14394,4.57,Yes,6
23812,3.31,Yes,4
8501,2.85,Yes,0
17591,4.58,Yes,1
29743,2.86,Yes,4
11430,1.16,Yes,6
49282,1.83,No,2
38814,3.94,Yes,7
27256,3.33,No,4
43951,2.28,Yes,6
34350,1.12,Yes,0
50448,1.8,No,7
36651,3.13,Yes,1
54185,4.12,Yes,3
52618,2.41,Yes,6
6796,3.92,Yes,5
50056,2.76,No,6
6308,1.91,Yes,4
7949,2.33,Yes,4
36806,3.75,Yes,2
47454,3.8,No,2
35675,2.65,Yes,1
46747,3.91,Yes,0
29932,2.17,Yes,0
31505,4.47,Yes,3
7094,4.95,Yes,4
31367,1.49,No,3
39776,2.92,Yes,4
59215,2.69,No,2
32276,2.12,No,6
1132,3.8,Yes,4
26199,1.43,Yes,7
40345,1.4,Yes,4
49236,4.22,Yes,4
5398,3.82,Yes,2
16159,3.03,Yes,1
29769,3.48,Yes,2
55740,3.68,Yes,2
58427,1.9,Yes,3
8012,4.24,Yes,6
26440,4.18,Yes,5
21877,2.58,Yes,5
21615,4.39,Yes,5
26312,4.51,Yes,2
450,2.09,Yes,3
38365,2.94,Yes,1
52913,2.5,No,5
44218,4.15,Yes,4
55349,2.44,Yes,5
50460,3.61,Yes,3
39963,1.27,No,6
42656,1.41,Yes,0
18073,2.6,Yes,6
56914,3.98,Yes,1
44907,3.12,Yes,1
32174,1.46,No,1
31397,4.8,Yes,2
20466,4.42,Yes,0
51678,1.72,Yes,2
55861,3.76,Yes,6
25955,4.16,Yes,7
27434,2.74,Yes,4
33795,2.92,No,0
15622,4.73,Yes,7
57044,2.02,Yes,2
51669,4.7,Yes,3
34421,2.54,Yes,1
16944,3.76,Yes,2
19394,1.31,Yes,4
5635,2.82,Yes,0
50930,3.08,Yes,6
54103,3.68,Yes,0
46979,4.89,Yes,5
30416,4.26,No,0
3175,1.77,Yes,5
40821,1.43,No,7
379,3.64,Yes,7
2103,4.76,Yes,2
47486,4.91,Yes,6
4575,1.9,Yes,5
43681,1.42,Yes,0
485,1.32,Yes,2
32428,2.4,Yes,5
29794,1.71,No,3
25112,2.17,Yes,3
31258,4.43,Yes,4
25824,1.76,Yes,1
13211,1.84,Yes,0
20754,4.63,Yes,4
50662,3.9,Yes,2
31730,2.13,Yes,6
336,1.8,Yes,4
33781,3.59,Yes,1
28676,3.34,Yes,0
2239,1.6,Yes,5
21715,3.69,Yes,0
11047,2.22,Yes,3
8748,4.17,Yes,3
48883,2.32,No,5
51739,1.36,Yes,6
55988,4.3,Yes,3
37388,2.26,Yes,4
2372,2.79,Yes,0
49113,3.83,Yes,4
44036,1.46,Yes,5
4095,4.91,No,2
35890,4.89,Yes,2
18244,1.59,Yes,4
24045,2.49,Yes,1
43568,3.9,Yes,7
59205,2.5,No,0
41631,1.82,No,1
30337,1.23,Yes,0
25250,2.27,Yes,5
29148,4.21,Yes,1
36147,2.68,Yes,4
2445,2.96,No,3
52840,3.0,Yes,4
1761,2.58,No,3
43817,2.23,Yes,6
34234,4.59,Yes,2
4840,1.12,Yes,6
57747,4.14,Yes,0
37620,1.08,No,1
50406,1.07,No,3
5288,3.13,No,3
37840,2.09,Yes,3
34935,4.11,Yes,3
29787,3.18,Yes,7
14981,1.71,Yes,3
15296,2.67,Yes,3
35288,1.83,Yes,5
7280,1.14,Yes,3
33427,2.23,Yes,0
42589,2.91,Yes,6
37762,3.47,No,0
50904,3.23,Yes,3
14072,1.75,No,7
9241,2.98,Yes,3
55915,2.96,No,0
58951,3.11,Yes,5
11722,1.16,Yes,6
27021,3.32,Yes,6
41212,1.51,Yes,0
40928,1.26,Yes,7
35171,1.68,Yes,1
15014,2.24,Yes,2
7741,4.41,Yes,0
38344,2.98,Yes,1
17812,4.15,Yes,7
56178,2.29,Yes,1
21093,4.5,Yes,5
17246,3.52,Yes,5
47035,3.67,Yes,3
20019,3.94,Yes,3
34424,3.17,Yes,4
58431,4.71,Yes,6
14181,1.27,Yes,4
35963,3.92,No,1
54575,1.83,No,1
54956,4.06,No,7
17745,1.64,Yes,3
19204,3.87,Yes,0
23094,3.75,Yes,0
44128,2.58,Yes,5
54865,3.02,Yes,7
50570,3.56,Yes,7
56996,1.89,Yes,1
43745,2.51,Yes,6
57336,2.99,No,7
59685,3.76,No,2
59802,2.48,Yes,7
3917,3.81,Yes,3
28537,4.68,Yes,5
50614,1.67,Yes,0
51080,4.95,Yes,3
19601,2.25,No,4
15067,1.71,Yes,4
51977,1.21,Yes,1
6843,2.57,Yes,2
58618,2.5,No,1
4500,4.3,Yes,0
10306,3.52,Yes,6
50535,3.15,No,6
54451,1.63,Yes,5
8805,1.35,Yes,1
31660,1.19,No,5
27873,1.11,Yes,5
52403,2.05,Yes,3
43685,1.33,Yes,5
51790,1.86,No,0
54201,3.18,Yes,2
43642,3.36,Yes,7
56142,4.16,Yes,4
58930,2.74,Yes,3
24574,3.65,Yes,0
27282,4.92,Yes,5
29241,2.48,No,4
13705,3.51,Yes,5
16779,3.19,Yes,7
16865,2.92,Yes,0
50283,4.62,Yes,3
30109,2.26,Yes,5
16533,3.41,Yes,2
16092,2.26,Yes,4
8068,4.19,Yes,0
11134,1.57,No,7
39822,2.05,Yes,3
36257,2.81,Yes,7
9640,2.96,Yes,7
17943,1.17,Yes,6
29497,1.33,Yes,3
45081,2.55,Yes,2
21637,4.55,Yes,5
23906,3.44,Yes,2
36906,4.13,Yes,2
10635,3.75,Yes,3
41711,3.2,Yes,2
22674,1.96,Yes,3
40488,1.34,Yes,7
48639,1.42,Yes,4
34593,1.03,No,5
30168,2.53,Yes,6
40705,3.65,Yes,1
29579,1.2,Yes,0
6316,4.24,Yes,3
40189,4.18,Yes,7
29017,1.95,Yes,2
31335,1.89,Yes,3
17568,2.74,Yes,0
25980,4.25,Yes,5
31833,4.76,Yes,2
2472,3.09,Yes,7
16845,3.84,Yes,7
43450,2.23,Yes,4
956,4.39,No,3
23528,2.56,Yes,6
13024,1.73,Yes,7
13365,2.44,Yes,1
29367,3.86,Yes,0
2194,4.72,Yes,3
46275,3.71,Yes,4
21320,1.41,Yes,7
58783,1.97,Yes,3
30647,3.15,Yes,6
14049,1.31,Yes,4
1946,2.39,Yes,4
52750,2.67,No,2
798,3.44,Yes,0
7897,3.58,No,1
37695,2.81,No,6
36032,4.68,Yes,6
46912,3.37,Yes,7
4443,4.59,Yes,0
7408,4.15,Yes,2
17259,3.36,Yes,3
29048,3.21,Yes,0
6034,1.0,No,0
17876,4.75,Yes,2
59809,1.07,Yes,6
47900,3.94,No,3
14375,1.34,Yes,0
7640,4.14,No,2
41746,1.57,Yes,6
56600,2.68,No,5
24576,4.26,Yes,6
41204,2.11,No,3
45111,4.48,Yes,6
55490,4.69,Yes,4
49377,4.93,No,3
20634,3.77,Yes,5
23627,4.08,Yes,0
22176,4.09,Yes,5
2248,2.23,No,3
9430,4.85,No,6
23692,3.39,No,6
14521,1.67,No,3
42577,3.89,Yes,7
20305,1.29,Yes,4
19780,3.8,Yes,5
15518,3.9,No,2
32993,1.32,No,0
22089,1.19,Yes,2
43805,2.0,Yes,4
1384,1.29,Yes,4
59451,1.32,Yes,4
30064,3.81,No,4
17250,4.85,Yes,0
3959,1.58,No,5
56138,3.31,Yes,5
12270,1.23,Yes,2
6434,4.18,Yes,5
25045,1.73,No,2
50342,3.5,Yes,5
50503,4.77,Yes,5
59625,2.05,Yes,3
1045,2.96,Yes,7
52608,1.49,Yes,6
16985,2.44,Yes,6
37925,4.99,Yes,4
52997,4.43,Yes,2
8269,4.41,Yes,6
48542,1.1,Yes,4
58879,4.09,No,7
40249,2.25,Yes,1
32719,1.41,Yes,6
45952,1.17,Yes,3
6241,2.65,Yes,0
30537,3.38,Yes,7
32782,3.53,Yes,6
17130,1.51,No,3
57511,4.35,Yes,6
881,1.39,Yes,2
1433,3.65,Yes,7
51054,4.15,Yes,0
57288,3.33,Yes,2
8752,2.57,Yes,1
9162,4.8,Yes,1
25848,2.89,No,6
46669,3.33,No,6
40692,4.95,Yes,5
10577,2.74,No,1
1954,4.12,Yes,4
20065,1.37,Yes,2
32790,3.24,Yes,6
30441,1.11,Yes,5
28032,1.88,Yes,3
49746,4.45,Yes,5
20923,1.05,Yes,2
29710,2.52,No,2
48044,1.82,Yes,0
38847,2.42,Yes,4
39886,3.6,Yes,3
11787,1.16,Yes,2
8151,4.88,Yes,5
54619,2.36,Yes,1
47730,2.0,No,4
17359,1.4,Yes,5
36455,1.67,Yes,6
51990,2.95,Yes,3
1124,1.2,Yes,5
25447,4.07,No,4
35198,3.5,Yes,1
25362,1.6,Yes,2
47362,4.51,Yes,0
3491,2.46,Yes,3
1312,4.1,Yes,7
13823,2.2,Yes,5
25137,2.01,Yes,1
51650,3.7,No,5
12713,1.29,Yes,4
51648,1.44,Yes,5
43817,1.04,Yes,7
36809,3.52,Yes,4
54865,3.3,Yes,2
32455,2.85,Yes,5
57879,2.48,Yes,3
42115,2.55,No,6
9138,1.63,Yes,4
19667,2.77,Yes,0
53737,2.34,Yes,3
30074,1.43,Yes,3
43723,4.54,Yes,2
57850,4.29,Yes,5
4700,2.22,Yes,3
46724,1.36,Yes,4
4114,4.04,Yes,3
51620,4.1,Yes,0
32515,2.13,No,0
16049,1.62,Yes,2
41831,1.83,Yes,7
57900,3.0,Yes,5
57390,1.55,Yes,7
8368,4.03,Yes,1
59967,1.08,Yes,5
40480,2.49,Yes,2
9403,1.54,Yes,2
7339,4.35,Yes,7
50487,4.89,Yes,2
25483,2.07,Yes,0
53297,3.2,Yes,5
39270,3.4,No,3
50054,1.26,No,7
50994,4.13,Yes,6
9406,4.19,Yes,6
14111,2.0,Yes,5
2069,2.5,Yes,3
44056,1.13,Yes,3
47182,3.27,Yes,0
5575,3.58,No,2
50055,3.24,Yes,6
44903,4.89,Yes,0
48049,2.51,Yes,6
50832,2.53,Yes,0
43171,1.06,No,7
31671,2.34,Yes,7
1040,3.24,No,1
38372,3.11,Yes,4
22988,1.1,Yes,5
23268,2.06,Yes,4
12456,4.76,Yes,3
35284,2.08,Yes,0
52588,4.37,Yes,4
6208,4.85,Yes,2
10782,2.9,Yes,0
56162,2.29,Yes,1
36292,2.41,Yes,0
56670,2.04,Yes,3
20427,1.58,Yes,1
54248,4.81,Yes,3
7786,3.27,Yes,6
41798,3.04,Yes,3
25296,1.03,Yes,0
51171,4.54,Yes,2
38947,1.94,No,3
47194,3.47,Yes,3
21149,2.29,Yes,4
43395,1.98,Yes,0
2822,2.27,No,1
17130,1.61,Yes,7
20371,1.2,No,5
3624,3.85,Yes,4
8558,2.45,No,2
28527,4.41,Yes,1
26290,3.33,Yes,3
22994,2.66,Yes,1
27559,1.45,Yes,2
47022,2.68,Yes,4
34471,4.68,No,6
56368,2.55,Yes,5
59281,3.0,No,4
45529,2.09,Yes,1
47738,3.87,Yes,4
41797,3.73,Yes,6
9332,4.01,Yes,7
24681,2.85,Yes,6
25949,4.51,Yes,7
25694,3.83,Yes,1
35132,3.49,Yes,6
26465,1.8,Yes,7
43023,1.78,Yes,2
59594,3.9,Yes,6
48048,3.65,Yes,0
42281,4.21,No,0
42663,1.97,Yes,7
23851,2.02,No,1
19803,3.56,Yes,5
22931,1.18,Yes,7
59091,1.45,Yes,0
1492,3.63,No,4
22663,3.72,No,5
27413,4.09,Yes,2
15053,3.02,Yes,3
31483,2.61,Yes,0
54951,2.57,Yes,1
22389,3.56,Yes,4
15100,2.06,Yes,1
36354,4.05,No,5
48104,1.83,Yes,5
12213,4.2,Yes,1
28187,2.23,Yes,1
23583,3.23,Yes,2
2172,3.38,No,5
52088,3.74,No,4
34559,3.95,Yes,5
30213,4.94,Yes,5
47226,4.72,Yes,6
49112,1.38,Yes,4
58728,4.09,Yes,7
34114,2.1,No,5
14281,2.08,Yes,1
44905,3.2,Yes,4
28076,2.71,Yes,7
13321,4.86,Yes,3
19120,1.35,Yes,1
19864,1.41,Yes,4
36706,4.54,Yes,0
6404,1.98,Yes,1
7806,2.38,Yes,3
26359,3.94,Yes,0
55071,3.66,Yes,7
27673,4.92,No,4
28625,4.69,Yes,6
18806,2.5,No,1
49229,2.77,Yes,6
38366,2.5,Yes,1
40840,2.04,Yes,6
59400,3.83,Yes,7
31583,1.93,Yes,0
8975,2.45,No,4
23225,4.67,Yes,0
24627,3.81,Yes,5
34182,4.84,Yes,0
35835,4.84,Yes,4
35606,1.61,Yes,2
44529,2.34,Yes,5
1331,3.57,Yes,5
32853,4.01,No,1
19394,1.32,Yes,3
52255,2.27,Yes,4
600,2.87,Yes,1
17137,4.75,Yes,7
11050,4.73,Yes,1
16250,2.5,No,5
9657,3.68,Yes,4
55583,3.67,Yes,4
31792,1.11,Yes,6
56394,1.53,Yes,1
55253,3.78,Yes,2
45150,2.27,Yes,5
46559,1.93,Yes,6
521,3.43,Yes,6
44331,1.52,Yes,4
45863,2.11,Yes,7
46947,3.71,Yes,4
14835,2.11,Yes,6
41156,1.75,Yes,7
17797,3.24,Yes,4
41904,2.21,Yes,3
367,1.79,Yes,5
50649,4.19,Yes,3
31839,4.78,Yes,2
34442,1.52,Yes,4
56950,4.19,Yes,5
47162,1.78,Yes,3
26538,4.62,Yes,4
16327,3.9,Yes,1
53181,3.66,Yes,6
46047,1.41,Yes,7
43358,1.57,No,2
42874,2.85,Yes,6
31662,1.18,No,0
7633,4.58,Yes,7
35776,3.02,No,5
25535,3.14,Yes,3
23415,2.4,Yes,6
53032,4.44,No,7
28451,1.12,Yes,5
14238,3.97,Yes,0
2624,2.49,Yes,6
59453,3.11,Yes,1
55160,2.13,Yes,6
29146,3.7,Yes,6
18092,2.91,Yes,1
19488,4.8,Yes,7
17170,4.97,Yes,6
39938,1.18,No,1
23384,3.26,Yes,0
52863,4.02,No,6
24841,3.87,Yes,2
35621,1.53,Yes,2
46797,1.29,Yes,5
21707,4.93,Yes,1
5828,4.92,Yes,1
17280,3.4,Yes,1
33331,3.7,Yes,3
23337,4.73,Yes,6
10590,3.88,Yes,5
14921,1.73,No,4
18149,4.14,Yes,4
9931,3.2,Yes,7
32462,3.93,Yes,5
10997,4.92,No,3
3829,2.3,Yes,3
46356,2.18,Yes,1
37139,1.43,Yes,4
3632,1.46,Yes,7
4640,4.44,No,5
35288,1.73,Yes,6
35013,1.5,Yes,4
6587,1.68,Yes,3
55792,2.85,No,6
32703,2.18,Yes,7
30334,1.5,Yes,5
13101,2.35,Yes,2
17026,4.27,Yes,2
16035,2.16,No,2
32503,3.52,Yes,4
44761,2.29,Yes,5
52200,1.72,Yes,4
4413,1.84,Yes,3
45273,1.07,No,3
12068,2.8,No,3
55773,3.67,No,4
45888,2.08,No,2
44569,4.32,Yes,0
28953,4.62,Yes,7
26933,2.05,No,6
51955,2.76,Yes,2
45889,4.37,Yes,1
59356,3.46,Yes,2
3791,1.96,Yes,4
29728,1.39,Yes,1
5762,1.48,Yes,5
48149,3.53,Yes,5
5549,1.53,Yes,4
38912,4.4,No,4
35763,3.88,No,6
40565,3.88,Yes,1
8595,4.56,No,0
45734,4.99,Yes,0
35539,4.48,Yes,2
12802,3.02,Yes,4
29094,2.6,Yes,0
49253,4.07,Yes,7
16479,4.44,Yes,4
25884,1.92,Yes,3
32592,2.1,Yes,4
9927,1.12,Yes,6
33878,2.12,Yes,0
39383,1.99,Yes,4
21531,4.8,Yes,6
29738,3.28,Yes,5
54065,4.18,Yes,2
28555,4.22,Yes,2
36924,2.48,Yes,4
3024,4.31,Yes,3
59333,2.67,Yes,3
25935,4.26,No,6
39567,3.78,Yes,0
29979,2.52,Yes,1
58621,3.35,Yes,3
52510,4.78,Yes,5
32737,4.18,Yes,6
52121,1.87,Yes,5
43421,2.24,Yes,5
15774,2.56,No,3
26044,1.49,Yes,7
22139,4.59,No,7
38271,1.57,Yes,3
35794,3.97,Yes,6
6452,1.61,Yes,4
6498,3.84,Yes,1
48992,2.35,Yes,6
5120,3.57,Yes,3
16234,1.68,Yes,2
29254,4.24,Yes,7
6249,3.16,Yes,2
5442,3.45,No,3
23161,2.34,Yes,6
18194,2.87,Yes,2
58184,4.58,Yes,5
48356,4.53,Yes,6
32112,1.56,Yes,2
47365,1.49,Yes,7
29146,4.66,Yes,4
40707,1.2,Yes,6
8462,2.47,Yes,1
50688,2.64,Yes,3
5184,2.97,No,4
54276,1.2,No,1
42745,2.38,Yes,6
1046,4.88,Yes,1
41285,1.71,No,0
12508,1.61,Yes,4
1155,1.01,Yes,7
15113,1.93,Yes,5
37171,3.72,Yes,0
4618,1.43,Yes,4
47742,3.22,No,2
6051,4.2,Yes,7
24177,4.85,Yes,7
50381,4.07,Yes,7
51832,4.29,Yes,2
230,2.66,Yes,4
32500,1.11,Yes,1
31854,3.87,No,7
21747,1.09,Yes,2
5161,3.27,Yes,5
51855,2.93,No,4
13239,4.31,Yes,6
1071,2.46,Yes,3
5457,4.99,No,1
42916,4.35,Yes,5
20010,2.93,Yes,3
49354,3.92,Yes,0
3930,4.32,Yes,1
56423,4.12,Yes,0
53775,1.54,Yes,7
53279,4.35,Yes,5
38737,1.5,Yes,0
6288,2.04,Yes,5
8205,3.97,Yes,6
39788,2.99,Yes,3
37323,4.52,Yes,1
56212,1.65,Yes,0
9855,2.82,Yes,0
25599,4.02,Yes,7
58480,1.71,Yes,6
22149,4.79,No,1
36026,2.03,Yes,0
38627,2.56,Yes,3
53628,1.74,Yes,2
15316,3.55,No,0
2972,4.13,Yes,5
10192,2.53,No,6
11079,3.5,Yes,4
10782,1.13,Yes,7
23938,1.41,Yes,3
10992,3.9,No,0
4018,3.47,Yes,3
45870,3.22,Yes,2
57121,1.42,Yes,3
49650,3.57,Yes,5
45444,4.82,Yes,5
54648,1.76,Yes,6
19154,1.2,No,7
20505,3.3,Yes,4
12495,2.3,Yes,6
33327,3.34,Yes,2
24692,3.31,Yes,1
8791,2.32,Yes,5
41581,3.46,Yes,0
46898,4.99,No,4
23764,1.52,No,6
12248,3.88,Yes,7
16724,3.23,No,4
19194,2.36,Yes,6
25733,4.66,Yes,1
9403,2.58,Yes,4
49166,1.74,No,2
40887,3.81,Yes,0
53623,2.95,Yes,6
58862,2.75,Yes,4
59961,4.75,No,5
19529,1.8,No,1
23657,3.4,No,2
35410,1.72,Yes,2
28304,3.19,No,2
47562,1.2,Yes,3
32835,2.07,No,0
41040,4.3,No,4
42912,4.72,Yes,4
46751,3.65,Yes,6
9583,2.63,Yes,1
59666,2.16,No,5
18318,3.62,No,1
7899,4.65,Yes,7
9202,3.61,Yes,0
33050,4.83,No,4
43887,1.94,Yes,4
40311,4.71,Yes,2
44867,4.94,No,6
34122,3.26,Yes,6
26795,4.63,No,0
1814,2.64,Yes,4
43404,2.52,Yes,4
58836,1.34,No,2
4550,2.1,Yes,4
21533,4.53,No,7
8697,1.3,Yes,1
36328,3.83,No,0
17299,3.06,No,3
23754,2.47,Yes,4
31269,1.6,No,4
16198,1.99,No,1
30182,3.34,Yes,1
1738,4.26,Yes,0
333,4.57,No,6
18490,3.25,No,6
22514,2.37,Yes,3
37703,1.97,Yes,1
4436,2.66,No,1
7656,3.7,Yes,1
59821,4.07,Yes,4
19763,3.01,Yes,1
41982,1.96,Yes,4
46826,4.53,No,0
36785,2.92,Yes,3
13999,1.56,No,7
22873,3.42,No,6
57564,1.26,Yes,6
30576,1.92,Yes,3
19166,1.31,Yes,7
25501,2.08,No,6
4759,1.78,Yes,3
19588,4.26,Yes,5
7188,3.68,Yes,1
17647,2.71,Yes,0
19238,2.9,Yes,7
53867,2.46,Yes,0
1573,4.75,Yes,3
30425,1.4,Yes,5
29916,4.83,Yes,0
52542,3.31,Yes,3
35397,4.27,Yes,6
47009,3.67,Yes,7
31418,4.43,Yes,4
2059,2.05,Yes,4
35628,3.79,Yes,3
19664,1.77,Yes,6
31523,2.37,Yes,2
54186,3.4,Yes,7
26303,1.99,No,1
31033,4.74,Yes,1
5097,4.69,Yes,5
15156,1.31,Yes,0
45975,3.44,Yes,2
58774,3.34,Yes,5
7236,2.44,Yes,4
4015,4.54,Yes,6
45479,3.09,Yes,2
7653,1.36,Yes,3
21867,4.01,Yes,3
15054,3.08,Yes,7
57046,3.0,Yes,3
27704,4.37,Yes,7
46207,4.87,Yes,6
45172,4.51,Yes,6
37548,3.4,Yes,3
23829,2.38,Yes,6
15589,4.69,Yes,4
38327,2.46,Yes,4
48262,1.68,Yes,0
13423,4.66,Yes,1
19709,3.73,Yes,3
48641,4.24,Yes,5
4525,1.56,Yes,7
53731,1.2,No,6
57986,1.25,No,5
57376,4.55,Yes,2
52620,4.62,Yes,3
48274,2.6,Yes,4
52687,2.45,Yes,4
41234,4.29,Yes,2
38899,2.01,No,2
20122,1.47,Yes,3
18474,3.07,Yes,2
22961,4.45,Yes,1
46960,2.86,Yes,3
2717,3.06,No,1
49392,2.82,No,2
12329,2.31,Yes,6
49739,3.4,Yes,5
26152,2.41,Yes,7
31902,3.07,No,6
58821,1.73,Yes,5
41451,1.42,Yes,2
40103,2.21,Yes,0
55407,2.96,Yes,0
22585,2.43,Yes,1
31334,2.99,Yes,5
7405,1.98,Yes,7
12949,3.85,Yes,2
44223,2.78,Yes,7
25815,3.25,No,6
30257,1.39,No,4
6115,4.65,Yes,6
51321,3.82,No,0
43573,3.66,No,5
57767,4.49,Yes,1
14436,1.87,Yes,2
54064,2.31,No,1
50842,4.37,Yes,7
1636,2.7,Yes,0
31702,2.62,Yes,0
2646,3.35,No,6
8581,5.0,Yes,5
46126,3.14,Yes,1
44880,1.86,No,4
57303,3.14,Yes,5
26027,1.46,Yes,0
7415,2.83,No,3
4602,3.19,Yes,6
1940,4.51,Yes,0
39836,2.65,Yes,1
36596,3.6,Yes,2
11247,2.64,Yes,7
47157,4.04,Yes,6
24491,3.94,Yes,3
1407,4.38,Yes,4
52781,2.66,No,0
14098,3.94,No,1
11574,3.76,Yes,2
17148,1.9,Yes,6
49556,3.71,Yes,7
56961,3.34,Yes,6
38593,2.5,Yes,0
9437,2.38,Yes,7
17321,1.19,Yes,2
58243,3.11,Yes,7
57402,1.11,Yes,7
11022,1.81,Yes,6
38754,2.68,No,3
23642,1.54,No,6
9552,3.14,No,7
43375,2.64,Yes,0
14786,4.21,Yes,2
17118,2.43,Yes,7
45288,2.64,Yes,6
45614,4.45,No,3
45730,3.39,Yes,0
39971,4.83,Yes,5
854,2.1,No,2
5551,4.8,Yes,1
13264,4.12,Yes,3
55909,1.54,Yes,7
10904,4.68,Yes,4
40947,1.85,Yes,6
11671,4.77,No,2
25543,4.6,Yes,2
14943,2.47,No,4
13283,4.55,Yes,7
10614,3.92,Yes,2
19714,4.02,Yes,1
46536,4.93,Yes,2
41782,2.72,Yes,5
1291,1.86,Yes,0
9955,3.69,Yes,1
6170,2.39,Yes,5
30910,2.34,Yes,1
28422,3.2,Yes,0
39525,2.04,Yes,6
50727,1.86,No,4
22498,2.66,Yes,3
59628,3.1,Yes,4
48067,2.18,Yes,5
20767,2.43,No,3
13827,4.79,No,7
43477,3.75,Yes,6
36108,3.57,Yes,1
27355,1.86,Yes,7
13894,4.09,Yes,2
17076,3.15,Yes,1
20902,4.92,Yes,7
36562,3.02,Yes,7
22081,1.51,Yes,7
30650,4.17,Yes,1
5973,4.68,Yes,4
40342,3.43,No,3
26095,4.47,Yes,0
