department,current_headcount,projected_growth_pct,future_headcount
HR,132,24.11,164.0
Tech,170,11.07,189.0
HR,135,-7.16,125.0
Tech,281,22.72,345.0
Tech,188,15.82,218.0
Finance,171,20.5,206.0
HR,79,11.38,88.0
Tech,166,-3.5,160.0
Finance,266,-0.21,265.0
Sales,124,1.36,126.0
Finance,274,17.08,321.0
Finance,273,18.55,324.0
Sales,244,23.93,302.0
HR,136,18.12,161.0
Finance,252,6.61,269.0
Tech,36,-8.12,33.0
Finance,160,-4.25,153.0
Tech,249,19.23,297.0
HR,24,12.01,27.0
Sales,225,-0.73,223.0
Finance,100,5.41,105.0
Finance,54,-5.4,51.0
Tech,204,3.57,211.0
Sales,298,0.94,301.0
Sales,119,17.21,139.0
HR,117,-8.99,106.0
Tech,141,18.68,167.0
Finance,274,9.56,300.0
Sales,223,2.52,229.0
HR,263,-5.8,248.0
Tech,167,16.5,195.0
HR,33,-2.29,32.0
Sales,130,9.81,143.0
HR,23,12.21,26.0
Tech,290,4.81,304.0
Sales,268,-3.33,259.0
HR,158,20.16,190.0
Finance,165,-7.25,153.0
Tech,247,-5.32,234.0
HR,105,23.78,130.0
Tech,148,14.76,170.0
Finance,88,15.89,102.0
HR,261,12.81,294.0
Finance,63,-2.85,61.0
Tech,75,7.8,81.0
Tech,142,6.55,151.0
HR,199,-6.24,187.0
Sales,56,17.57,66.0
Tech,243,8.46,264.0
Finance,120,-2.06,118.0
HR,39,18.15,46.0
Finance,15,17.63,18.0
Tech,238,5.61,251.0
HR,181,18.63,215.0
Finance,285,5.18,300.0
Finance,174,9.17,190.0
Finance,153,20.14,184.0
Finance,268,13.88,305.0
Tech,259,-2.71,252.0
HR,193,-7.43,179.0
Sales,267,6.58,285.0
Finance,257,1.55,261.0
Tech,147,21.36,178.0
Tech,97,19.07,115.0
Tech,175,-2.86,170.0
HR,91,6.72,97.0
Tech,257,-9.53,233.0
Tech,56,1.86,57.0
Sales,183,13.24,207.0
Tech,78,-5.09,74.0
HR,291,24.91,363.0
HR,169,3.44,175.0
Sales,185,12.53,208.0
Tech,197,6.52,210.0
Finance,277,10.46,306.0
Sales,135,-4.08,129.0
HR,106,-7.48,98.0
HR,228,19.13,272.0
Tech,15,-3.38,14.0
HR,295,17.85,348.0
Finance,40,-7.74,37.0
Tech,36,5.24,38.0
Finance,160,9.2,175.0
Tech,38,10.48,42.0
Sales,274,5.92,290.0
Tech,42,16.5,49.0
Finance,12,1.24,12.0
Sales,19,-3.23,18.0
Tech,159,4.36,166.0
Sales,87,-0.64,86.0
HR,143,9.58,157.0
HR,82,-9.29,74.0
Tech,210,4.44,219.0
Finance,272,-1.76,267.0
HR,121,23.35,149.0
Finance,91,19.94,109.0
HR,72,15.3,83.0
Tech,15,20.77,18.0
Sales,181,8.78,197.0
Finance,266,-9.64,240.0
Tech,159,5.39,168.0
Sales,138,20.96,167.0
Finance,109,18.75,129.0
Finance,232,-2.87,225.0
Finance,242,12.2,272.0
HR,180,18.24,213.0
HR,290,0.22,291.0
HR,115,1.32,117.0
Finance,92,22.49,113.0
Tech,66,8.59,72.0
Finance,13,-0.58,13.0
Sales,75,14.52,86.0
Finance,236,10.52,261.0
Sales,128,19.93,154.0
Sales,65,1.19,66.0
Sales,234,8.41,254.0
HR,270,-6.08,254.0
Tech,133,-7.46,123.0
Tech,40,-3.49,39.0
Sales,35,19.28,42.0
Finance,145,11.0,161.0
Finance,117,-2.05,115.0
Sales,119,18.94,142.0
Sales,286,-7.96,263.0
Finance,214,14.71,245.0
Tech,53,22.37,65.0
Finance,184,1.77,187.0
Finance,106,9.98,117.0
HR,35,2.04,36.0
HR,234,-2.79,227.0
Tech,275,14.35,314.0
Tech,278,-9.99,250.0
Sales,51,-9.3,46.0
HR,206,-9.86,186.0
HR,137,16.2,159.0
Finance,116,-4.99,110.0
Finance,40,-9.22,36.0
Finance,169,13.93,193.0
Finance,164,8.49,178.0
Sales,257,4.17,268.0
Tech,159,5.93,168.0
Finance,248,16.66,289.0
Tech,203,11.18,226.0
HR,79,12.51,89.0
Finance,124,20.37,149.0
Tech,78,-1.95,76.0
Sales,5,11.4,6.0
Tech,256,18.95,305.0
Tech,99,3.9,103.0
HR,132,23.39,163.0
Finance,19,8.78,21.0
Tech,111,16.24,129.0
Tech,12,11.14,13.0
Tech,24,11.11,27.0
Tech,210,2.56,215.0
Tech,233,-7.49,216.0
Tech,236,-1.22,233.0
Finance,277,10.37,306.0
Tech,138,-3.82,133.0
Sales,75,22.0,92.0
HR,131,16.61,153.0
Sales,127,-2.01,124.0
Sales,119,-2.51,116.0
Tech,85,2.49,87.0
Sales,31,15.15,36.0
HR,144,-2.34,141.0
HR,117,15.61,135.0
Tech,171,-3.73,165.0
HR,233,18.52,276.0
Sales,82,9.78,90.0
Sales,116,18.75,138.0
Finance,278,21.73,338.0
Sales,26,12.11,29.0
HR,284,7.44,305.0
Sales,21,16.72,25.0
Sales,148,-4.32,142.0
HR,169,10.1,186.0
Tech,92,-1.75,90.0
Sales,63,-2.25,62.0
Sales,11,-9.52,10.0
Finance,72,23.46,89.0
HR,257,3.82,267.0
HR,119,9.26,130.0
Sales,27,3.01,28.0
HR,244,11.4,272.0
HR,216,-4.19,207.0
Tech,144,-5.12,137.0
HR,238,7.48,256.0
Sales,51,6.72,54.0
Finance,291,5.09,306.0
HR,262,14.14,299.0
HR,13,13.56,15.0
Finance,132,4.08,137.0
HR,298,-2.78,290.0
Sales,61,8.94,66.0
Tech,202,14.26,231.0
Finance,97,10.7,107.0
HR,215,10.06,237.0
Finance,115,21.13,139.0
Sales,28,23.61,35.0
Finance,176,12.1,197.0
Sales,243,-5.78,229.0
Finance,18,24.98,22.0
Tech,94,6.22,100.0
Sales,44,20.01,53.0
Finance,106,6.65,113.0
HR,49,19.78,59.0
Tech,215,7.58,231.0
Tech,62,2.42,64.0
Finance,231,14.56,265.0
Sales,90,6.02,95.0
HR,61,15.45,70.0
Finance,246,18.77,292.0
Tech,147,20.78,178.0
Finance,170,-4.06,163.0
Sales,54,22.37,66.0
HR,23,-3.48,22.0
Finance,216,-7.61,200.0
Finance,119,-8.98,108.0
Sales,274,-5.93,258.0
Sales,64,2.51,66.0
HR,119,12.93,134.0
Sales,176,3.89,183.0
Tech,169,4.59,177.0
Sales,48,13.28,54.0
Sales,59,-7.11,55.0
Sales,185,-1.01,183.0
Tech,34,5.21,36.0
Finance,247,-9.52,223.0
HR,146,-3.72,141.0
Finance,79,-1.81,78.0
HR,52,12.68,59.0
Tech,177,17.81,209.0
Tech,192,-0.79,190.0
HR,35,-1.21,35.0
Finance,82,5.33,86.0
Finance,105,2.55,108.0
Tech,118,5.65,125.0
Sales,160,-0.3,160.0
HR,8,5.01,8.0
HR,136,10.98,151.0
HR,36,9.87,40.0
Sales,234,10.93,260.0
Finance,162,24.33,201.0
Finance,143,-3.69,138.0
HR,153,-9.83,138.0
HR,154,1.17,156.0
HR,6,2.35,6.0
Tech,107,12.31,120.0
Finance,98,5.25,103.0
Tech,85,18.06,100.0
HR,235,6.43,250.0
Finance,202,20.43,243.0
HR,205,17.57,241.0
Tech,103,6.76,110.0
Tech,85,14.95,98.0
Sales,200,-8.85,182.0
HR,56,-6.76,52.0
HR,213,2.35,218.0
HR,184,8.06,199.0
HR,200,14.63,229.0
Sales,56,24.01,69.0
Sales,128,-4.05,123.0
Finance,127,-3.99,122.0
Tech,123,5.24,129.0
Sales,12,21.58,15.0
HR,125,14.06,143.0
HR,13,5.93,14.0
Tech,192,10.28,212.0
Finance,129,13.07,146.0
Finance,299,8.38,324.0
Tech,145,9.36,159.0
Finance,116,-5.76,109.0
Tech,25,-0.5,25.0
Sales,126,7.91,136.0
Sales,104,7.07,111.0
HR,104,4.48,109.0
Sales,239,6.41,254.0
Sales,180,21.89,219.0
Sales,137,-8.59,125.0
Tech,149,-9.97,134.0
HR,109,8.78,119.0
Tech,61,12.88,69.0
Tech,236,1.91,241.0
HR,232,20.85,280.0
Finance,127,11.97,142.0
Tech,228,20.68,275.0
HR,251,8.38,272.0
Sales,244,-8.84,222.0
Tech,112,3.98,116.0
Sales,35,19.22,42.0
Finance,192,4.85,201.0
Sales,64,20.87,77.0
Finance,38,4.58,40.0
HR,81,-0.34,81.0
HR,237,-6.42,222.0
Finance,266,17.15,312.0
HR,199,3.21,205.0
Finance,82,4.44,86.0
Tech,65,5.02,68.0
Tech,213,19.73,255.0
HR,92,-5.91,87.0
Finance,188,21.89,229.0
Tech,130,0.69,131.0
Tech,51,8.75,55.0
Sales,22,23.57,27.0
Tech,128,11.7,143.0
Tech,118,20.16,142.0
Finance,67,-6.55,63.0
HR,49,8.39,53.0
HR,254,0.39,255.0
Sales,293,9.2,320.0
Finance,90,-5.02,85.0
Tech,10,23.12,12.0
Sales,183,14.6,210.0
Finance,267,13.9,304.0
Sales,39,5.56,41.0
Finance,278,14.55,318.0
HR,183,22.88,225.0
Finance,145,-4.47,139.0
Sales,108,21.32,131.0
Sales,186,-3.17,180.0
Finance,192,9.06,209.0
HR,5,6.36,5.0
HR,263,13.72,299.0
Tech,42,-9.49,38.0
HR,63,-9.1,57.0
Finance,247,-1.18,244.0
Tech,23,13.33,26.0
HR,199,16.81,232.0
Tech,240,3.91,249.0
Sales,81,22.63,99.0
HR,137,20.46,165.0
HR,142,18.1,168.0
HR,128,23.26,158.0
Finance,281,-9.03,256.0
Finance,222,23.5,274.0
HR,150,-9.53,136.0
Tech,291,12.57,328.0
Finance,146,10.93,162.0
Sales,99,8.29,107.0
Tech,295,-0.87,292.0
Finance,51,4.37,53.0
Tech,169,-9.89,152.0
HR,192,-6.1,180.0
Sales,138,-6.47,129.0
Tech,116,-1.83,114.0
Finance,214,7.02,229.0
Sales,46,-7.47,43.0
HR,171,16.14,199.0
HR,78,-8.13,72.0
Tech,255,0.58,256.0
Finance,35,-5.99,33.0
Sales,6,24.29,7.0
Finance,137,3.74,142.0
HR,295,-3.71,284.0
HR,253,6.21,269.0
Tech,250,10.89,277.0
Finance,166,6.25,176.0
Finance,253,-4.21,242.0
Finance,74,9.47,81.0
Finance,86,1.2,87.0
Tech,277,-7.13,257.0
Finance,113,6.8,121.0
Tech,55,-1.83,54.0
Tech,179,22.37,219.0
Sales,298,-1.35,294.0
HR,219,9.67,240.0
HR,247,-5.77,233.0
Sales,285,-4.06,273.0
HR,40,19.84,48.0
Sales,72,18.04,85.0
HR,158,12.74,178.0
HR,194,11.46,216.0
HR,238,4.7,249.0
Tech,72,18.52,85.0
Sales,113,-7.41,105.0
Finance,266,15.13,306.0
Finance,155,21.83,189.0
HR,27,3.01,28.0
Sales,131,-8.25,120.0
Sales,269,-7.24,250.0
Finance,152,24.16,189.0
Finance,92,4.13,96.0
Tech,152,5.88,161.0
HR,78,-1.69,77.0
HR,205,2.48,210.0
Tech,187,14.89,215.0
Sales,6,21.55,7.0
HR,207,5.04,217.0
Sales,200,12.88,226.0
Sales,244,17.83,288.0
Sales,45,8.88,49.0
Tech,101,16.05,117.0
Tech,224,2.27,229.0
HR,268,-0.79,266.0
Finance,206,-4.81,196.0
HR,25,18.61,30.0
Finance,26,-6.35,24.0
Tech,71,11.82,79.0
HR,169,12.96,191.0
Finance,218,1.72,222.0
Sales,103,8.56,112.0
Sales,285,19.92,342.0
Finance,166,17.58,195.0
Finance,236,-1.83,232.0
Sales,16,23.1,20.0
HR,67,4.97,70.0
Finance,35,12.82,39.0
Sales,10,17.75,12.0
Finance,20,-3.55,19.0
Finance,174,-1.4,172.0
Finance,165,21.16,200.0
Tech,231,-0.32,230.0
Tech,253,15.94,293.0
Sales,169,-8.55,155.0
Finance,200,-9.14,182.0
HR,71,2.58,73.0
Finance,223,-9.85,201.0
Finance,264,11.25,294.0
Tech,113,15.58,131.0
Tech,256,4.67,268.0
Finance,246,-5.35,233.0
Tech,105,8.42,114.0
HR,239,8.51,259.0
Finance,127,1.29,129.0
Finance,20,9.25,22.0
Finance,175,-1.55,172.0
Sales,246,-4.73,234.0
Sales,110,-2.5,107.0
Sales,166,11.89,186.0
Finance,210,20.09,252.0
Tech,216,-3.29,209.0
Tech,159,-3.34,154.0
Tech,197,20.84,238.0
Tech,203,-2.69,198.0
HR,287,9.1,313.0
Finance,80,23.36,99.0
Finance,257,-5.2,244.0
Sales,155,16.43,180.0
Finance,248,14.95,285.0
Tech,190,4.46,198.0
Sales,216,3.49,224.0
Finance,86,16.4,100.0
HR,100,4.18,104.0
Finance,288,4.42,301.0
Sales,198,7.84,214.0
Finance,90,13.71,102.0
Finance,183,2.13,187.0
Sales,120,12.83,135.0
HR,281,-8.66,257.0
HR,18,15.5,21.0
Finance,198,21.68,241.0
Tech,268,21.24,325.0
Finance,69,16.48,80.0
Tech,113,6.38,120.0
HR,109,10.59,121.0
Tech,179,20.84,216.0
Tech,213,16.99,249.0
HR,173,17.52,203.0
HR,116,19.49,139.0
Finance,137,16.61,160.0
HR,277,7.85,299.0
HR,8,15.32,9.0
HR,19,11.84,21.0
Sales,130,8.0,140.0
Sales,271,15.57,313.0
Tech,283,16.51,330.0
Tech,199,-9.03,181.0
Sales,93,20.62,112.0
Sales,27,21.67,33.0
Tech,85,-3.3,82.0
Finance,198,7.29,212.0
Finance,262,20.23,315.0
Tech,104,22.32,127.0
Finance,251,3.41,260.0
Sales,234,10.83,259.0
Sales,86,3.67,89.0
Finance,222,22.23,271.0
Tech,70,5.21,74.0
Finance,51,-9.81,46.0
Finance,254,7.25,272.0
Sales,13,-5.23,12.0
Sales,277,13.0,313.0
Sales,270,-4.83,257.0
Finance,291,20.51,351.0
Finance,258,0.15,258.0
Finance,281,-8.86,256.0
Finance,173,-6.48,162.0
Tech,84,12.3,94.0
Finance,184,-5.11,175.0
HR,292,-2.86,284.0
Sales,290,5.2,305.0
Sales,17,-3.63,16.0
HR,23,-4.85,22.0
Finance,243,-3.02,236.0
Sales,167,8.29,181.0
Sales,141,-2.29,138.0
Tech,18,10.36,20.0
Tech,109,2.66,112.0
HR,9,22.31,11.0
HR,211,-9.51,191.0
Sales,222,23.19,273.0
Sales,272,12.75,307.0
Sales,104,16.41,121.0
Finance,160,12.1,179.0
Sales,280,18.37,331.0
Tech,49,4.62,51.0
HR,281,-6.65,262.0
Finance,265,-0.07,265.0
HR,10,15.36,12.0
HR,69,18.4,82.0
Sales,139,9.54,152.0
Finance,31,-8.49,28.0
HR,64,13.45,73.0
Sales,151,4.16,157.0
Sales,274,12.84,309.0
Sales,271,-3.63,261.0
Tech,104,11.37,116.0
HR,189,-5.92,178.0
HR,39,-9.7,35.0
Finance,51,6.14,54.0
Tech,71,13.08,80.0
Tech,34,15.18,39.0
Sales,285,1.92,290.0
Finance,113,2.99,116.0
Tech,102,15.11,117.0
HR,252,0.09,252.0
HR,295,8.67,321.0
Tech,18,19.05,21.0
Finance,150,6.04,159.0
HR,99,-7.77,91.0
HR,236,24.91,295.0
Finance,269,-0.06,269.0
Finance,194,4.58,203.0
HR,99,-4.88,94.0
Tech,10,-6.08,9.0
Finance,16,7.03,17.0
Sales,81,15.13,93.0
Finance,161,5.75,170.0
Finance,275,7.91,297.0
Tech,270,1.34,274.0
HR,111,19.92,133.0
HR,139,-8.01,128.0
HR,170,-2.13,166.0
Finance,223,-4.97,212.0
Sales,39,-9.89,35.0
Tech,90,5.79,95.0
Tech,275,3.96,286.0
Tech,83,9.71,91.0
Sales,53,15.1,61.0
Tech,150,-0.28,150.0
Tech,285,-2.51,278.0
HR,226,21.39,274.0
Tech,45,18.91,54.0
Tech,179,3.58,185.0
Tech,255,18.31,302.0
Sales,157,3.13,162.0
HR,101,22.95,124.0
Sales,38,-9.62,34.0
HR,155,4.36,162.0
HR,269,-1.26,266.0
Finance,200,15.7,231.0
Sales,31,-1.63,30.0
Sales,56,24.64,70.0
Tech,287,15.9,333.0
Tech,221,22.9,272.0
Finance,151,-3.05,146.0
Finance,137,5.29,144.0
Finance,72,15.8,83.0
HR,271,-4.24,260.0
HR,18,20.02,22.0
HR,41,20.58,49.0
Sales,68,22.85,84.0
Sales,30,-4.1,29.0
Finance,55,19.06,65.0
Finance,176,17.28,206.0
Sales,9,-2.28,9.0
Tech,17,20.66,21.0
Tech,116,-3.25,112.0
Tech,287,6.31,305.0
Finance,14,-1.77,14.0
Finance,134,-4.2,128.0
Finance,146,7.24,157.0
Tech,100,18.99,119.0
Sales,278,18.72,330.0
Sales,286,20.87,346.0
HR,43,0.52,43.0
Tech,299,-4.11,287.0
Finance,43,16.45,50.0
Finance,163,-1.2,161.0
Tech,245,14.41,280.0
Tech,295,2.37,302.0
Tech,202,0.79,204.0
Sales,173,11.14,192.0
Sales,212,17.55,249.0
Sales,83,16.06,96.0
Finance,207,24.77,258.0
Finance,177,5.12,186.0
Finance,93,4.66,97.0
Finance,74,15.89,86.0
Finance,75,19.46,90.0
Finance,289,10.1,318.0
Sales,156,5.12,164.0
Tech,173,20.77,209.0
Tech,7,-8.21,6.0
Tech,228,5.59,241.0
HR,189,9.75,207.0
Sales,147,17.28,172.0
Finance,153,21.65,186.0
Finance,55,19.92,66.0
Finance,267,-8.39,245.0
HR,61,14.82,70.0
Sales,241,9.85,265.0
HR,286,13.98,326.0
Finance,246,3.16,254.0
Tech,149,-5.22,141.0
HR,141,4.74,148.0
Tech,135,-1.43,133.0
Sales,251,8.03,271.0
Finance,222,-4.93,211.0
Sales,296,19.37,353.0
Sales,291,23.05,358.0
Sales,220,9.58,241.0
Tech,20,1.09,20.0
HR,177,-5.75,167.0
Sales,154,11.7,172.0
Finance,116,1.03,117.0
Finance,70,-0.13,70.0
Finance,226,10.61,250.0
Finance,68,18.34,80.0
Finance,62,24.67,77.0
Finance,161,0.63,162.0
Tech,77,-9.43,70.0
HR,109,15.15,126.0
Tech,275,-2.06,269.0
Sales,279,-0.99,276.0
Finance,46,-0.62,46.0
Tech,152,16.67,177.0
Sales,118,7.2,126.0
HR,59,7.71,64.0
Sales,257,5.18,270.0
Sales,214,-4.02,205.0
Finance,26,0.97,26.0
Finance,109,24.68,136.0
Finance,19,15.8,22.0
Tech,54,4.9,57.0
Finance,173,12.39,194.0
Tech,220,21.07,266.0
HR,13,22.57,16.0
Finance,222,16.13,258.0
Tech,83,-9.79,75.0
Tech,11,10.95,12.0
Tech,161,20.61,194.0
Tech,202,19.1,241.0
Sales,96,15.99,111.0
HR,187,2.71,192.0
Tech,105,8.89,114.0
Sales,43,2.13,44.0
Sales,130,4.51,136.0
Finance,209,-5.77,197.0
Tech,143,-9.5,129.0
HR,190,22.9,234.0
Tech,198,18.93,235.0
Sales,190,13.05,215.0
Sales,56,19.54,67.0
Sales,280,11.71,313.0
Finance,256,7.97,276.0
Sales,216,0.11,216.0
Sales,169,-3.68,163.0
Finance,113,6.78,121.0
Sales,221,17.78,260.0
Finance,31,1.75,32.0
Tech,260,-3.57,251.0
HR,70,8.55,76.0
Finance,166,17.66,195.0
Finance,96,-9.32,87.0
Finance,137,15.36,158.0
Sales,190,20.06,228.0
HR,30,-9.15,27.0
Sales,138,-9.96,124.0
Sales,36,24.72,45.0
Sales,208,0.07,208.0
HR,10,7.6,11.0
HR,8,-2.25,8.0
Finance,259,20.62,312.0
Finance,13,17.54,15.0
Sales,249,5.27,262.0
HR,29,-8.99,26.0
Sales,235,12.3,264.0
Finance,110,16.43,128.0
Finance,38,-5.15,36.0
Sales,37,9.63,41.0
Sales,191,4.38,199.0
Finance,238,2.72,244.0
Finance,8,-7.96,7.0
HR,110,-4.3,105.0
HR,45,4.37,47.0
Finance,66,-3.08,64.0
Finance,75,-8.69,68.0
Tech,294,20.34,354.0
HR,134,20.86,162.0
Finance,185,16.83,216.0
Finance,83,-6.24,78.0
Finance,88,18.19,104.0
Tech,108,-6.8,101.0
HR,235,-5.73,222.0
HR,44,1.05,44.0
Finance,186,-7.19,173.0
HR,264,-4.16,253.0
Finance,201,12.15,225.0
Tech,158,2.01,161.0
Finance,206,21.89,251.0
Tech,115,19.57,138.0
Finance,258,4.39,269.0
Sales,202,18.78,240.0
HR,160,22.46,196.0
HR,293,4.96,308.0
Tech,292,8.11,316.0
Finance,160,17.72,188.0
Sales,218,-8.42,200.0
HR,15,-1.23,15.0
Sales,136,15.49,157.0
Tech,138,3.36,143.0
HR,129,11.2,143.0
Finance,52,-0.03,52.0
Sales,199,-6.64,186.0
Tech,117,-5.34,111.0
Sales,190,-1.87,186.0
Sales,57,-3.45,55.0
Sales,29,-1.82,28.0
Sales,19,15.46,22.0
Finance,118,5.14,124.0
Tech,213,0.52,214.0
Sales,58,19.92,70.0
Sales,255,2.19,261.0
Tech,148,22.35,181.0
Tech,219,13.57,249.0
Sales,270,3.02,278.0
Sales,56,19.26,67.0
HR,80,17.06,94.0
HR,40,10.9,44.0
Sales,79,3.17,82.0
Sales,276,-2.35,270.0
HR,218,23.54,269.0
Finance,115,-4.29,110.0
Finance,48,11.12,53.0
Tech,203,21.89,247.0
HR,229,0.29,230.0
Sales,73,6.27,78.0
Finance,20,-3.76,19.0
Finance,141,-5.45,133.0
Sales,168,2.78,173.0
Finance,75,5.61,79.0
HR,121,23.45,149.0
Sales,168,5.47,177.0
Sales,127,-5.71,120.0
HR,227,5.63,240.0
Tech,297,-2.01,291.0
Sales,106,21.97,129.0
Tech,18,5.11,19.0
HR,154,0.97,155.0
HR,283,21.44,344.0
Finance,5,1.84,5.0
Tech,165,-8.17,152.0
Finance,13,-3.53,13.0
Finance,188,-9.77,170.0
Tech,155,2.85,159.0
Finance,184,20.2,221.0
Sales,171,2.24,175.0
Sales,172,-4.17,165.0
Finance,273,-1.49,269.0
Tech,77,14.9,88.0
Sales,196,11.67,219.0
HR,280,6.86,299.0
Finance,134,16.96,157.0
Tech,157,12.56,177.0
HR,87,16.38,101.0
Tech,286,15.48,330.0
HR,9,0.21,9.0
Finance,194,14.42,222.0
Tech,138,11.25,154.0
Finance,226,20.39,272.0
Finance,229,7.36,246.0
Tech,60,-0.05,60.0
HR,139,3.87,144.0
Sales,47,18.74,56.0
Sales,271,23.62,335.0
HR,109,11.09,121.0
HR,120,13.35,136.0
Sales,190,4.16,198.0
Tech,259,-1.22,256.0
Tech,181,3.55,187.0
Tech,202,-0.42,201.0
HR,174,6.19,185.0
Sales,68,19.79,81.0
HR,110,22.7,135.0
Sales,147,-0.55,146.0
Finance,212,6.29,225.0
HR,164,-0.81,163.0
Tech,65,23.59,80.0
Finance,74,16.31,86.0
Tech,227,-6.5,212.0
HR,110,15.21,127.0
Tech,93,-0.62,92.0
Tech,16,19.89,19.0
Finance,280,22.33,343.0
Tech,74,10.68,82.0
Tech,282,17.45,331.0
Tech,268,-9.57,242.0
Tech,121,-7.47,112.0
Tech,211,-9.24,192.0
Sales,34,13.07,38.0
Finance,282,17.45,331.0
Sales,138,-0.05,138.0
Tech,273,0.73,275.0
HR,170,-8.82,155.0
HR,134,17.1,157.0
Finance,224,8.65,243.0
Tech,73,12.91,82.0
Sales,51,24.99,64.0
HR,269,0.43,270.0
HR,67,16.19,78.0
Sales,48,15.63,56.0
HR,227,-9.47,206.0
HR,209,12.73,236.0
HR,50,8.96,54.0
Finance,195,15.86,226.0
Tech,35,1.28,35.0
Sales,235,12.96,265.0
HR,16,15.49,18.0
Tech,123,6.12,131.0
Tech,223,-9.01,203.0
HR,22,20.58,27.0
Tech,191,-6.37,179.0
Tech,149,23.14,183.0
Finance,89,23.84,110.0
Tech,29,-2.29,28.0
Sales,65,22.81,80.0
HR,98,20.22,118.0
Sales,264,23.49,326.0
Finance,45,8.01,49.0
Finance,33,10.28,36.0
Sales,60,4.37,63.0
HR,165,-0.46,164.0
Tech,159,13.92,181.0
Finance,173,22.0,211.0
HR,94,17.66,111.0
Finance,97,23.76,120.0
Tech,85,20.85,103.0
Finance,169,-2.4,165.0
Sales,198,23.7,245.0
Finance,105,1.93,107.0
Finance,155,-2.24,152.0
HR,252,5.38,266.0
Tech,246,16.96,288.0
Tech,52,-5.18,49.0
Sales,126,4.83,132.0
Finance,76,-6.75,71.0
Finance,161,15.02,185.0
HR,265,-4.37,253.0
HR,141,7.72,152.0
HR,196,6.63,209.0
Tech,53,13.15,60.0
Sales,62,8.5,67.0
Finance,257,6.64,274.0
Finance,202,19.99,242.0
Tech,8,-3.66,8.0
HR,195,2.22,199.0
Tech,296,14.43,339.0
Finance,266,4.87,279.0
Sales,151,-5.77,142.0
Finance,83,-6.24,78.0
Sales,16,-4.97,15.0
HR,82,8.42,89.0
Tech,179,1.31,181.0
HR,79,17.68,93.0
Sales,296,3.89,308.0
HR,86,-9.92,77.0
Finance,239,3.95,248.0
Tech,183,0.8,184.0
Tech,25,19.46,30.0
Sales,131,22.82,161.0
Finance,24,-4.69,23.0
Sales,99,0.42,99.0
Sales,62,17.08,73.0
Sales,34,20.72,41.0
Finance,224,21.14,271.0
Sales,48,1.17,49.0
Finance,202,5.19,212.0
Tech,132,24.64,165.0
Finance,91,8.53,99.0
Finance,219,19.97,263.0
Finance,238,-0.69,236.0
Sales,256,11.67,286.0
Sales,136,21.45,165.0
HR,189,-3.83,182.0
Finance,245,20.69,296.0
Finance,169,23.93,209.0
Finance,36,3.63,37.0
Finance,39,9.55,43.0
Tech,179,0.7,180.0
HR,241,21.96,294.0
Finance,145,2.1,148.0
Sales,127,7.64,137.0
HR,103,20.21,124.0
Tech,237,13.18,268.0
Tech,70,-5.49,66.0
HR,155,19.42,185.0
HR,176,-3.16,170.0
HR,160,-5.07,152.0
Sales,102,4.19,106.0
HR,141,-9.53,128.0
Tech,25,12.93,28.0
HR,94,-6.06,88.0
Sales,142,2.24,145.0
Sales,154,9.92,169.0
Finance,170,-0.36,169.0
Finance,57,21.81,69.0
Sales,286,-8.62,261.0
Sales,180,-4.72,172.0
Tech,215,18.58,255.0
Tech,267,12.76,301.0
Finance,100,-6.48,94.0
HR,126,-2.36,123.0
Tech,236,1.03,238.0
Sales,240,19.09,286.0
Finance,17,16.94,20.0
Sales,143,19.07,170.0
HR,87,-1.65,86.0
Tech,178,6.62,190.0
Tech,22,11.49,25.0
HR,133,15.65,154.0
HR,201,19.6,240.0
HR,51,8.5,55.0
Sales,176,22.6,216.0
Finance,185,11.52,206.0
Tech,121,-7.85,112.0
Sales,287,2.49,294.0
Tech,253,7.26,271.0
Sales,202,-2.09,198.0
HR,128,17.05,150.0
Finance,107,-2.41,104.0
Finance,51,23.49,63.0
Tech,260,0.9,262.0
Finance,290,15.58,335.0
Finance,273,-2.95,265.0
HR,81,-5.12,77.0
Sales,162,21.18,196.0
Tech,165,17.98,195.0
HR,143,2.47,147.0
Finance,153,18.19,181.0
Sales,285,7.58,307.0
HR,246,8.01,266.0
Finance,115,3.73,119.0
HR,203,18.77,241.0
HR,288,12.66,324.0
Finance,261,4.5,273.0
Sales,126,5.35,133.0
HR,48,10.56,53.0
Sales,147,8.95,160.0
Tech,18,14.87,21.0
Tech,38,15.55,44.0
HR,267,-6.03,251.0
Finance,112,13.96,128.0
Finance,6,19.39,7.0
HR,250,13.91,285.0
HR,87,-8.38,80.0
Finance,7,17.91,8.0
HR,130,-2.55,127.0
Finance,49,12.18,55.0
Finance,247,21.04,299.0
Sales,129,-2.5,126.0
Tech,122,-5.45,115.0
HR,132,24.73,165.0
Sales,212,22.96,261.0
Finance,143,15.29,165.0
Finance,135,-0.84,134.0
Finance,265,-7.65,245.0
HR,73,20.39,88.0
Finance,287,2.46,294.0
Tech,76,-5.36,72.0
Finance,101,0.77,102.0
Finance,36,-2.89,35.0
Sales,68,13.19,77.0
Sales,170,6.29,181.0
HR,42,8.97,46.0
Tech,163,-0.98,161.0
Sales,220,23.45,272.0
HR,78,6.52,83.0
Sales,75,15.5,87.0
HR,45,10.04,50.0
Tech,14,14.56,16.0
Finance,124,-5.23,118.0
Finance,280,14.54,321.0
