candidate_id,position,experience_years,interview_score,source,hired
100615,Software Engineer,7,5.5,Campus,No
100616,Manager,1,6.9,Campus,Yes
100617,Software Engineer,9,6.4,Campus,No
100618,Manager,6,6.7,Campus,Yes
100619,HR Executive,13,5.6,LinkedIn,No
100620,Analyst,13,7.0,LinkedIn,Yes
100621,Manager,10,8.5,Job Portal,Yes
100622,Software Engineer,6,8.9,LinkedIn,Yes
100623,Software Engineer,10,7.3,Referral,Yes
100624,HR Executive,0,8.9,Referral,Yes
100625,Software Engineer,5,5.8,Campus,No
100626,Analyst,4,2.6,Campus,No
100627,HR Executive,8,3.5,Referral,No
100628,Manager,10,3.9,Campus,No
100629,Software Engineer,8,4.8,LinkedIn,No
100630,Analyst,7,6.0,Campus,No
100631,Software Engineer,1,6.0,Job Portal,No
100632,Manager,7,6.4,LinkedIn,No
100633,HR Executive,3,3.5,LinkedIn,No
100634,Manager,9,1.8,Campus,No
100635,Manager,11,3.8,Campus,No
100636,Analyst,10,3.2,Campus,No
100637,HR Executive,10,1.6,Campus,No
100638,Software Engineer,4,7.1,LinkedIn,Yes
100639,HR Executive,9,8.2,Job Portal,Yes
100640,HR Executive,4,8.9,Referral,Yes
100641,Analyst,3,2.2,Referral,No
100642,Analyst,13,1.7,Campus,No
100643,Software Engineer,6,2.8,LinkedIn,No
100644,HR Executive,14,4.3,LinkedIn,No
100645,Analyst,2,6.3,Job Portal,No
100646,HR Executive,1,2.7,LinkedIn,No
100647,Analyst,8,3.0,Campus,No
100648,Analyst,14,4.6,LinkedIn,No
100649,HR Executive,11,3.3,LinkedIn,No
100650,HR Executive,12,7.7,Campus,Yes
100651,Software Engineer,10,9.9,Job Portal,Yes
100652,Analyst,1,7.3,Job Portal,Yes
100653,Manager,8,7.9,Job Portal,Yes
100654,Manager,5,4.2,LinkedIn,No
100655,Analyst,7,8.4,Campus,Yes
100656,Manager,7,4.9,Campus,No
100657,Software Engineer,5,7.9,Campus,Yes
100658,HR Executive,10,3.9,Campus,No
100659,Analyst,5,5.7,Referral,No
100660,Analyst,14,4.5,Campus,No
100661,Analyst,1,5.0,Referral,No
100662,Analyst,12,1.8,Campus,No
100663,HR Executive,1,7.5,Campus,Yes
100664,Analyst,5,7.5,Job Portal,Yes
100665,Manager,12,9.5,LinkedIn,Yes
100666,Manager,6,8.0,Campus,Yes
100667,Analyst,3,3.7,Job Portal,No
100668,Analyst,7,8.5,Referral,Yes
100669,Software Engineer,5,9.9,Job Portal,Yes
100670,HR Executive,11,5.9,LinkedIn,No
100671,Software Engineer,5,3.6,LinkedIn,No
100672,HR Executive,6,1.7,Job Portal,No
100673,HR Executive,14,3.3,Job Portal,No
100674,Software Engineer,2,5.4,LinkedIn,No
100675,Analyst,6,9.2,Campus,Yes
100676,Analyst,8,7.2,Campus,Yes
100677,HR Executive,12,7.2,LinkedIn,Yes
100678,Software Engineer,3,3.5,Job Portal,No
100679,HR Executive,8,6.8,Referral,Yes
100680,Analyst,11,4.3,LinkedIn,No
100681,Analyst,5,5.2,Job Portal,No
100682,HR Executive,11,4.3,Campus,No
100683,HR Executive,9,6.3,Job Portal,No
100684,Software Engineer,0,5.1,Job Portal,No
100685,Manager,14,3.6,Campus,No
100686,HR Executive,10,1.8,Campus,No
100687,HR Executive,6,8.1,Job Portal,Yes
100688,Software Engineer,5,5.1,Campus,No
100689,HR Executive,1,7.8,Campus,Yes
100690,HR Executive,14,1.9,Referral,No
100691,Analyst,6,7.4,Campus,Yes
100692,Analyst,11,4.3,LinkedIn,No
100693,Software Engineer,5,2.8,LinkedIn,No
100694,Software Engineer,5,7.9,LinkedIn,Yes
100695,HR Executive,0,5.7,LinkedIn,No
100696,Software Engineer,6,2.2,LinkedIn,No
100697,Manager,4,7.1,Referral,Yes
100698,HR Executive,2,7.7,Campus,Yes
100699,Analyst,8,4.0,LinkedIn,No
100700,Analyst,0,9.2,Campus,Yes
100701,HR Executive,6,1.7,Job Portal,No
100702,Manager,4,2.0,Job Portal,No
100703,Analyst,1,9.1,Referral,Yes
100704,HR Executive,6,2.0,LinkedIn,No
100705,Manager,1,3.0,Job Portal,No
100706,Software Engineer,5,4.5,Job Portal,No
100707,HR Executive,8,4.6,LinkedIn,No
100708,Analyst,3,9.1,LinkedIn,Yes
100709,Analyst,4,4.1,Campus,No
100710,Analyst,1,1.9,Referral,No
100711,Software Engineer,6,6.7,Campus,Yes
100712,Analyst,3,1.6,Referral,No
100713,Manager,13,5.7,LinkedIn,No
100714,HR Executive,7,8.5,Referral,Yes
100715,HR Executive,13,5.0,Referral,No
100716,Software Engineer,2,2.1,Referral,No
100717,Software Engineer,2,2.0,Job Portal,No
100718,Software Engineer,11,7.9,Campus,Yes
100719,Manager,12,1.9,Job Portal,No
100720,Manager,8,9.4,Referral,Yes
100721,Analyst,8,5.4,Campus,No
100722,HR Executive,12,7.1,Job Portal,Yes
100723,Software Engineer,12,8.4,Job Portal,Yes
100724,Software Engineer,11,3.8,LinkedIn,No
100725,Software Engineer,4,4.3,LinkedIn,No
100726,HR Executive,13,8.3,Referral,Yes
100727,HR Executive,0,9.4,Campus,Yes
100728,Manager,2,7.3,Campus,Yes
100729,Software Engineer,10,7.7,LinkedIn,Yes
100730,Manager,3,2.7,Job Portal,No
100731,Analyst,12,6.2,Campus,No
100732,Manager,7,9.8,LinkedIn,Yes
100733,Manager,2,9.1,LinkedIn,Yes
100734,Analyst,14,8.7,Job Portal,Yes
100735,Software Engineer,10,8.4,Campus,Yes
100736,Manager,0,9.6,Referral,Yes
100737,Manager,8,6.5,Referral,Yes
100738,Analyst,13,3.9,Job Portal,No
100739,Manager,2,1.2,Referral,No
100740,Software Engineer,1,2.5,LinkedIn,No
100741,Analyst,13,9.1,Campus,Yes
100742,Analyst,2,6.1,Referral,No
100743,Manager,7,4.6,Campus,No
100744,Software Engineer,2,1.5,Campus,No
100745,Analyst,14,6.5,Referral,Yes
100746,HR Executive,9,4.4,Job Portal,No
100747,HR Executive,10,7.0,Campus,Yes
100748,Software Engineer,1,2.1,Job Portal,No
100749,HR Executive,14,1.5,LinkedIn,No
100750,Manager,14,1.6,Referral,No
100751,Software Engineer,14,1.3,Referral,No
100752,HR Executive,11,8.6,Referral,Yes
100753,Software Engineer,5,5.8,LinkedIn,No
100754,HR Executive,3,4.1,Campus,No
100755,Manager,4,2.3,Campus,No
100756,Software Engineer,12,7.2,LinkedIn,Yes
100757,HR Executive,13,1.5,Referral,No
100758,HR Executive,14,9.5,LinkedIn,Yes
100759,Manager,12,8.7,LinkedIn,Yes
100760,Analyst,6,7.5,Referral,Yes
100761,Software Engineer,13,7.9,Campus,Yes
100762,Analyst,6,6.4,Referral,No
100763,Manager,13,2.7,LinkedIn,No
100764,Software Engineer,7,9.8,LinkedIn,Yes
100765,Software Engineer,1,2.4,LinkedIn,No
100766,HR Executive,14,6.7,LinkedIn,Yes
100767,Analyst,2,5.9,Job Portal,No
100768,HR Executive,3,3.4,Campus,No
100769,Manager,13,5.7,Campus,No
100770,Software Engineer,0,4.5,Job Portal,No
100771,HR Executive,9,8.0,LinkedIn,Yes
100772,HR Executive,13,4.5,Referral,No
100773,Software Engineer,2,6.6,Job Portal,Yes
100774,Manager,13,9.9,Job Portal,Yes
100775,Manager,7,4.6,Job Portal,No
100776,HR Executive,5,5.0,Campus,No
100777,Analyst,4,9.0,Campus,Yes
100778,Manager,5,2.1,Job Portal,No
100779,Manager,9,3.7,Job Portal,No
100780,HR Executive,8,7.9,Job Portal,Yes
100781,Analyst,13,8.5,Referral,Yes
100782,Software Engineer,14,10.0,Referral,Yes
100783,Manager,13,4.8,Campus,No
100784,Software Engineer,11,1.6,LinkedIn,No
100785,Analyst,5,7.8,Job Portal,Yes
100786,Manager,7,9.7,LinkedIn,Yes
100787,Software Engineer,2,3.3,Job Portal,No
100788,HR Executive,8,2.3,Referral,No
100789,Manager,4,2.7,Campus,No
100790,Software Engineer,12,8.0,Job Portal,Yes
100791,Manager,1,5.9,Campus,No
100792,Software Engineer,14,7.5,Campus,Yes
100793,Analyst,14,9.4,LinkedIn,Yes
100794,Analyst,14,2.7,LinkedIn,No
100795,Analyst,9,1.4,Referral,No
100796,Manager,14,2.9,Job Portal,No
100797,Manager,6,9.6,Referral,Yes
100798,Software Engineer,3,8.4,Referral,Yes
100799,Analyst,3,4.7,Referral,No
100800,Manager,4,7.1,LinkedIn,Yes
100801,HR Executive,3,3.1,LinkedIn,No
100802,Analyst,10,2.9,Campus,No
100803,Software Engineer,7,8.9,LinkedIn,Yes
100804,HR Executive,1,3.9,Referral,No
100805,Software Engineer,5,9.4,LinkedIn,Yes
100806,Software Engineer,2,7.8,Job Portal,Yes
100807,Manager,10,5.1,Job Portal,No
100808,HR Executive,12,5.1,Referral,No
100809,Manager,5,3.4,Job Portal,No
100810,Software Engineer,4,7.3,LinkedIn,Yes
100811,HR Executive,4,5.6,LinkedIn,No
100812,HR Executive,9,4.8,LinkedIn,No
100813,Software Engineer,0,7.7,Campus,Yes
100814,Manager,2,1.2,Job Portal,No
100815,Analyst,3,4.3,LinkedIn,No
100816,HR Executive,6,7.2,Referral,Yes
100817,HR Executive,8,9.7,Job Portal,Yes
100818,HR Executive,9,8.7,LinkedIn,Yes
100819,HR Executive,10,4.5,Referral,No
100820,Analyst,4,5.0,Campus,No
100821,HR Executive,0,5.6,Campus,No
100822,Manager,1,6.3,Referral,No
100823,Analyst,6,5.4,LinkedIn,No
100824,HR Executive,14,3.4,Campus,No
100825,HR Executive,13,3.4,LinkedIn,No
100826,HR Executive,2,8.6,LinkedIn,Yes
100827,Software Engineer,4,2.9,LinkedIn,No
100828,Analyst,11,3.0,LinkedIn,No
100829,Analyst,7,9.4,Job Portal,Yes
100830,Software Engineer,2,9.9,Referral,Yes
100831,HR Executive,9,6.2,LinkedIn,No
100832,Manager,13,7.0,Campus,Yes
100833,Manager,2,6.0,LinkedIn,No
100834,Software Engineer,10,6.3,Job Portal,No
100835,Manager,9,8.8,LinkedIn,Yes
100836,Analyst,0,9.4,Referral,Yes
100837,Software Engineer,12,6.5,Campus,Yes
100838,Manager,8,6.0,Campus,No
100839,Analyst,13,8.0,LinkedIn,Yes
100840,HR Executive,0,8.0,Campus,Yes
100841,Manager,5,7.2,Referral,Yes
100842,Manager,1,1.3,Referral,No
100843,Analyst,7,1.8,LinkedIn,No
100844,Software Engineer,0,4.7,Job Portal,No
100845,Analyst,6,9.2,Job Portal,Yes
100846,HR Executive,7,3.2,Job Portal,No
100847,HR Executive,8,4.1,LinkedIn,No
100848,HR Executive,10,7.4,Referral,Yes
100849,Manager,14,7.2,Job Portal,Yes
100850,Manager,12,3.2,LinkedIn,No
100851,Manager,10,4.6,LinkedIn,No
100852,Manager,0,9.1,Campus,Yes
100853,HR Executive,4,4.8,Campus,No
100854,HR Executive,8,3.8,LinkedIn,No
100855,Software Engineer,0,7.8,LinkedIn,Yes
100856,Analyst,11,7.8,Job Portal,Yes
100857,HR Executive,2,5.2,Campus,No
100858,Software Engineer,12,2.7,LinkedIn,No
100859,Manager,12,5.5,Campus,No
100860,Analyst,5,1.2,LinkedIn,No
100861,HR Executive,3,3.6,Campus,No
100862,Manager,2,8.3,LinkedIn,Yes
100863,Analyst,11,8.2,Campus,Yes
100864,Analyst,4,6.4,Campus,No
100865,HR Executive,2,1.4,Referral,No
100866,Analyst,7,2.8,Job Portal,No
100867,Software Engineer,13,6.5,LinkedIn,Yes
100868,HR Executive,5,4.7,Campus,No
100869,Analyst,7,3.5,LinkedIn,No
100870,Manager,2,2.2,Campus,No
100871,Software Engineer,4,1.2,Job Portal,No
100872,Analyst,9,5.1,Job Portal,No
100873,Manager,10,2.8,LinkedIn,No
100874,Analyst,8,9.6,Campus,Yes
100875,HR Executive,6,5.0,Campus,No
100876,Analyst,10,6.3,Referral,No
100877,Analyst,12,9.2,LinkedIn,Yes
100878,Manager,1,7.0,Campus,Yes
100879,Software Engineer,3,7.7,Referral,Yes
100880,Manager,12,2.7,LinkedIn,No
100881,Software Engineer,14,1.8,Job Portal,No
100882,Analyst,1,5.9,LinkedIn,No
100883,Software Engineer,12,4.4,Referral,No
100884,HR Executive,3,1.6,Referral,No
100885,Manager,2,9.1,Referral,Yes
100886,Analyst,7,6.5,Campus,Yes
100887,Analyst,0,5.3,Campus,No
100888,HR Executive,14,1.4,LinkedIn,No
100889,HR Executive,5,6.0,LinkedIn,No
100890,Analyst,7,4.1,Job Portal,No
100891,Manager,3,6.7,Campus,Yes
100892,Software Engineer,10,3.0,Referral,No
100893,Manager,1,7.9,Campus,Yes
100894,Software Engineer,4,1.8,LinkedIn,No
100895,Software Engineer,14,4.6,LinkedIn,No
100896,Analyst,0,1.6,LinkedIn,No
100897,Manager,9,8.8,Job Portal,Yes
100898,Software Engineer,9,9.2,Campus,Yes
100899,Manager,12,8.0,Referral,Yes
100900,Manager,12,7.7,Campus,Yes
100901,Software Engineer,3,5.6,Referral,No
100902,Analyst,13,3.9,Job Portal,No
100903,Analyst,4,8.9,LinkedIn,Yes
100904,Analyst,5,2.5,Referral,No
100905,Software Engineer,9,4.1,LinkedIn,No
100906,Software Engineer,13,2.9,Referral,No
100907,Software Engineer,2,7.6,LinkedIn,Yes
100908,Analyst,14,3.2,Referral,No
100909,Software Engineer,14,9.0,Campus,Yes
100910,Manager,9,2.5,LinkedIn,No
100911,Manager,11,2.0,Referral,No
100912,Analyst,10,5.1,Job Portal,No
100913,Software Engineer,11,4.7,Campus,No
100914,HR Executive,4,6.0,LinkedIn,No
100915,HR Executive,5,2.2,LinkedIn,No
100916,HR Executive,4,7.3,Campus,Yes
100917,HR Executive,1,7.3,Referral,Yes
100918,Manager,1,2.6,Campus,No
100919,Analyst,5,3.9,LinkedIn,No
100920,HR Executive,14,8.0,Job Portal,Yes
100921,Software Engineer,10,5.1,Job Portal,No
100922,Manager,13,6.7,Campus,Yes
100923,Analyst,13,3.6,LinkedIn,No
100924,HR Executive,1,9.4,LinkedIn,Yes
100925,Analyst,7,1.3,Job Portal,No
100926,Analyst,14,7.2,Job Portal,Yes
100927,Analyst,10,7.4,Job Portal,Yes
100928,Software Engineer,0,1.0,LinkedIn,No
100929,Software Engineer,5,3.8,Job Portal,No
100930,HR Executive,11,6.8,Referral,Yes
100931,Software Engineer,14,4.1,Referral,No
100932,Software Engineer,9,5.5,Referral,No
100933,Software Engineer,12,4.4,Campus,No
100934,Manager,14,9.7,Campus,Yes
100935,Manager,5,2.4,Campus,No
100936,Analyst,0,6.3,LinkedIn,No
100937,Analyst,5,8.8,LinkedIn,Yes
100938,Manager,5,3.3,Campus,No
100939,HR Executive,1,5.7,Referral,No
100940,Manager,6,5.9,LinkedIn,No
100941,Analyst,4,5.7,Campus,No
100942,Software Engineer,3,3.9,Campus,No
100943,HR Executive,4,3.7,LinkedIn,No
100944,Software Engineer,11,2.8,Campus,No
100945,Software Engineer,2,9.1,Referral,Yes
100946,Analyst,11,7.6,Job Portal,Yes
100947,Manager,7,4.8,Campus,No
100948,Manager,1,8.6,Campus,Yes
100949,Manager,8,7.6,Campus,Yes
100950,HR Executive,2,1.5,Campus,No
100951,HR Executive,9,9.4,Referral,Yes
100952,Software Engineer,8,8.5,LinkedIn,Yes
100953,Software Engineer,6,9.1,Referral,Yes
100954,Analyst,6,2.7,Job Portal,No
100955,Software Engineer,13,2.9,Campus,No
100956,Manager,3,9.5,Referral,Yes
100957,Manager,6,2.2,Referral,No
100958,Manager,11,9.9,Campus,Yes
100959,Analyst,10,9.1,Campus,Yes
100960,HR Executive,8,2.1,LinkedIn,No
100961,Manager,2,9.2,Referral,Yes
100962,Software Engineer,2,2.3,LinkedIn,No
100963,Software Engineer,7,9.0,Campus,Yes
100964,Software Engineer,10,5.6,Campus,No
100965,Manager,14,2.9,LinkedIn,No
100966,Software Engineer,5,1.2,Job Portal,No
100967,Analyst,8,3.5,Job Portal,No
100968,Analyst,10,9.7,Job Portal,Yes
100969,Analyst,1,9.0,Referral,Yes
100970,HR Executive,14,6.6,Job Portal,Yes
100971,Analyst,7,7.3,Job Portal,Yes
100972,HR Executive,0,5.9,Job Portal,No
100973,Manager,14,6.1,Campus,No
100974,Software Engineer,10,8.5,Referral,Yes
100975,Software Engineer,4,5.8,Campus,No
100976,Analyst,0,9.8,Referral,Yes
100977,Software Engineer,1,3.0,Job Portal,No
100978,Manager,9,6.5,LinkedIn,Yes
100979,Analyst,13,9.6,Job Portal,Yes
100980,Analyst,3,6.5,LinkedIn,Yes
100981,Software Engineer,5,2.7,Campus,No
100982,HR Executive,8,2.1,Job Portal,No
100983,HR Executive,1,9.0,LinkedIn,Yes
100984,Analyst,14,9.7,Campus,Yes
100985,Manager,2,8.8,LinkedIn,Yes
100986,Software Engineer,5,3.2,Job Portal,No
100987,Manager,9,1.1,Referral,No
100988,Software Engineer,4,5.2,Referral,No
100989,HR Executive,11,3.1,Referral,No
100990,Analyst,0,9.8,Job Portal,Yes
100991,Software Engineer,10,3.6,Job Portal,No
100992,HR Executive,2,1.6,Job Portal,No
100993,Manager,8,1.4,Job Portal,No
100994,Software Engineer,10,3.9,Job Portal,No
100995,Analyst,14,10.0,LinkedIn,Yes
100996,Analyst,9,3.6,Campus,No
100997,Software Engineer,5,3.3,Referral,No
100998,HR Executive,9,1.6,Campus,No
100999,Manager,4,6.2,LinkedIn,No
101000,Software Engineer,5,9.3,Job Portal,Yes
101001,Analyst,10,8.6,Campus,Yes
101002,Software Engineer,5,2.9,Job Portal,No
101003,Analyst,11,4.9,Campus,No
101004,Software Engineer,10,7.9,Campus,Yes
101005,Analyst,9,9.1,Job Portal,Yes
101006,Analyst,0,1.9,LinkedIn,No
101007,Software Engineer,13,6.3,LinkedIn,No
101008,Software Engineer,2,7.5,Campus,Yes
101009,Analyst,12,1.6,LinkedIn,No
101010,Software Engineer,7,1.9,LinkedIn,No
101011,Analyst,14,9.8,Job Portal,Yes
101012,Analyst,7,2.8,Job Portal,No
101013,Analyst,8,3.3,Referral,No
101014,HR Executive,11,10.0,Job Portal,Yes
101015,Software Engineer,8,9.0,LinkedIn,Yes
101016,HR Executive,1,1.9,Referral,No
101017,Manager,1,2.0,Job Portal,No
101018,Software Engineer,9,4.2,Campus,No
101019,Analyst,3,6.3,Referral,No
101020,HR Executive,12,6.4,LinkedIn,No
101021,Software Engineer,6,5.5,Referral,No
101022,Software Engineer,12,5.5,Referral,No
101023,Analyst,2,9.8,Campus,Yes
101024,Software Engineer,1,2.7,LinkedIn,No
101025,Analyst,0,9.4,Referral,Yes
101026,Software Engineer,4,9.9,Referral,Yes
101027,Software Engineer,3,3.5,LinkedIn,No
101028,Software Engineer,8,5.6,LinkedIn,No
101029,Analyst,9,2.7,Job Portal,No
101030,Analyst,10,5.8,LinkedIn,No
101031,Analyst,11,1.1,Campus,No
101032,Manager,6,7.1,Job Portal,Yes
101033,Manager,13,6.7,LinkedIn,Yes
101034,Software Engineer,1,2.3,Job Portal,No
101035,Manager,0,5.5,Job Portal,No
101036,Software Engineer,8,5.0,LinkedIn,No
101037,Software Engineer,5,9.6,Job Portal,Yes
101038,Manager,2,6.2,Campus,No
101039,HR Executive,0,6.1,Job Portal,No
101040,Manager,13,6.9,Referral,Yes
101041,Software Engineer,4,6.8,Job Portal,Yes
101042,HR Executive,6,3.4,Campus,No
101043,Manager,14,3.3,Job Portal,No
101044,Manager,10,2.3,Campus,No
101045,Software Engineer,6,9.5,Job Portal,Yes
101046,Software Engineer,2,2.7,Referral,No
101047,Software Engineer,0,5.2,Campus,No
101048,Analyst,6,6.9,Job Portal,Yes
101049,Analyst,11,7.7,LinkedIn,Yes
101050,Analyst,13,8.6,LinkedIn,Yes
101051,HR Executive,1,1.1,LinkedIn,No
101052,Manager,12,8.1,Job Portal,Yes
101053,Software Engineer,0,3.3,Referral,No
101054,Manager,12,7.2,Referral,Yes
101055,Analyst,3,1.4,LinkedIn,No
101056,HR Executive,14,7.4,Campus,Yes
101057,Software Engineer,8,6.1,LinkedIn,No
101058,HR Executive,8,3.2,Referral,No
101059,Software Engineer,9,8.1,Job Portal,Yes
101060,Analyst,8,3.2,LinkedIn,No
101061,Manager,0,4.7,Job Portal,No
101062,Analyst,5,1.9,Referral,No
101063,Software Engineer,2,7.2,Referral,Yes
101064,Software Engineer,3,5.0,Campus,No
101065,Analyst,14,8.8,Job Portal,Yes
101066,Analyst,6,2.8,Job Portal,No
101067,Analyst,9,6.0,Referral,No
101068,Software Engineer,5,4.1,Job Portal,No
101069,Software Engineer,9,2.1,Referral,No
101070,Software Engineer,12,7.6,LinkedIn,Yes
101071,Software Engineer,0,5.7,Job Portal,No
101072,Analyst,0,1.8,Job Portal,No
101073,Software Engineer,0,5.6,Referral,No
101074,Manager,3,8.7,LinkedIn,Yes
101075,Software Engineer,3,3.1,Campus,No
101076,HR Executive,9,6.3,Campus,No
101077,Manager,13,4.4,Referral,No
101078,Manager,2,3.8,Job Portal,No
101079,Software Engineer,12,9.7,Campus,Yes
101080,Manager,13,3.6,LinkedIn,No
101081,Software Engineer,13,3.7,Referral,No
101082,Analyst,11,4.7,Campus,No
101083,Manager,8,3.9,LinkedIn,No
101084,Manager,13,8.6,Campus,Yes
101085,Software Engineer,6,1.7,LinkedIn,No
101086,Manager,3,5.4,Campus,No
101087,Manager,1,7.8,LinkedIn,Yes
101088,Analyst,8,1.2,LinkedIn,No
101089,HR Executive,1,5.8,Referral,No
101090,Manager,3,5.9,Referral,No
101091,Manager,6,1.7,Referral,No
101092,Manager,12,2.4,LinkedIn,No
101093,Manager,2,7.8,LinkedIn,Yes
101094,Analyst,6,4.5,Referral,No
101095,HR Executive,8,3.7,Job Portal,No
101096,Software Engineer,1,4.0,Referral,No
101097,HR Executive,5,9.3,Campus,Yes
101098,Analyst,12,7.4,Referral,Yes
101099,HR Executive,2,9.1,Campus,Yes
101100,Software Engineer,9,7.5,Campus,Yes
101101,HR Executive,5,5.3,Job Portal,No
101102,Analyst,11,9.6,Campus,Yes
101103,Analyst,12,1.5,Job Portal,No
101104,Software Engineer,10,7.1,Job Portal,Yes
101105,HR Executive,2,5.8,Referral,No
101106,HR Executive,1,6.4,Job Portal,No
101107,Manager,4,7.3,Referral,Yes
101108,HR Executive,13,7.1,Job Portal,Yes
101109,Analyst,2,4.0,Referral,No
101110,Manager,12,7.6,Referral,Yes
101111,Software Engineer,9,7.1,Campus,Yes
101112,Manager,10,8.5,LinkedIn,Yes
101113,HR Executive,13,6.0,Job Portal,No
101114,Manager,12,9.2,Referral,Yes
101115,Analyst,4,6.8,Campus,Yes
101116,Analyst,14,6.2,Campus,No
101117,Software Engineer,3,2.3,Campus,No
101118,Analyst,7,9.5,Job Portal,Yes
101119,Analyst,9,3.4,Job Portal,No
101120,Analyst,3,2.4,LinkedIn,No
101121,Software Engineer,4,9.6,LinkedIn,Yes
101122,Manager,8,7.4,Referral,Yes
101123,Manager,0,9.9,Referral,Yes
101124,HR Executive,5,3.7,Referral,No
101125,Analyst,1,2.0,Campus,No
101126,Analyst,11,7.7,LinkedIn,Yes
101127,HR Executive,1,8.1,Referral,Yes
101128,Software Engineer,8,5.4,LinkedIn,No
101129,Software Engineer,5,8.7,Campus,Yes
101130,HR Executive,10,7.6,Job Portal,Yes
101131,HR Executive,5,4.1,LinkedIn,No
101132,HR Executive,2,7.7,Job Portal,Yes
101133,HR Executive,2,1.1,LinkedIn,No
101134,HR Executive,5,5.3,Referral,No
101135,Software Engineer,4,6.8,Campus,Yes
101136,Manager,12,8.2,Job Portal,Yes
101137,Manager,9,2.7,Campus,No
101138,Analyst,14,4.4,Referral,No
101139,Manager,0,3.2,Campus,No
101140,Analyst,3,2.6,Job Portal,No
101141,Manager,8,4.2,Job Portal,No
101142,Analyst,9,9.8,Referral,Yes
101143,HR Executive,5,6.9,Referral,Yes
101144,Analyst,10,7.8,Campus,Yes
101145,Analyst,7,4.1,Campus,No
101146,HR Executive,2,4.5,LinkedIn,No
101147,Software Engineer,6,3.2,LinkedIn,No
101148,Manager,13,2.0,LinkedIn,No
101149,Analyst,12,1.0,Job Portal,No
101150,Software Engineer,8,6.0,Referral,No
101151,Manager,1,5.9,Job Portal,No
101152,Manager,13,8.5,LinkedIn,Yes
101153,Software Engineer,4,8.8,Referral,Yes
101154,HR Executive,5,3.2,Job Portal,No
101155,HR Executive,8,7.4,Job Portal,Yes
101156,Software Engineer,5,2.1,Job Portal,No
101157,Manager,12,1.6,Job Portal,No
101158,Manager,1,2.1,Campus,No
101159,HR Executive,11,4.9,Referral,No
101160,HR Executive,11,2.2,Campus,No
101161,Software Engineer,10,5.3,LinkedIn,No
101162,Software Engineer,6,2.4,Referral,No
101163,Manager,11,9.8,Referral,Yes
101164,Software Engineer,6,9.0,Job Portal,Yes
101165,Manager,10,2.6,LinkedIn,No
101166,HR Executive,13,4.8,Job Portal,No
101167,Manager,0,9.5,Campus,Yes
101168,HR Executive,12,7.3,Campus,Yes
101169,Software Engineer,10,6.9,LinkedIn,Yes
101170,HR Executive,1,3.7,Campus,No
101171,Software Engineer,7,9.5,LinkedIn,Yes
101172,Analyst,1,5.1,Campus,No
101173,Manager,3,6.6,LinkedIn,Yes
101174,Software Engineer,5,3.6,LinkedIn,No
101175,Manager,8,9.2,Campus,Yes
101176,Analyst,14,7.3,LinkedIn,Yes
101177,Analyst,14,5.9,Referral,No
101178,Analyst,6,6.1,Campus,No
101179,Analyst,13,1.5,Campus,No
101180,HR Executive,11,2.4,Referral,No
101181,Software Engineer,9,5.5,Job Portal,No
101182,Software Engineer,5,2.0,Campus,No
101183,HR Executive,7,2.7,Referral,No
101184,Analyst,11,9.2,Campus,Yes
101185,Software Engineer,11,2.1,Referral,No
101186,Manager,1,3.1,Campus,No
101187,Analyst,1,4.7,Referral,No
101188,Manager,6,6.1,Job Portal,No
101189,Manager,0,1.4,Campus,No
101190,Manager,8,4.0,Referral,No
101191,Manager,14,5.1,LinkedIn,No
101192,Analyst,1,1.1,Referral,No
101193,Manager,4,9.7,Campus,Yes
