employee_id,training_hours,pre_training_score,post_training_score,skill_improvement
36125,54,73,91,18
63700,93,60,79,19
48121,60,53,74,21
50397,11,65,81,16
3592,13,56,66,10
29203,113,67,71,4
62154,106,57,90,33
69555,119,47,89,42
53366,47,44,62,18
1587,9,42,64,22
47371,40,59,98,39
21237,85,60,93,33
63191,90,74,60,-14
12210,87,55,91,36
69630,99,70,94,24
27575,92,53,85,32
61787,2,56,99,43
49067,90,52,90,38
42241,93,49,63,14
21619,12,56,86,30
13686,32,64,80,16
39888,33,55,97,42
9852,43,51,80,29
22409,103,40,76,36
13622,52,45,75,30
28072,17,59,64,5
56263,29,74,74,0
31203,101,64,74,10
54471,71,58,67,9
61012,41,57,66,9
35143,10,67,91,24
55945,3,44,70,26
51436,118,43,69,26
42792,78,61,97,36
63857,39,41,87,46
49968,49,54,68,14
29502,40,69,67,-2
11918,87,47,60,13
1922,97,76,66,-10
59197,32,59,93,34
65985,21,66,95,29
55206,104,52,74,22
59432,111,42,93,51
67050,69,53,95,42
20622,106,68,97,29
42345,34,45,86,41
65369,6,67,63,-4
29826,16,45,64,19
9739,41,44,66,22
11477,29,79,77,-2
22129,102,47,89,42
1726,88,64,90,26
35319,5,53,83,30
31086,28,78,93,15
3547,108,46,80,34
8382,83,66,63,-3
15290,80,44,97,53
55679,67,72,93,21
65192,50,46,99,53
54641,63,67,99,32
66482,111,72,99,27
51114,99,50,86,36
5209,62,50,61,11
38707,66,61,62,1
44410,112,63,80,17
47079,99,43,81,38
56959,10,75,79,4
2774,37,65,92,27
43797,80,69,80,11
60368,56,45,62,17
15478,7,62,66,4
31764,50,74,89,15
13746,57,70,97,27
27998,76,57,79,22
47851,25,66,90,24
41686,117,73,79,6
26601,77,66,60,-6
63278,61,60,76,16
11323,50,71,71,0
31169,78,72,93,21
55240,56,64,61,-3
59890,117,65,78,13
39112,14,56,82,26
18902,81,63,90,27
63604,29,79,82,3
29147,81,67,83,16
66466,49,56,90,34
15498,46,64,89,25
20430,93,75,92,17
66747,58,52,94,42
35763,87,79,89,10
41681,34,58,84,26
51783,12,60,68,8
27817,53,57,98,41
35626,21,74,83,9
43913,5,52,94,42
29655,41,46,88,42
57904,27,45,90,45
15286,112,72,97,25
60361,108,69,93,24
12655,22,43,68,25
44519,83,47,85,38
36527,23,74,89,15
19366,41,42,74,32
29891,97,72,65,-7
20043,81,43,71,28
22173,14,46,92,46
3423,92,41,95,54
26370,48,54,88,34
63014,11,72,61,-11
57003,118,47,95,48
29463,28,58,67,9
32807,6,62,88,26
3676,51,67,99,32
59973,49,58,64,6
42232,96,70,83,13
37877,98,76,98,22
22651,89,75,82,7
37736,6,67,82,15
38067,105,64,73,9
19546,104,75,86,11
35244,39,75,68,-7
35672,5,79,89,10
49396,0,40,67,27
54873,116,50,76,26
48646,28,41,96,55
6571,76,67,80,13
45653,93,41,77,36
32066,66,42,94,52
62614,22,43,88,45
39201,15,43,84,41
542,86,44,66,22
944,11,75,78,3
8681,30,43,85,42
35295,27,56,80,24
65989,117,67,61,-6
17625,98,47,92,45
50214,110,48,70,22
69522,96,49,70,21
18072,100,46,70,24
62143,112,50,65,15
67818,67,59,93,34
56727,80,55,63,8
64155,55,47,88,41
44058,38,72,62,-10
14993,100,46,74,28
26883,87,74,86,12
62953,7,56,96,40
20106,6,53,60,7
29643,5,73,92,19
59495,101,41,92,51
67157,19,70,92,22
54380,100,59,71,12
21974,4,44,66,22
49839,28,76,96,20
26933,78,70,60,-10
17390,77,54,66,12
62307,116,58,84,26
41142,98,52,71,19
9459,109,47,85,38
9742,112,60,68,8
13848,33,76,76,0
43767,64,46,85,39
41973,115,53,95,42
13685,21,45,89,44
33096,12,56,85,29
367,40,73,74,1
30649,77,60,98,38
69816,117,78,91,13
56505,71,70,74,4
10657,105,75,63,-12
2956,31,65,73,8
37606,43,53,91,38
46227,33,47,96,49
53351,68,53,97,44
22968,90,50,80,30
54154,114,67,86,19
49813,54,48,80,32
37190,102,73,74,1
45862,69,56,68,12
6462,60,73,60,-13
8330,87,73,72,-1
33076,65,67,80,13
7776,107,55,93,38
8504,15,46,68,22
20110,84,58,75,17
57633,57,71,64,-7
8866,3,77,70,-7
11414,58,57,89,32
63793,73,43,78,35
4570,78,68,77,9
17840,36,49,77,28
21413,75,43,86,43
11604,23,41,99,58
29876,37,79,71,-8
26657,115,55,89,34
53916,60,60,84,24
61086,21,62,65,3
39356,105,41,72,31
13937,22,66,74,8
6106,24,56,88,32
54266,102,70,78,8
33647,29,76,71,-5
2688,96,40,99,59
64030,68,51,95,44
15305,5,46,97,51
21137,69,40,71,31
31990,52,42,72,30
12115,91,75,62,-13
47271,47,58,88,30
10521,81,70,91,21
23883,5,59,65,6
64306,81,58,71,13
56026,23,74,91,17
56402,39,45,70,25
23201,86,54,60,6
3591,57,51,67,16
25038,30,44,99,55
35257,52,42,60,18
26986,55,48,93,45
67780,100,70,68,-2
10869,27,69,62,-7
34687,0,44,90,46
65708,92,74,62,-12
69921,27,40,98,58
37393,54,48,70,22
66293,27,64,94,30
52198,39,79,89,10
28413,16,50,74,24
32374,95,64,96,32
32705,115,68,86,18
60268,43,41,82,41
54388,14,60,69,9
56583,114,55,79,24
33351,1,55,91,36
25974,111,43,79,36
39999,115,40,70,30
49308,37,56,82,26
11515,33,73,99,26
10977,72,52,70,18
12494,72,50,97,47
26642,66,60,61,1
58680,26,44,81,37
59699,80,47,83,36
30891,44,66,90,24
33907,77,75,75,0
3667,31,71,85,14
21407,17,72,94,22
64880,36,70,69,-1
68528,53,66,74,8
3885,72,62,66,4
55912,9,79,90,11
62925,36,75,95,20
11701,37,65,97,32
34950,10,73,91,18
51780,76,43,60,17
10039,91,73,92,19
2917,49,72,83,11
30886,53,68,88,20
37290,64,74,71,-3
35633,49,52,83,31
405,3,48,89,41
55904,30,68,89,21
30338,39,67,64,-3
31279,36,51,73,22
17751,101,59,66,7
43538,60,52,61,9
60406,89,70,96,26
16656,101,52,93,41
68396,75,60,88,28
51339,56,65,73,8
26084,110,66,67,1
22564,43,68,67,-1
28860,3,73,81,8
52546,91,66,88,22
21235,85,69,65,-4
37149,76,72,97,25
12622,68,57,75,18
39522,11,46,89,43
35504,115,56,98,42
28980,21,59,82,23
48870,53,49,87,38
37185,61,65,62,-3
55754,44,70,66,-4
47298,114,68,68,0
31489,61,75,87,12
18642,14,58,78,20
40469,59,57,84,27
21158,84,62,87,25
45716,8,40,72,32
64699,58,54,62,8
9217,28,65,71,6
48830,80,50,96,46
18194,94,54,64,10
28684,31,64,74,10
28455,97,43,62,19
65395,10,62,84,22
12396,83,55,84,29
3173,38,54,66,12
32620,41,44,68,24
52738,28,76,97,21
26857,41,71,76,5
46860,12,69,96,27
10778,64,55,71,16
42854,116,67,95,28
41509,78,54,79,25
34806,0,66,84,18
17167,52,66,69,3
4974,3,78,97,19
694,14,72,92,20
63699,34,74,84,10
57210,4,72,78,6
47028,37,50,81,31
66543,27,77,75,-2
25161,78,61,96,35
7782,4,41,77,36
24268,90,52,95,43
13094,95,71,73,2
15801,87,51,65,14
69119,118,63,77,14
46691,89,41,66,25
33242,9,64,99,35
16861,50,52,75,23
902,108,60,70,10
35593,98,46,93,47
8863,4,58,88,30
51760,50,78,86,8
68374,104,49,91,42
55478,61,55,97,42
47707,74,40,72,32
61973,116,45,69,24
47694,75,51,91,40
40360,26,62,75,13
63233,76,70,60,-10
54138,78,42,83,41
39972,100,52,65,13
18231,3,61,62,1
24129,53,46,73,27
41431,114,77,75,-2
47544,13,75,95,20
52714,96,62,93,31
36096,24,45,91,46
28647,81,60,62,2
66964,72,73,93,20
20488,118,77,94,17
48618,87,68,82,14
8160,90,70,93,23
53983,104,73,96,23
50353,90,43,92,49
20390,79,41,77,36
63484,1,65,95,30
18862,107,57,83,26
42850,93,71,75,4
2999,57,77,67,-10
69561,81,65,73,8
18720,116,76,94,18
25676,69,75,97,22
65597,39,70,79,9
67185,32,63,62,-1
42419,103,69,81,12
35897,62,62,93,31
66422,99,44,83,39
880,89,58,66,8
27855,43,45,98,53
55689,59,45,97,52
6447,12,71,63,-8
2905,42,48,95,47
12180,68,73,80,7
60357,46,79,67,-12
12657,2,77,67,-10
69906,42,49,73,24
31353,28,53,82,29
7503,3,70,65,-5
2376,74,43,81,38
20635,25,69,82,13
3441,79,74,79,5
661,0,68,67,-1
28345,93,71,69,-2
36573,31,49,92,43
53755,60,76,81,5
38755,20,50,95,45
62198,98,45,86,41
19318,22,43,66,23
66116,59,62,68,6
45115,23,70,69,-1
54915,52,50,78,28
25325,52,46,99,53
43997,60,63,88,25
57254,42,57,84,27
31262,90,77,90,13
11915,21,52,96,44
11968,75,51,96,45
50588,63,79,73,-6
47082,11,72,76,4
68437,62,52,80,28
39529,13,42,66,24
54952,33,49,90,41
55101,59,67,85,18
68259,26,60,68,8
63810,2,47,77,30
26734,56,57,68,11
42611,118,49,73,24
15720,6,46,88,42
57448,0,78,94,16
54945,116,51,81,30
21240,29,74,90,16
38552,86,53,73,20
39895,56,79,67,-12
15812,95,62,93,31
6868,37,62,74,12
44502,48,74,74,0
64898,91,43,70,27
68076,83,74,91,17
24219,107,54,73,19
35705,85,43,77,34
69213,55,58,72,14
16794,24,60,66,6
21978,45,69,94,25
61912,35,58,71,13
8539,117,57,77,20
44813,35,61,63,2
16797,45,41,77,36
22915,28,55,89,34
34451,48,40,82,42
46994,12,48,66,18
42484,104,62,77,15
29547,17,76,61,-15
62460,101,73,90,17
55441,60,43,87,44
19498,71,70,79,9
13919,56,42,90,48
56290,51,52,71,19
66325,68,57,95,38
65302,23,54,91,37
35095,20,71,74,3
41932,50,73,81,8
8359,69,71,72,1
30633,92,68,68,0
7490,88,43,99,56
69019,113,41,74,33
41638,47,51,67,16
29150,29,79,67,-12
66633,51,79,92,13
13159,48,55,76,21
55374,117,41,65,24
66561,48,73,94,21
33441,68,73,97,24
19736,12,71,89,18
66049,6,44,89,45
47745,97,52,65,13
39686,64,76,63,-13
48124,1,75,61,-14
58353,54,54,92,38
6629,62,61,65,4
24390,102,40,72,32
3414,29,75,93,18
11159,91,55,76,21
13905,97,73,74,1
1340,30,72,92,20
35135,104,54,95,41
43099,96,55,72,17
9549,80,79,73,-6
68293,47,72,64,-8
51431,62,58,72,14
25530,116,43,72,29
475,53,42,96,54
4812,66,43,67,24
60682,17,40,66,26
21295,36,42,99,57
49637,9,44,82,38
52496,31,52,90,38
53607,76,79,76,-3
53311,78,66,79,13
52671,29,62,82,20
68985,85,44,86,42
35617,11,47,86,39
14016,22,44,76,32
11265,63,49,82,33
44761,19,48,76,28
53832,14,64,99,35
23110,30,63,73,10
54907,38,70,77,7
11923,14,50,91,41
17287,106,70,83,13
42203,108,61,82,21
36050,37,73,96,23
31997,101,41,87,46
49282,17,71,73,2
18646,57,40,66,26
7890,76,69,82,13
38985,45,68,65,-3
1882,91,48,72,24
22526,98,75,77,2
45281,67,42,99,57
59594,16,41,67,26
67506,83,72,66,-6
10745,96,62,63,1
20869,30,44,61,17
23005,72,60,83,23
49130,36,47,80,33
9672,103,58,88,30
54214,15,69,87,18
24459,117,62,86,24
18249,98,72,79,7
39179,55,62,95,33
45535,6,79,73,-6
14240,74,79,69,-10
42296,103,57,77,20
64213,45,52,75,23
1093,82,68,99,31
69263,3,47,89,42
55216,103,79,91,12
25961,108,49,65,16
18383,47,74,76,2
56676,67,68,84,16
34145,43,78,67,-11
54002,119,63,80,17
1859,62,61,79,18
57734,91,46,72,26
21050,40,68,82,14
61542,49,65,72,7
41099,119,58,72,14
53961,73,73,87,14
14364,4,58,60,2
32437,91,58,75,17
41189,23,41,91,50
62850,85,46,94,48
34104,33,67,73,6
36031,38,70,97,27
24346,49,61,85,24
31678,60,65,69,4
14780,32,53,66,13
68435,26,45,79,34
1967,38,62,86,24
11860,67,78,61,-17
27572,87,51,99,48
44138,4,59,68,9
38919,13,43,65,22
61140,11,53,82,29
26723,52,54,71,17
22703,30,41,86,45
61785,78,43,90,47
21313,0,71,65,-6
53441,58,68,81,13
23123,105,49,60,11
40412,36,76,98,22
40277,118,42,88,46
55400,8,54,79,25
12439,1,51,64,13
34400,98,45,67,22
30226,31,79,92,13
57849,22,50,60,10
50805,50,79,75,-4
52018,118,57,68,11
12481,38,53,93,40
56909,110,55,83,28
66237,72,69,95,26
38896,117,76,71,-5
64926,27,65,78,13
9031,51,70,96,26
33765,83,76,73,-3
65227,109,60,87,27
13743,20,45,99,54
7697,59,69,92,23
65357,61,42,79,37
40548,76,72,66,-6
44897,90,75,87,12
31531,81,46,78,32
23978,64,64,91,27
43316,61,41,85,44
14388,71,78,81,3
8950,56,75,84,9
49435,19,52,81,29
56808,31,64,62,-2
13566,69,51,69,18
6178,41,68,84,16
54185,72,62,86,24
64862,47,69,81,12
56389,35,64,65,1
11702,32,43,65,22
69591,12,43,98,55
60448,46,63,77,14
63799,64,70,96,26
48675,86,46,86,40
30842,35,71,64,-7
19976,112,56,62,6
56389,76,63,81,18
39431,47,67,81,14
31116,78,71,85,14
49374,68,60,67,7
20003,106,53,62,9
15080,104,60,77,17
62098,82,46,99,53
6305,25,76,68,-8
67677,13,78,89,11
60060,82,41,81,40
62189,33,59,70,11
55448,114,69,96,27
19519,81,55,64,9
58621,92,52,90,38
67366,112,54,93,39
17935,93,50,63,13
60821,85,45,75,30
25957,17,66,73,7
36564,20,57,92,35
17717,102,67,98,31
63451,107,66,93,27
63772,81,75,92,17
58422,30,47,80,33
28861,95,50,78,28
11404,33,72,73,1
26180,11,69,98,29
57758,38,50,85,35
57187,95,65,63,-2
6917,77,52,73,21
23391,18,54,92,38
66669,117,68,96,28
28162,25,68,85,17
67138,10,46,69,23
17876,44,45,85,40
23448,71,68,71,3
51024,73,67,78,11
31453,81,49,99,50
39853,111,62,86,24
21476,114,65,67,2
46455,64,54,71,17
28107,73,52,83,31
36557,59,56,96,40
60002,15,53,82,29
13073,45,42,74,32
27922,65,40,92,52
15107,63,46,75,29
36205,108,47,69,22
22829,69,49,65,16
14736,105,57,84,27
62335,89,67,82,15
37814,75,55,81,26
40023,73,49,82,33
17115,29,46,97,51
60435,33,74,77,3
10180,87,46,96,50
45534,2,56,87,31
13130,69,76,80,4
43569,18,70,95,25
17362,3,72,75,3
7778,98,43,84,41
33333,80,41,64,23
21107,119,76,75,-1
36230,67,64,62,-2
25138,96,43,67,24
49766,79,75,70,-5
32295,108,51,75,24
50818,13,55,96,41
34861,68,60,75,15
46571,29,51,99,48
12168,68,63,85,22
32958,114,58,76,18
39531,100,63,88,25
2693,116,70,73,3
1267,11,74,72,-2
24093,107,72,92,20
14457,69,65,74,9
56750,12,76,76,0
9828,89,63,79,16
51263,51,64,60,-4
7836,104,73,80,7
37409,79,71,80,9
69486,51,55,61,6
10457,19,67,82,15
28876,48,79,70,-9
45115,11,61,79,18
50146,0,66,72,6
31259,30,56,87,31
32619,6,51,84,33
66415,79,63,91,28
49358,83,57,65,8
398,52,41,60,19
54582,52,69,94,25
18908,99,48,79,31
36530,70,75,94,19
16923,19,60,67,7
1610,65,58,70,12
45764,2,65,61,-4
17382,47,74,83,9
26233,115,76,75,-1
25147,90,62,76,14
32293,84,65,73,8
5110,34,63,77,14
15095,107,63,69,6
64496,5,51,86,35
28290,109,55,76,21
17299,106,40,75,35
66713,34,66,81,15
62654,51,62,90,28
31464,85,53,86,33
27651,111,70,86,16
35436,113,79,85,6
45488,19,42,67,25
56780,27,70,78,8
60129,22,42,65,23
53281,118,54,93,39
54720,19,45,82,37
20318,40,62,62,0
34863,31,52,99,47
68682,66,64,69,5
47306,60,51,89,38
43855,84,65,84,19
56343,20,50,96,46
2748,102,68,60,-8
21955,66,63,70,7
4528,110,63,95,32
12362,96,76,73,-3
11693,62,74,87,13
51340,77,48,98,50
60143,74,64,92,28
42828,35,65,77,12
9380,25,69,70,1
66816,60,58,84,26
47841,38,62,73,11
51041,99,42,79,37
53668,76,57,99,42
3721,16,63,98,35
15339,3,48,80,32
48104,118,75,88,13
24526,65,56,77,21
32434,87,58,96,38
7749,8,53,84,31
17159,96,51,68,17
50180,19,77,94,17
27466,75,52,74,22
27431,63,68,79,11
63270,36,53,94,41
11453,75,68,81,13
27831,62,48,99,51
40545,48,54,81,27
59660,111,62,86,24
24312,90,57,88,31
42253,62,69,77,8
33220,36,69,97,28
54239,16,63,78,15
32117,13,46,90,44
2951,66,66,83,17
36435,22,61,71,10
51404,65,66,77,11
19686,115,51,95,44
3601,59,71,69,-2
11205,42,67,88,21
62967,113,64,71,7
13361,1,60,82,22
20883,29,48,74,26
15182,52,65,67,2
32753,81,65,64,-1
279,7,78,74,-4
55608,4,57,95,38
9484,40,70,79,9
37429,58,61,93,32
20430,52,42,67,25
10570,11,45,70,25
49709,57,70,80,10
40299,95,54,90,36
63505,77,60,71,11
55759,116,53,97,44
51641,4,73,74,1
62522,103,47,89,42
32775,44,56,86,30
30256,20,53,70,17
23210,13,58,71,13
37419,77,60,89,29
11587,57,57,83,26
31375,3,76,90,14
16070,46,44,85,41
31814,33,56,75,19
25331,78,52,62,10
61228,82,70,81,11
46740,99,63,90,27
28851,20,59,92,33
49430,78,74,63,-11
65166,32,73,60,-13
22937,47,42,76,34
4698,117,56,95,39
35815,47,52,68,16
62036,53,69,95,26
68699,109,76,97,21
34101,104,45,73,28
41887,78,52,69,17
28299,8,46,88,42
18029,3,72,69,-3
67743,112,47,64,17
2638,78,49,96,47
47296,30,50,64,14
59466,89,69,94,25
17887,62,71,94,23
66682,27,66,93,27
57810,41,42,97,55
50145,92,74,61,-13
14140,2,48,74,26
27149,14,50,80,30
45400,25,52,63,11
1861,80,43,89,46
2078,113,68,94,26
7813,111,70,76,6
30863,28,48,97,49
35321,66,70,95,25
51508,94,71,80,9
3499,97,45,81,36
55286,65,70,69,-1
20950,101,70,88,18
15620,25,49,87,38
26658,72,53,79,26
59557,11,79,91,12
53333,21,71,69,-2
2571,23,78,85,7
28604,47,66,94,28
47536,3,63,78,15
56076,46,78,89,11
26776,6,73,65,-8
29646,44,68,62,-6
4826,5,58,85,27
62881,104,75,64,-11
9400,73,77,71,-6
24800,119,65,67,2
40718,13,63,86,23
50284,11,70,78,8
11357,38,77,85,8
43335,29,60,82,22
54419,9,54,82,28
44593,42,55,67,12
34110,90,42,94,52
9085,82,70,72,2
59702,3,61,88,27
52828,101,76,88,12
57790,4,68,68,0
22755,21,54,63,9
52453,33,68,65,-3
10634,53,67,95,28
68743,90,78,92,14
8825,29,62,70,8
26523,3,53,97,44
43073,119,46,60,14
18780,102,72,75,3
60967,57,59,97,38
25438,12,52,76,24
30561,76,74,96,22
19480,10,79,62,-17
31901,5,61,91,30
23675,109,66,73,7
68104,57,45,83,38
62051,29,48,85,37
22245,52,45,63,18
56478,0,63,84,21
49079,48,66,65,-1
26761,92,73,98,25
35823,50,49,85,36
10453,14,69,77,8
14192,112,57,94,37
34306,25,58,99,41
68754,109,60,92,32
40574,69,56,66,10
60450,85,66,81,15
22441,72,78,71,-7
15998,73,62,77,15
8947,92,51,93,42
27587,94,64,77,13
17740,61,64,86,22
1237,69,55,72,17
31253,37,49,99,50
20716,117,48,98,50
40103,41,79,82,3
32549,15,59,65,6
34757,33,61,70,9
41590,113,61,76,15
4242,70,58,62,4
63737,1,45,75,30
54724,10,53,63,10
24912,77,79,85,6
69189,98,56,70,14
58839,73,61,87,26
51347,60,49,88,39
48063,50,46,63,17
61074,70,64,70,6
23125,84,53,60,7
63395,27,53,84,31
64831,69,67,67,0
55424,31,46,86,40
38278,9,74,73,-1
185,74,60,63,3
12323,102,79,78,-1
36370,52,48,94,46
60332,110,64,77,13
46426,84,71,63,-8
15021,94,79,83,4
4555,26,75,74,-1
22159,54,52,75,23
3010,113,76,62,-14
57711,24,73,73,0
7100,118,43,90,47
51783,78,78,93,15
8257,45,79,68,-11
69891,94,71,70,-1
49958,83,48,62,14
19231,49,72,74,2
32986,16,72,61,-11
13200,64,69,85,16
20109,113,66,67,1
36774,94,45,90,45
49171,42,42,87,45
67693,75,57,81,24
36455,105,57,66,9
67475,32,63,67,4
18159,22,78,63,-15
54445,20,53,65,12
30596,40,62,69,7
54373,11,46,63,17
49595,51,54,67,13
2373,55,58,68,10
10451,71,46,67,21
9435,9,75,86,11
53353,107,40,72,32
61902,14,71,78,7
12432,4,57,66,9
4909,21,48,99,51
14392,53,46,96,50
65279,23,75,76,1
17191,69,65,95,30
7176,16,56,85,29
67710,31,42,79,37
65772,37,70,76,6
21588,84,76,72,-4
23355,29,73,81,8
18654,56,73,95,22
41723,76,48,75,27
8515,21,60,87,27
5729,92,70,69,-1
52126,19,55,95,40
14437,42,42,84,42
51448,42,76,96,20
34430,34,68,66,-2
24221,101,40,86,46
60968,19,47,80,33
48315,106,43,66,23
50358,24,45,78,33
60704,86,72,78,6
63173,10,66,84,18
55486,77,61,80,19
39753,72,70,85,15
43896,38,42,68,26
64072,5,57,81,24
54033,118,72,66,-6
8160,71,44,83,39
62210,105,73,91,18
52180,12,51,81,30
57419,22,50,85,35
16863,17,40,68,28
25850,47,66,68,2
50973,12,66,62,-4
15324,17,55,96,41
51424,97,71,82,11
21800,35,53,94,41
64218,114,52,75,23
28644,65,49,81,32
38052,87,64,92,28
60447,37,57,83,26
41433,106,52,97,45
26594,76,62,94,32
20266,109,61,85,24
38349,118,59,95,36
18178,26,53,98,45
61076,9,64,70,6
66057,11,48,90,42
5139,90,48,92,44
46383,116,79,71,-8
21955,54,42,83,41
25978,63,78,70,-8
34981,32,46,91,45
58843,19,44,84,40
51833,23,75,64,-11
68038,90,61,66,5
43264,6,42,90,48
11163,31,41,74,33
4831,29,67,82,15
38898,79,58,93,35
67259,108,65,96,31
64647,14,43,86,43
48741,73,58,65,7
11565,89,56,84,28
9172,50,59,68,9
49853,9,51,79,28
65160,12,62,84,22
22222,44,65,67,2
45958,10,45,81,36
13492,88,48,81,33
17914,111,44,76,32
17358,115,56,63,7
8074,78,73,62,-11
27180,35,49,64,15
14183,104,70,97,27
17300,66,62,66,4
23310,37,71,83,12
14670,64,79,95,16
29744,87,47,68,21
36517,69,78,93,15
62570,99,67,83,16
29002,112,60,66,6
19945,36,45,75,30
30131,38,60,70,10
18369,17,79,85,6
25996,114,63,62,-1
37931,29,65,81,16
6580,3,72,97,25
48136,3,70,60,-10
20595,109,41,89,48
41748,80,76,75,-1
39318,78,79,65,-14
26792,82,69,96,27
18561,63,63,99,36
54167,3,49,85,36
21510,101,53,97,44
22985,37,74,86,12
24807,59,48,84,36
14859,8,49,94,45
24032,80,67,63,-4
55600,21,44,75,31
22020,67,57,92,35
5823,32,65,75,10
52554,97,58,83,25
20089,55,78,87,9
11040,22,70,86,16
45913,113,52,67,15
43072,62,68,71,3
54857,47,76,85,9
63773,78,54,83,29
36130,59,58,88,30
29967,74,59,83,24
14373,113,69,65,-4
56020,30,53,90,37
1936,47,49,90,41
68294,59,41,67,26
62497,73,51,66,15
24886,19,64,90,26
51266,59,78,92,14
52781,93,45,94,49
65985,24,61,76,15
17369,34,75,72,-3
49676,24,47,87,40
47727,26,62,79,17
62801,97,60,67,7
43107,70,70,88,18
51196,81,66,76,10
7807,22,74,78,4
46262,61,55,94,39
20419,32,53,64,11
49712,23,71,78,7
38123,103,55,64,9
69514,29,45,83,38
66648,76,49,76,27
56693,93,41,88,47
14526,96,66,86,20
32943,14,73,79,6
17113,38,53,97,44
1345,87,55,80,25
2899,47,58,82,24
1235,97,64,60,-4
21555,82,52,90,38
17984,26,75,99,24
38976,111,70,96,26
28695,78,65,76,11
25318,11,56,89,33
15555,86,65,60,-5
34395,23,76,88,12
43024,63,44,92,48
52023,101,75,79,4
23065,88,52,77,25
35576,105,42,91,49
7939,43,69,90,21
6203,69,43,97,54
63150,25,79,71,-8
26109,12,48,85,37
54827,86,73,76,3
12076,91,79,80,1
54842,55,50,84,34
56306,18,53,74,21
65347,71,79,70,-9
46626,108,72,68,-4
50720,97,76,62,-14
12866,64,65,97,32
17070,10,76,61,-15
62562,27,70,92,22
60654,72,74,62,-12
27182,105,62,79,17
2945,25,49,88,39
21737,83,56,87,31
37677,74,44,94,50
29255,113,43,80,37
45996,82,61,84,23
68223,87,66,96,30
62688,65,75,65,-10
51404,57,60,94,34
28134,5,63,85,22
38439,99,68,95,27
41634,20,67,86,19
66506,4,76,65,-11
38065,102,45,62,17
69773,62,53,90,37
3510,67,74,92,18
22278,34,59,90,31
16081,74,52,82,30
26599,18,53,92,39
60828,10,74,91,17
11906,21,54,81,27
25182,29,78,67,-11
42324,70,43,79,36
36063,99,58,73,15
3447,112,67,96,29
20984,38,40,61,21
1381,33,67,81,14
34792,11,42,71,29
30592,24,77,67,-10
15149,41,67,82,15
36784,74,72,69,-3
49862,112,76,68,-8
58475,118,59,66,7
16916,20,41,88,47
25616,66,47,74,27
1776,38,62,95,33
46871,118,66,78,12
26883,23,62,91,29
31898,48,47,84,37
24446,4,44,96,52
54382,87,66,88,22
51864,72,73,82,9
65449,7,43,92,49
63113,16,49,91,42
52125,39,66,79,13
8542,18,79,84,5
10963,101,41,63,22
40143,62,53,75,22
59824,52,46,86,40
49753,7,47,77,30
58690,95,69,66,-3
5832,90,57,78,21
23575,26,46,89,43
24625,107,78,61,-17
57376,0,67,72,5
55410,64,67,75,8
65430,43,52,65,13
62328,92,68,70,2
26111,44,78,83,5
7924,67,76,80,4
47539,108,62,66,4
17108,38,74,91,17
37314,72,75,89,14
66700,1,68,84,16
59920,112,46,68,22
35796,113,72,86,14
55215,93,68,76,8
15557,101,46,78,32
10002,13,52,95,43
9795,44,57,61,4
68464,39,47,95,48
66083,86,58,62,4
23834,29,56,70,14
18060,92,43,64,21
45546,119,65,92,27
34734,23,51,96,45
13009,115,75,79,4
39355,32,67,84,17
33526,56,72,60,-12
51545,81,43,78,35
45364,93,49,84,35
56269,33,79,65,-14
8219,93,79,81,2
50847,90,46,93,47
57537,110,57,76,19
10743,23,70,83,13
1336,27,63,79,16
3728,95,53,99,46
60663,87,58,83,25
15715,108,74,81,7
23051,118,42,97,55
34444,98,69,88,19
42188,78,67,60,-7
47955,45,67,70,3
58062,106,61,82,21
37279,83,40,76,36
47275,62,40,98,58
33082,16,71,86,15
17239,78,50,87,37
973,45,73,86,13
15512,68,77,62,-15
54756,69,48,93,45
20416,87,75,93,18
25847,28,55,92,37
43533,116,62,84,22
52021,50,42,92,50
21889,3,68,99,31
26819,73,66,93,27
48928,5,70,68,-2
69779,118,47,78,31
39637,47,63,83,20
6633,97,69,92,23
56650,8,75,69,-6
54331,18,77,81,4
22257,57,47,78,31
66091,108,63,91,28
69605,96,75,66,-9
68549,99,55,66,11
65882,55,40,62,22
67278,70,53,89,36
1856,85,48,67,19
8765,26,55,83,28
58677,82,68,77,9
2362,77,45,96,51
31398,58,54,91,37
37507,47,69,60,-9
60529,66,61,66,5
31685,41,45,90,45
31108,87,66,91,25
30807,7,60,89,29
37434,81,79,77,-2
33369,89,75,67,-8
57851,64,72,86,14
543,107,56,79,23
42015,2,74,83,9
41832,90,70,97,27
69299,91,58,64,6
42952,79,77,66,-11
53427,102,47,61,14
63358,102,50,94,44
51403,12,48,64,16
11903,1,51,89,38
24134,89,74,63,-11
17878,55,74,98,24
6042,32,51,87,36
48270,97,50,98,48
30592,22,65,96,31
14804,117,66,79,13
62936,73,57,68,11
39142,1,75,74,-1
3679,55,78,64,-14
56321,114,63,78,15
4405,50,50,65,15
5988,82,70,67,-3
21303,14,69,85,16
31752,102,61,69,8
34641,61,50,95,45
3757,101,72,62,-10
10513,46,73,97,24
12132,68,45,80,35
25601,67,56,63,7
33745,76,79,68,-11
2686,79,65,69,4
6179,47,74,65,-9
60434,57,57,94,37
39340,6,57,75,18
32940,36,73,60,-13
28218,64,42,60,18
9486,22,44,89,45
