department,current_headcount,projected_hiring,projected_attrition,planning_year
Operations,124,5,26,2024
Marketing,61,16,17,2025
HR,300,84,58,2025
Operations,69,50,46,2026
Finance,376,68,43,2025
HR,413,62,51,2025
Marketing,203,12,34,2025
Marketing,37,17,65,2026
HR,231,16,10,2024
Finance,166,78,6,2026
Operations,262,9,73,2026
Sales,318,4,79,2025
Marketing,396,3,16,2025
HR,182,29,61,2024
HR,120,30,15,2024
Sales,102,72,8,2025
Operations,74,51,16,2024
Marketing,330,43,72,2025
HR,227,92,39,2024
IT,374,67,13,2024
Operations,417,90,38,2026
Finance,158,52,66,2025
Marketing,440,65,7,2025
HR,125,99,24,2026
Operations,340,47,67,2026
Sales,45,18,27,2025
Marketing,427,90,59,2025
Finance,495,74,6,2025
Finance,494,77,13,2024
IT,465,6,11,2025
Sales,104,38,55,2026
HR,58,47,70,2025
HR,278,23,73,2025
Marketing,101,32,54,2026
IT,443,65,74,2024
Marketing,248,28,63,2026
Operations,387,61,14,2026
Finance,322,45,11,2024
Finance,426,49,36,2024
Sales,322,89,20,2024
Sales,410,74,18,2024
HR,56,63,38,2024
Finance,471,82,14,2024
HR,265,34,65,2024
Marketing,485,57,33,2025
Finance,360,67,15,2024
Sales,166,62,62,2024
Operations,365,15,61,2025
Marketing,61,15,56,2026
Operations,78,50,12,2025
Operations,327,90,68,2025
Sales,53,72,58,2024
HR,351,24,35,2026
Sales,309,89,48,2026
IT,255,29,59,2026
HR,40,31,47,2026
Finance,162,65,75,2024
Operations,284,46,42,2024
Operations,20,42,79,2025
HR,478,88,19,2024
Operations,278,21,33,2024
Marketing,83,62,31,2024
Operations,361,98,74,2024
Sales,404,55,57,2024
Marketing,243,65,50,2024
Finance,107,56,64,2024
Operations,470,40,58,2026
Sales,26,56,6,2025
Sales,470,10,17,2026
Finance,328,79,59,2025
Finance,151,94,75,2025
Operations,52,48,56,2025
IT,137,66,6,2025
Sales,334,40,19,2024
Finance,45,31,47,2026
Marketing,50,27,4,2026
Marketing,42,11,10,2026
Marketing,144,87,9,2024
Finance,63,81,10,2025
Finance,458,63,21,2024
Sales,133,89,37,2024
Sales,320,17,24,2024
HR,299,22,67,2026
HR,397,2,58,2026
Sales,211,12,30,2025
Operations,178,92,58,2026
Finance,468,11,68,2024
IT,50,71,68,2026
Operations,305,32,15,2024
Marketing,444,4,2,2025
Finance,332,80,20,2024
Finance,247,54,7,2025
Finance,448,95,29,2026
HR,254,67,7,2025
Operations,178,54,61,2024
Operations,235,28,39,2025
Finance,134,27,43,2026
HR,352,21,78,2025
HR,491,21,42,2026
Sales,118,16,9,2024
IT,371,0,76,2025
HR,148,78,61,2024
Sales,413,71,34,2024
HR,46,36,26,2024
Operations,156,74,61,2024
HR,188,19,45,2024
IT,320,22,69,2026
Sales,360,20,39,2024
Sales,119,37,11,2025
Marketing,410,99,67,2024
Operations,275,7,45,2026
Operations,132,92,65,2025
Sales,428,39,39,2026
Finance,310,72,58,2026
IT,311,34,75,2025
Finance,287,61,65,2026
HR,243,43,22,2025
Operations,290,8,25,2024
Marketing,187,49,72,2024
Marketing,93,19,37,2025
Finance,308,60,52,2024
Operations,422,61,69,2026
Operations,241,51,1,2025
Operations,115,42,32,2025
IT,364,21,69,2025
Finance,57,89,21,2025
Sales,60,87,35,2024
Operations,56,36,67,2025
IT,163,56,59,2026
IT,184,65,53,2026
HR,208,34,54,2024
Sales,258,4,67,2025
Finance,400,31,27,2024
Operations,473,36,56,2026
Marketing,422,61,67,2024
Finance,492,2,42,2024
Sales,148,11,53,2025
Operations,303,70,62,2026
Operations,248,47,33,2024
Marketing,372,25,44,2025
Finance,366,23,37,2026
Operations,270,19,33,2025
IT,208,53,48,2024
HR,170,42,47,2026
Sales,142,65,38,2024
Operations,493,98,67,2025
Operations,384,41,32,2024
Finance,464,86,4,2025
Finance,453,17,0,2026
Operations,71,30,20,2024
Operations,341,84,57,2026
Finance,221,67,53,2024
Finance,169,24,51,2024
Sales,70,13,62,2025
HR,499,87,32,2025
HR,112,84,16,2025
Sales,38,41,42,2025
Sales,305,75,56,2024
Sales,422,45,22,2025
Finance,234,88,76,2025
Marketing,419,42,15,2024
HR,251,54,10,2025
Marketing,332,87,3,2026
Finance,208,51,53,2024
IT,212,27,64,2024
Operations,30,12,53,2025
IT,233,36,55,2024
Operations,83,27,12,2026
HR,498,79,33,2024
Finance,186,83,0,2024
Operations,192,20,51,2024
Sales,382,63,0,2024
IT,295,30,47,2024
Operations,481,57,59,2025
Operations,214,82,75,2026
Operations,186,95,77,2024
Sales,89,39,36,2024
Finance,311,90,60,2026
Finance,422,73,30,2026
Sales,233,80,34,2026
Sales,488,9,11,2024
HR,364,18,3,2025
Finance,324,40,27,2024
Finance,70,81,6,2025
Finance,83,10,46,2025
Sales,24,65,59,2024
IT,210,25,25,2026
Operations,58,71,76,2025
IT,179,82,61,2024
Marketing,303,69,36,2026
IT,312,54,30,2024
HR,276,73,61,2025
Marketing,197,69,14,2025
Marketing,296,66,64,2024
IT,339,47,67,2024
Marketing,453,81,51,2026
Operations,126,48,64,2026
Marketing,99,51,17,2024
Sales,284,89,32,2026
Marketing,192,40,26,2024
Sales,390,44,75,2024
Finance,304,97,39,2026
Finance,329,68,69,2025
HR,388,88,8,2025
Marketing,497,71,47,2026
Sales,269,53,65,2024
Operations,492,22,19,2024
Sales,362,96,55,2025
Sales,262,88,4,2026
IT,312,10,57,2026
IT,420,87,76,2026
Marketing,164,48,59,2025
Finance,42,14,45,2026
Marketing,70,48,64,2024
Operations,199,25,68,2024
Finance,433,6,58,2025
Sales,183,76,37,2025
IT,141,76,30,2025
HR,243,8,74,2025
Finance,267,6,18,2025
HR,309,90,10,2026
IT,195,88,59,2025
HR,95,77,69,2025
Operations,235,14,4,2025
Finance,288,86,51,2024
Sales,301,77,49,2025
IT,224,4,45,2025
Marketing,359,62,28,2026
IT,329,53,0,2026
Sales,398,25,39,2024
Operations,246,38,7,2026
Operations,306,39,26,2024
IT,254,33,70,2026
Operations,168,41,79,2026
Sales,284,56,51,2026
Finance,28,71,57,2025
Operations,73,34,10,2025
Sales,266,63,44,2025
Sales,137,46,64,2026
Marketing,51,99,31,2024
Marketing,369,52,67,2026
HR,450,51,54,2026
IT,95,11,43,2024
Marketing,120,89,40,2024
Marketing,315,82,12,2026
Finance,110,20,1,2024
Finance,25,97,22,2024
HR,400,21,36,2025
Marketing,69,86,14,2024
Sales,176,42,36,2024
HR,167,34,74,2026
HR,334,36,45,2025
HR,89,83,5,2025
Finance,132,21,24,2025
HR,127,44,55,2025
Operations,414,99,41,2026
Sales,329,43,61,2026
Finance,160,34,73,2026
Sales,365,86,15,2025
Finance,392,45,45,2025
HR,240,33,16,2026
Operations,284,27,76,2024
Operations,469,28,24,2026
Operations,304,17,31,2026
Finance,337,90,24,2024
Sales,480,10,56,2026
Finance,225,0,52,2024
IT,326,85,31,2025
Marketing,483,76,32,2025
Finance,436,28,38,2026
Sales,85,98,79,2026
IT,155,85,13,2026
Marketing,357,90,32,2026
Operations,485,40,16,2025
Sales,153,80,57,2026
Operations,424,92,74,2025
Sales,24,6,33,2025
Sales,44,12,77,2024
IT,123,90,61,2026
IT,301,31,39,2026
Marketing,398,73,60,2025
Finance,43,93,65,2025
Sales,26,68,78,2026
Finance,385,54,34,2025
HR,477,80,43,2025
Sales,463,8,27,2025
Marketing,261,50,18,2026
IT,439,23,35,2026
Finance,389,92,32,2024
HR,457,71,74,2025
IT,243,75,65,2025
Operations,352,60,67,2026
Finance,161,39,4,2026
Marketing,359,22,55,2025
HR,316,6,40,2024
IT,216,5,63,2025
Sales,52,44,47,2025
Marketing,96,98,32,2025
Operations,130,93,13,2026
Operations,33,46,27,2025
Sales,450,52,66,2026
IT,104,46,48,2026
Marketing,262,13,38,2024
IT,470,58,79,2025
IT,251,1,43,2026
Operations,388,0,3,2024
Sales,39,28,18,2024
HR,392,95,29,2026
Sales,210,41,69,2024
Operations,28,47,78,2026
HR,437,28,48,2025
HR,127,10,26,2026
Sales,337,87,6,2026
IT,372,31,32,2025
HR,32,9,47,2025
Marketing,118,22,7,2024
HR,417,3,64,2026
Finance,162,33,28,2025
Finance,370,35,27,2026
Operations,135,20,40,2025
Sales,58,93,48,2025
Marketing,106,19,37,2024
Operations,316,8,56,2024
Finance,136,64,24,2025
HR,110,49,56,2026
HR,307,94,51,2024
Operations,175,56,27,2025
Marketing,21,93,78,2025
Marketing,102,50,71,2024
Finance,186,54,7,2025
Sales,96,9,65,2024
Finance,50,48,78,2024
Marketing,214,88,72,2026
Marketing,62,89,10,2024
Finance,316,67,12,2026
Marketing,335,45,76,2024
Operations,271,61,34,2025
Finance,377,54,35,2025
IT,171,57,22,2026
Marketing,350,47,32,2025
IT,164,76,79,2025
Marketing,436,35,37,2025
IT,53,86,69,2025
Finance,470,77,73,2024
Finance,268,63,42,2024
HR,324,40,66,2025
Sales,401,74,0,2024
IT,343,55,22,2024
Sales,154,12,56,2025
HR,248,92,35,2025
Finance,245,3,1,2026
Finance,278,19,26,2024
Marketing,97,27,76,2026
Marketing,120,60,31,2025
Sales,456,58,58,2024
Finance,306,14,61,2025
HR,316,40,52,2024
Finance,248,78,20,2024
IT,191,81,3,2025
Sales,312,70,42,2024
Sales,378,82,32,2025
Operations,477,68,67,2025
Operations,344,81,28,2026
Operations,114,85,2,2026
Finance,385,6,5,2024
Sales,453,1,3,2025
IT,24,67,30,2025
HR,495,81,30,2026
HR,152,13,72,2025
Sales,283,71,67,2026
Marketing,127,32,14,2025
Operations,284,90,79,2026
HR,362,29,2,2025
Sales,335,66,24,2025
Marketing,369,54,69,2024
Marketing,154,67,46,2024
HR,198,1,62,2026
Operations,171,91,24,2026
Sales,420,46,77,2025
Operations,137,35,72,2026
Sales,50,81,23,2025
HR,437,99,70,2024
Marketing,145,46,37,2026
IT,334,6,39,2024
Sales,332,3,48,2026
HR,188,5,7,2025
HR,101,66,64,2024
Operations,27,54,71,2024
HR,116,5,65,2025
Marketing,163,2,24,2024
IT,79,10,43,2025
Sales,44,22,5,2025
Finance,31,65,21,2026
Finance,140,79,62,2026
Marketing,243,28,1,2026
IT,374,5,56,2026
IT,237,50,46,2026
Marketing,34,4,72,2025
IT,246,14,60,2025
Finance,270,9,70,2026
Marketing,455,55,16,2025
Finance,459,44,70,2024
Sales,160,33,5,2026
IT,237,66,64,2025
Operations,267,17,11,2025
Operations,275,64,22,2026
Sales,206,69,5,2026
Marketing,321,35,70,2024
IT,230,2,11,2024
Operations,267,96,28,2026
HR,205,40,15,2026
HR,274,65,74,2024
Finance,474,1,34,2026
Marketing,230,93,43,2024
HR,204,55,71,2026
IT,348,73,49,2026
HR,445,28,21,2026
Finance,250,59,64,2024
Sales,486,68,45,2025
Sales,352,13,9,2026
Finance,122,94,12,2024
Operations,190,19,50,2026
Sales,328,99,25,2026
Finance,403,49,66,2025
HR,138,81,60,2024
Operations,233,11,20,2026
Finance,325,49,68,2024
HR,95,29,44,2025
Operations,286,8,9,2026
Finance,213,43,41,2024
Operations,200,59,52,2025
HR,140,78,41,2024
IT,149,84,34,2025
IT,319,81,45,2026
Operations,481,36,8,2025
Sales,145,30,68,2024
Operations,51,66,43,2024
Marketing,277,58,66,2026
Marketing,224,2,18,2024
Operations,378,76,17,2026
HR,474,59,17,2024
IT,491,50,79,2025
Marketing,471,62,37,2024
HR,446,99,58,2024
Operations,322,84,15,2026
HR,472,94,57,2025
Marketing,103,81,26,2025
Operations,136,2,35,2025
Marketing,331,95,61,2024
IT,371,62,60,2026
HR,223,43,34,2024
Sales,145,5,29,2026
IT,91,42,0,2024
Finance,426,95,11,2025
Sales,362,78,25,2025
Sales,256,64,43,2024
Sales,110,59,55,2025
Operations,308,53,5,2026
Operations,159,79,42,2025
Marketing,405,72,4,2025
Finance,370,10,51,2024
HR,152,55,43,2025
Operations,146,34,56,2024
Finance,117,16,46,2026
Finance,44,41,42,2025
Finance,406,83,15,2026
Operations,252,80,26,2026
Sales,139,8,63,2025
Sales,209,43,28,2025
Sales,469,36,22,2024
Marketing,392,49,22,2024
Operations,276,72,68,2025
Operations,227,42,17,2026
IT,121,77,79,2024
HR,487,27,77,2024
Finance,62,83,41,2024
Operations,305,83,45,2024
Marketing,20,97,0,2026
Marketing,52,61,14,2025
HR,90,71,23,2025
Operations,371,85,29,2025
Sales,254,84,0,2026
Finance,25,30,58,2026
Marketing,366,7,11,2024
Marketing,407,86,18,2024
IT,113,80,28,2024
Operations,216,18,25,2025
HR,221,64,9,2026
Marketing,366,33,64,2025
HR,349,71,7,2026
Marketing,27,66,79,2026
Sales,447,37,49,2025
Sales,52,98,52,2026
IT,67,72,8,2025
Operations,306,92,33,2026
HR,189,81,11,2024
HR,450,33,19,2026
Operations,384,43,11,2026
Finance,355,4,41,2025
Finance,364,82,75,2024
Marketing,100,48,36,2024
Marketing,227,95,16,2025
Finance,84,95,51,2025
HR,434,81,1,2025
IT,176,66,10,2025
HR,190,34,36,2026
Marketing,91,69,50,2024
IT,358,45,2,2026
HR,170,1,71,2024
Finance,489,63,52,2024
Finance,336,23,30,2026
Sales,310,34,21,2024
HR,471,6,53,2025
Operations,263,55,62,2025
IT,301,19,79,2024
Sales,499,29,27,2025
IT,366,7,23,2025
Marketing,100,25,55,2024
HR,190,30,19,2025
Operations,362,24,51,2026
IT,28,96,11,2026
IT,217,85,8,2024
Sales,197,36,64,2024
Sales,67,63,19,2025
Finance,485,11,46,2025
Finance,499,93,58,2025
Sales,231,83,50,2026
Finance,226,80,8,2025
IT,190,65,21,2025
Finance,94,89,31,2024
IT,52,52,32,2025
Marketing,161,12,9,2025
Sales,84,36,73,2024
IT,43,3,10,2025
HR,56,3,32,2026
Operations,478,41,3,2025
Operations,225,73,2,2025
HR,206,23,66,2024
IT,88,23,68,2024
Sales,262,60,33,2024
Marketing,292,98,37,2024
IT,146,85,47,2025
IT,493,75,10,2026
Finance,219,86,40,2025
IT,269,8,6,2025
Marketing,87,68,66,2025
Marketing,303,1,77,2025
HR,463,26,32,2025
Marketing,111,40,65,2026
Operations,439,46,8,2026
Marketing,285,93,67,2025
Marketing,318,18,43,2026
Finance,338,35,36,2024
Marketing,69,46,61,2024
Marketing,289,35,70,2024
Finance,106,13,16,2024
Finance,139,84,42,2025
Marketing,168,16,25,2026
Finance,192,77,77,2025
HR,393,82,39,2024
IT,460,99,37,2026
HR,242,7,30,2025
Finance,464,96,16,2024
Sales,95,67,69,2025
Sales,309,46,49,2026
Sales,223,88,31,2026
Operations,140,68,71,2024
Operations,486,16,19,2024
Operations,396,56,15,2026
IT,223,62,33,2026
HR,276,81,25,2025
Marketing,479,54,47,2024
Marketing,413,0,78,2024
HR,201,7,26,2025
Marketing,112,85,31,2024
HR,123,61,31,2026
Sales,187,80,74,2026
IT,433,77,26,2025
IT,379,36,11,2024
HR,195,79,31,2026
Operations,107,63,9,2024
Marketing,91,72,27,2024
Sales,462,48,50,2024
Marketing,370,45,17,2024
Finance,313,15,62,2024
IT,385,55,45,2026
Operations,481,37,13,2026
Sales,401,30,29,2025
Finance,354,72,56,2025
Finance,86,40,43,2024
Operations,276,9,68,2026
Operations,459,51,76,2026
IT,67,65,7,2025
HR,431,30,70,2024
Operations,377,89,32,2025
Sales,471,98,33,2026
IT,161,31,75,2024
IT,446,50,45,2024
Sales,116,46,13,2024
Finance,39,42,62,2026
HR,406,9,45,2026
Marketing,464,5,10,2026
Sales,305,85,44,2025
Sales,307,41,43,2024
Sales,101,16,2,2026
Operations,256,4,68,2026
Operations,232,37,64,2026
HR,394,73,44,2025
Marketing,39,26,32,2025
HR,217,6,28,2026
Finance,361,98,55,2024
IT,163,59,73,2024
HR,104,12,8,2024
HR,415,61,1,2025
Marketing,344,47,30,2025
Marketing,371,93,37,2026
IT,168,63,22,2026
Operations,473,40,28,2024
HR,41,43,8,2026
IT,271,27,48,2025
Finance,282,69,66,2024
Marketing,88,97,27,2025
HR,257,90,61,2025
Finance,411,96,57,2026
Finance,68,39,33,2024
Finance,66,97,68,2024
Operations,343,28,40,2024
Operations,454,77,57,2024
Finance,91,30,63,2024
Marketing,24,73,66,2024
Sales,350,53,52,2026
Sales,240,35,23,2024
Operations,154,6,77,2025
Finance,267,12,21,2024
Operations,163,22,46,2025
IT,81,24,39,2024
Operations,499,66,74,2026
Marketing,162,97,12,2024
Sales,206,48,67,2026
Sales,102,67,63,2025
Finance,176,47,41,2026
HR,493,67,54,2026
Operations,387,96,40,2025
Operations,141,14,20,2024
Finance,21,94,67,2024
IT,56,91,26,2024
Operations,61,38,44,2025
IT,129,63,28,2024
Sales,491,40,31,2025
Marketing,403,29,2,2025
Finance,107,30,4,2026
Marketing,243,67,6,2025
IT,428,65,42,2024
Operations,161,83,14,2025
Marketing,90,87,6,2024
Finance,203,69,30,2026
Finance,395,54,67,2025
Sales,42,36,37,2026
Sales,267,41,8,2025
Marketing,75,26,6,2025
HR,27,84,0,2026
HR,116,80,78,2024
HR,459,13,4,2025
Operations,457,11,73,2026
Marketing,190,55,47,2025
HR,420,99,40,2025
Operations,204,23,6,2025
Operations,189,96,15,2025
IT,186,10,31,2024
Finance,368,47,19,2025
Operations,415,59,15,2025
HR,86,50,12,2025
Sales,373,58,29,2026
HR,90,57,25,2026
HR,61,83,35,2024
HR,496,40,32,2024
Finance,105,5,32,2024
Operations,166,67,58,2026
Marketing,340,62,39,2025
HR,162,36,17,2024
Sales,418,77,2,2026
HR,40,2,6,2024
Finance,158,18,15,2025
Marketing,93,54,76,2025
IT,476,18,79,2024
Sales,49,31,44,2024
Marketing,432,42,11,2026
Marketing,250,45,51,2026
HR,110,72,37,2025
Sales,344,73,37,2024
Sales,385,76,38,2024
Finance,199,65,74,2025
Operations,403,25,42,2026
HR,67,81,27,2025
Operations,215,13,34,2024
Marketing,369,88,68,2025
Marketing,247,36,5,2024
Finance,314,22,46,2025
Marketing,314,1,5,2024
Sales,33,83,41,2025
Finance,302,65,53,2024
Operations,340,0,34,2024
Marketing,317,48,0,2024
IT,451,70,15,2025
Marketing,168,97,25,2026
Operations,136,24,47,2025
HR,408,3,28,2026
IT,450,24,33,2024
Sales,142,77,58,2025
Marketing,258,2,59,2026
Operations,115,24,9,2026
Marketing,81,13,7,2026
Sales,111,8,42,2025
Marketing,405,39,52,2024
Sales,134,8,69,2026
Finance,133,98,75,2025
Marketing,58,29,30,2024
HR,22,73,40,2026
Sales,35,78,7,2025
IT,23,0,62,2025
Operations,475,60,66,2026
Finance,330,28,18,2025
HR,214,66,34,2025
Marketing,372,95,2,2024
HR,164,0,47,2024
Marketing,99,46,46,2025
IT,427,31,0,2024
IT,22,75,34,2024
Marketing,225,65,33,2026
IT,327,88,77,2026
Sales,372,1,3,2026
Finance,122,59,58,2025
Operations,423,0,15,2024
Marketing,238,81,25,2024
Finance,36,31,55,2026
HR,204,81,11,2026
Operations,301,28,5,2025
Finance,430,26,47,2026
Marketing,375,5,7,2025
Operations,472,86,29,2024
Sales,450,30,62,2025
Operations,62,26,11,2026
Marketing,233,0,1,2024
HR,342,55,36,2024
Marketing,486,7,22,2024
Finance,435,48,51,2025
HR,425,41,25,2025
Sales,421,70,28,2025
HR,449,60,42,2025
IT,219,61,17,2024
IT,168,59,35,2026
Marketing,238,62,33,2024
Sales,288,57,2,2024
Marketing,294,2,38,2024
HR,381,6,27,2024
HR,233,8,3,2024
Operations,34,53,52,2025
Sales,23,11,37,2026
IT,269,65,62,2025
Finance,405,1,30,2026
IT,348,61,68,2025
Operations,106,60,29,2025
HR,162,33,30,2024
IT,81,51,28,2024
Finance,312,19,23,2025
Sales,230,20,4,2025
Operations,44,82,37,2024
Finance,287,15,27,2026
HR,488,26,0,2026
Operations,190,32,74,2024
IT,151,45,52,2026
Marketing,465,99,28,2024
HR,224,1,10,2024
IT,354,9,18,2025
Operations,86,2,23,2024
Operations,104,71,44,2026
Sales,308,3,1,2025
Sales,412,71,41,2024
IT,93,37,47,2025
Finance,195,91,60,2026
Finance,232,22,13,2025
Marketing,296,12,72,2024
IT,461,47,9,2025
HR,387,54,43,2026
HR,195,83,52,2026
Finance,181,55,73,2024
Marketing,410,99,51,2026
Marketing,406,61,45,2024
IT,467,71,18,2024
IT,243,77,18,2024
HR,491,79,12,2025
Operations,133,52,16,2025
Sales,276,87,9,2026
HR,196,76,36,2025
HR,381,78,10,2025
Marketing,68,37,10,2026
Finance,396,73,78,2025
Marketing,316,12,69,2026
IT,302,29,53,2024
Operations,409,46,70,2024
Sales,393,93,77,2025
Operations,443,81,52,2024
Marketing,279,84,73,2026
HR,24,82,30,2026
IT,43,40,36,2026
Sales,135,53,0,2026
HR,253,12,8,2026
HR,52,20,54,2024
HR,75,66,47,2026
Sales,303,22,20,2025
Finance,59,2,30,2026
Finance,465,40,13,2025
HR,99,0,70,2024
IT,344,36,16,2026
IT,304,26,67,2026
Finance,417,25,52,2024
Sales,132,98,34,2024
Sales,445,33,69,2025
IT,395,98,71,2024
HR,323,9,29,2026
Operations,251,5,7,2026
Operations,415,41,79,2025
Operations,450,66,71,2024
HR,191,18,76,2024
Finance,303,9,41,2025
Sales,315,93,59,2024
HR,172,47,63,2026
Finance,189,81,48,2024
HR,208,65,35,2026
IT,356,86,15,2026
Marketing,37,58,28,2024
HR,323,23,34,2025
IT,306,87,35,2025
IT,257,75,52,2025
IT,432,91,29,2026
Finance,232,74,45,2024
Marketing,452,93,45,2024
Sales,96,69,59,2026
Finance,463,92,30,2025
HR,378,97,33,2025
Operations,434,93,45,2024
IT,222,39,36,2024
Sales,212,26,0,2024
IT,258,89,43,2024
IT,225,48,33,2025
Sales,138,34,55,2024
Finance,64,47,36,2026
IT,269,16,44,2025
Sales,166,92,23,2025
Marketing,182,33,57,2025
Operations,474,54,77,2025
Marketing,351,36,2,2025
Marketing,245,54,3,2024
Sales,277,52,11,2026
Operations,192,50,16,2025
Sales,339,54,49,2025
Sales,481,65,63,2026
IT,40,24,16,2025
IT,101,47,45,2024
Operations,168,65,17,2025
Marketing,167,83,66,2024
Sales,260,10,24,2024
Finance,56,1,42,2026
HR,238,10,55,2024
Operations,444,15,17,2024
Operations,327,81,0,2024
IT,66,33,27,2026
Marketing,212,79,19,2025
Sales,345,58,69,2026
Sales,113,97,26,2024
HR,181,45,66,2026
Operations,416,82,26,2024
IT,257,94,27,2024
HR,30,86,14,2024
Operations,441,39,37,2025
HR,87,63,55,2026
Marketing,192,79,76,2024
Operations,87,10,47,2024
IT,112,1,11,2025
Operations,428,65,37,2026
Marketing,150,64,32,2026
Sales,341,6,28,2025
Finance,275,3,42,2024
Operations,472,5,27,2026
HR,163,20,21,2026
HR,259,46,52,2025
IT,481,73,55,2026
IT,275,71,21,2024
IT,421,51,14,2024
Finance,64,51,46,2026
Operations,85,3,64,2024
Marketing,66,65,69,2024
IT,445,14,11,2026
Sales,298,14,23,2025
IT,139,72,31,2025
IT,324,52,75,2026
Operations,44,22,57,2024
Finance,149,36,46,2026
HR,288,87,57,2025
Finance,98,4,18,2024
HR,396,18,70,2025
IT,447,58,32,2025
Marketing,490,44,0,2026
Operations,347,8,3,2025
IT,277,29,51,2026
Marketing,461,81,18,2024
Marketing,48,34,66,2024
Finance,43,4,49,2026
IT,448,84,25,2024
Sales,277,27,44,2026
IT,132,73,74,2024
Marketing,474,98,4,2025
Finance,470,96,3,2024
Marketing,74,69,68,2024
Sales,117,43,36,2026
Sales,183,30,61,2024
Finance,174,87,46,2025
Finance,233,49,51,2025
Finance,140,33,75,2024
Finance,440,89,70,2026
Finance,158,23,76,2026
Finance,314,54,55,2026
Sales,341,87,57,2026
Sales,474,1,37,2024
Sales,164,37,60,2026
Marketing,322,40,35,2026
HR,496,47,36,2024
Marketing,432,25,8,2025
HR,236,64,70,2024
Marketing,213,73,6,2026
Sales,464,8,64,2026
Sales,231,83,79,2025
IT,147,43,1,2024
HR,481,94,58,2025
Marketing,162,80,22,2026
HR,254,82,9,2025
Sales,373,57,72,2025
Sales,134,68,60,2024
Operations,138,13,70,2026
IT,240,14,0,2026
Operations,270,31,1,2025
Finance,179,58,31,2024
IT,97,50,13,2026
IT,415,60,30,2026
Operations,121,94,77,2026
IT,496,50,71,2025
Operations,283,94,56,2024
Operations,294,23,42,2025
HR,63,8,42,2024
Sales,280,27,63,2026
Sales,69,71,46,2025
Operations,474,76,67,2026
Marketing,223,4,10,2024
Operations,290,26,52,2024
IT,344,81,14,2024
Finance,273,78,37,2025
HR,198,75,23,2025
HR,407,85,72,2025
HR,492,74,6,2025
Sales,43,37,26,2026
IT,404,82,13,2024
HR,480,29,8,2025
IT,342,22,40,2026
HR,98,38,24,2024
Operations,404,12,20,2024
Sales,166,85,56,2025
Operations,28,24,8,2025
Operations,378,58,57,2026
IT,354,50,70,2026
Marketing,105,27,77,2024
HR,21,3,77,2025
IT,499,83,4,2024
Operations,483,27,4,2024
Marketing,391,52,8,2026
Sales,158,36,13,2026
HR,217,59,75,2026
HR,434,33,70,2025
Marketing,119,44,7,2025
IT,345,5,7,2026
Marketing,109,95,53,2025
HR,342,93,42,2026
Operations,477,87,21,2026
Sales,87,79,64,2024
Finance,29,55,1,2024
Sales,369,55,37,2025
Finance,477,78,31,2024
Operations,278,26,9,2025
Operations,225,84,77,2025
Marketing,228,38,39,2024
Sales,253,87,25,2026
IT,179,16,17,2025
HR,125,95,40,2024
HR,164,95,40,2025
Finance,44,54,19,2026
Marketing,373,73,13,2026
Sales,404,98,14,2026
IT,42,3,29,2025
Finance,226,18,0,2025
IT,338,56,42,2026
IT,367,22,39,2026
Sales,170,70,7,2026
Finance,159,99,60,2024
IT,203,47,15,2026
HR,38,22,22,2025
HR,210,86,27,2024
HR,66,43,40,2025
Operations,27,54,32,2026
Marketing,112,54,78,2024
Marketing,255,25,28,2026
Finance,41,78,45,2026
HR,96,2,20,2026
IT,182,38,73,2025
Sales,174,81,35,2025
