employee_id,remote_days_per_month,performance_score,work_life_balance_score,remote_suitability
9359,9,88,2,Low
42673,1,50,5,Low
7596,9,67,1,Low
54656,16,81,1,Low
27058,9,50,4,Low
73015,7,88,5,High
52429,14,99,5,High
42918,12,92,1,Low
7818,11,51,2,Low
57881,18,88,3,Low
72571,3,70,2,Low
26726,9,53,1,Low
72806,18,88,4,High
35897,2,50,1,Low
19548,21,50,4,Low
34217,2,97,5,High
56576,1,62,5,Low
28764,4,91,2,Low
24557,11,66,4,Low
82289,15,69,3,Low
12035,8,91,4,High
52234,9,54,4,Low
80219,13,62,3,Low
13986,1,60,4,Low
5763,6,94,3,Low
31385,15,70,5,Low
83501,16,85,5,High
57271,20,71,3,Low
21904,7,61,5,Low
66317,3,80,4,High
29080,15,84,4,High
29394,16,63,5,Low
49392,5,82,2,Low
81606,0,65,1,Low
45093,8,74,5,High
37940,13,65,4,Low
85868,5,59,1,Low
51320,7,67,4,Low
29842,13,91,1,Low
57358,6,76,2,Low
77219,8,52,1,Low
5707,18,83,3,Low
5020,21,87,4,High
10686,9,99,5,High
24690,20,85,4,High
5781,20,81,4,High
82374,2,55,4,Low
40471,3,94,3,Low
84887,8,53,5,Low
64020,2,77,2,Low
11604,6,80,5,High
73779,2,97,1,Low
11913,21,60,1,Low
42539,8,92,1,Low
78502,15,59,5,Low
45145,13,87,1,Low
89986,5,64,3,Low
23446,2,93,4,High
86331,16,84,1,Low
80522,0,77,4,High
45543,16,82,5,High
89233,16,89,2,Low
64407,9,89,3,Low
26703,16,62,3,Low
45766,13,75,3,Low
24012,1,58,2,Low
40717,1,87,4,High
67332,17,92,4,High
70204,16,95,3,Low
9162,14,50,4,Low
68676,15,83,3,Low
69619,12,52,1,Low
9743,19,52,2,Low
25246,6,99,5,High
20059,21,84,5,High
34967,10,76,3,Low
89268,9,78,1,Low
41228,20,91,1,Low
46536,12,99,5,High
15589,2,85,1,Low
11685,0,78,2,Low
18635,8,96,4,High
42831,17,55,1,Low
74074,6,91,2,Low
17377,8,86,2,Low
17176,21,99,3,Low
4304,4,87,4,High
9587,7,76,5,High
64216,13,74,1,Low
83926,12,80,2,Low
88892,18,93,5,High
49181,18,87,4,High
24689,20,92,3,Low
88954,16,68,2,Low
71847,4,81,2,Low
30216,6,65,5,Low
8792,5,53,2,Low
63578,21,55,3,Low
35428,7,88,1,Low
18665,0,61,4,Low
26504,5,54,1,Low
89598,11,80,5,High
80733,19,63,3,Low
86287,3,62,4,Low
50315,7,53,2,Low
9632,0,98,4,High
47749,11,67,3,Low
27166,11,82,3,Low
82965,20,67,3,Low
41353,1,93,2,Low
54427,19,88,1,Low
38842,17,93,3,Low
64930,14,91,4,High
63337,13,96,2,Low
13739,14,95,5,High
5180,9,71,5,High
24442,14,97,2,Low
87573,5,98,2,Low
41946,3,59,2,Low
79689,14,79,3,Low
79028,6,88,2,Low
36977,2,84,1,Low
19943,2,63,3,Low
18555,14,82,4,High
63861,17,92,5,High
58731,14,99,5,High
74829,13,66,1,Low
85034,21,91,5,High
2025,3,79,2,Low
36086,10,82,2,Low
3682,12,88,5,High
45007,11,89,5,High
84,7,99,1,Low
80757,11,92,5,High
13158,0,60,2,Low
45216,10,61,2,Low
6045,10,97,5,High
16240,9,99,2,Low
29870,12,96,2,Low
73820,4,60,4,Low
48697,8,67,1,Low
3645,20,97,5,High
3627,16,87,2,Low
15168,6,70,5,Low
34337,9,77,4,High
86100,5,52,4,Low
50822,12,56,3,Low
33206,3,78,3,Low
29834,15,97,4,High
24301,21,58,3,Low
27047,21,82,4,High
83335,1,92,4,High
27500,6,90,4,High
13598,7,73,2,Low
45183,14,65,2,Low
66239,5,92,1,Low
55678,1,97,1,Low
87787,12,56,1,Low
65301,19,70,5,Low
84340,18,92,3,Low
87602,7,69,3,Low
46543,9,66,3,Low
67490,11,90,5,High
10733,4,64,1,Low
27288,9,95,3,Low
57968,11,71,3,Low
39419,20,98,1,Low
57629,18,70,5,Low
58630,2,92,2,Low
89691,18,52,5,Low
72027,12,80,5,High
36169,20,75,5,High
70030,17,50,2,Low
51198,18,56,4,Low
3811,8,53,4,Low
27222,2,60,2,Low
46484,4,78,5,High
34659,1,60,3,Low
60008,16,73,5,High
67556,18,59,2,Low
25925,4,99,5,High
7045,11,93,4,High
1976,17,52,5,Low
76111,13,88,4,High
16462,15,89,5,High
76815,11,95,3,Low
39882,9,50,2,Low
76402,5,72,2,Low
34673,10,81,5,High
63636,19,91,2,Low
81647,15,54,3,Low
43600,13,69,4,Low
88687,12,63,1,Low
2950,2,95,5,High
63142,0,84,2,Low
41815,9,94,3,Low
21071,16,93,3,Low
54108,9,71,2,Low
53347,14,97,1,Low
72461,7,63,2,Low
12216,14,56,5,Low
86325,5,80,1,Low
38885,5,57,5,Low
80527,6,56,5,Low
43119,13,84,1,Low
818,21,59,2,Low
29218,4,76,2,Low
8843,5,69,3,Low
39636,21,91,1,Low
14838,12,89,5,High
43592,18,66,3,Low
1666,5,50,4,Low
64622,0,55,2,Low
55657,4,65,3,Low
73941,8,81,2,Low
86827,6,88,2,Low
14721,13,96,3,Low
55914,11,89,2,Low
55913,18,79,4,High
85512,14,55,3,Low
305,15,58,2,Low
60033,17,70,1,Low
53202,6,55,1,Low
88585,21,72,4,High
42655,6,88,5,High
72071,11,63,1,Low
39882,10,63,2,Low
83008,19,87,4,High
77822,16,66,2,Low
35240,17,73,2,Low
31073,21,66,2,Low
77043,19,50,2,Low
18670,12,56,5,Low
14550,19,99,3,Low
77176,5,83,3,Low
41165,14,74,3,Low
71226,16,58,1,Low
38647,18,64,1,Low
7621,5,50,3,Low
37284,14,59,5,Low
21772,6,86,1,Low
27035,14,79,5,High
64143,5,87,3,Low
41191,18,81,5,High
31516,15,51,3,Low
67161,13,91,1,Low
63200,4,67,5,Low
63261,3,54,1,Low
63905,10,65,3,Low
79375,10,94,1,Low
87104,7,70,5,Low
17325,16,56,4,Low
78885,4,51,5,Low
20570,14,72,5,High
2691,17,61,2,Low
29407,14,75,2,Low
51344,16,81,2,Low
32445,18,96,2,Low
88557,0,86,2,Low
86526,7,55,2,Low
73294,2,99,3,Low
86148,1,88,5,High
22938,17,78,5,High
42398,14,84,2,Low
48085,13,60,3,Low
17210,20,99,4,High
77299,2,83,3,Low
17833,5,65,3,Low
28436,8,72,3,Low
25890,11,97,1,Low
68226,7,53,1,Low
55423,0,74,2,Low
11090,14,93,5,High
64953,21,57,3,Low
30255,1,97,5,High
89812,20,51,2,Low
12865,1,73,1,Low
77258,17,77,1,Low
6071,16,55,4,Low
19735,17,94,3,Low
76769,7,54,5,Low
22610,17,74,1,Low
16632,1,52,4,Low
5477,2,89,5,High
87228,16,58,4,Low
73492,6,77,3,Low
69427,15,56,5,Low
70416,10,52,1,Low
11874,16,74,1,Low
34115,18,86,1,Low
73869,14,66,2,Low
10250,21,62,2,Low
6334,7,63,4,Low
74966,3,92,1,Low
51250,6,92,3,Low
3983,4,65,3,Low
59102,10,83,3,Low
51965,0,93,5,High
11838,17,98,3,Low
40565,4,87,3,Low
74526,15,62,5,Low
48662,0,77,1,Low
60538,20,67,1,Low
8827,14,69,4,Low
8450,0,74,5,High
22893,16,81,4,High
24303,21,62,3,Low
2883,9,79,4,High
18011,11,71,2,Low
33408,12,94,1,Low
37944,18,96,4,High
71902,9,98,5,High
79766,11,88,3,Low
74143,21,55,4,Low
67333,7,59,3,Low
34903,0,56,4,Low
81046,15,90,4,High
80615,17,92,1,Low
82297,1,64,4,Low
80260,19,87,5,High
65224,20,66,4,Low
2514,15,67,2,Low
49504,21,56,3,Low
56658,18,51,3,Low
50060,13,72,4,High
61017,9,58,5,Low
58301,7,61,1,Low
28041,7,69,1,Low
28592,13,65,5,Low
45282,13,84,5,High
9359,19,54,2,Low
38798,20,69,4,Low
47415,21,99,3,Low
40501,16,86,4,High
56581,15,88,5,High
60353,14,91,1,Low
61113,8,92,1,Low
80108,21,60,1,Low
47884,21,98,4,High
86638,4,75,2,Low
81254,13,92,3,Low
61019,0,82,3,Low
48912,15,60,5,Low
11955,0,77,2,Low
12422,8,58,2,Low
3349,2,70,3,Low
61414,12,90,4,High
80993,8,59,1,Low
42584,5,92,5,High
73251,18,73,1,Low
31082,8,89,2,Low
71522,20,85,3,Low
47647,11,55,3,Low
25085,14,75,4,High
60813,3,52,5,Low
21370,20,60,4,Low
2235,3,71,3,Low
3365,1,80,5,High
59570,2,79,4,High
63787,2,82,4,High
17129,17,85,5,High
7235,11,53,2,Low
68663,16,72,2,Low
66116,19,95,5,High
23842,17,85,1,Low
23648,19,94,1,Low
10821,7,52,4,Low
13425,15,82,1,Low
42377,4,70,4,Low
78105,5,74,2,Low
31086,16,59,5,Low
20585,19,79,3,Low
4326,18,94,2,Low
37920,4,51,5,Low
66980,21,92,4,High
71045,9,90,4,High
20858,12,90,2,Low
84813,0,78,4,High
64665,18,80,3,Low
33718,13,86,1,Low
56574,1,86,4,High
14039,13,96,2,Low
8604,4,65,3,Low
57188,9,62,1,Low
82038,14,67,5,Low
14027,20,79,5,High
55925,13,89,5,High
13897,16,61,3,Low
75246,15,54,3,Low
58920,7,63,1,Low
37483,21,88,2,Low
48981,2,73,5,High
75844,6,70,5,Low
41567,10,67,5,Low
23221,16,93,2,Low
72698,9,58,1,Low
11269,4,77,1,Low
39502,0,51,1,Low
37351,7,89,5,High
84991,10,92,4,High
64562,12,72,2,Low
5171,3,66,4,Low
27091,19,85,4,High
41501,14,58,1,Low
81579,4,90,4,High
47335,4,98,5,High
69079,2,70,1,Low
28563,18,70,4,Low
7610,18,58,5,Low
1813,9,67,2,Low
75004,10,83,2,Low
68031,2,96,1,Low
82260,1,53,3,Low
88673,18,89,5,High
9138,18,51,2,Low
55337,9,62,2,Low
37878,16,58,2,Low
83212,1,82,4,High
80082,12,51,5,Low
80533,10,79,1,Low
79153,7,51,5,Low
52299,14,53,3,Low
71463,1,97,5,High
20524,18,55,4,Low
8738,2,93,3,Low
73606,10,88,1,Low
32001,7,57,4,Low
77039,21,98,1,Low
55350,6,79,1,Low
32838,14,55,1,Low
14696,11,77,1,Low
54241,11,55,5,Low
60263,11,99,3,Low
65963,12,74,5,High
70046,14,99,2,Low
14428,14,96,1,Low
83840,12,53,5,Low
65581,7,53,3,Low
54056,0,74,4,High
24546,5,60,1,Low
61928,9,55,1,Low
5343,2,86,1,Low
77797,3,72,3,Low
73555,11,82,4,High
29435,13,82,5,High
64271,19,67,3,Low
32390,18,71,1,Low
36707,19,88,2,Low
79420,10,65,3,Low
45698,17,56,3,Low
71919,8,68,5,Low
33026,5,63,5,Low
52001,6,74,3,Low
7434,4,78,1,Low
16910,0,99,4,High
11218,17,92,2,Low
5421,0,57,2,Low
61294,12,86,5,High
22499,0,65,1,Low
15181,3,77,1,Low
32643,21,87,5,High
22055,17,61,5,Low
65067,9,93,2,Low
31222,13,88,3,Low
5113,11,52,4,Low
16731,2,58,1,Low
48322,8,55,2,Low
70302,18,91,5,High
38850,15,90,1,Low
82736,5,81,3,Low
45740,8,84,4,High
70410,5,87,1,Low
49050,13,71,4,High
48631,15,78,4,High
12598,8,68,5,Low
9908,20,88,1,Low
87600,0,78,1,Low
57036,14,65,1,Low
84672,20,71,4,High
55020,16,83,5,High
15122,0,94,2,Low
35002,1,73,1,Low
62965,13,88,4,High
74852,11,69,4,Low
2090,14,84,5,High
24554,5,76,1,Low
21206,19,60,4,Low
43315,17,51,1,Low
33511,11,89,3,Low
52802,17,95,3,Low
28980,1,70,1,Low
27913,3,62,2,Low
66174,3,63,1,Low
61889,9,84,5,High
41523,13,89,5,High
24201,6,60,2,Low
18612,15,53,1,Low
47393,19,97,1,Low
24636,5,78,2,Low
87735,19,94,1,Low
48759,5,83,4,High
2469,10,89,4,High
38106,2,68,3,Low
33488,11,82,2,Low
16400,20,80,2,Low
62646,7,97,3,Low
36964,17,64,4,Low
54753,1,73,3,Low
87352,13,91,1,Low
85118,0,63,1,Low
75060,13,54,4,Low
35514,4,77,4,High
9915,3,50,5,Low
74456,10,68,2,Low
23850,3,61,4,Low
84400,11,80,1,Low
71211,4,54,5,Low
89530,21,56,1,Low
8777,18,85,3,Low
64248,7,85,4,High
56824,0,50,4,Low
21062,20,93,1,Low
86272,6,75,1,Low
51927,11,76,4,High
35081,17,81,3,Low
1727,5,98,4,High
2332,8,61,4,Low
23784,19,67,4,Low
19899,7,71,5,High
42021,5,82,4,High
89281,12,70,1,Low
85109,1,93,2,Low
44379,10,62,1,Low
60841,19,64,5,Low
77338,0,76,2,Low
39502,13,59,1,Low
82138,10,93,3,Low
135,7,93,1,Low
24882,7,80,5,High
77297,3,52,3,Low
53946,14,95,2,Low
73314,15,95,3,Low
62930,0,83,5,High
71362,18,68,3,Low
64826,21,96,3,Low
27662,10,76,3,Low
84922,13,91,1,Low
25025,15,53,3,Low
65600,12,98,2,Low
3483,13,58,5,Low
2125,7,58,3,Low
68333,2,84,5,High
54802,7,54,4,Low
58344,20,63,4,Low
70965,17,94,4,High
87130,21,63,2,Low
13839,6,88,5,High
66981,18,52,2,Low
42955,0,67,5,Low
75634,10,72,1,Low
81866,12,53,2,Low
31105,21,90,1,Low
89855,20,83,3,Low
66983,2,87,1,Low
75814,9,82,5,High
40467,16,61,4,Low
11006,0,61,5,Low
48372,16,67,3,Low
26806,6,75,3,Low
18733,10,84,5,High
73987,17,61,2,Low
10856,14,96,1,Low
76311,20,89,2,Low
46044,6,86,4,High
28993,21,78,1,Low
25700,14,84,3,Low
71917,16,61,2,Low
51460,9,74,2,Low
2347,0,93,1,Low
57271,3,74,4,High
53966,5,63,4,Low
3970,6,85,5,High
66105,0,85,4,High
4064,15,61,5,Low
5047,19,59,1,Low
56380,10,74,4,High
19798,5,78,3,Low
73982,6,76,5,High
19263,12,99,4,High
27139,7,57,3,Low
26473,1,81,1,Low
28470,16,81,1,Low
69099,5,83,5,High
45830,1,81,1,Low
22431,10,67,2,Low
60779,8,94,5,High
2969,7,60,2,Low
47080,8,77,3,Low
70608,12,58,1,Low
5243,12,60,5,Low
43055,5,89,1,Low
48068,17,56,3,Low
69971,21,99,4,High
34654,0,63,5,Low
2529,10,91,5,High
45027,2,69,2,Low
34765,16,61,4,Low
42292,6,58,1,Low
15715,3,99,4,High
64696,3,62,2,Low
48125,14,87,4,High
30088,18,78,1,Low
53938,15,76,5,High
40313,9,56,3,Low
39435,21,83,3,Low
12328,19,61,2,Low
37754,1,88,4,High
11538,17,56,5,Low
27591,1,97,4,High
24785,8,78,1,Low
38537,18,80,2,Low
56370,12,89,4,High
67099,1,88,4,High
73584,9,59,1,Low
72050,12,90,2,Low
34579,0,79,3,Low
61629,3,97,1,Low
83297,11,72,5,High
73080,17,53,1,Low
4921,19,56,2,Low
29025,5,92,3,Low
32450,18,82,3,Low
5381,1,62,4,Low
33480,3,96,4,High
62499,8,93,5,High
64597,5,63,1,Low
44952,12,94,4,High
14300,8,97,5,High
78948,10,73,1,Low
70731,15,81,5,High
73753,1,64,4,Low
85620,1,69,2,Low
39031,8,76,2,Low
20969,6,64,5,Low
61531,13,90,3,Low
69347,20,83,3,Low
78025,21,79,5,High
84018,8,76,5,High
50429,5,98,5,High
77326,2,64,2,Low
71483,8,98,3,Low
88540,2,84,4,High
47228,9,73,2,Low
40429,13,78,4,High
51127,20,94,3,Low
51285,16,71,1,Low
80190,5,93,1,Low
52210,2,84,5,High
18079,18,59,4,Low
58573,14,78,2,Low
79667,20,52,5,Low
47297,9,75,5,High
32122,3,93,4,High
5146,13,50,1,Low
52622,16,75,3,Low
63881,15,83,4,High
74969,3,66,4,Low
4178,21,53,3,Low
20385,21,72,5,High
9696,3,73,2,Low
20821,17,59,1,Low
35374,7,66,5,Low
58641,21,68,1,Low
72528,10,51,5,Low
53074,8,66,2,Low
13228,15,63,3,Low
3380,7,82,1,Low
1513,20,61,1,Low
40889,7,52,1,Low
58966,13,88,4,High
9325,20,95,2,Low
71225,13,89,3,Low
75639,18,53,3,Low
63830,13,89,2,Low
22376,11,93,3,Low
4321,13,85,3,Low
32925,3,68,3,Low
55379,15,84,5,High
5346,4,63,5,Low
71092,5,86,4,High
73928,19,62,2,Low
70643,2,87,1,Low
87470,13,68,4,Low
74622,9,90,4,High
42745,4,98,1,Low
47872,11,54,2,Low
73660,20,53,5,Low
5177,16,74,2,Low
52783,11,73,4,High
82089,21,55,5,Low
22774,1,60,2,Low
63450,8,89,1,Low
7486,18,55,2,Low
18330,7,77,4,High
30841,4,91,4,High
23050,13,57,2,Low
61031,9,94,4,High
2370,21,99,1,Low
84446,13,55,2,Low
26443,14,67,3,Low
16695,2,84,5,High
8386,15,76,1,Low
63719,15,68,2,Low
26394,12,53,1,Low
75194,12,59,4,Low
8770,1,89,4,High
76670,7,98,5,High
71186,19,66,3,Low
29500,8,75,3,Low
72,1,89,2,Low
87951,7,62,4,Low
76052,20,60,1,Low
59615,12,87,5,High
2395,6,56,4,Low
66128,8,52,1,Low
49736,5,56,3,Low
79423,7,62,1,Low
26367,10,76,3,Low
13883,21,59,3,Low
68029,1,90,3,Low
81854,15,77,2,Low
6125,19,88,3,Low
46694,1,82,1,Low
72340,12,90,3,Low
76139,19,52,4,Low
13427,17,55,2,Low
77021,8,62,2,Low
69931,18,55,1,Low
32569,11,97,3,Low
27171,17,56,3,Low
10969,5,62,4,Low
89080,17,83,2,Low
27193,21,92,4,High
34591,5,88,1,Low
79598,9,61,1,Low
39797,9,74,1,Low
88833,1,72,3,Low
57908,3,53,5,Low
71594,17,51,2,Low
64176,4,53,3,Low
1419,1,90,5,High
38027,16,96,3,Low
83562,21,60,2,Low
53706,9,67,1,Low
55459,17,76,1,Low
26368,1,67,5,Low
26064,8,56,5,Low
28933,5,55,2,Low
28902,13,71,2,Low
45069,20,88,4,High
5386,9,90,3,Low
66049,3,94,1,Low
53204,8,81,5,High
36688,3,70,3,Low
77283,0,60,2,Low
45181,3,97,5,High
22849,3,55,1,Low
83507,5,94,2,Low
42879,16,59,4,Low
88117,11,91,2,Low
12245,7,52,3,Low
65289,18,64,5,Low
40020,20,65,3,Low
47575,2,51,1,Low
5357,12,98,5,High
33230,19,97,5,High
12885,11,55,1,Low
20387,8,97,4,High
59442,7,64,2,Low
58523,20,53,1,Low
48648,19,56,1,Low
25029,21,75,4,High
4687,12,86,3,Low
64294,17,63,1,Low
14247,3,99,1,Low
348,11,99,3,Low
37927,8,60,1,Low
52074,14,68,2,Low
41295,19,65,4,Low
45337,17,53,4,Low
13210,13,67,5,Low
24175,17,92,4,High
16958,3,77,2,Low
68275,8,55,5,Low
18030,2,76,5,High
50976,17,99,1,Low
81990,9,81,3,Low
3574,7,91,1,Low
990,3,75,4,High
50874,18,71,5,High
84839,16,83,3,Low
74575,3,61,3,Low
3108,14,57,2,Low
61169,12,89,3,Low
36447,21,79,3,Low
60110,5,71,5,High
56936,7,54,5,Low
25627,3,65,4,Low
82741,3,74,1,Low
79546,14,81,4,High
82523,13,98,5,High
70226,5,88,4,High
60864,19,55,1,Low
85585,18,52,5,Low
38573,16,67,3,Low
76841,2,81,5,High
6053,8,94,2,Low
88765,14,69,3,Low
56620,10,77,5,High
89355,0,77,3,Low
37187,1,83,2,Low
29839,20,67,1,Low
79661,11,65,3,Low
75738,5,77,4,High
27693,3,52,1,Low
54884,15,95,1,Low
34520,21,55,1,Low
21232,21,73,5,High
76758,16,70,5,Low
22780,8,69,5,Low
87716,16,58,1,Low
25972,4,67,1,Low
35718,6,71,4,High
23101,4,51,1,Low
9700,0,57,2,Low
50195,2,55,2,Low
14179,18,87,4,High
11595,15,91,2,Low
56716,17,51,4,Low
33550,12,89,3,Low
1682,14,99,2,Low
24574,1,77,5,High
9235,1,74,4,High
77729,1,77,4,High
47139,12,52,5,Low
76228,7,83,1,Low
10166,20,76,1,Low
28885,13,74,5,High
37890,12,61,4,Low
5323,19,93,3,Low
76685,13,86,3,Low
27206,7,85,1,Low
80865,4,53,1,Low
4560,13,98,2,Low
86739,9,92,2,Low
53654,6,87,5,High
16012,6,53,1,Low
32937,4,60,3,Low
10943,13,83,5,High
60339,11,52,4,Low
48930,7,96,3,Low
63946,21,99,3,Low
83300,7,86,2,Low
12907,9,94,2,Low
10152,11,98,5,High
67165,21,93,2,Low
46523,15,85,1,Low
62786,7,51,1,Low
23833,3,51,4,Low
78727,12,52,5,Low
11315,9,74,4,High
30561,17,98,4,High
9129,10,56,1,Low
28186,20,65,1,Low
17106,18,65,5,Low
54891,11,98,3,Low
80392,15,53,3,Low
5974,1,70,4,Low
36380,18,69,2,Low
21549,21,81,3,Low
4236,5,54,2,Low
15543,2,55,4,Low
34533,17,79,2,Low
47959,7,50,2,Low
40664,9,55,2,Low
81339,18,99,5,High
426,19,81,1,Low
60260,11,55,4,Low
87526,18,75,5,High
76521,15,79,4,High
12415,8,80,4,High
27782,1,57,3,Low
34270,21,75,5,High
32865,17,57,3,Low
41990,20,75,1,Low
4220,1,73,4,High
79985,20,87,2,Low
59605,10,99,2,Low
76305,9,60,2,Low
77528,16,96,4,High
22650,7,99,1,Low
33623,1,85,3,Low
59227,9,79,3,Low
25309,2,69,3,Low
64937,16,97,4,High
73277,18,85,1,Low
14633,20,75,1,Low
36808,10,86,5,High
67219,7,68,5,Low
56150,7,62,1,Low
30611,2,57,1,Low
42197,18,62,4,Low
18601,18,80,1,Low
51744,20,84,2,Low
41322,19,95,3,Low
33527,1,72,2,Low
66041,20,73,4,High
21848,10,63,4,Low
88921,11,86,4,High
31849,17,67,4,Low
4427,19,63,2,Low
12726,10,93,2,Low
16117,21,98,1,Low
68635,2,90,1,Low
83456,11,72,5,High
57759,9,58,2,Low
19537,16,72,3,Low
33646,16,80,5,High
86864,13,72,1,Low
41320,6,70,3,Low
72016,1,73,2,Low
77296,9,95,3,Low
52703,8,72,5,High
38607,17,56,2,Low
59627,11,74,4,High
59398,10,87,3,Low
14633,10,88,2,Low
5578,12,63,1,Low
86490,2,51,2,Low
77714,4,85,1,Low
40949,20,82,2,Low
31253,2,74,4,High
32517,18,84,2,Low
29951,12,78,5,High
75483,12,59,1,Low
2735,16,67,4,Low
78040,8,67,5,Low
17438,14,91,5,High
35206,4,91,2,Low
51778,18,60,5,Low
77713,17,59,3,Low
58219,6,69,2,Low
5839,7,94,1,Low
60573,7,98,1,Low
56265,18,85,5,High
28233,13,71,5,High
8110,2,70,2,Low
86415,12,58,2,Low
87914,18,76,5,High
36158,3,60,4,Low
4243,16,63,1,Low
60712,12,67,2,Low
72736,17,59,2,Low
42215,9,90,1,Low
88464,11,61,3,Low
47246,6,89,3,Low
64053,8,89,5,High
85313,11,55,5,Low
47747,8,98,3,Low
55170,6,89,4,High
84617,17,51,3,Low
15906,16,57,4,Low
34398,10,67,5,Low
87720,17,86,2,Low
4988,19,86,1,Low
26362,20,97,5,High
15759,21,51,4,Low
70175,12,89,4,High
51565,18,88,3,Low
81409,20,57,1,Low
17956,10,78,3,Low
1501,1,81,3,Low
1034,4,99,3,Low
67145,11,95,3,Low
73645,6,72,3,Low
33954,7,56,4,Low
54518,16,62,5,Low
52317,0,89,3,Low
85289,5,99,3,Low
70026,20,56,1,Low
89296,6,87,4,High
73428,11,60,5,Low
24872,5,51,2,Low
18953,15,73,4,High
17269,7,87,2,Low
42013,14,69,1,Low
54458,9,65,1,Low
19181,13,71,5,High
16936,8,52,1,Low
41413,3,74,4,High
24142,21,68,2,Low
51910,14,64,1,Low
51504,3,68,2,Low
4757,21,66,5,Low
84547,7,79,2,Low
83904,20,91,4,High
41602,20,81,4,High
27077,15,64,2,Low
73111,19,62,5,Low
81880,7,99,2,Low
79074,18,71,1,Low
80646,21,87,1,Low
68192,13,66,3,Low
19412,13,65,3,Low
53929,8,96,4,High
15502,14,97,1,Low
55993,19,89,4,High
45202,1,71,4,High
69196,3,64,2,Low
6697,10,61,2,Low
65509,12,55,2,Low
48437,13,76,4,High
68848,4,99,2,Low
40896,18,79,2,Low
29957,0,52,4,Low
47265,10,87,3,Low
42055,16,85,1,Low
64226,2,50,1,Low
3011,1,64,3,Low
27325,17,57,4,Low
23146,15,84,3,Low
35373,7,63,5,Low
5186,11,68,5,Low
53986,4,96,2,Low
19237,7,98,1,Low
8944,1,86,1,Low
55308,19,72,2,Low
46158,9,90,4,High
18654,2,86,1,Low
68389,9,53,3,Low
40215,15,73,3,Low
30324,17,89,1,Low
1170,6,77,4,High
74639,21,87,3,Low
62045,21,81,1,Low
84936,12,62,5,Low
59554,6,83,4,High
11213,9,86,3,Low
84256,21,85,3,Low
81307,21,97,4,High
19502,12,63,5,Low
60498,15,83,2,Low
20864,12,72,4,High
80593,3,85,4,High
44238,15,59,2,Low
29673,3,56,5,Low
665,6,91,4,High
38395,14,77,1,Low
75322,12,72,3,Low
30145,20,86,1,Low
23640,4,82,5,High
58854,16,84,3,Low
86489,12,89,2,Low
75918,0,96,1,Low
35443,10,61,5,Low
48886,12,83,3,Low
625,12,99,3,Low
54791,14,86,1,Low
30588,2,85,3,Low
76677,11,82,2,Low
35438,12,87,4,High
585,21,84,1,Low
57129,8,63,5,Low
5481,5,87,5,High
30754,1,75,1,Low
74696,15,76,3,Low
7960,20,74,4,High
58713,7,93,4,High
53597,11,66,3,Low
30197,15,76,3,Low
66271,9,66,2,Low
17198,1,97,4,High
35122,19,55,5,Low
72404,4,85,4,High
78322,3,76,1,Low
15654,12,70,1,Low
57103,14,89,3,Low
87197,3,99,2,Low
11921,17,95,3,Low
34148,0,88,5,High
74911,15,67,5,Low
13963,10,87,4,High
60787,17,83,5,High
48900,15,84,4,High
26626,1,63,2,Low
45012,18,71,2,Low
9932,10,63,1,Low
35659,17,61,1,Low
87386,16,81,3,Low
68115,20,77,2,Low
37513,5,50,4,Low
41401,20,61,5,Low
88230,18,78,3,Low
38395,11,53,5,Low
64229,9,58,4,Low
72345,20,65,3,Low
24404,16,52,2,Low
59481,8,96,2,Low
6121,7,55,1,Low
86127,5,68,2,Low
50715,10,51,2,Low
14704,10,59,5,Low
24354,9,96,4,High
79759,20,51,4,Low
89239,14,76,2,Low
25199,17,94,2,Low
22757,6,89,4,High
69491,20,90,4,High
50895,15,77,3,Low
25056,3,79,1,Low
81111,5,60,4,Low
44886,10,55,4,Low
49100,7,86,2,Low
78904,0,66,4,Low
38371,20,51,2,Low
5665,7,91,1,Low
28168,1,50,4,Low
39989,16,50,1,Low
49226,8,60,1,Low
2107,12,94,1,Low
20624,16,61,3,Low
33193,21,90,1,Low
10295,16,73,1,Low
53963,18,51,2,Low
75232,4,87,2,Low
3514,9,75,3,Low
50237,3,77,2,Low
82930,17,67,4,Low
65732,21,99,3,Low
40083,7,92,4,High
48306,7,57,3,Low
87832,7,69,4,Low
49701,18,76,4,High
35855,5,91,5,High
77282,21,78,1,Low
58168,10,92,2,Low
6001,8,69,4,Low
43544,3,99,2,Low
58035,14,60,3,Low
20447,8,68,4,Low
5462,11,86,4,High
3240,9,68,2,Low
22088,13,77,4,High
34811,14,56,4,Low
39133,16,71,5,High
54858,15,81,5,High
78473,4,55,5,Low
37010,11,79,3,Low
58463,1,98,4,High
67689,6,59,3,Low
86979,12,56,4,Low
40503,7,89,2,Low
81259,17,96,3,Low
84109,4,54,3,Low
79169,0,67,3,Low
535,14,55,1,Low
40303,0,82,1,Low
51793,10,83,1,Low
23768,21,84,5,High
4012,2,91,1,Low
32620,7,53,1,Low
80975,6,92,4,High
72255,20,61,1,Low
6794,11,83,2,Low
1291,2,95,4,High
55280,14,77,5,High
8566,4,95,2,Low
77970,5,76,1,Low
66099,16,75,4,High
40376,1,58,4,Low
16957,16,80,1,Low
84689,21,77,2,Low
241,15,86,3,Low
74713,5,68,1,Low
49589,10,94,4,High
76975,4,72,3,Low
66351,7,60,3,Low
8138,16,96,4,High
