campaign_id,emails_sent,emails_opened,emails_clicked,open_rate,click_rate,send_date
6640,17428,8872,2042,0.51,0.12,2019-10-14 21:14:04
701,26256,11266,3297,0.43,0.13,2022-10-25 01:00:37
13734,17578,6463,751,0.37,0.04,2024-12-30 17:56:39
1090,33192,9093,790,0.27,0.02,2021-05-19 23:47:23
8473,31642,18571,6379,0.59,0.2,2022-02-12 19:47:14
3720,613,336,84,0.55,0.14,2022-11-26 01:35:11
2084,7954,3276,569,0.41,0.07,2021-10-21 15:22:40
6378,32497,5517,780,0.17,0.02,2023-02-12 18:16:37
4236,39363,15176,5130,0.39,0.13,2021-09-23 11:16:31
13361,13329,3017,629,0.23,0.05,2023-06-21 02:49:22
6481,7664,3797,256,0.5,0.03,2023-09-30 04:21:48
14322,27609,13006,1281,0.47,0.05,2022-01-19 13:49:48
10571,48349,27841,2949,0.58,0.06,2021-02-15 15:26:05
1125,9937,4212,1210,0.42,0.12,2024-05-26 19:28:34
10524,3831,2185,227,0.57,0.06,2019-01-01 15:04:44
4338,49271,27920,2642,0.57,0.05,2019-04-25 07:41:17
5694,20874,10121,3019,0.48,0.14,2021-06-10 00:42:40
11709,767,302,16,0.39,0.02,2020-02-13 06:52:46
6033,5456,1575,251,0.29,0.05,2024-07-04 06:24:56
7128,11110,4319,464,0.39,0.04,2021-03-12 04:28:47
7747,6650,1820,718,0.27,0.11,2024-08-17 20:37:02
17304,23463,6938,2708,0.3,0.12,2022-06-01 14:52:08
17239,39830,8054,1067,0.2,0.03,2020-03-28 18:11:35
9146,10473,3321,981,0.32,0.09,2021-08-17 03:53:18
1080,11790,5901,1886,0.5,0.16,2020-07-22 08:55:27
10568,44133,15039,2216,0.34,0.05,2022-01-21 17:53:28
359,25256,11227,3979,0.44,0.16,2019-06-30 18:50:50
3014,1200,202,18,0.17,0.02,2020-07-18 21:05:45
19079,40414,20771,7137,0.51,0.18,2022-05-06 07:17:59
18476,13871,6897,1420,0.5,0.1,2023-10-05 15:57:34
1977,30808,13594,2698,0.44,0.09,2019-01-06 10:31:10
7375,30174,11757,3144,0.39,0.1,2024-01-06 08:38:28
11072,13754,4334,881,0.32,0.06,2019-01-25 05:02:01
4207,26809,11735,4552,0.44,0.17,2021-05-05 05:18:37
11576,6444,2781,164,0.43,0.03,2023-04-06 13:23:41
19672,829,487,70,0.59,0.08,2020-09-08 10:20:36
8268,38439,13772,2013,0.36,0.05,2023-07-11 12:14:33
12332,32813,18141,5953,0.55,0.18,2021-03-30 04:01:24
7649,27170,12389,2793,0.46,0.1,2023-04-14 23:58:29
16192,26498,5409,2083,0.2,0.08,2022-10-23 16:22:48
4545,3639,1456,381,0.4,0.1,2018-05-01 17:51:53
8681,30713,11460,2275,0.37,0.07,2024-07-16 12:10:39
14894,41368,20492,6857,0.5,0.17,2021-01-24 04:53:12
4238,9699,2635,333,0.27,0.03,2019-10-19 00:16:27
19695,44996,12169,1609,0.27,0.04,2024-03-05 19:50:55
3627,32244,7652,1585,0.24,0.05,2022-10-09 19:41:37
3006,7389,3840,947,0.52,0.13,2018-02-23 01:01:27
8483,7600,2147,589,0.28,0.08,2022-09-30 05:47:27
1107,1662,437,38,0.26,0.02,2021-12-01 14:57:02
17334,25920,11857,2864,0.46,0.11,2022-06-23 18:05:16
380,15920,9463,2744,0.59,0.17,2019-01-10 20:37:35
269,34549,7534,2984,0.22,0.09,2024-10-16 07:28:03
11702,8501,2035,184,0.24,0.02,2024-05-22 02:10:09
3250,32315,10385,3454,0.32,0.11,2020-09-03 07:36:59
16240,34567,8816,2298,0.26,0.07,2022-02-25 01:01:04
4052,25222,6462,956,0.26,0.04,2019-09-16 09:03:57
1548,34929,17164,5311,0.49,0.15,2022-06-27 12:18:01
8207,48091,26248,7279,0.55,0.15,2024-09-09 23:18:26
1806,47844,9198,1694,0.19,0.04,2018-05-12 07:02:13
4527,5173,1485,123,0.29,0.02,2022-01-22 00:58:24
7732,25200,10074,3201,0.4,0.13,2023-06-11 10:16:35
6098,34667,10923,3653,0.32,0.11,2024-06-12 05:44:53
7585,44129,15142,4220,0.34,0.1,2018-07-22 15:12:21
13528,4053,713,152,0.18,0.04,2022-08-28 12:07:35
2744,40103,16316,5326,0.41,0.13,2023-07-29 09:03:43
9347,7030,3744,1375,0.53,0.2,2021-09-05 14:49:51
7381,8826,2842,1070,0.32,0.12,2019-10-05 23:45:43
19011,16292,3057,336,0.19,0.02,2020-05-22 08:16:43
11769,20075,8841,1306,0.44,0.07,2021-07-31 19:30:59
271,2253,1151,283,0.51,0.13,2019-11-30 10:32:49
4252,7441,2179,340,0.29,0.05,2021-01-17 15:38:26
4032,17069,6932,2663,0.41,0.16,2019-10-26 17:56:22
11065,44509,22530,7106,0.51,0.16,2021-08-20 17:59:25
10369,28899,8370,3244,0.29,0.11,2021-11-14 13:16:09
2989,45767,11370,2422,0.25,0.05,2020-06-24 01:43:09
19837,27599,7810,2037,0.28,0.07,2022-11-01 01:08:42
15770,47593,14295,1958,0.3,0.04,2022-08-06 18:03:27
7741,10147,3623,359,0.36,0.04,2020-07-24 06:41:38
14678,3605,1270,491,0.35,0.14,2018-10-30 10:42:37
11902,4356,793,99,0.18,0.02,2018-03-03 21:41:55
12251,11055,5141,1282,0.47,0.12,2022-12-26 18:57:00
18926,37603,11656,2662,0.31,0.07,2023-04-12 06:47:17
4229,37147,12626,3852,0.34,0.1,2022-08-05 10:31:41
19745,12899,2788,905,0.22,0.07,2020-06-20 04:50:13
1576,41628,24259,8893,0.58,0.21,2024-07-18 04:01:21
7065,36738,10946,2388,0.3,0.07,2023-09-06 22:33:20
13322,40011,19393,7236,0.48,0.18,2020-02-29 11:17:04
2770,42094,7926,908,0.19,0.02,2018-05-06 11:53:27
4325,40643,15804,1142,0.39,0.03,2020-03-07 12:38:52
17297,28705,11839,1569,0.41,0.05,2021-01-22 15:08:20
14516,31376,12877,3023,0.41,0.1,2018-06-06 12:34:21
3687,19016,7497,2352,0.39,0.12,2024-11-02 04:27:38
1012,43797,18980,5039,0.43,0.12,2023-11-20 15:00:38
16112,14910,8817,3455,0.59,0.23,2018-01-01 15:36:37
2680,27050,12877,3817,0.48,0.14,2024-11-25 15:54:19
154,17073,6627,989,0.39,0.06,2023-07-16 15:34:16
6832,5081,1025,324,0.2,0.06,2019-12-14 15:34:47
3553,48951,10825,3510,0.22,0.07,2018-01-22 19:19:12
19624,4034,654,130,0.16,0.03,2021-10-27 22:15:34
3032,4058,2424,243,0.6,0.06,2023-03-07 15:52:54
11450,18198,10572,4120,0.58,0.23,2024-08-23 16:38:25
1301,38635,20009,3293,0.52,0.09,2020-05-26 13:12:29
3529,42806,16474,1521,0.38,0.04,2023-09-28 22:44:57
5486,35508,7510,2252,0.21,0.06,2024-05-13 06:27:37
14437,40728,21588,5757,0.53,0.14,2019-11-02 17:37:08
16191,8460,4678,1257,0.55,0.15,2020-10-10 22:17:18
594,12609,7254,2037,0.58,0.16,2024-08-21 07:44:03
6914,27236,5620,1057,0.21,0.04,2023-09-01 21:45:06
5775,41442,7137,513,0.17,0.01,2024-12-04 00:52:48
17910,46532,17370,2482,0.37,0.05,2024-05-27 01:13:14
13198,38983,19868,6726,0.51,0.17,2024-01-30 14:17:00
14982,13217,3960,821,0.3,0.06,2020-10-23 20:06:02
1759,14097,2711,605,0.19,0.04,2019-11-22 22:50:35
12314,4585,1287,95,0.28,0.02,2023-12-23 17:12:17
6173,29950,16680,6166,0.56,0.21,2023-08-01 12:40:09
5785,20267,6569,2143,0.32,0.11,2024-07-18 10:49:17
6572,37252,10939,1160,0.29,0.03,2018-09-23 06:14:59
18964,18995,7166,1880,0.38,0.1,2023-01-09 19:56:30
10307,9344,3469,559,0.37,0.06,2021-09-27 08:27:14
15542,34840,5232,847,0.15,0.02,2024-05-05 16:52:35
12680,37958,12651,1273,0.33,0.03,2019-05-04 01:23:13
122,29488,15990,4078,0.54,0.14,2019-12-30 20:01:08
6229,30150,6206,862,0.21,0.03,2024-12-17 10:41:57
9520,26091,7266,909,0.28,0.03,2018-01-25 20:57:13
2297,46486,17253,4316,0.37,0.09,2020-11-10 16:46:46
3644,22354,7624,2404,0.34,0.11,2024-11-13 21:11:26
13517,49112,20667,1358,0.42,0.03,2020-01-14 07:37:08
10578,30644,16609,5521,0.54,0.18,2024-09-30 10:06:13
13706,31185,8621,1496,0.28,0.05,2023-06-17 16:01:29
3702,23236,8192,2824,0.35,0.12,2024-08-23 16:27:51
14851,1633,478,31,0.29,0.02,2021-02-10 20:31:06
14739,44748,10878,2254,0.24,0.05,2018-02-07 17:56:59
10756,15617,5003,1653,0.32,0.11,2018-10-12 10:29:24
5194,23233,11484,2492,0.49,0.11,2021-11-30 09:52:21
7352,28590,5608,1597,0.2,0.06,2023-01-06 06:52:20
15830,19838,8364,3154,0.42,0.16,2024-10-27 22:43:49
1842,37896,20970,4633,0.55,0.12,2023-06-24 00:55:41
5207,1270,587,79,0.46,0.06,2019-06-15 15:31:19
18024,15026,3521,611,0.23,0.04,2019-10-08 16:40:36
8566,7534,4203,1247,0.56,0.17,2022-06-19 00:46:43
2021,39247,21989,6789,0.56,0.17,2018-08-30 01:22:02
10985,6542,1979,785,0.3,0.12,2020-02-21 22:43:38
5329,29655,5753,684,0.19,0.02,2018-08-25 10:08:32
12364,32718,18126,6178,0.55,0.19,2022-06-14 17:53:32
9110,32576,11662,2948,0.36,0.09,2024-02-03 01:38:28
16048,11724,4697,1453,0.4,0.12,2023-12-20 04:02:25
19101,32738,11506,3210,0.35,0.1,2019-09-16 17:25:16
9448,1965,739,170,0.38,0.09,2019-06-18 15:18:23
6381,7955,3772,731,0.47,0.09,2021-05-20 03:51:26
7184,24070,6279,2241,0.26,0.09,2021-03-01 11:05:07
1813,48336,14411,5202,0.3,0.11,2019-10-29 07:23:14
8946,41531,7880,2784,0.19,0.07,2023-10-26 05:49:28
17781,36571,6114,1960,0.17,0.05,2019-12-14 12:15:08
6636,24692,13455,851,0.54,0.03,2018-04-21 09:47:03
18146,23389,9597,914,0.41,0.04,2018-10-01 00:23:27
18897,44198,15833,2819,0.36,0.06,2022-06-08 09:10:37
14425,35154,7351,1879,0.21,0.05,2024-02-22 12:55:46
10928,31452,18572,1789,0.59,0.06,2021-03-18 00:18:49
15889,40137,9323,664,0.23,0.02,2024-02-15 06:10:07
2502,15327,7608,588,0.5,0.04,2020-04-26 08:24:03
1589,12449,6378,1853,0.51,0.15,2024-09-17 14:42:01
3644,2059,887,147,0.43,0.07,2019-12-11 14:58:29
6217,15820,3589,680,0.23,0.04,2022-09-12 07:43:26
12365,49623,8297,1747,0.17,0.04,2023-10-07 11:21:40
9617,16841,6427,1530,0.38,0.09,2022-05-09 10:38:28
17772,1047,620,115,0.59,0.11,2018-06-13 19:23:45
5450,29554,7614,2515,0.26,0.09,2023-11-08 01:54:27
18809,19888,11354,4311,0.57,0.22,2021-06-24 06:37:48
16867,30185,7117,847,0.24,0.03,2020-07-27 05:53:01
5487,1697,650,233,0.38,0.14,2022-05-25 09:17:37
17686,30009,8154,2410,0.27,0.08,2022-09-13 10:53:20
14719,14392,7532,2150,0.52,0.15,2018-09-16 19:29:20
10069,46847,28015,5463,0.6,0.12,2022-03-26 22:03:20
19833,23114,7925,2194,0.34,0.09,2023-06-25 13:48:34
15188,14013,7672,2713,0.55,0.19,2021-03-08 01:39:36
17529,33395,15885,1722,0.48,0.05,2024-08-09 20:46:31
15394,2330,515,96,0.22,0.04,2024-12-28 16:05:13
1482,32999,19552,7477,0.59,0.23,2020-02-10 17:48:45
323,15489,6742,1930,0.44,0.12,2019-12-01 23:03:48
10627,21150,6597,1132,0.31,0.05,2022-07-17 06:22:07
10163,36642,6834,2123,0.19,0.06,2023-10-04 18:27:43
3037,19893,4055,1578,0.2,0.08,2023-05-22 00:04:20
7290,2097,879,321,0.42,0.15,2022-01-04 12:13:04
901,34605,16346,1334,0.47,0.04,2022-11-24 08:46:18
18088,32662,12216,3111,0.37,0.1,2021-04-26 02:31:50
403,42903,14376,2547,0.34,0.06,2018-04-25 07:43:38
14775,39337,6735,2416,0.17,0.06,2020-09-28 04:25:16
4519,45753,19323,5216,0.42,0.11,2018-07-25 17:36:33
5583,49945,24329,9698,0.49,0.19,2022-08-04 17:06:40
13477,10260,2291,227,0.22,0.02,2022-03-15 04:04:00
10364,5461,2197,237,0.4,0.04,2019-11-17 16:14:56
3580,36329,18748,3127,0.52,0.09,2023-07-23 18:58:12
19316,1324,449,78,0.34,0.06,2021-05-10 09:43:50
3883,21776,10959,1574,0.5,0.07,2018-10-05 05:29:48
19477,45598,13056,1964,0.29,0.04,2024-06-25 00:33:19
17700,7506,3047,285,0.41,0.04,2018-10-20 04:04:56
5894,31112,5557,534,0.18,0.02,2021-05-23 16:31:52
274,46480,18552,4815,0.4,0.1,2022-07-15 16:51:21
9998,42280,17486,1252,0.41,0.03,2018-03-09 04:49:24
9545,13061,6832,386,0.52,0.03,2020-06-29 08:12:26
16349,39402,22520,3298,0.57,0.08,2024-12-08 09:10:51
4998,18311,10426,2752,0.57,0.15,2023-04-12 04:32:15
9744,48535,27489,3376,0.57,0.07,2021-07-24 03:14:02
19037,4774,2227,376,0.47,0.08,2024-05-30 04:40:50
15462,9972,3879,648,0.39,0.06,2022-09-09 07:48:03
11055,38726,19559,1572,0.51,0.04,2021-01-29 06:32:50
17436,19731,7292,2517,0.37,0.13,2023-01-20 14:03:01
12712,45293,22801,6452,0.5,0.14,2020-09-04 02:44:47
1904,36357,19293,7677,0.53,0.21,2023-09-18 16:22:45
15279,22108,4168,950,0.19,0.04,2022-03-27 04:13:21
12619,49755,28689,7966,0.58,0.16,2023-07-14 00:14:14
12948,29882,5987,1766,0.2,0.06,2021-08-15 03:08:18
11146,39002,12323,3847,0.32,0.1,2022-03-03 17:39:21
4660,47366,9817,2300,0.21,0.05,2022-02-04 19:58:02
8029,35255,9262,1244,0.26,0.04,2023-07-02 22:43:12
5954,34564,19818,2420,0.57,0.07,2019-02-15 18:33:10
4308,11766,6577,331,0.56,0.03,2019-10-21 10:53:31
14035,36790,13018,3533,0.35,0.1,2019-05-05 20:20:04
15506,3348,1554,615,0.46,0.18,2022-07-03 19:30:35
5181,49949,18175,5112,0.36,0.1,2019-11-28 13:58:30
17349,42780,25187,6844,0.59,0.16,2019-04-11 14:54:22
2196,37022,20500,2647,0.55,0.07,2018-06-23 23:08:22
4515,25468,10788,3185,0.42,0.13,2019-05-07 10:41:37
1725,41130,10061,1763,0.24,0.04,2023-10-16 02:00:59
15617,21693,10681,1823,0.49,0.08,2023-12-06 15:17:58
2310,46837,14506,5163,0.31,0.11,2021-08-02 16:11:49
862,6202,2573,1025,0.41,0.17,2019-04-22 13:02:52
3132,25310,14297,4677,0.56,0.18,2023-09-03 14:04:16
5247,43429,6742,723,0.16,0.02,2018-09-14 22:56:51
6554,1247,196,50,0.16,0.04,2023-05-16 01:10:19
11271,13739,7406,1080,0.54,0.08,2022-09-19 21:34:30
14091,34680,14771,1597,0.43,0.05,2022-07-26 03:54:47
17389,28306,14165,4863,0.5,0.17,2019-10-23 17:44:52
19631,17282,8899,2849,0.51,0.16,2021-10-20 20:02:04
9916,18739,9014,3462,0.48,0.18,2024-03-24 14:48:33
7591,32854,6352,2053,0.19,0.06,2020-01-19 02:54:14
17761,46976,16050,6195,0.34,0.13,2022-10-29 06:09:01
16391,34892,20652,6350,0.59,0.18,2022-11-04 11:30:57
10613,49931,22917,6633,0.46,0.13,2020-02-25 22:29:30
5944,27151,13391,4199,0.49,0.15,2024-11-17 08:08:48
4852,27500,13979,5455,0.51,0.2,2022-08-12 13:03:29
6298,5689,3315,505,0.58,0.09,2018-06-06 09:26:40
5913,45375,19830,5589,0.44,0.12,2020-11-08 09:40:48
14525,14832,7965,3142,0.54,0.21,2019-09-10 23:00:57
18354,22886,11094,3172,0.48,0.14,2022-02-06 15:39:51
12426,12776,7497,2506,0.59,0.2,2021-02-04 08:48:12
13557,47743,23021,6566,0.48,0.14,2023-05-19 11:11:10
8751,33057,12585,4093,0.38,0.12,2023-07-01 18:36:47
16460,12048,3551,846,0.29,0.07,2024-09-17 12:06:28
11886,1982,476,124,0.24,0.06,2019-11-30 08:54:11
9226,12396,3991,852,0.32,0.07,2020-07-29 13:55:53
13944,24115,4555,1732,0.19,0.07,2020-07-01 14:41:33
7844,30525,14189,3898,0.46,0.13,2024-05-20 05:31:30
15334,33642,13921,2211,0.41,0.07,2024-04-09 04:20:27
8692,45169,7703,1111,0.17,0.02,2018-11-10 12:50:30
7375,12199,2987,1052,0.24,0.09,2023-02-25 01:44:45
9200,48245,20895,5046,0.43,0.1,2021-02-18 12:21:43
12700,22479,11006,2733,0.49,0.12,2021-11-16 18:18:51
2025,43346,17992,3937,0.42,0.09,2020-11-03 15:24:33
7015,34195,5814,2016,0.17,0.06,2020-10-19 23:33:25
1200,48870,21234,1631,0.43,0.03,2024-05-20 22:58:17
16946,29054,13636,4376,0.47,0.15,2023-12-04 22:51:17
397,36974,17668,6751,0.48,0.18,2020-11-13 17:43:35
7683,37673,20765,7395,0.55,0.2,2018-01-24 13:39:38
333,35631,7364,1046,0.21,0.03,2018-04-12 07:41:29
392,46432,14055,3590,0.3,0.08,2023-05-09 17:26:00
7325,29338,6246,1498,0.21,0.05,2021-07-01 11:03:37
4120,28106,10869,2362,0.39,0.08,2024-05-29 13:31:05
16277,41187,19356,6126,0.47,0.15,2019-11-29 12:56:58
6333,21340,8773,1740,0.41,0.08,2019-07-11 05:06:21
1387,8771,3769,636,0.43,0.07,2020-01-11 11:54:59
1591,8337,3204,823,0.38,0.1,2018-05-08 17:02:25
15201,6730,3369,352,0.5,0.05,2019-06-24 23:57:53
14031,33094,17153,6595,0.52,0.2,2022-04-20 20:33:29
14029,17236,4737,275,0.27,0.02,2024-09-19 16:18:09
17680,27170,11961,1779,0.44,0.07,2018-04-02 05:49:13
17756,4897,1302,170,0.27,0.03,2023-07-23 03:04:29
13292,8466,3373,575,0.4,0.07,2020-07-19 14:26:08
3787,13989,2589,665,0.19,0.05,2023-07-05 01:20:43
13565,42642,22899,8894,0.54,0.21,2020-10-18 03:01:52
17565,48234,19863,5367,0.41,0.11,2023-05-02 05:42:12
16988,21664,11280,2325,0.52,0.11,2022-09-10 23:52:05
2511,27861,9031,1265,0.32,0.05,2019-09-04 07:47:42
1892,34551,12555,4204,0.36,0.12,2023-03-06 14:50:32
17759,7917,3303,388,0.42,0.05,2024-01-07 20:17:00
9611,38376,9995,792,0.26,0.02,2018-09-07 14:10:26
7885,49911,13949,4329,0.28,0.09,2022-03-20 12:24:37
18141,25824,3918,1323,0.15,0.05,2018-05-16 04:36:19
16585,16275,3586,1075,0.22,0.07,2024-10-27 05:27:30
19530,28911,8993,2755,0.31,0.1,2022-12-25 12:10:31
6803,35917,16406,3912,0.46,0.11,2022-09-05 13:11:36
5845,33231,7205,2030,0.22,0.06,2022-02-18 15:22:35
16990,7926,2146,203,0.27,0.03,2023-06-06 21:24:45
13137,49935,28355,6717,0.57,0.13,2021-04-05 19:57:36
12889,10363,1740,227,0.17,0.02,2022-05-21 09:52:44
5284,31987,16048,2449,0.5,0.08,2018-06-21 07:56:04
4422,6056,3421,1292,0.56,0.21,2022-07-03 15:11:56
4582,47276,20389,6849,0.43,0.14,2020-03-16 10:16:53
5070,23802,8423,3198,0.35,0.13,2019-07-14 14:55:05
6077,5628,1890,126,0.34,0.02,2021-03-23 14:41:05
11280,12387,2118,348,0.17,0.03,2024-05-03 13:19:14
16137,25815,10908,768,0.42,0.03,2018-10-02 13:53:22
11816,41914,17411,4674,0.42,0.11,2023-03-19 05:19:34
9114,6701,2241,780,0.33,0.12,2022-08-10 18:21:38
13180,11557,5055,900,0.44,0.08,2024-02-20 06:24:01
19120,43930,8519,1580,0.19,0.04,2023-04-12 22:59:45
17716,29188,7688,920,0.26,0.03,2024-07-08 05:47:40
18406,40472,15321,2802,0.38,0.07,2019-05-07 11:30:49
5735,10575,4220,515,0.4,0.05,2023-03-12 03:13:00
304,17594,2743,747,0.16,0.04,2018-10-07 09:14:03
12846,11285,5171,1097,0.46,0.1,2024-11-07 05:57:17
2489,39568,15837,2698,0.4,0.07,2024-12-02 08:25:13
3140,888,510,84,0.57,0.09,2024-04-23 06:08:26
7140,10197,5499,765,0.54,0.08,2019-09-23 14:11:20
5265,10042,5461,1697,0.54,0.17,2020-12-06 15:29:16
17495,19462,4646,1380,0.24,0.07,2020-07-12 18:15:34
15928,10887,2671,816,0.25,0.07,2023-05-12 12:21:24
13775,48369,20572,3941,0.43,0.08,2022-08-21 17:35:25
2506,42255,19189,959,0.45,0.02,2023-07-08 01:49:10
17008,43746,22323,2101,0.51,0.05,2018-10-09 07:47:11
7259,21164,11104,3735,0.52,0.18,2022-09-30 09:34:37
603,8639,2553,709,0.3,0.08,2024-02-13 11:25:06
6480,19649,10546,4102,0.54,0.21,2024-01-03 12:50:04
9774,20290,7747,1104,0.38,0.05,2021-03-20 17:33:19
18138,37872,21359,5576,0.56,0.15,2020-12-07 07:28:18
14144,23067,9526,3730,0.41,0.16,2020-05-10 23:13:00
5778,5041,1863,100,0.37,0.02,2020-12-07 20:36:05
782,24331,10970,749,0.45,0.03,2020-10-16 21:41:09
6809,25829,12434,2883,0.48,0.11,2018-08-21 04:23:35
18688,42281,9079,3399,0.21,0.08,2024-09-03 08:28:35
9798,7386,1404,462,0.19,0.06,2022-05-19 16:51:36
2174,32848,11907,3079,0.36,0.09,2021-02-03 16:32:29
13363,16132,6290,1315,0.39,0.08,2018-09-21 05:53:00
4689,33070,15685,2480,0.47,0.07,2022-10-07 16:35:50
7195,22490,9743,3839,0.43,0.17,2020-10-31 03:17:33
11405,45756,25623,4944,0.56,0.11,2022-03-30 15:49:21
15068,15699,2975,1046,0.19,0.07,2024-04-05 09:55:07
6784,23147,4344,440,0.19,0.02,2023-06-28 22:15:12
14313,25693,8875,2099,0.35,0.08,2023-05-20 15:55:28
5283,22578,12580,3985,0.56,0.18,2021-07-03 23:23:21
14589,46538,27649,1590,0.59,0.03,2024-11-14 07:04:38
9367,6601,1521,128,0.23,0.02,2018-04-16 16:12:00
17714,8400,3900,679,0.46,0.08,2024-05-31 04:56:11
6218,2710,1327,387,0.49,0.14,2019-12-20 04:30:50
15915,45099,11064,1402,0.25,0.03,2018-09-26 02:02:24
921,15362,3161,1235,0.21,0.08,2021-05-22 17:29:53
6584,25851,8471,1548,0.33,0.06,2018-11-14 02:43:08
13387,34511,9433,932,0.27,0.03,2020-04-07 00:24:28
13805,7988,4525,1547,0.57,0.19,2022-05-10 23:58:33
9489,28257,16536,3809,0.59,0.13,2021-01-19 21:23:33
14743,8240,2793,1053,0.34,0.13,2019-08-13 10:54:44
11595,10225,5506,848,0.54,0.08,2024-08-17 04:33:19
19307,18546,8719,1956,0.47,0.11,2020-07-27 06:38:39
5882,17710,8253,1870,0.47,0.11,2018-11-24 14:02:22
4804,4901,781,78,0.16,0.02,2019-07-07 21:21:32
6674,46933,27653,9709,0.59,0.21,2024-02-05 15:59:05
8675,10676,4405,794,0.41,0.07,2024-07-31 04:54:06
12853,15565,8490,1000,0.55,0.06,2023-07-12 03:20:54
12419,10281,4958,815,0.48,0.08,2021-03-26 17:18:55
19253,37084,15984,2719,0.43,0.07,2022-02-10 07:06:32
11050,32652,15847,5519,0.49,0.17,2022-04-13 17:37:30
2147,41252,21101,3145,0.51,0.08,2023-01-29 23:02:24
4869,8807,2230,265,0.25,0.03,2022-10-24 21:58:12
8051,1850,1107,157,0.6,0.08,2018-04-21 23:12:42
8997,3300,1357,201,0.41,0.06,2022-12-20 20:31:49
3898,5776,3449,1132,0.6,0.2,2018-08-19 14:03:05
7976,28794,14259,3352,0.5,0.12,2020-02-10 13:50:54
7883,43360,18591,4864,0.43,0.11,2018-09-27 10:55:15
1480,40004,8141,1885,0.2,0.05,2019-09-15 09:25:34
19286,8349,3084,580,0.37,0.07,2019-08-26 20:58:32
1132,36475,13859,3034,0.38,0.08,2022-07-15 20:53:33
19392,34115,5770,801,0.17,0.02,2019-08-15 20:48:40
17785,2315,839,119,0.36,0.05,2022-02-10 02:08:42
1953,31342,5639,2252,0.18,0.07,2021-10-01 01:23:19
7677,20085,8972,2384,0.45,0.12,2021-09-22 06:02:19
9037,6252,2044,186,0.33,0.03,2019-06-10 06:12:33
531,17143,5182,1074,0.3,0.06,2019-01-02 12:29:01
786,17726,3629,560,0.2,0.03,2022-12-28 04:46:45
9661,19528,8075,2713,0.41,0.14,2020-01-03 01:10:56
7862,29209,11518,3249,0.39,0.11,2022-03-11 14:31:43
2025,23765,10827,1570,0.46,0.07,2024-09-10 16:58:39
6248,20155,8380,2013,0.42,0.1,2024-02-02 18:31:18
8252,40122,7074,2532,0.18,0.06,2023-03-17 06:45:55
13651,20986,5139,1819,0.24,0.09,2024-03-07 15:06:22
6124,45049,7963,2620,0.18,0.06,2019-08-10 14:29:31
13134,44189,8143,3149,0.18,0.07,2018-08-20 09:02:16
8066,47379,15870,6270,0.33,0.13,2018-01-09 23:05:12
11058,22477,6334,2400,0.28,0.11,2018-11-27 10:29:00
765,15015,4048,1590,0.27,0.11,2024-12-02 04:15:45
4716,37038,6860,1658,0.19,0.04,2019-04-20 13:23:40
3871,28250,11845,970,0.42,0.03,2023-01-31 04:06:56
3533,33379,18481,4362,0.55,0.13,2022-10-15 04:52:53
5287,790,328,97,0.42,0.12,2021-04-16 21:33:31
170,23148,9575,2416,0.41,0.1,2020-10-22 22:33:38
3777,29513,8242,2560,0.28,0.09,2023-11-15 00:07:34
10495,7586,2745,1044,0.36,0.14,2022-09-08 17:47:49
19105,12580,7233,1503,0.57,0.12,2022-11-16 18:16:46
2500,25896,7213,1600,0.28,0.06,2021-02-26 02:11:31
3362,40510,14547,2443,0.36,0.06,2020-02-25 02:24:33
18927,20843,6542,457,0.31,0.02,2018-08-22 08:40:46
17128,47048,27846,3639,0.59,0.08,2019-10-24 01:12:08
12523,44050,25335,8926,0.58,0.2,2022-02-05 12:07:54
5895,17180,4584,536,0.27,0.03,2021-08-18 11:36:00
16475,32874,9054,2559,0.28,0.08,2021-04-18 08:13:34
10790,29531,4849,1014,0.16,0.03,2018-08-20 21:01:28
19544,40181,8544,1153,0.21,0.03,2023-08-27 10:17:19
16276,15466,4168,532,0.27,0.03,2023-05-19 16:22:11
10188,41459,20346,3768,0.49,0.09,2020-10-24 04:25:52
9901,41902,18537,4418,0.44,0.11,2024-02-13 10:04:38
12187,4707,2043,210,0.43,0.04,2019-08-19 07:36:24
7027,46838,17027,5238,0.36,0.11,2021-04-28 21:11:29
14087,38833,12157,1902,0.31,0.05,2023-06-05 22:13:22
19345,34669,9723,3717,0.28,0.11,2018-08-08 08:52:00
14779,27879,12903,4658,0.46,0.17,2022-02-01 14:26:47
13418,47469,16704,3569,0.35,0.08,2021-10-15 06:36:12
4648,34479,17713,1190,0.51,0.03,2021-08-24 18:13:06
15219,18088,4990,1167,0.28,0.06,2018-04-09 21:52:32
584,25646,4484,855,0.17,0.03,2022-12-03 00:40:18
8523,31568,13932,4081,0.44,0.13,2021-08-17 12:56:13
5469,20908,3700,742,0.18,0.04,2020-12-01 04:04:10
19367,19048,10808,1982,0.57,0.1,2024-06-07 09:54:32
1751,4019,2235,604,0.56,0.15,2024-03-17 04:41:11
322,40658,24347,6386,0.6,0.16,2024-10-16 19:59:30
11519,41003,12624,4400,0.31,0.11,2018-03-06 10:39:17
11462,8137,1361,223,0.17,0.03,2023-09-22 10:56:34
18468,35227,18216,1364,0.52,0.04,2023-11-03 07:32:06
13566,14564,6612,375,0.45,0.03,2024-05-02 00:30:09
13421,16475,5191,772,0.32,0.05,2022-10-31 16:11:20
